QTYPE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,CANDSOK,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,STR8TALK,MCSAYDO,REFORMER,CONFEDER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BORNSC,DEBATE,BEATDEM,WEIGHT
STATE,MIDLANDS,41.0,67.0,49.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,OMITS,OMITS,OMITS,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,1.459
STATE,MIDLANDS,41.0,67.0,50.0,THIRD CALL,25-29,WHITE,MALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,BOTH,YES,BOTH,YES,NO,NO,LOYAL REPUBLICAN,NO,YES,NO,BUSH,1.285
STATE,MIDLANDS,41.0,67.0,51.0,THIRD CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,OMITS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,SAME,STRENGTHEN SOCIAL SECURITY,SOMETHING ELSE,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,UNFAVORABLE,NEITHER,YES,BUSH,YES,YES,NO,NOT TIED TO PARTY LEADERS,,NO,NO,BUSH,1.469
STATE,MIDLANDS,41.0,67.0,52.0,THIRD CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,YES,YES,YES,LOYAL REPUBLICAN,NO,NO,YES,BUSH,1.9160000000000001
STATE,MIDLANDS,41.0,67.0,53.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,LIKE SOMEONE ELSE TO ENTER,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,NEITHER,YES,NEITHER,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,1.459
STATE,MIDLANDS,41.0,67.0,54.0,THIRD CALL,30-39,,MALE,KEYES,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,BETTER,OMITS,INDEPENDENT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,NEITHER,YES,NEITHER,NO,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,YES,OMITS,1.133
STATE,MIDLANDS,41.0,67.0,55.0,THIRD CALL,50-59,WHITE,FEMALE,KEYES,THIS YEAR,SATISFIED WITH CANDIDATES,OMITS,NOT TYPICAL POLITICIAN,OMITS,OMITS,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,INDEPENDENT,HIGH SCHOOL GRADUATE,OMITS,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,OMITS,OMITS,OMITS,OMITS,YES,NO,NO,OMITS,NO,YES,NO,BUSH,1.125
STATE,MIDLANDS,41.0,67.0,56.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TOBACCO,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,YES,NEITHER,YES,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,BUSH,1.469
STATE,MIDLANDS,41.0,67.0,57.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,OMITS,YES,OMITS,OMITS,OMITS,1.45
STATE,UPSTATE,41.0,68.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,YES,YES,LOYAL REPUBLICAN,YES,NO,YES,MCCAIN,2.426
STATE,UPSTATE,41.0,68.0,2.0,FIRST CALL,30-39,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,MILITARY RECORD,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,OMITS,REPUBLICAN,COLLEGE GRADUATE,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,1.871
STATE,UPSTATE,41.0,68.0,3.0,FIRST CALL,65-74,WHITE,MALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,OMITS,BOTH,NO,YES,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,2.426
STATE,UPSTATE,41.0,68.0,4.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,YES,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,2.317
STATE,UPSTATE,41.0,68.0,5.0,FIRST CALL,50-59,,MALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BOTH,YES,BOTH,YES,NO,NO,LOYAL REPUBLICAN,YES,NO,YES,BUSH,1.958
STATE,UPSTATE,41.0,68.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,KEYES,THIS YEAR,LIKE SOMEONE ELSE TO ENTER,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,WORSE,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,UNFAVORABLE,NEITHER,YES,NEITHER,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,1.806
STATE,UPSTATE,41.0,68.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,OMITS,NO,NEITHER,NO,NO,NO,OMITS,YES,NO,NO,BUSH,1.8840000000000001
STATE,UPSTATE,41.0,68.0,8.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,65+,18-74,NOT COMPLETE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,OMITS,YES,OMITS,OMITS,OMITS,2.317
STATE,UPSTATE,41.0,68.0,9.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,NO,YES,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,2.317
STATE,UPSTATE,41.0,68.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,1.8840000000000001
STATE,UPSTATE,41.0,68.0,11.0,FIRST CALL,75+,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,65+,75+,NOT COMPLETE,60+,60+,,65+,75+,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,OMITS,NO,OMITS,OMITS,OMITS,2.317
STATE,UPSTATE,41.0,68.0,12.0,FIRST CALL,75+,WHITE,MALE,BUSH,WITHIN LAST WEEK,LIKE SOMEONE ELSE TO ENTER,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$75,000-$99,999",YES,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,BOTH,YES,BOTH,NO,YES,YES,LOYAL REPUBLICAN,NO,NO,YES,BUSH,2.426
STATE,UPSTATE,41.0,68.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BUSH,OMITS,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,2.333
STATE,UPSTATE,41.0,68.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,YES,,YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,NO,LOYAL REPUBLICAN,NO,NO,YES,MCCAIN,2.229
STATE,UPSTATE,41.0,68.0,15.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BUSH,OMITS,OMITS,NO,NO,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,2.426
STATE,UPSTATE,41.0,68.0,16.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,OMITS,BOTH,OMITS,YES,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,2.333
STATE,UPSTATE,41.0,68.0,17.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,NO,YES,MCCAIN,1.8840000000000001
STATE,UPSTATE,41.0,68.0,18.0,FIRST CALL,75+,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,BUSH,NO,BOTH,NO,YES,YES,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,2.426
STATE,UPSTATE,41.0,68.0,19.0,FIRST CALL,65-74,,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STRONG LEADER,OMITS,YES,LEGAL IN ALL CASES,NO,OMITS,OMITS,,,OMITS,,OMITS,,,65+,18-74,NOT COMPLETE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,OMITS,NO,OMITS,OMITS,OMITS,2.229
STATE,UPSTATE,41.0,68.0,20.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,2.333
STATE,UPSTATE,41.0,68.0,21.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,OMITS,OMITS,ABORTION,OMITS,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN ALL CASES,YES,OMITS,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,OMITS,NEITHER,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,OMITS,1.8840000000000001
STATE,UPSTATE,41.0,68.0,22.0,FIRST CALL,75+,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,YES,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,2.317
STATE,UPSTATE,41.0,68.0,23.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,NO,YES,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,2.333
STATE,UPSTATE,41.0,68.0,24.0,SECOND CALL,,WHITE,MALE,MCCAIN,THIS YEAR,OMITS,TAXES,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,,,COMPLETE,,,INDEPENDENT/OTHER,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,NO,YES,YES,NOT TIED TO PARTY LEADERS,NO,NO,NO,OMITS,1.871
STATE,UPSTATE,41.0,68.0,25.0,SECOND CALL,75+,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,NO,"$75,000-$99,999",YES,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,NO,YES,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,2.426
STATE,UPSTATE,41.0,68.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,YES,BUSH,2.229
STATE,UPSTATE,41.0,68.0,27.0,SECOND CALL,75+,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,OMITS,OMITS,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,65+,75+,NOT COMPLETE,60+,60+,,65+,75+,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,OMITS,YES,OMITS,OMITS,OMITS,2.317
STATE,UPSTATE,41.0,68.0,28.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,NO,YES,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,2.333
STATE,UPSTATE,41.0,68.0,29.0,SECOND CALL,60-64,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,NEITHER,YES,BOTH,OMITS,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,MCCAIN,2.229
STATE,UPSTATE,41.0,68.0,30.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,NEITHER,NO,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,2.333
STATE,UPSTATE,41.0,68.0,31.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,LOYAL REPUBLICAN,NO,NO,YES,BUSH,2.333
STATE,UPSTATE,41.0,68.0,32.0,SECOND CALL,65-74,WHITE,MALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,OMITS,NO,YES,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,2.426
STATE,UPSTATE,41.0,68.0,33.0,SECOND CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,1.8
