STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REGDEMGA,REL5,WEIGHT
22.0,100.0,27.0,THIRD CALL,30-39,WHITE,MALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,,CANDS PERSONAL QUALITIES,OMITS,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,BOSTON AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.718
22.0,100.0,28.0,THIRD CALL,40-44,BLACK,FEMALE,BRADLEY,WITHIN LAST WEEK,HEALTH CARE,HAS NEW IDEAS,APPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.5640000000000001
22.0,104.0,1.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,HEALTH CARE,STRONG LEADER,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,SOMETHING ELSE,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,BOSTON AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,REPUBLICAN,SOMETHING ELSE,4.073
22.0,104.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,HAS NEW IDEAS,APPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,2.856
22.0,104.0,3.0,FIRST CALL,40-44,WHITE,MALE,GORE,THIS YEAR,RACE RELATIONS,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BOSTON AREA,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,3.898
22.0,104.0,4.0,FIRST CALL,30-39,OTHER,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,BOSTON AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,OMITS,FAVORABLE,REPUBLICAN,CATHOLIC,3.898
22.0,104.0,5.0,FIRST CALL,75+,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BOSTON AREA,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,CATHOLIC,4.782
22.0,104.0,6.0,FIRST CALL,50-59,ASIAN,FEMALE,GORE,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BOSTON AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,SOMETHING ELSE,3.801
22.0,104.0,7.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,BEFORE THAT,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,OMITS,STATE,COMPLETE,BOSTON AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,4.073
22.0,104.0,8.0,FIRST CALL,50-59,BLACK,,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,1,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BOSTON AREA,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,,PROTESTANT/OTHER CHRISTIAN,4.073
22.0,104.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,1,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BOSTON AREA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,3.801
22.0,104.0,10.0,FIRST CALL,75+,,FEMALE,GORE,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,,NONE,OMITS,"UNDER $15,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,BOSTON AREA,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,UNDECLARED/INDEPENDENET,NONE,4.782
22.0,104.0,11.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,2,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,2.928
22.0,104.0,12.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,OMITS,1,CANDS PERSONAL QUALITIES,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,BOSTON AREA,60+,60+,,65+,65-74,FAVORABLE,FAVORABLE,GORE,GORE,,FAVORABLE,FAVORABLE,OMITS,REPUBLICAN,,5.126
22.0,104.0,13.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,OMITS,,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,ABOUT RIGHT,TOO LIBERAL,STATE,NOT COMPLETE,BOSTON AREA,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,REPUBLICAN,,3.593
22.0,104.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,STRONG LEADER,DISAPPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,3.593
22.0,104.0,15.0,SECOND CALL,65-74,BLACK,MALE,GORE,THIS YEAR,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,BOSTON AREA,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,5.255
22.0,104.0,16.0,THIRD CALL,25-29,BLACK,FEMALE,BRADLEY,TODAY,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,NO,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,2.831
22.0,104.0,17.0,THIRD CALL,25-29,BLACK,MALE,GORE,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,GORE,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,BOSTON AREA,18-29,25-29,,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,OMITS,UNDECLARED/INDEPENDENET,CATHOLIC,3.865
22.0,104.0,18.0,THIRD CALL,30-39,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BOSTON AREA,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,NONE,3.898
22.0,104.0,19.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,HAS THE RIGHT EXPERIENCE,DISAPPROVE,1,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,WORSE,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,OMITS,TOO LIBERAL,STATE,COMPLETE,BOSTON AREA,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,3.801
22.0,104.0,20.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,TODAY,HEALTH CARE,NOT TYPICAL POLITICAN,APPROVE,3,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,2.856
22.0,104.0,21.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,STRONG LEADER,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BOSTON AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,4.073
22.0,104.0,22.0,THIRD CALL,18-24,BLACK,MALE,GORE,WITHIN LAST 3 DAYS,OMITS,OMITS,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,SOMETHING ELSE,DID NOT COMPLETE HIGH SCHOOL,NONE,OMITS,,OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,UNFAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,NONE,3.865
22.0,104.0,23.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,BEFORE THAT,ABORTION,NOT TYPICAL POLITICAN,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENET,CATHOLIC,2.928
22.0,104.0,24.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS THE RIGHT EXPERIENCE,DISAPPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BOSTON AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,4.073
22.0,104.0,25.0,THIRD CALL,45-49,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,2,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,3.898
22.0,104.0,26.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,NOT TYPICAL POLITICAN,APPROVE,2,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,BOSTON AREA,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,OMITS,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,CATHOLIC,2.928
22.0,107.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.839
22.0,107.0,2.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,OMITS,APPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.596
22.0,107.0,3.0,FIRST CALL,60-64,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.773
22.0,107.0,4.0,FIRST CALL,65-74,,MALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,3,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NEITHER,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,1.097
22.0,107.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.839
22.0,107.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,RACE RELATIONS,STRONG LEADER,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.839
22.0,107.0,7.0,FIRST CALL,75+,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,,NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,OMITS,REPUBLICAN,CATHOLIC,1.097
22.0,107.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,0.839
22.0,107.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,OMITS,APPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,NONE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,NONE,0.593
22.0,107.0,10.0,FIRST CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,OMITS,NOT TYPICAL POLITICAN,APPROVE,1,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,,CATHOLIC,1.097
22.0,107.0,11.0,FIRST CALL,60-64,WHITE,FEMALE,BRADLEY,TODAY,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,2,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.773
22.0,107.0,12.0,SECOND CALL,60-64,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,OMITS,,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,TOO LIBERAL,STATE,NOT COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,,50-64,50-64,OMITS,OMITS,GORE,MCCAIN,,OMITS,OMITS,OMITS,REPUBLICAN,,1.097
