STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,ASHCROFT,PREVPRID,CARNAHAN,GORE,BRADLEY,BCPERSON,REL5,WEIGHT
26.0,106.0,32.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS SUBURBS,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.511
26.0,106.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,DISAPPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,OMITS,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,GORE,MCCAIN,FAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,0.486
26.0,106.0,34.0,THIRD CALL,45-49,,,GORE,BEFORE THAT,RACE RELATIONS,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,,POST GRADUATE STUDY,,OMITS,"$75,000-$99,999",OMITS,,,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,,0.48
26.0,106.0,35.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,BEFORE THAT,EDUCATION,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,18-29,25-29,DEMOCRAT,25-29,25-29,FAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,NO,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.672
26.0,106.0,36.0,THIRD CALL,45-49,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.48
26.0,106.0,37.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,YES,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.433
26.0,106.0,38.0,THIRD CALL,50-59,BLACK,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.43
26.0,106.0,39.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$100,000 OR MORE",NO,,,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,2,COMPLETE,ST. LOUIS SUBURBS,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,OMITS,NO,OMITS,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,0.672
26.0,106.0,40.0,THIRD CALL,45-49,BLACK,MALE,GORE,THIS YEAR,RACE RELATIONS,STRONG LEADER,APPROVE,GORE PLAN BETTER,OMITS,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,NONE,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,NONE,0.43
26.0,106.0,41.0,THIRD CALL,45-49,BLACK,MALE,GORE,BEFORE THAT,OMITS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.43
26.0,107.0,1.0,FIRST CALL,40-44,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.883
26.0,107.0,2.0,SECOND CALL,60-64,BLACK,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,YES,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,4.296
26.0,107.0,3.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.403
26.0,107.0,4.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,NO,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,2.403
26.0,107.0,5.0,SECOND CALL,45-49,BLACK,FEMALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,ST. LOUIS CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,UNFAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.068
26.0,107.0,6.0,SECOND CALL,75+,BLACK,MALE,GORE,WITHIN LAST WEEK,OMITS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,OMITS,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,ST. LOUIS CITY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,4.296
26.0,107.0,7.0,SECOND CALL,45-49,BLACK,MALE,BRADLEY,THIS YEAR,OMITS,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,OMITS,,OMITS,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,OMITS,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.281
26.0,107.0,8.0,SECOND CALL,50-59,BLACK,MALE,GORE,BEFORE THAT,OMITS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.883
26.0,107.0,9.0,THIRD CALL,50-59,BLACK,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,ABORTION,OMITS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,WORSE,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,ABOUT RIGHT,2,COMPLETE,ST. LOUIS CITY,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,YES,OMITS,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.068
26.0,107.0,10.0,THIRD CALL,25-29,HISPANIC/LATINO,MALE,BRADLEY,WITHIN LAST 3 DAYS,RACE RELATIONS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,NO,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.882
26.0,107.0,11.0,THIRD CALL,18-24,BLACK,MALE,BRADLEY,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"UNDER $15,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,18-29,18-24,REPUBLICAN,18-24,18-24,UNFAVORABLE,FAVORABLE,BUSH,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.882
26.0,107.0,12.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,RACE RELATIONS,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,SOMETHING ELSE,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,UNFAVORABLE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.676
26.0,107.0,13.0,THIRD CALL,25-29,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,SOMETHING ELSE,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,TOO LIBERAL,2,COMPLETE,ST. LOUIS CITY,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,UNFAVORABLE,BUSH,GORE,UNFAVORABLE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.467
26.0,107.0,14.0,THIRD CALL,45-49,BLACK,MALE,GORE,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,GORE,NOT LIBERAL ENOUGH,TOO LIBERAL,2,COMPLETE,ST. LOUIS CITY,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,UNFAVORABLE,NO,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,2.883
26.0,107.0,15.0,THIRD CALL,40-44,ASIAN,FEMALE,GORE,WITHIN LAST WEEK,RACE RELATIONS,NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,JEWISH,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,FAVORABLE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,JEWISH,1.5210000000000001
26.0,107.0,16.0,THIRD CALL,40-44,BLACK,FEMALE,BRADLEY,TODAY,EDUCATION,NEW IDEAS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,GORE,MCCAIN,UNFAVORABLE,NO,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.068
26.0,107.0,17.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,JEWISH,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,TOO LIBERAL,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,18-29,18-24,DEMOCRAT,18-24,18-24,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,UNFAVORABLE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,JEWISH,0.467
26.0,107.0,18.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,WORSE,YES,SOMETHING ELSE,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,NO,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.5210000000000001
26.0,107.0,19.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,JEWISH,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,ST. LOUIS CITY,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,UNFAVORABLE,NO,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,JEWISH,2.403
26.0,107.0,20.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,THIS YEAR,RACE RELATIONS,NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,BUSH,OMITS,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,0.467
26.0,107.0,21.0,THIRD CALL,30-39,ASIAN,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,WORSE,NO,,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,YES,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,ST. LOUIS CITY,30-44,30-39,,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.5210000000000001
26.0,107.0,22.0,THIRD CALL,18-24,BLACK,FEMALE,BRADLEY,TODAY,EDUCATION,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,JEWISH,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,TOO LIBERAL,NOT LIBERAL ENOUGH,2,COMPLETE,ST. LOUIS CITY,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,OMITS,MCCAIN,UNFAVORABLE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,JEWISH,0.735
26.0,107.0,23.0,THIRD CALL,18-24,BLACK,FEMALE,BRADLEY,TODAY,EDUCATION,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,TOO LIBERAL,2,COMPLETE,ST. LOUIS CITY,18-29,18-24,REPUBLICAN,18-24,18-24,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,FAVORABLE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.735
26.0,107.0,24.0,THIRD CALL,40-44,BLACK,MALE,GORE,WITHIN LAST 3 DAYS,RACE RELATIONS,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,REPUBLICAN,COLLEGE GRADUATE,JEWISH,NO,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,TOO LIBERAL,2,COMPLETE,ST. LOUIS CITY,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,OMITS,FAVORABLE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,JEWISH,2.883
26.0,107.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,OMITS,HEALTH CARE,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,TOO LIBERAL,2,COMPLETE,ST. LOUIS CITY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,FAVORABLE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,0.676
