AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,GORBSH3,HISPANIC,REL5,WEIGHT
30-39,37.0,67.0,5.0,FIRST CALL,30-39,MALE,KEYES,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.769
30-39,37.0,67.0,6.0,FIRST CALL,30-39,FEMALE,KEYES,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.766
30-39,37.0,67.0,7.0,FIRST CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.9530000000000001
50-59,37.0,67.0,8.0,FIRST CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,NONE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,NONE,0.927
60+,37.0,67.0,9.0,FIRST CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
40-49,37.0,67.0,10.0,FIRST CALL,40-44,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
40-49,37.0,67.0,11.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
40-49,37.0,67.0,12.0,FIRST CALL,40-44,MALE,BUSH,YES,NO,SOMETHING ELSE,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.927
50-59,37.0,67.0,13.0,SECOND CALL,50-59,FEMALE,KEYES,NO,NO,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.766
60+,37.0,67.0,14.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
60+,37.0,67.0,15.0,SECOND CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.964
60+,37.0,67.0,16.0,SECOND CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TULSA AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.964
60+,37.0,67.0,17.0,SECOND CALL,60-64,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
60+,37.0,67.0,18.0,SECOND CALL,75+,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TULSA AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
50-59,37.0,67.0,19.0,SECOND CALL,50-59,FEMALE,BUSH,NO,NO,REPUBLICAN,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.923
60+,37.0,67.0,20.0,SECOND CALL,75+,MALE,BUSH,NO,OMITS,INDEPENDENT,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TULSA AREA,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.964
50-59,37.0,67.0,21.0,SECOND CALL,50-59,,KEYES,NO,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TULSA AREA,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.769
50-59,37.0,67.0,22.0,SECOND CALL,50-59,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.923
30-39,37.0,67.0,23.0,SECOND CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
60+,37.0,67.0,24.0,SECOND CALL,65-74,FEMALE,MCCAIN,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5630000000000001
60+,37.0,67.0,25.0,SECOND CALL,65-74,MALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.5650000000000001
50-59,37.0,67.0,26.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.923
40-49,37.0,67.0,27.0,SECOND CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
60+,37.0,67.0,28.0,SECOND CALL,65-74,,BUSH,YES,OMITS,REPUBLICAN,PROTESTANT,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,FAVORABLE,OMITS,NO,PROTESTANT/OTHER CHRISTIAN,0.96
60+,37.0,67.0,29.0,SECOND CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TULSA AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
30-39,37.0,67.0,30.0,THIRD CALL,30-39,MALE,MCCAIN,NO,YES,INDEPENDENT,NONE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,NONE,0.544
60+,37.0,67.0,31.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
60+,37.0,67.0,32.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.964
25-29,37.0,67.0,33.0,THIRD CALL,25-29,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.99
60+,37.0,67.0,34.0,THIRD CALL,65-74,MALE,MCCAIN,NO,OMITS,REPUBLICAN,,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,OMITS,FAVORABLE,OMITS,BUSH,NO,,0.5650000000000001
40-49,37.0,67.0,35.0,THIRD CALL,40-44,FEMALE,MCCAIN,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.542
50-59,37.0,67.0,36.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.923
30-39,37.0,67.0,37.0,THIRD CALL,30-39,FEMALE,MCCAIN,NO,YES,INDEPENDENT,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.542
60+,37.0,67.0,38.0,THIRD CALL,60-64,FEMALE,MCCAIN,NO,OMITS,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,OMITS,OMITS,NO,PROTESTANT/OTHER CHRISTIAN,0.5630000000000001
60+,37.0,67.0,39.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
40-49,37.0,67.0,40.0,THIRD CALL,45-49,MALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.544
60+,37.0,67.0,41.0,THIRD CALL,65-74,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
60+,37.0,67.0,42.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,TULSA AREA,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
60+,37.0,67.0,43.0,THIRD CALL,75+,MALE,MCCAIN,NO,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TULSA AREA,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.5650000000000001
50-59,37.0,67.0,44.0,THIRD CALL,50-59,FEMALE,MCCAIN,NO,NO,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,NEITHER,NO,SOMETHING ELSE,0.542
30-39,37.0,67.0,45.0,THIRD CALL,30-39,MALE,MCCAIN,NO,YES,INDEPENDENT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.544
50-59,37.0,67.0,46.0,THIRD CALL,50-59,FEMALE,MCCAIN,OMITS,NO,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.542
50-59,37.0,67.0,47.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.923
50-59,37.0,67.0,48.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.927
30-39,37.0,67.0,49.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
40-49,37.0,67.0,50.0,THIRD CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
40-49,37.0,67.0,51.0,THIRD CALL,45-49,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.923
18-24,37.0,67.0,52.0,THIRD CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.99
60+,37.0,67.0,53.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.964
60+,37.0,67.0,54.0,THIRD CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TULSA AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.96
40-49,37.0,67.0,55.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.923
40-49,37.0,67.0,56.0,THIRD CALL,45-49,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.927
40-49,37.0,67.0,57.0,THIRD CALL,45-49,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.923
40-49,37.0,67.0,58.0,THIRD CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.923
60+,37.0,73.0,1.0,FIRST CALL,65-74,FEMALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.171
60+,37.0,73.0,2.0,SECOND CALL,65-74,MALE,MCCAIN,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,TULSA AREA,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,1.176
50-59,37.0,73.0,3.0,THIRD CALL,50-59,FEMALE,MCCAIN,NO,NO,REPUBLICAN,NONE,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NEITHER,NO,NONE,1.127
60+,37.0,73.0,4.0,THIRD CALL,75+,,MCCAIN,NO,NO,DEMOCRAT,OTHER CHRISTIAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TULSA AREA,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,,PROTESTANT/OTHER CHRISTIAN,1.171
30-39,37.0,74.0,1.0,FIRST CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.733
60+,37.0,74.0,2.0,FIRST CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.765
60+,37.0,74.0,3.0,FIRST CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.762
30-39,37.0,74.0,4.0,FIRST CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.736
40-49,37.0,74.0,5.0,FIRST CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.733
60+,37.0,74.0,6.0,FIRST CALL,60-64,,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.765
40-49,37.0,74.0,7.0,FIRST CALL,45-49,MALE,KEYES,YES,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.61
30-39,37.0,74.0,8.0,FIRST CALL,30-39,MALE,KEYES,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.61
40-49,37.0,74.0,9.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.736
25-29,37.0,74.0,10.0,FIRST CALL,25-29,FEMALE,KEYES,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.652
50-59,37.0,74.0,11.0,FIRST CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TULSA AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.736
60+,37.0,74.0,12.0,SECOND CALL,75+,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,,,,65+,75+,STATE,TULSA AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.762
60+,37.0,74.0,13.0,SECOND CALL,75+,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TULSA AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.762
30-39,37.0,74.0,14.0,SECOND CALL,30-39,FEMALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,TULSA AREA,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.429
