STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REGREPMD,REL5,WEIGHT
21.0,80.0,17.0,SECOND CALL,25-29,MALE,MCCAIN,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,NONE,0.675
21.0,80.0,18.0,SECOND CALL,30-39,MALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,CATHOLIC,0.663
21.0,80.0,19.0,SECOND CALL,25-29,FEMALE,MCCAIN,WITHIN LAST WEEK,OMITS,OMITS,OMITS,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,OMITS,NEITHER,OMITS,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,NONE,0.668
21.0,80.0,20.0,SECOND CALL,50-59,FEMALE,MCCAIN,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.657
21.0,80.0,21.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.727
21.0,80.0,22.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,OMITS,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.734
21.0,80.0,23.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.727
21.0,80.0,24.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,NEITHER,YES,BUSH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.727
21.0,80.0,25.0,THIRD CALL,40-44,MALE,BUSH,TODAY,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.734
21.0,80.0,26.0,THIRD CALL,40-44,FEMALE,BUSH,WITHIN LAST WEEK,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,SOMETHING ELSE,COLLEGE GRADUATE,OTHER CHRISTIAN,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,OMITS,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.727
21.0,80.0,27.0,THIRD CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.734
21.0,80.0,28.0,THIRD CALL,18-24,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,18-24,DEMOCRAT,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,BUSH,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,UNDECLARED/INDEPENDENT,SOMETHING ELSE,0.675
21.0,80.0,29.0,THIRD CALL,18-24,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,UNDECLARED/INDEPENDENT,CATHOLIC,0.668
21.0,80.0,30.0,THIRD CALL,25-29,MALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.675
21.0,80.0,31.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,REPUBLICAN,30-39,30-39,OMITS,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.663
21.0,80.0,32.0,THIRD CALL,25-29,MALE,MCCAIN,BEFORE THAT,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,REPUBLICAN,25-29,25-29,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.675
21.0,80.0,33.0,THIRD CALL,30-39,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,UNDECLARED/INDEPENDENT,CATHOLIC,0.657
21.0,80.0,34.0,THIRD CALL,65-74,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NONE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NEITHER,YES,YES,LOYAL REPUBLICAN,BUSH,REPUBLICAN,NONE,0.6960000000000001
21.0,81.0,1.0,FIRST CALL,75+,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,INDEPENDENT/OTHER,65+,75+,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,MCCAIN,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.775
21.0,81.0,2.0,FIRST CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.665
21.0,81.0,3.0,FIRST CALL,65-74,FEMALE,BUSH,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,OMITS,NO,LEGAL IN ALL CASES,YES,OMITS,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,OMITS,OMITS,OMITS,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.768
21.0,81.0,4.0,FIRST CALL,65-74,,BUSH,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,GORE,OMITS,BUSH,NO,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,UNDECLARED/INDEPENDENT,CATHOLIC,0.775
21.0,81.0,5.0,SECOND CALL,25-29,MALE,BUSH,WITHIN LAST WEEK,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.677
21.0,81.0,6.0,SECOND CALL,45-49,MALE,BUSH,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,OMITS,BUSH,NO,NO,NOT TIED TO PARTY LEADERS,OMITS,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.665
21.0,81.0,7.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,NONE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,NONE,0.6
21.0,81.0,8.0,THIRD CALL,25-29,FEMALE,BUSH,TODAY,OMITS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,TAX CUT,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,DEMOCRAT,25-29,25-29,ABOUT RIGHT,FAVORABLE,OMITS,GORE,GORE,OMITS,BUSH,NO,BOTH,NO,NO,LOYAL REPUBLICAN,BUSH,,,0.67
21.0,81.0,9.0,THIRD CALL,18-24,,MCCAIN,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,ABOUT RIGHT,UNFAVORABLE,UNFAVORABLE,GORE,GORE,TOO CONSERVATIVE,MCCAIN,NO,MCCAIN,NO,NO,LOYAL REPUBLICAN,OMITS,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.605
21.0,83.0,1.0,FIRST CALL,50-59,FEMALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,OMITS,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,OMITS,OMITS,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,OMITS,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.399
21.0,83.0,2.0,FIRST CALL,30-39,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,MCCAIN,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.402
21.0,83.0,3.0,FIRST CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,MCCAIN,REPUBLICAN,CATHOLIC,0.402
21.0,83.0,4.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,OMITS,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.514
21.0,83.0,5.0,SECOND CALL,30-39,MALE,MCCAIN,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,SOMETHING ELSE,COLLEGE GRADUATE,PROTESTANT,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,,PROTESTANT/OTHER CHRISTIAN,0.402
21.0,83.0,6.0,SECOND CALL,65-74,FEMALE,BUSH,BEFORE THAT,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.514
21.0,83.0,7.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,,CATHOLIC,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.519
21.0,83.0,8.0,SECOND CALL,30-39,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,GORE,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.441
21.0,83.0,9.0,SECOND CALL,40-44,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,OMITS,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,NEITHER,NO,BOTH,YES,NO,LOYAL REPUBLICAN,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.402
