STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,INTERNET,MCTEMPER,MIGRATE,BEATDEM,CAMPFIN,WEIGHT
3.0,352.0,40.0,THIRD CALL,18-24,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,BUSH,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,HELP,1.213
3.0,352.0,41.0,THIRD CALL,30-39,MALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,HELP,1.312
3.0,352.0,42.0,THIRD CALL,50-59,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,1.312
3.0,352.0,43.0,THIRD CALL,30-39,MALE,2,TODAY,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,OMITS,HELP,0.8170000000000001
3.0,352.0,44.0,THIRD CALL,50-59,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,1.362
3.0,352.0,45.0,THIRD CALL,30-39,FEMALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,1.362
3.0,352.0,46.0,THIRD CALL,75+,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,75+,UNFAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,1.6340000000000001
3.0,352.0,47.0,THIRD CALL,50-59,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,YES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,LOYAL REPUBLICAN,YES,YES,YES,MCCAIN,HELP,1.312
3.0,352.0,48.0,THIRD CALL,40-44,FEMALE,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,BUSH,HELP,1.139
3.0,352.0,49.0,THIRD CALL,50-59,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,1.362
3.0,352.0,50.0,THIRD CALL,30-39,MALE,3,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,1.312
3.0,356.0,1.0,FIRST CALL,45-49,FEMALE,1,WITHIN LAST 3 DAYS,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,HELP,0.421
3.0,356.0,2.0,FIRST CALL,18-24,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,0.553
3.0,356.0,3.0,FIRST CALL,50-59,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,0.404
3.0,356.0,4.0,FIRST CALL,45-49,MALE,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,NO,LOYAL REPUBLICAN,NO,NO,YES,BUSH,HURT,0.404
3.0,356.0,5.0,FIRST CALL,30-39,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BUSH,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,YES,NO,YES,BUSH,HELP,0.404
3.0,356.0,6.0,FIRST CALL,45-49,FEMALE,3,TODAY,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BOTH,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,HELP,0.503
3.0,356.0,7.0,FIRST CALL,30-39,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,NEITHER,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,0.487
3.0,356.0,8.0,FIRST CALL,30-39,FEMALE,3,BEFORE THAT,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,HELP,0.503
3.0,356.0,9.0,FIRST CALL,40-44,FEMALE,2,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,UNFAVORABLE,NEITHER,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,0.314
3.0,356.0,10.0,FIRST CALL,50-59,FEMALE,2,THIS YEAR,,OMITS,OMITS,YES,ILLEGAL IN ALL CASES,NO,WORSE,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,NEITHER,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,OMITS,HURT,0.314
3.0,356.0,11.0,FIRST CALL,65-74,MALE,3,WITHIN LAST WEEK,,,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,65+,18-74,NOT COMPLETE,MARICOPA,60+,60+,,65+,65-74,FAVORABLE,FAVORABLE,OMITS,NO,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,0.578
3.0,356.0,12.0,FIRST CALL,65-74,,2,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"UNDER $15,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,UNFAVORABLE,NEITHER,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,HURT,0.363
3.0,356.0,13.0,FIRST CALL,50-59,FEMALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,0.503
3.0,356.0,14.0,FIRST CALL,50-59,FEMALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,HELP,0.503
3.0,356.0,15.0,FIRST CALL,45-49,FEMALE,1,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,NEITHER,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,HURT,0.421
3.0,356.0,16.0,FIRST CALL,75+,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,75+,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,75+,UNFAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,0.578
3.0,356.0,17.0,FIRST CALL,65-74,MALE,1,THIS YEAR,OMITS,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,NEITHER,YES,BUSH,NO,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HURT,0.487
3.0,356.0,18.0,FIRST CALL,65-74,MALE,1,WITHIN LAST 3 DAYS,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,YES,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BOTH,YES,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HURT,0.487
3.0,356.0,19.0,FIRST CALL,65-74,FEMALE,1,TODAY,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BUSH,OMITS,BOTH,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,OMITS,HURT,0.503
3.0,356.0,20.0,FIRST CALL,65-74,MALE,3,WITHIN LAST 3 DAYS,,,OMITS,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,OMITS,NO,OMITS,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,OMITS,OMITS,0.578
3.0,356.0,21.0,FIRST CALL,75+,MALE,3,THIS YEAR,,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,COMPLETE,MARICOPA,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,0.578
3.0,356.0,22.0,FIRST CALL,50-59,MALE,3,TODAY,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,0.487
3.0,356.0,23.0,SECOND CALL,65-74,MALE,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,YES,LOYAL REPUBLICAN,YES,YES,NO,BUSH,HURT,0.487
3.0,356.0,24.0,SECOND CALL,30-39,MALE,1,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,HELP,0.404
3.0,356.0,25.0,SECOND CALL,65-74,FEMALE,3,BEFORE THAT,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,OMITS,FAVORABLE,MCCAIN,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,HELP,0.602
3.0,356.0,26.0,SECOND CALL,65-74,MALE,3,THIS YEAR,,OMITS,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,65+,18-74,NOT COMPLETE,MARICOPA,60+,60+,,65+,65-74,UNFAVORABLE,FAVORABLE,OMITS,NO,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,0.578
3.0,356.0,27.0,SECOND CALL,40-44,FEMALE,3,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,MCCAIN,HELP,0.503
3.0,356.0,28.0,SECOND CALL,65-74,FEMALE,1,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,,YES,MODERATE,MODERATE,65+,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,0.503
3.0,356.0,29.0,THIRD CALL,45-49,MALE,2,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,OMITS,SAME,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,UNFAVORABLE,NEITHER,OMITS,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,YES,OMITS,YES,OMITS,HELP,0.297
3.0,356.0,30.0,THIRD CALL,40-44,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,HIGH SCHOOL GRADUATE,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,NEITHER,YES,BOTH,YES,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,OMITS,0.404
3.0,356.0,31.0,THIRD CALL,60-64,FEMALE,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,HELP,0.503
3.0,356.0,32.0,THIRD CALL,30-39,FEMALE,1,TODAY,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,NEITHER,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,HELP,0.421
3.0,356.0,33.0,THIRD CALL,45-49,FEMALE,3,BEFORE THAT,OMITS,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,OMITS,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,OMITS,0.503
3.0,356.0,34.0,THIRD CALL,50-59,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,,POST GRADUATE STUDY,OMITS,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,0.487
3.0,356.0,35.0,THIRD CALL,40-44,,2,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,YES,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,OMITS,OMITS,0.314
3.0,356.0,36.0,THIRD CALL,30-39,FEMALE,2,THIS YEAR,OMITS,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,OMITS,BETTER,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,30-39,OMITS,UNFAVORABLE,OMITS,OMITS,NEITHER,YES,NO,OMITS,YES,OMITS,NO,OMITS,OMITS,0.314
3.0,356.0,37.0,THIRD CALL,50-59,FEMALE,3,TODAY,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,0.503
