STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,STANDLIV,ISSUE,QUALITY,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,FINSIT,UNION,PARTYID,EDUC,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,RACEREL,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BCPERSON,INTERNET,STEC,RELPUB,BRADHLTH,WEIGHT
8.0,64.0,30.0,SECOND CALL,75+,WHITE,MALE,GORE,THIS YEAR,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY BRADLEY,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.743
8.0,64.0,31.0,THIRD CALL,25-29,OTHER,FEMALE,GORE,BEFORE THAT,WILL RISE,EDUCATION,,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,FAVORABLE,YES,GOOD,NOT PUBLIC,YES,0.757
8.0,64.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,ECONOMY/JOBS,,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,WORSE,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,YES,GOOD,PUBLIC,NO,0.725
8.0,64.0,33.0,THIRD CALL,30-39,WHITE,MALE,GORE,THIS YEAR,WILL RISE,WORLD AFFAIRS,,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.743
8.0,64.0,34.0,THIRD CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.743
8.0,64.0,35.0,THIRD CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,SS/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,,YES,MODERATE,MODERATE,65+,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.852
8.0,64.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,YES,GOOD,NOT PUBLIC,YES,0.757
8.0,64.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.725
8.0,64.0,38.0,THIRD CALL,30-39,WHITE,MALE,GORE,THIS YEAR,WILL FALL,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,OMITS,0.743
8.0,64.0,39.0,THIRD CALL,45-49,WHITE,MALE,GORE,THIS YEAR,WILL RISE,TAXES,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.743
8.0,64.0,40.0,THIRD CALL,18-24,OTHER,FEMALE,GORE,TODAY,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,YES,GOOD,PUBLIC,NO,0.757
8.0,64.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,OMITS,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.853
8.0,64.0,42.0,THIRD CALL,60-64,WHITE,MALE,GORE,WITHIN LAST WEEK,WILL FALL,OMITS,REPRESENTS CONSERVATIVE VALUES,APPROVE,NEITHER,BOTH THE SAME,NOT TOO IMPORTANT,OMITS,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,NOT SO GOOD,NOT PUBLIC,YES,0.743
8.0,64.0,43.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,WILL FALL,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,ONLY GORE,BOTH THE SAME,SOMEWHAT IMPORTANT,OMITS,BETTER,YES,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,NO,GOOD,PUBLIC,YES,0.743
8.0,64.0,44.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WILL FALL,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,OMITS,OMITS,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,YES,,HIGH SCHOOL GRADUATE,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,,40-49,40-49,UNFAVORABLE,YES,GOOD,PUBLIC,NO,0.876
8.0,64.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,WILL FALL,SS/MEDICARE,OMITS,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,OMITS,YES,GOOD,NOT PUBLIC,OMITS,0.725
8.0,64.0,46.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,SS/MEDICARE,,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,YES,0.876
8.0,64.0,47.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,WILL RISE,EDUCATION,STRONG LEADER,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.725
8.0,64.0,48.0,THIRD CALL,60-64,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,YES,0.743
8.0,64.0,49.0,THIRD CALL,65-74,WHITE,MALE,OTHER,THIS YEAR,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,NEITHER,BOTH THE SAME,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,YES,EXCELLENT,PUBLIC,YES,1.141
8.0,64.0,50.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,OMITS,SS/MEDICARE,OMITS,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.876
8.0,64.0,51.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,WILL FALL,EDUCATION,CAN WIN IN NOVEMBER,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,YES,GOOD,PUBLIC,NO,0.876
8.0,65.0,1.0,FIRST CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,SS/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,YES,EXCELLENT,PUBLIC,YES,2.015
8.0,65.0,2.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,75+,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,2.123
8.0,65.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,THIS YEAR,WILL FALL,HEALTH CARE,NOT TYPICAL POLITICIAN,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,NO,GOOD,NOT PUBLIC,YES,1.468
8.0,65.0,4.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,,NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.838
8.0,65.0,5.0,FIRST CALL,50-59,BLACK,MALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.341
8.0,65.0,6.0,FIRST CALL,50-59,BLACK,MALE,GORE,THIS YEAR,WILL FALL,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,PUBLIC,YES,1.341
8.0,65.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,WILL FALL,HEALTH CARE,,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,YES,1.528
8.0,65.0,8.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,WILL FALL,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.937
8.0,65.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL FALL,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,YES,GOOD,NOT PUBLIC,YES,2.208
8.0,65.0,10.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WILL FALL,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,YES,EXCELLENT,PUBLIC,NO,1.61
8.0,65.0,11.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,OMITS,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,OMITS,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,OMITS,YES,GOOD,PUBLIC,OMITS,1.528
8.0,65.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,OMITS,OMITS,DISAPPROVE,ONLY BRADLEY,BOTH THE SAME,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,1.675
8.0,65.0,13.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,WILL FALL,OMITS,STRONG LEADER,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,OMITS,WORSE,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,OMITS,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,NO,OMITS,NOT PUBLIC,NO,1.61
8.0,65.0,14.0,SECOND CALL,45-49,WHITE,FEMALE,BRADLEY,TODAY,WILL RISE,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,OMITS,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,1.675
8.0,65.0,15.0,THIRD CALL,40-44,WHITE,MALE,GORE,TODAY,WILL RISE,ECONOMY/JOBS,,APPROVE,BOTH,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.468
8.0,65.0,16.0,THIRD CALL,45-49,WHITE,MALE,GORE,TODAY,WILL FALL,OMITS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,OMITS,WORSE,YES,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,GOOD,OMITS,NO,1.468
8.0,65.0,17.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL FALL,EDUCATION,,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,OMITS,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,NO,GOOD,PUBLIC,NO,1.675
8.0,65.0,18.0,THIRD CALL,40-44,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,WILL RISE,WORLD AFFAIRS,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,GOOD,PUBLIC,NO,1.468
8.0,68.0,1.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,WILL FALL,SS/MEDICARE,,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,WORSE,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,NO,NOT SO GOOD,NOT PUBLIC,NO,0.8
8.0,68.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,TODAY,WILL RISE,SS/MEDICARE,STRONG LEADER,APPROVE,ONLY BRADLEY,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,NO,GOOD,PUBLIC,YES,0.5760000000000001
8.0,68.0,3.0,FIRST CALL,60-64,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,ECONOMY/JOBS,,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,PUBLIC,YES,0.73
8.0,68.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,THIS YEAR,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.553
8.0,68.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,BRADLEY,TODAY,WILL RISE,WORLD AFFAIRS,,APPROVE,BOTH,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.631
