AGEABC,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,CLINTON,UNION,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,GORE,TXPSREFD,BCPERSON,GWMRCSRV,GORBSH3,HISPANIC,QRACE,REL5,WEIGHT
50-59,44.0,116.0,13.0,FIRST CALL,50-59,,FEMALE,GORE,APPROVE,NO,INDEPENDENT,OTHER CHRISTIAN,,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,OMITS,OMITS,OMITS,GORE,,,PROTESTANT/OTHER CHRISTIAN,0.37
60+,44.0,116.0,14.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.39
60+,44.0,116.0,15.0,SECOND CALL,60-64,WHITE,FEMALE,BRADLEY,DISAPPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.244
30-39,44.0,116.0,16.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,SOMETHING ELSE,0.293
60+,44.0,116.0,17.0,SECOND CALL,65-74,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.234
50-59,44.0,116.0,18.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.293
60+,44.0,116.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,0.39
50-59,44.0,116.0,20.0,SECOND CALL,50-59,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.28200000000000003
60+,44.0,116.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.39
50-59,44.0,116.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.37
50-59,44.0,116.0,23.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,YES,OMITS,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.293
50-59,44.0,116.0,24.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,APPROVE,NO,SOMETHING ELSE,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,OMITS,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.293
40-49,44.0,116.0,25.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,JEWISH,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,JEWISH,0.37
40-49,44.0,116.0,26.0,SECOND CALL,45-49,BLACK,MALE,GORE,APPROVE,YES,DEMOCRAT,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,BLACK,SOMETHING ELSE,0.28200000000000003
40-49,44.0,116.0,27.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.293
30-39,44.0,116.0,28.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.293
60+,44.0,116.0,29.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,OMITS,NO,UNFAVORABLE,NO,GORE,,WHITE,PROTESTANT/OTHER CHRISTIAN,0.39
25-29,44.0,116.0,30.0,SECOND CALL,25-29,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$15,000-$29,000",,,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,YES,FAVORABLE,OMITS,GORE,NO,WHITE,NONE,0.5660000000000001
60+,44.0,116.0,31.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,DISAPPROVE,NO,INDEPENDENT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,NO,NEITHER,NO,WHITE,CATHOLIC,0.39
40-49,44.0,116.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.37
50-59,44.0,116.0,33.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.293
30-39,44.0,116.0,34.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,30-39,30-39,OMITS,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.293
50-59,44.0,116.0,35.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,SOMETHING ELSE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,SOMETHING ELSE,0.293
60+,44.0,116.0,36.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,APPROVE,NO,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.31
50-59,44.0,116.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.37
50-59,44.0,116.0,38.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,APPROVE,NO,INDEPENDENT,NONE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,YES,FAVORABLE,NO,NEITHER,NO,WHITE,NONE,0.221
18-24,44.0,116.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,APPROVE,NO,SOMETHING ELSE,CATHOLIC,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,OMITS,GORE,NO,WHITE,CATHOLIC,0.589
50-59,44.0,116.0,40.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.28200000000000003
,44.0,116.0,41.0,THIRD CALL,,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",VERY LIBERAL,LIBERAL,,,STATE,DALLAS/FORT WORTH,,DEMOCRAT,,,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.28200000000000003
60+,44.0,116.0,42.0,THIRD CALL,65-74,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$100,000 OR MORE",MODERATE,MODERATE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,SOMETHING ELSE,0.298
25-29,44.0,116.0,43.0,THIRD CALL,25-29,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,,MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.466
40-49,44.0,116.0,44.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.293
60+,44.0,116.0,45.0,THIRD CALL,60-64,BLACK,,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.298
50-59,44.0,118.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.286
30-39,44.0,118.0,2.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,NONE,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,NONE,1.0190000000000001
50-59,44.0,118.0,3.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.98
60+,44.0,118.0,4.0,FIRST CALL,75+,WHITE,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,OMITS,UNFAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.845
60+,44.0,118.0,5.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,WHITE,JEWISH,1.307
60+,44.0,118.0,6.0,FIRST CALL,65-74,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.036
40-49,44.0,118.0,7.0,FIRST CALL,45-49,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.98
30-39,44.0,118.0,8.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.237
60+,44.0,118.0,9.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.845
40-49,44.0,118.0,10.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.0190000000000001
50-59,44.0,118.0,11.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,YES,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.286
50-59,44.0,118.0,12.0,THIRD CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,INDEPENDENT,CATHOLIC,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,WHITE,CATHOLIC,1.0190000000000001
18-24,44.0,120.0,1.0,FIRST CALL,18-24,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,NONE,1.242
60+,44.0,120.0,2.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.858
50-59,44.0,120.0,3.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.781
40-49,44.0,120.0,4.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.781
60+,44.0,120.0,5.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.858
18-24,44.0,120.0,6.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,APPROVE,YES,INDEPENDENT,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,FAVORABLE,YES,FAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.291
60+,44.0,120.0,7.0,SECOND CALL,60-64,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.8250000000000001
,44.0,120.0,8.0,SECOND CALL,,WHITE,MALE,BRADLEY,APPROVE,YES,DEMOCRAT,,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,,,STATE,DALLAS/FORT WORTH,,DEMOCRAT,,,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,,WHITE,,0.485
50-59,44.0,120.0,9.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.781
50-59,44.0,120.0,10.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,YES,OMITS,YES,GORE,,BLACK,PROTESTANT/OTHER CHRISTIAN,0.618
50-59,44.0,120.0,11.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.642
40-49,44.0,120.0,12.0,SECOND CALL,45-49,WHITE,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,NONE,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,NONE,0.504
50-59,44.0,120.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.811
40-49,44.0,120.0,14.0,SECOND CALL,40-44,BLACK,MALE,GORE,OMITS,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,OMITS,NO,OMITS,OMITS,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.618
60+,44.0,120.0,15.0,SECOND CALL,75+,BLACK,FEMALE,GORE,APPROVE,YES,INDEPENDENT,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,STATE,DALLAS/FORT WORTH,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.679
30-39,44.0,120.0,16.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.781
60+,44.0,120.0,17.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,NONE,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,OMITS,FAVORABLE,OMITS,FAVORABLE,NO,GORE,,BLACK,NONE,0.679
60+,44.0,120.0,18.0,THIRD CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.858
40-49,44.0,120.0,19.0,THIRD CALL,40-44,HISPANIC/LATINO,MALE,GORE,APPROVE,YES,DEMOCRAT,NONE,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,YES,WHITE,NONE,0.618
30-39,44.0,120.0,20.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.642
