AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,TXPSREFD,GWMRCSRV,GORBSH3,HISPANIC,REL5,WEIGHT
60+,44.0,316.0,22.0,SECOND CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,,MODERATE,MODERATE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,FAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.6960000000000001
50-59,44.0,316.0,23.0,SECOND CALL,50-59,MALE,BUSH,NO,YES,INDEPENDENT,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5760000000000001
60+,44.0,316.0,24.0,SECOND CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.7000000000000001
60+,44.0,316.0,25.0,SECOND CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.6960000000000001
60+,44.0,316.0,26.0,SECOND CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.6960000000000001
40-49,44.0,316.0,27.0,SECOND CALL,40-44,FEMALE,KEYES,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.367
50-59,44.0,316.0,28.0,SECOND CALL,50-59,FEMALE,MCCAIN,NO,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,NO,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.376
50-59,44.0,316.0,29.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
60+,44.0,316.0,30.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,CATHOLIC,0.7000000000000001
40-49,44.0,316.0,31.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,INDEPENDENT,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,OMITS,UNFAVORABLE,NO,NO,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
40-49,44.0,316.0,32.0,THIRD CALL,45-49,MALE,MCCAIN,NO,NO,INDEPENDENT,NONE,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,40-49,40-49,OMITS,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,NONE,0.378
40-49,44.0,316.0,33.0,THIRD CALL,40-44,MALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.378
40-49,44.0,316.0,34.0,THIRD CALL,40-44,MALE,KEYES,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.369
30-39,44.0,316.0,35.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
50-59,44.0,316.0,36.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,,MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.548
50-59,44.0,316.0,37.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
50-59,44.0,316.0,38.0,THIRD CALL,50-59,MALE,BUSH,NO,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5760000000000001
40-49,44.0,316.0,39.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
50-59,44.0,316.0,40.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
50-59,44.0,316.0,41.0,THIRD CALL,50-59,,MCCAIN,NO,NO,INDEPENDENT,NONE,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,OMITS,NO,NEITHER,NO,NONE,0.378
40-49,44.0,316.0,42.0,THIRD CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
30-39,44.0,316.0,43.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,YES,BUSH,YES,CATHOLIC,0.548
25-29,44.0,316.0,44.0,THIRD CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.7020000000000001
40-49,44.0,316.0,45.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,SOMETHING ELSE,0.5730000000000001
50-59,44.0,316.0,46.0,THIRD CALL,50-59,FEMALE,KEYES,NO,NO,INDEPENDENT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.367
40-49,44.0,316.0,47.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
50-59,44.0,316.0,48.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
60+,44.0,318.0,1.0,FIRST CALL,60-64,FEMALE,BUSH,NO,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.511
60+,44.0,318.0,2.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.513
60+,44.0,318.0,3.0,FIRST CALL,65-74,FEMALE,BUSH,NO,YES,DEMOCRAT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.511
50-59,44.0,318.0,4.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.422
60+,44.0,318.0,5.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.513
60+,44.0,318.0,6.0,FIRST CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.511
30-39,44.0,318.0,7.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
60+,44.0,318.0,8.0,FIRST CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.511
30-39,44.0,318.0,9.0,FIRST CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
50-59,44.0,318.0,10.0,FIRST CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.422
40-49,44.0,318.0,11.0,FIRST CALL,40-44,FEMALE,BUSH,NO,YES,SOMETHING ELSE,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
40-49,44.0,318.0,12.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,OMITS,BUSH,NO,CATHOLIC,0.422
40-49,44.0,318.0,13.0,FIRST CALL,45-49,FEMALE,OTHER,NO,NO,INDEPENDENT,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,NEITHER,,PROTESTANT/OTHER CHRISTIAN,0.402
18-24,44.0,318.0,14.0,FIRST CALL,18-24,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.515
60+,44.0,318.0,15.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.513
60+,44.0,318.0,16.0,FIRST CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.511
60+,44.0,318.0,17.0,FIRST CALL,75+,MALE,BUSH,NO,YES,SOMETHING ELSE,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,FAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.513
60+,44.0,318.0,18.0,SECOND CALL,75+,MALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.513
60+,44.0,318.0,19.0,SECOND CALL,65-74,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.511
60+,44.0,318.0,20.0,SECOND CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.513
30-39,44.0,318.0,21.0,SECOND CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
60+,44.0,318.0,22.0,SECOND CALL,75+,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.513
60+,44.0,318.0,23.0,SECOND CALL,65-74,MALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$15,000-$29,000",,,65+,18-74,STATE,DALLAS/FORT WORTH,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.513
60+,44.0,318.0,24.0,SECOND CALL,75+,,KEYES,OMITS,NO,SOMETHING ELSE,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,65+,75+,STATE,DALLAS/FORT WORTH,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,OMITS,FAVORABLE,NO,NO,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.328
50-59,44.0,318.0,25.0,SECOND CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.422
60+,44.0,318.0,26.0,SECOND CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.513
60+,44.0,318.0,27.0,SECOND CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.511
40-49,44.0,318.0,28.0,SECOND CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
40-49,44.0,318.0,29.0,SECOND CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
40-49,44.0,318.0,30.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.422
50-59,44.0,318.0,31.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.422
40-49,44.0,318.0,32.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,INDEPENDENT,,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,,0.422
60+,44.0,318.0,33.0,THIRD CALL,75+,FEMALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,DALLAS/FORT WORTH,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,FAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.511
60+,44.0,318.0,34.0,THIRD CALL,60-64,MALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.513
50-59,44.0,318.0,35.0,THIRD CALL,50-59,MALE,KEYES,NO,NO,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,NEITHER,NO,CATHOLIC,0.271
40-49,44.0,318.0,36.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,SOMETHING ELSE,0.422
40-49,44.0,318.0,37.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
50-59,44.0,318.0,38.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,DALLAS/FORT WORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
40-49,44.0,318.0,39.0,THIRD CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,DALLAS/FORT WORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.42
