BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,ASHCROFT,PREVPRI,VETVOTER,CARNAHAN,BEATDEM,REL5,WEIGHT
COMPLETED,ST LOUIS SUBURBS,26.0,94.0,27.0,THIRD CALL,18-24,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NONE,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,BOTH,UNFAVORABLE,NO,NO,UNFAVORABLE,BUSH,NONE,1.1320000000000001
COMPLETED,ST LOUIS SUBURBS,26.0,94.0,28.0,THIRD CALL,45-49,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,,YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,CATHOLIC,0.967
COMPLETED,ST LOUIS SUBURBS,26.0,94.0,29.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,CATHOLIC,0.9570000000000001
COMPLETED,ST LOUIS SUBURBS,26.0,94.0,30.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,YES,NEITHER,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.967
COMPLETED,ST LOUIS SUBURBS,26.0,94.0,31.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,1.1380000000000001
COMPLETED,ST LOUIS SUBURBS,26.0,94.0,32.0,THIRD CALL,40-44,MALE,MCCAIN,BEFORE THAT,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,UNFAVORABLE,YES,NO,UNFAVORABLE,MCCAIN,CATHOLIC,0.975
COMPLETED,ST LOUIS SUBURBS,26.0,94.0,33.0,THIRD CALL,18-24,MALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,FAVORABLE,NO,NO,UNFAVORABLE,BUSH,CATHOLIC,1.113
COMPLETED,ST LOUIS SUBURBS,26.0,94.0,34.0,THIRD CALL,60-64,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,ABORTION,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,DEMOCRAT,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,UNFAVORABLE,NO,NO,UNFAVORABLE,MCCAIN,CATHOLIC,1.158
COMPLETED,ST LOUIS SUBURBS,26.0,94.0,35.0,THIRD CALL,25-29,FEMALE,MCCAIN,WITHIN LAST WEEK,OMITS,STRONG LEADER,OMITS,OMITS,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",OMITS,,,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,OMITS,OMITS,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,OMITS,MCCAIN,OMITS,OMITS,OMITS,NO,NO,FAVORABLE,BUSH,CATHOLIC,1.143
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,1.0,FIRST CALL,75+,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,OMITS,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,OMITS,MCCAIN,YES,MCCAIN,UNFAVORABLE,NO,NO,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.92
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,2.0,FIRST CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,YES,NEITHER,FAVORABLE,NO,YES,UNFAVORABLE,MCCAIN,CATHOLIC,0.782
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,3.0,FIRST CALL,50-59,MALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,NEITHER,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.65
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,4.0,FIRST CALL,65-74,,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,GORE,ABOUT RIGHT,MCCAIN,YES,MCCAIN,FAVORABLE,NO,NO,FAVORABLE,BUSH,CATHOLIC,0.929
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,5.0,FIRST CALL,25-29,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,FAVORABLE,YES,NO,FAVORABLE,MCCAIN,,0.908
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,6.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,YES,BOTH,FAVORABLE,NO,,UNFAVORABLE,OMITS,,0.769
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,7.0,FIRST CALL,50-59,MALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,JEWISH,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,NEITHER,UNFAVORABLE,NO,YES,FAVORABLE,BUSH,JEWISH,0.782
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,8.0,SECOND CALL,45-49,MALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,BOTH,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,CATHOLIC,0.769
NOT COMPLETED,ST LOUIS SUBURBS,26.0,97.0,9.0,SECOND CALL,30-39,MALE,BUSH,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,FAVORABLE,NO,,FAVORABLE,OMITS,,0.769
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,10.0,SECOND CALL,75+,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,JEWISH,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,OMITS,TOO CONSERVATIVE,BUSH,NO,BUSH,FAVORABLE,YES,YES,FAVORABLE,BUSH,JEWISH,0.913
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,11.0,SECOND CALL,45-49,MALE,MCCAIN,THIS YEAR,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,,NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,DEMOCRAT,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,TOO CONSERVATIVE,MCCAIN,NO,NEITHER,UNFAVORABLE,NO,YES,FAVORABLE,OMITS,SOMETHING ELSE,0.782
NOT COMPLETED,ST LOUIS SUBURBS,26.0,97.0,12.0,SECOND CALL,75+,MALE,BUSH,THIS YEAR,ABORTION,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,75+,STATE,60+,60+,,65+,75+,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,FAVORABLE,YES,,UNFAVORABLE,OMITS,,0.905
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,13.0,SECOND CALL,75+,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NEITHER,UNFAVORABLE,YES,YES,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.92
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,14.0,SECOND CALL,65-74,FEMALE,BUSH,THIS YEAR,MORAL VALUES,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,BUSH,OMITS,BOTH,OMITS,,NO,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.913
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,15.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,FAVORABLE,NO,NO,FAVORABLE,BUSH,CATHOLIC,0.776
NOT COMPLETED,ST LOUIS SUBURBS,26.0,97.0,16.0,THIRD CALL,,MALE,BUSH,THIS YEAR,TAXES,OMITS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,,,STATE,,,,,,OMITS,OMITS,OMITS,ALL VOTERS,GORE,GORE,OMITS,OMITS,YES,OMITS,FAVORABLE,YES,,FAVORABLE,OMITS,,0.769
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,17.0,THIRD CALL,60-64,FEMALE,BUSH,WITHIN LAST WEEK,OMITS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,DEMOCRAT,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,OMITS,FAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.913
COMPLETED,ST LOUIS SUBURBS,26.0,97.0,18.0,THIRD CALL,30-39,MALE,BUSH,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,DEMOCRAT,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,NO,BUSH,UNFAVORABLE,NO,YES,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.769
NOT COMPLETED,ST LOUIS SUBURBS,26.0,102.0,1.0,FIRST CALL,40-44,MALE,BUSH,BEFORE THAT,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,FAVORABLE,YES,,UNFAVORABLE,OMITS,,0.379
COMPLETED,ST LOUIS SUBURBS,26.0,102.0,2.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,OMITS,OMITS,BOTH,YES,BOTH,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,CATHOLIC,0.446
COMPLETED,ST LOUIS SUBURBS,26.0,102.0,3.0,FIRST CALL,40-44,MALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,BUSH,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.379
COMPLETED,ST LOUIS SUBURBS,26.0,102.0,4.0,FIRST CALL,30-39,FEMALE,KEYES,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,OMITS,NEITHER,FAVORABLE,YES,NO,UNFAVORABLE,OMITS,PROTESTANT/OTHER CHRISTIAN,0.323
COMPLETED,ST LOUIS SUBURBS,26.0,102.0,5.0,FIRST CALL,40-44,MALE,KEYES,BEFORE THAT,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,OMITS,TAX CUT,OMITS,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NEITHER,FAVORABLE,NO,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.32
NOT COMPLETED,ST LOUIS SUBURBS,26.0,102.0,6.0,FIRST CALL,45-49,MALE,KEYES,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,FAVORABLE,YES,,UNFAVORABLE,OMITS,,0.32
COMPLETED,ST LOUIS SUBURBS,26.0,102.0,7.0,FIRST CALL,45-49,MALE,MCCAIN,WITHIN LAST WEEK,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,FAVORABLE,YES,NO,UNFAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.385
COMPLETED,ST LOUIS SUBURBS,26.0,102.0,8.0,FIRST CALL,30-39,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,CATHOLIC,0.385
COMPLETED,ST LOUIS SUBURBS,26.0,102.0,9.0,FIRST CALL,50-59,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,UNFAVORABLE,NO,NO,FAVORABLE,MCCAIN,CATHOLIC,0.385
COMPLETED,ST LOUIS SUBURBS,26.0,102.0,10.0,FIRST CALL,65-74,,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN ALL CASES,NO,OMITS,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,,NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,FAVORABLE,NO,NO,FAVORABLE,MCCAIN,CATHOLIC,0.454
NOT COMPLETED,ST LOUIS SUBURBS,26.0,102.0,11.0,FIRST CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,TAXES,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,UNFAVORABLE,YES,,UNFAVORABLE,OMITS,,0.389
NOT COMPLETED,ST LOUIS SUBURBS,26.0,102.0,12.0,FIRST CALL,30-39,FEMALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,ALL VOTERS,GORE,MCCAIN,OMITS,OMITS,NO,OMITS,UNFAVORABLE,NO,,FAVORABLE,OMITS,,0.389
