QTYPE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,WEIGHT,GEOCODE,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BUSHENGL,BEATDEM,CAMPFIN
STATE,23.0,81.0,8.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,1.774,NORTHEAST,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,BUSH,HELP
STATE,23.0,81.0,9.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,1.97,NORTHEAST,MCCAIN,NO,OMITS,YES,YES,OMITS,NO,SOMEWHAT,MCCAIN,HELP
STATE,23.0,81.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,NO,SAME,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,1.76,NORTHEAST,MCCAIN,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,81.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,OMITS,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,1.869,NORTHEAST,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,NO,NOT MUCH,BUSH,OMITS
STATE,23.0,81.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,THIS YEAR,OMITS,OMITS,OMITS,NO,OMITS,YES,SAME,OMITS,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,1.684,NORTHEAST,BUSH,OMITS,OMITS,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,OMITS,OMITS
STATE,23.0,81.0,13.0,SECOND CALL,30-39,WHITE,MALE,MCCAIN,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,1.774,NORTHEAST,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT MUCH,MCCAIN,HELP
STATE,23.0,81.0,14.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,1.684,NORTHEAST,BOTH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,BUSH,HELP
STATE,23.0,81.0,15.0,THIRD CALL,60-64,WHITE,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,YES,,DID NOT COMPLETE HIGH SCHOOL,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,,50-64,50-64,FAVORABLE,UNFAVORABLE,1.885,NORTHEAST,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,OMITS
STATE,23.0,81.0,16.0,THIRD CALL,45-49,WHITE,MALE,KEYES,WITHIN LAST WEEK,OMITS,NOT A TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,OMITS,TAX CUT,NO,,HIGH SCHOOL GRADUATE,YES,,YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,,40-49,40-49,UNFAVORABLE,UNFAVORABLE,1.091,NORTHEAST,MCCAIN,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HURT
STATE,23.0,81.0,17.0,THIRD CALL,75+,WHITE,MALE,MCCAIN,BEFORE THAT,OMITS,OMITS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,YES,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,1.97,NORTHEAST,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,81.0,18.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,THIS YEAR,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,1.774,NORTHEAST,MCCAIN,NO,MCCAIN,YES,NO,LOYAL REPUBLICAN,NO,SOMEWHAT,MCCAIN,OMITS
STATE,23.0,81.0,19.0,THIRD CALL,45-49,WHITE,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,1.774,NORTHEAST,MCCAIN,NO,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,81.0,20.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,NOT A TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,1.698,NORTHEAST,MCCAIN,OMITS,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,NO,SOMEWHAT,BUSH,HELP
STATE,23.0,81.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,YES,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,1.76,NORTHEAST,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,81.0,22.0,THIRD CALL,30-39,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,1.774,NORTHEAST,MCCAIN,YES,BOTH,NO,YES,LOYAL REPUBLICAN,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,81.0,23.0,THIRD CALL,60-64,WHITE,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT A TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,SAME,TAX CUT,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,1.97,NORTHEAST,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,81.0,24.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,MORAL VALUES,MILITARY RECORD,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,YES,SOMETHING ELSE,HIGH SCHOOL GRADUATE,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,1.774,NORTHEAST,NEITHER,YES,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,81.0,25.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,OMITS,CANDS POSITIONS ON ISSUES,NO,OMITS,NO,WORSE,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,,,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,1.774,NORTHEAST,NEITHER,YES,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,NO,SOMEWHAT,MCCAIN,HELP
STATE,23.0,81.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,BETTER,OMITS,,INDEPENDENT,HIGH SCHOOL GRADUATE,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,OMITS,1.684,NORTHEAST,BUSH,OMITS,OMITS,OMITS,NO,LOYAL REPUBLICAN,,NOT AT ALL,BUSH,OMITS
STATE,23.0,81.0,27.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,OMITS,YES,SAME,OMITS,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,1.698,NORTHEAST,BUSH,YES,BUSH,NO,YES,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,BUSH,HELP
STATE,23.0,81.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,1.684,NORTHEAST,BUSH,NO,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,NO,SOMEWHAT,BUSH,HELP
STATE,23.0,81.0,29.0,THIRD CALL,65-74,WHITE,MALE,MCCAIN,BEFORE THAT,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,NO,SOMETHING ELSE,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,1.97,NORTHEAST,MCCAIN,YES,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,MCCAIN,HURT
STATE,23.0,84.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,MCCAIN,THIS YEAR,OMITS,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,0.7010000000000001,SOUTHWEST,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,84.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,YES,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,0.762,SOUTHWEST,BOTH,OMITS,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,84.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,0.762,SOUTHWEST,BOTH,NO,BOTH,YES,NO,OMITS,YES,NOT MUCH,BUSH,OMITS
STATE,23.0,84.0,4.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,OMITS,OMITS,OMITS,OMITS,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,OMITS,OMITS,0.839,SOUTHWEST,OMITS,YES,OMITS,NO,YES,OMITS,NO,NOT AT ALL,MCCAIN,OMITS
STATE,23.0,84.0,5.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,NOT A TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,YES,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,0.718,SOUTHWEST,MCCAIN,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,NO,SOMEWHAT,MCCAIN,HELP
STATE,23.0,84.0,6.0,FIRST CALL,,,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,,,COMPLETE,,,REPUBLICAN,,,FAVORABLE,FAVORABLE,0.781,SOUTHWEST,BUSH,YES,BUSH,YES,NO,OMITS,NO,NOT MUCH,BUSH,HURT
STATE,23.0,84.0,7.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,0.839,SOUTHWEST,MCCAIN,YES,MCCAIN,YES,YES,LOYAL REPUBLICAN,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,84.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,NOT A TYPICAL POLITICIAN,OMITS,OMITS,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,0.762,SOUTHWEST,BUSH,YES,BUSH,YES,NO,OMITS,NO,NOT AT ALL,BUSH,HURT
STATE,23.0,84.0,9.0,FIRST CALL,50-59,,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,YES,,NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.7010000000000001,SOUTHWEST,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,NO,GREAT DEAL,MCCAIN,HELP
STATE,23.0,84.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,0.762,SOUTHWEST,BOTH,OMITS,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,YES,SOMEWHAT,BUSH,HELP
STATE,23.0,84.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,0.7010000000000001,SOUTHWEST,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,84.0,12.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.718,SOUTHWEST,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HURT
STATE,23.0,84.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,KEYES,WITHIN LAST WEEK,OMITS,NOT A TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,0.59,SOUTHWEST,BUSH,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,OMITS,HELP
STATE,23.0,84.0,14.0,FIRST CALL,40-44,,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,OMITS,NO,DEMOCRAT,,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,0.718,SOUTHWEST,NEITHER,YES,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,NO,GREAT DEAL,MCCAIN,HELP
STATE,23.0,84.0,15.0,FIRST CALL,40-44,ASIAN,FEMALE,MCCAIN,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,YES,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,0.7010000000000001,SOUTHWEST,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,84.0,16.0,FIRST CALL,45-49,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,0.7010000000000001,SOUTHWEST,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HURT
STATE,23.0,84.0,17.0,FIRST CALL,60-64,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,OMITS,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,COLLEGE GRADUATE,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,0.8190000000000001,SOUTHWEST,NEITHER,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,YES,GREAT DEAL,OMITS,HELP
STATE,23.0,84.0,18.0,FIRST CALL,30-39,WHITE,FEMALE,UNCOMMITTED,BEFORE THAT,MORAL VALUES,NOT A TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,YES,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,0.23600000000000002,SOUTHWEST,NEITHER,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,84.0,19.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,NOT A TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,0.718,SOUTHWEST,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,84.0,20.0,FIRST CALL,30-39,WHITE,MALE,BUSH,WITHIN LAST WEEK,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,0.781,SOUTHWEST,BUSH,OMITS,OMITS,YES,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HELP
