STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,HISPANIC,REL5,HILLARY,GIULIANI,WEIGHT,QRACE
33.0,125.0,39.0,THIRD CALL,25-29,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,LONG ISLAND,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,JEWISH,FAVORABLE,UNFAVORABLE,0.681,WHITE
33.0,125.0,40.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,LONG ISLAND,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,NONE,FAVORABLE,UNFAVORABLE,0.55,WHITE
33.0,125.0,41.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,TODAY,OMITS,STRONG LEADER,OMITS,OMITS,CANDS PERSONAL QUALITIES,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,OMITS,OMITS,2,COMPLETE,LONG ISLAND,60+,60+,,50-64,50-64,OMITS,OMITS,GORE,GORE,,OMITS,FAVORABLE,OMITS,NO,,FAVORABLE,FAVORABLE,0.588,WHITE
33.0,125.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,TODAY,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,OMITS,,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,2,COMPLETE,LONG ISLAND,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,NO,JEWISH,FAVORABLE,OMITS,0.549,WHITE
33.0,125.0,43.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,LONG ISLAND,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.49,BLACK
33.0,132.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.7000000000000001,WHITE
33.0,132.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,NONE,FAVORABLE,UNFAVORABLE,0.795,WHITE
33.0,132.0,3.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,JEWISH,FAVORABLE,UNFAVORABLE,0.6890000000000001,WHITE
33.0,132.0,4.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,BEFORE THAT,EDUCATION,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,JEWISH,UNFAVORABLE,UNFAVORABLE,0.746,WHITE
33.0,132.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,JEWISH,FAVORABLE,UNFAVORABLE,0.71,WHITE
33.0,132.0,6.0,FIRST CALL,50-59,WHITE,MALE,OTHER,BEFORE THAT,ECONOMY/JOBS,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,OMITS,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,1.339,WHITE
33.0,132.0,7.0,FIRST CALL,60-64,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.6890000000000001,WHITE
33.0,132.0,8.0,FIRST CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,YES,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,NONE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,OMITS,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,NONE,FAVORABLE,UNFAVORABLE,0.735,WHITE
33.0,132.0,9.0,FIRST CALL,18-24,HISPANIC/LATINO,FEMALE,BRADLEY,TODAY,EDUCATION,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,JEWISH,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,JEWISH,UNFAVORABLE,UNFAVORABLE,0.78,WHITE
33.0,132.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.656,WHITE
33.0,132.0,11.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,75+,BRADLEY,TOO LIBERAL,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,UNFAVORABLE,FAVORABLE,0.6890000000000001,WHITE
33.0,132.0,12.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,0.746,WHITE
33.0,132.0,13.0,FIRST CALL,75+,BLACK,MALE,GORE,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NONE,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,NONE,FAVORABLE,UNFAVORABLE,0.662,BLACK
33.0,132.0,14.0,FIRST CALL,40-44,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.795,WHITE
33.0,132.0,15.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,JEWISH,FAVORABLE,UNFAVORABLE,0.757,WHITE
33.0,132.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.757,WHITE
33.0,132.0,17.0,SECOND CALL,45-49,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.795,WHITE
33.0,132.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,DISAPPROVE,BOTH THE SAME,OMITS,ILLEGAL IN MOST CASES,BETTER,YES,SOMETHING ELSE,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,CATHOLIC,UNFAVORABLE,UNFAVORABLE,0.7000000000000001,WHITE
33.0,132.0,19.0,SECOND CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,FAVORABLE,0.735,WHITE
33.0,132.0,20.0,SECOND CALL,75+,WHITE,MALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,JEWISH,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,JEWISH,FAVORABLE,UNFAVORABLE,0.735,WHITE
33.0,132.0,21.0,SECOND CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,JEWISH,YES,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,JEWISH,FAVORABLE,FAVORABLE,0.746,WHITE
33.0,132.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,BRADLEY,THIS YEAR,HEALTH CARE,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,UNFAVORABLE,UNFAVORABLE,0.71,WHITE
33.0,132.0,23.0,SECOND CALL,65-74,WHITE,MALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,JEWISH,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,JEWISH,FAVORABLE,UNFAVORABLE,0.6890000000000001,WHITE
33.0,132.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,NEW IDEAS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,JEWISH,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,JEWISH,FAVORABLE,UNFAVORABLE,0.656,WHITE
33.0,132.0,25.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,TODAY,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,FAVORABLE,FAVORABLE,0.757,WHITE
33.0,132.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,OMITS,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.757,WHITE
33.0,132.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,CAN WIN IN NOVEMBER,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,FAVORABLE,0.757,WHITE
33.0,132.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,SOMETHING ELSE,FAVORABLE,UNFAVORABLE,0.757,WHITE
33.0,132.0,29.0,SECOND CALL,45-49,WHITE,MALE,GORE,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,NO,JEWISH,FAVORABLE,OMITS,0.795,WHITE
33.0,132.0,30.0,SECOND CALL,60-64,WHITE,FEMALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,UNFAVORABLE,0.656,WHITE
33.0,132.0,31.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTHERN NEW YORK CITY SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,JEWISH,FAVORABLE,UNFAVORABLE,0.746,WHITE
