STATE,PCT,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GOREBUSH,GOREMCAN,PREVPRID,GUNHH,GUNCHOIC,THRDCAND,GORE,BRADLEY,BCPERSON,REGDEMCO,MEXICAN,QRACE,REL5,WEIGHT
6.0,18.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.028
6.0,18.0,7.0,SECOND CALL,45-49,WHITE,FEMALE,UNCOMMITTED,TODAY,EDUCATION,OMITS,APPROVE,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,YES,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,BUSH,GORE,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.988
6.0,18.0,8.0,SECOND CALL,50-59,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9480000000000001
6.0,18.0,9.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICAN,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,50-64,50-64,GORE,MCCAIN,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.189
6.0,18.0,10.0,SECOND CALL,50-59,BLACK,FEMALE,BRADLEY,THIS YEAR,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.583
6.0,18.0,11.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,OMITS,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,30-44,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,PROTECT GUN RIGHTS,SATISFIED,OMITS,OMITS,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.028
6.0,18.0,12.0,THIRD CALL,45-49,BLACK,FEMALE,BRADLEY,TODAY,EDUCATION,NOT TYPICAL POLITICAN,DISAPPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,GORE,MCCAIN,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,BLACK,CATHOLIC,1.583
6.0,18.0,13.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,ARAPAHOE/JEFFERSON,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9590000000000001
6.0,18.0,14.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,NONE,1.028
6.0,18.0,15.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,ARAPAHOE/JEFFERSON,30-44,40-49,DEMOCRAT,40-49,40-49,BUSH,GORE,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,NONE,1.028
6.0,18.0,16.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,ABORTION,HAS THE RIGHT EXPERIENCE,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,NOT COMPLETE,ARAPAHOE/JEFFERSON,45-59,40-49,,40-49,40-49,GORE,GORE,,OMITS,OMITS,,OMITS,OMITS,OMITS,DEMOCRAT,,WHITE,,1.028
6.0,18.0,17.0,THIRD CALL,45-49,HISPANIC/LATINO,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS NEW IDEAS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,YES,REDUCE VIOLENCE,,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,YES,HISPANIC/LATINO,CATHOLIC,0.9480000000000001
6.0,18.0,18.0,THIRD CALL,25-29,HISPANIC/LATINO,FEMALE,GORE,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,18-29,25-29,DEMOCRAT,25-29,25-29,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.876
6.0,18.0,19.0,THIRD CALL,65-74,BLACK,MALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,ARAPAHOE/JEFFERSON,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,1.097
6.0,18.0,20.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,OMITS,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,ARAPAHOE/JEFFERSON,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.0150000000000001
6.0,20.0,1.0,SECOND CALL,45-49,WHITE,MALE,GORE,BEFORE THAT,ABORTION,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,PLAINS REPUBLICANS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,GORE,GORE,YES,YES,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.281
6.0,20.0,2.0,SECOND CALL,75+,WHITE,MALE,GORE,BEFORE THAT,CAMPAIGN FINANCE REFORM,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,75+,ABOUT RIGHT,OMITS,NOT COMPLETE,PLAINS REPUBLICANS,60+,60+,,65+,75+,GORE,GORE,,OMITS,OMITS,,OMITS,OMITS,OMITS,OMITS,,WHITE,,0.906
6.0,20.0,3.0,SECOND CALL,65-74,WHITE,MALE,GORE,TODAY,OMITS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,OMITS,BETTER,NO,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,OMITS,"$15,000-$29,000",OMITS,,,65+,18-74,ABOUT RIGHT,OMITS,COMPLETE,PLAINS REPUBLICANS,60+,60+,INDEPENDENT/OTHER,65+,65-74,GORE,MCCAIN,YES,YES,PROTECT GUN RIGHTS,,FAVORABLE,UNFAVORABLE,OMITS,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.906
6.0,20.0,4.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,PLAINS REPUBLICANS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,GORE,MCCAIN,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.356
6.0,21.0,1.0,FIRST CALL,18-24,WHITE,FEMALE,BRADLEY,BEFORE THAT,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,18-29,18-24,DEMOCRAT,18-24,18-24,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.512
6.0,21.0,2.0,THIRD CALL,30-39,WHITE,MALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,DENVER/BOULDER,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,MCCAIN,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,NONE,0.716
6.0,21.0,3.0,THIRD CALL,30-39,OTHER,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,DENVER/BOULDER,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,OTHER,NONE,0.716
6.0,21.0,4.0,THIRD CALL,25-29,WHITE,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,HAS NEW IDEAS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,18-29,25-29,DEMOCRAT,25-29,25-29,GORE,GORE,NO,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.512
6.0,21.0,5.0,THIRD CALL,18-24,WHITE,MALE,GORE,BEFORE THAT,OMITS,CAN WIN IN NOVEMBER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,18-29,18-24,DEMOCRAT,18-24,18-24,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.649
6.0,21.0,6.0,THIRD CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,30-44,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,YES,HISPANIC/LATINO,CATHOLIC,0.681
6.0,21.0,7.0,THIRD CALL,25-29,WHITE,MALE,GORE,OMITS,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,DENVER/BOULDER,18-29,25-29,DEMOCRAT,25-29,25-29,GORE,MCCAIN,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,NONE,0.649
6.0,21.0,8.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,OMITS,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,SOMETHING ELSE,0.6880000000000001
6.0,21.0,9.0,THIRD CALL,,WHITE,FEMALE,BRADLEY,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,,,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,,,DEMOCRAT,,,GORE,MCCAIN,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.5650000000000001
6.0,21.0,10.0,THIRD CALL,,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,DISAPPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,,,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,,,DEMOCRAT,,,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.6880000000000001
6.0,23.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,DENVER/BOULDER,30-44,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.461
6.0,23.0,2.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,WITHIN LAST WEEK,OMITS,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,NO,BLACK,SOMETHING ELSE,0.457
6.0,23.0,3.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.5630000000000001
6.0,23.0,4.0,FIRST CALL,30-39,WHITE,MALE,BRADLEY,BEFORE THAT,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,OMITS,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,SOMETHING ELSE,0.394
6.0,23.0,5.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,NO,WHITE,SOMETHING ELSE,0.461
6.0,23.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,DISAPPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,NONE,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,MCCAIN,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,NONE,0.379
6.0,23.0,7.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,ABORTION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,YES,,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,DENVER/BOULDER,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,NONE,0.461
6.0,23.0,8.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,NO,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.461
6.0,23.0,9.0,THIRD CALL,65-74,WHITE,FEMALE,UNCOMMITTED,TODAY,OMITS,OMITS,APPROVE,OMITS,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,65+,18-74,TOO LIBERAL,OMITS,COMPLETE,DENVER/BOULDER,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,MCCAIN,YES,YES,PROTECT GUN RIGHTS,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.707
