QTYPE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,DEMVOTE,ISSUE,QUALITY,CLINTON,UNION,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BCPERSON,INTERNET,WEIGHT
STATE,EAST,16.0,99.0,2.0,SECOND CALL,75+,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,YES,FAVORABLE,NO,1.8760000000000001
STATE,EAST,16.0,99.0,3.0,SECOND CALL,75+,FEMALE,GORE,OMITS,STRONG LEADER,APPROVE,YES,REPUBLICAN,,,,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,NO,FAVORABLE,,1.8760000000000001
STATE,EAST,16.0,99.0,4.0,SECOND CALL,,MALE,GORE,OMITS,OMITS,OMITS,,,,,,,,OMITS,,,,,,OMITS,OMITS,,1.8760000000000001
STATE,EAST,16.0,99.0,5.0,SECOND CALL,50-59,FEMALE,BRADLEY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,2.136
STATE,EAST,16.0,99.0,6.0,SECOND CALL,65-74,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,1.8760000000000001
STATE,EAST,16.0,100.0,1.0,SECOND CALL,45-49,MALE,BRADLEY,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,NO,UNFAVORABLE,YES,0.518
STATE,EAST,16.0,100.0,2.0,SECOND CALL,60-64,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,YES,FAVORABLE,NO,0.518
STATE,EAST,16.0,100.0,3.0,SECOND CALL,45-49,MALE,BRADLEY,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,NO,UNFAVORABLE,YES,0.518
STATE,EAST,16.0,100.0,4.0,SECOND CALL,60-64,MALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NO,UNFAVORABLE,NO,0.455
STATE,EAST,16.0,100.0,5.0,SECOND CALL,65-74,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.455
STATE,EAST,16.0,100.0,6.0,SECOND CALL,45-49,MALE,BRADLEY,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,DISAPPROVE,YES,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,UNFAVORABLE,YES,0.518
STATE,EAST,16.0,100.0,7.0,SECOND CALL,45-49,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NOT TYPICAL POLITICIAN,APPROVE,YES,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,,UNFAVORABLE,NO,0.518
STATE,EAST,16.0,100.0,8.0,SECOND CALL,50-59,MALE,UNCOMMITTED,WORLD AFFAIRS,STANDS UP FOR BELIEFS,APPROVE,YES,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,UNFAVORABLE,NO,0.628
STATE,EAST,16.0,100.0,9.0,SECOND CALL,30-39,FEMALE,GORE,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,UNFAVORABLE,YES,0.455
STATE,EAST,16.0,100.0,10.0,SECOND CALL,30-39,MALE,BRADLEY,OMITS,CAN WIN IN NOVEMBER,DISAPPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,,UNFAVORABLE,YES,0.518
STATE,EAST,16.0,100.0,11.0,SECOND CALL,65-74,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,OMITS,NO,0.455
STATE,EAST,16.0,100.0,12.0,SECOND CALL,45-49,FEMALE,GORE,HAS RIGHT EXPERIENCE,NOT TYPICAL POLITICIAN,APPROVE,YES,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,,UNFAVORABLE,YES,0.455
STATE,EAST,16.0,100.0,13.0,SECOND CALL,40-44,MALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,YES,UNFAVORABLE,YES,0.455
STATE,EAST,16.0,100.0,14.0,SECOND CALL,50-59,MALE,GORE,SOCIAL SECURITY/MEDICARE,OMITS,APPROVE,YES,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,UNFAVORABLE,YES,0.455
STATE,EAST,16.0,100.0,15.0,SECOND CALL,50-59,MALE,BRADLEY,OMITS,NOT TYPICAL POLITICIAN,APPROVE,YES,REPUBLICAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,YES,0.518
STATE,EAST,16.0,100.0,16.0,SECOND CALL,50-59,FEMALE,BRADLEY,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,0.518
STATE,EAST,16.0,100.0,17.0,SECOND CALL,60-64,MALE,BRADLEY,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,NO,INDEPENDENT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,60+,60+,INDEPENDENT/OTHER,50-64,50-64,,OMITS,YES,0.518
STATE,EAST,16.0,100.0,18.0,SECOND CALL,45-49,MALE,GORE,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,YES,0.455
STATE,EAST,16.0,100.0,19.0,SECOND CALL,50-59,MALE,BRADLEY,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,DISAPPROVE,YES,INDEPENDENT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,UNFAVORABLE,YES,0.518
STATE,EAST,16.0,100.0,20.0,SECOND CALL,50-59,MALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,NO,0.455
STATE,EAST,16.0,100.0,21.0,SECOND CALL,60-64,MALE,BRADLEY,TAXES,CAN WIN IN NOVEMBER,APPROVE,YES,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,60+,60+,INDEPENDENT/OTHER,50-64,50-64,YES,FAVORABLE,YES,0.518
STATE,EAST,16.0,100.0,22.0,SECOND CALL,50-59,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NEW IDEAS,APPROVE,NO,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,YES,UNFAVORABLE,YES,0.518
STATE,EAST,16.0,100.0,23.0,SECOND CALL,60-64,MALE,GORE,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,NO,INDEPENDENT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NO,FAVORABLE,NO,0.455
STATE,EAST,16.0,100.0,24.0,SECOND CALL,60-64,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,NO,FAVORABLE,NO,0.455
STATE,EAST,16.0,100.0,25.0,SECOND CALL,50-59,FEMALE,BRADLEY,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,NO,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,UNFAVORABLE,NO,0.518
STATE,EAST,16.0,100.0,26.0,SECOND CALL,18-24,MALE,GORE,WORLD AFFAIRS,CAN WIN IN NOVEMBER,APPROVE,NO,INDEPENDENT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,FAVORABLE,YES,0.455
STATE,EAST,16.0,100.0,27.0,SECOND CALL,50-59,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,CAN WIN IN NOVEMBER,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,YES,0.518
STATE,WEST,16.0,101.0,1.0,SECOND CALL,75+,FEMALE,BRADLEY,OMITS,OMITS,OMITS,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,YES,OMITS,NO,2.064
STATE,WEST,16.0,101.0,2.0,SECOND CALL,50-59,MALE,BRADLEY,OMITS,OMITS,DISAPPROVE,NO,INDEPENDENT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,UNFAVORABLE,NO,2.064
STATE,WEST,16.0,101.0,3.0,SECOND CALL,40-44,FEMALE,BRADLEY,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,YES,2.064
STATE,WEST,16.0,101.0,4.0,SECOND CALL,75+,MALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,YES,OMITS,NO,2.39
STATE,WEST,16.0,101.0,5.0,SECOND CALL,40-44,MALE,GORE,ECONOMY/JOBS,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,NO,2.39
STATE,WEST,16.0,101.0,6.0,SECOND CALL,45-49,MALE,BRADLEY,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,NO,UNFAVORABLE,YES,2.064
STATE,WEST,16.0,101.0,7.0,SECOND CALL,65-74,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,2.39
STATE,WEST,16.0,101.0,8.0,SECOND CALL,65-74,,GORE,HEALTH CARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,2.39
STATE,WEST,16.0,103.0,1.0,SECOND CALL,60-64,MALE,GORE,HEALTH CARE,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,NO,FAVORABLE,NO,1.67
STATE,WEST,16.0,103.0,2.0,SECOND CALL,60-64,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,NEW IDEAS,OMITS,NO,DEMOCRAT,"$15,000-$29,000",,,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,YES,OMITS,YES,1.67
STATE,WEST,16.0,103.0,3.0,SECOND CALL,60-64,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,1.67
STATE,CENTRAL,16.0,105.0,1.0,SECOND CALL,45-49,MALE,GORE,WORLD AFFAIRS,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,YES,2.037
STATE,CENTRAL,16.0,105.0,2.0,SECOND CALL,50-59,FEMALE,BRADLEY,HEALTH CARE,NEW IDEAS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,,OMITS,NO,3.055
STATE,CENTRAL,16.0,105.0,3.0,SECOND CALL,60-64,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,3.055
STATE,CENTRAL,16.0,105.0,4.0,SECOND CALL,75+,MALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,,MODERATE,MODERATE,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,NO,FAVORABLE,NO,2.037
STATE,CENTRAL,16.0,105.0,5.0,SECOND CALL,45-49,FEMALE,GORE,ECONOMY/JOBS,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,YES,OMITS,YES,2.037
STATE,CENTRAL,16.0,105.0,6.0,SECOND CALL,50-59,FEMALE,BRADLEY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,,UNFAVORABLE,NO,3.055
STATE,CENTRAL,16.0,105.0,7.0,SECOND CALL,75+,,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,,MODERATE,MODERATE,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,NO,FAVORABLE,NO,2.037
STATE,CENTRAL,16.0,105.0,8.0,SECOND CALL,18-24,FEMALE,GORE,OMITS,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,UNFAVORABLE,YES,2.037
STATE,CENTRAL,16.0,105.0,9.0,SECOND CALL,40-44,FEMALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,YES,UNFAVORABLE,NO,2.037
STATE,CENTRAL,16.0,105.0,10.0,SECOND CALL,65-74,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NEW IDEAS,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,UNFAVORABLE,YES,3.055
STATE,CENTRAL,16.0,105.0,11.0,SECOND CALL,45-49,MALE,GORE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,NO,UNFAVORABLE,NO,2.037
STATE,CENTRAL,16.0,105.0,12.0,SECOND CALL,65-74,,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,2.037
STATE,CENTRAL,16.0,105.0,13.0,SECOND CALL,65-74,FEMALE,UNCOMMITTED,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,DISAPPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,1.008
STATE,CENTRAL,16.0,105.0,14.0,SECOND CALL,30-39,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NOT TYPICAL POLITICIAN,APPROVE,NO,REPUBLICAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,,FAVORABLE,YES,3.055
STATE,CENTRAL,16.0,105.0,15.0,SECOND CALL,50-59,FEMALE,GORE,WORLD AFFAIRS,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,YES,FAVORABLE,YES,2.037
STATE,CENTRAL,16.0,105.0,16.0,SECOND CALL,45-49,FEMALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,YES,OMITS,YES,2.037
STATE,CENTRAL,16.0,105.0,17.0,SECOND CALL,25-29,MALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,18-29,25-29,DEMOCRAT,25-29,25-29,YES,FAVORABLE,YES,2.037
STATE,CENTRAL,16.0,105.0,18.0,SECOND CALL,25-29,MALE,BRADLEY,HEALTH CARE,STRONG LEADER,DISAPPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,25-29,DEMOCRAT,25-29,25-29,NO,UNFAVORABLE,YES,3.055
STATE,CENTRAL,16.0,105.0,19.0,SECOND CALL,30-39,MALE,GORE,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,DISAPPROVE,NO,INDEPENDENT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,UNFAVORABLE,YES,2.037
STATE,CENTRAL,16.0,105.0,20.0,SECOND CALL,45-49,FEMALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,NO,REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,YES,2.037
STATE,WEST,16.0,106.0,1.0,SECOND CALL,60-64,MALE,BRADLEY,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,NO,INDEPENDENT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NO,UNFAVORABLE,YES,3.496
STATE,WEST,16.0,106.0,2.0,SECOND CALL,40-44,MALE,BRADLEY,OMITS,OMITS,DISAPPROVE,NO,DEMOCRAT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,NO,3.496
STATE,WEST,16.0,106.0,3.0,SECOND CALL,50-59,FEMALE,GORE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,NO,REPUBLICAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,4.049
STATE,WEST,16.0,106.0,4.0,SECOND CALL,40-44,FEMALE,BRADLEY,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,NO,INDEPENDENT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,NO,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,UNFAVORABLE,YES,3.496
STATE,WEST,16.0,106.0,5.0,SECOND CALL,45-49,FEMALE,BRADLEY,HEALTH CARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,YES,UNFAVORABLE,YES,3.496
STATE,WEST,16.0,106.0,6.0,SECOND CALL,50-59,MALE,GORE,OMITS,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,NO,4.049
STATE,WEST,16.0,107.0,1.0,FIRST CALL,60-64,MALE,BRADLEY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,YES,FAVORABLE,YES,0.638
STATE,WEST,16.0,107.0,2.0,FIRST CALL,65-74,MALE,GORE,HEALTH CARE,NEW IDEAS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.739
STATE,WEST,16.0,107.0,3.0,FIRST CALL,50-59,FEMALE,GORE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,YES,FAVORABLE,NO,0.739
STATE,WEST,16.0,107.0,4.0,FIRST CALL,50-59,MALE,GORE,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,YES,REPUBLICAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,YES,0.739
STATE,WEST,16.0,107.0,5.0,FIRST CALL,75+,MALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,YES,UNFAVORABLE,NO,0.739
STATE,WEST,16.0,107.0,6.0,FIRST CALL,75+,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,LOYAL DEMOCRAT,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,NO,FAVORABLE,NO,0.739
STATE,WEST,16.0,107.0,7.0,FIRST CALL,25-29,FEMALE,GORE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,NO,REPUBLICAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,18-29,25-29,DEMOCRAT,25-29,25-29,NO,FAVORABLE,YES,0.739
STATE,WEST,16.0,107.0,8.0,FIRST CALL,40-44,FEMALE,UNCOMMITTED,HEALTH CARE,NEW IDEAS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,NO,1.041
STATE,WEST,16.0,107.0,9.0,FIRST CALL,75+,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,NO,,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,60+,60+,,65+,75+,NO,FAVORABLE,NO,0.739
STATE,WEST,16.0,107.0,10.0,FIRST CALL,40-44,MALE,GORE,TAXES,STANDS UP FOR BELIEFS,APPROVE,YES,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,,UNFAVORABLE,YES,0.739
STATE,WEST,16.0,107.0,11.0,FIRST CALL,40-44,MALE,GORE,TAXES,STANDS UP FOR BELIEFS,APPROVE,YES,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,,UNFAVORABLE,YES,0.739
STATE,WEST,16.0,107.0,12.0,FIRST CALL,25-29,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NEW IDEAS,APPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,25-29,DEMOCRAT,25-29,25-29,NO,FAVORABLE,YES,0.638
STATE,WEST,16.0,107.0,13.0,FIRST CALL,30-39,FEMALE,GORE,TAXES,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,YES,FAVORABLE,NO,0.739
