STATE,PREC,SEQ,OTHPRIDI,OVER65,OVER75,REGDEM,BACKSIDE,GEOCODE,AGE4,AGEABC,AGE65,AGE75,OTHERPRI,REFORMVT,BEATREP,CALL,AGE9,SEX,DEMVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ADSGORE,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,ADSBRAD,DEMSEEN,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,PARTY,DEBATES,GORE,BRADLEY,BCPERSON,INTERNET,STEC,ETAX,NEWWAYS,MARRIED,CHILD,RELPUB,DESCRIBE,IMPRESS,ELIFE,BRADHLTH,SOTUNION,REL5,WEIGHT
30.0,106.0,13.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,SOUTH,18-29,25-29,25-29,25-29,,,,CALL 3,25-29,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,NOT A TYPICAL POLITICIAN,,APPROVE,BOTH,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,,,"$15,000-$29,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,NO,NO,,,,,NO,YES,,1.357
30.0,106.0,14.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,BEST CHANCE TO WIN,,DISAPPROVE,GORE,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$75,000-$99,999",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,,UNFAVORABLE,,GOOD,,,YES,YES,,,,,,YES,,1.391
30.0,106.0,15.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,45-59,50-59,50-64,50-64,,,,CALL 3,50-59,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,HEALTH CARE,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,,,"$75,000-$99,999",,MODERATE,MODERATE,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,NOT SO GOOD,,,YES,NO,,,,,NO,YES,,0.9570000000000001
30.0,106.0,16.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,SOUTH,30-44,40-49,40-49,40-49,,,,CALL 3,40-44,FEMALE,OTHER,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,STANDS UP FOR BELIEFS,,APPROVE,GORE,,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,,,"$75,000-$99,999",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,0.593
30.0,106.0,17.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,30-44,40-49,40-49,40-49,,,,CALL 3,40-44,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,GORE'S PLAN,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,,,"$50,000-$74,999",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,NOT SO GOOD,,,YES,NO,,,,,NO,YES,,0.9570000000000001
30.0,106.0,18.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,,HAS THE RIGHT EXPERIENCE,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,,,"$100,000 OR MORE",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,0.9570000000000001
30.0,106.0,19.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,30-44,40-49,40-49,40-49,NO,NO,GORE,CALL 3,40-44,FEMALE,GORE,TODAY,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,TELEVISION,GREAT DEAL,,,NONE,1.391
30.0,106.0,20.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,30-44,30-39,30-39,30-39,"YES, FOR MCCAIN",YES,GORE,CALL 3,30-39,FEMALE,BRADLEY,WITHIN LAST WEEK,,,,,YES,DISAPPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,RADIO,GREAT DEAL,,,JEWISH,0.9570000000000001
30.0,106.0,21.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,18-29,18-24,18-24,18-24,NO,NO,GORE,CALL 3,18-24,FEMALE,GORE,BEFORE THAT,,,,,YES,APPROVE,,,,,NO,NONE,,,DEMOCRAT,COLLEGE GRADUATE,NONE,YES,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,FAVORABLE,YES,,YES,NEW WAYS,NO,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,,GREAT DEAL,,,NONE,1.9120000000000001
30.0,106.0,22.0,,18-64,18-74,,NOT COMPLETE,SOUTH,18-29,25-29,25-29,25-29,NO,NO,BRADLEY,CALL 3,25-29,FEMALE,BRADLEY,WITHIN LAST WEEK,,,,,YES,,,,,,YES,NONE,,,,,CATHOLIC,,,,,,,,,,,,,,,,,,STRONGLY FAVOR MY CAND,,,,,CATHOLIC,1.317
30.0,106.0,23.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,30-44,30-39,30-39,30-39,"YES, FOR MCCAIN",NO,OMITS,CALL 3,30-39,FEMALE,BRADLEY,TODAY,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,DEMOCRAT,VERY CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,,YES,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,CATHOLIC,0.9570000000000001
30.0,106.0,24.0,NO,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,SOUTH,45-59,50-59,50-64,50-64,NO,NO,BRADLEY,CALL 3,50-59,MALE,BRADLEY,THIS YEAR,,,,,NO,DISAPPROVE,,,,,YES,TWO,,,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$75,000-$99,999",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,VERY CLOSELY,,,UNFAVORABLE,NO,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,,LITTLE,,,PROTESTANT/OTHER CHRISTIAN,0.988
30.0,106.0,25.0,"YES, FOR MCCAIN",65+,18-74,UNDECLARED/INDEPENDENT,COMPLETE,SOUTH,60+,60+,65+,65-74,"YES, FOR MCCAIN",NO,GORE,CALL 3,65-74,FEMALE,BRADLEY,WITHIN LAST WEEK,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,NO,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,DISLIKE OTHER CANDIDATE,TELEVISION,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.3780000000000001
30.0,106.0,26.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,45-59,50-59,50-64,50-64,NO,NO,GORE,CALL 3,50-59,MALE,GORE,WITHIN 3 DAYS,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,TELEVISION,GOOD AMOUNT,,,CATHOLIC,1.434
30.0,106.0,27.0,"YES, FOR MCCAIN",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,SOUTH,60+,60+,50-64,50-64,"YES, FOR MCCAIN",OMITS,GORE,CALL 3,60-64,FEMALE,BRADLEY,WITHIN 3 DAYS,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,,"$75,000-$99,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,NOT CLOSELY AT ALL,,,UNFAVORABLE,NO,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,FRIENDS/FAMILY,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.3780000000000001
30.0,108.0,1.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,45-59,50-59,50-64,50-64,,,,CALL 1,50-59,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,STRONG LEADER,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$100,000 OR MORE",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,NO,,,,,NO,YES,,1.057
30.0,108.0,2.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,30-44,30-39,30-39,30-39,,,,CALL 1,30-39,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,GORE'S PLAN,VERY IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,,,"$100,000 OR MORE",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,UNFAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,1.085
30.0,108.0,3.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,INDUSTRIAL AREAS,18-29,18-24,18-24,18-24,,,,CALL 1,18-24,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,STRONG LEADER,,APPROVE,BOTH,GORE'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,,,"$75,000-$99,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,YES,YES,,1.086
30.0,108.0,4.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,18-29,25-29,25-29,25-29,,,,CALL 1,25-29,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,NEITHER,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$75,000-$99,999",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,1.086
30.0,108.0,5.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,INDUSTRIAL AREAS,30-44,30-39,30-39,30-39,,,,CALL 1,30-39,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,HEALTH CARE,NEW IDEAS,,DISAPPROVE,BRADLEY,BRADLEY'S PLAN,VERY IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$15,000-$29,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,1.1320000000000001
30.0,108.0,6.0,,18-64,18-74,NOT REGISTERED,COMPLETE,INDUSTRIAL AREAS,30-44,30-39,30-39,30-39,,,,CALL 1,30-39,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,GORE'S PLAN,VERY IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,,,"$50,000-$74,999",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,UNFAVORABLE,FAVORABLE,,GOOD,,,YES,NO,,,,,YES,YES,,1.057
30.0,108.0,7.0,,65+,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,60+,60+,65+,65-74,,,,CALL 1,65-74,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,GORE'S PLAN,VERY IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,,,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,UNFAVORABLE,FAVORABLE,,EXCELLENT,,,YES,NO,,,,,YES,YES,,1.6340000000000001
30.0,108.0,8.0,,18-64,18-74,NOT REGISTERED,COMPLETE,INDUSTRIAL AREAS,18-29,25-29,25-29,25-29,NO,NO,BRADLEY,CALL 1,25-29,MALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$15,000-$29,999",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,INTERNET,GREAT DEAL,,,NONE,1.193
30.0,108.0,9.0,NO,65+,75+,UNDECLARED/INDEPENDENT,COMPLETE,INDUSTRIAL AREAS,60+,60+,65+,75+,NO,NO,BRADLEY,CALL 1,75+,MALE,BRADLEY,BEFORE THAT,,,,,NO,DISAPPROVE,,,,,YES,ONE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,CATHOLIC,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,VERY CLOSELY,,,UNFAVORABLE,YES,,YES,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,LITTLE,,,CATHOLIC,1.749
30.0,108.0,10.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,45-59,50-59,50-64,50-64,NO,NO,BRADLEY,CALL 1,50-59,FEMALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,YES,THREE OR MORE,,,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,LITTLE,,,CATHOLIC,1.1320000000000001
30.0,108.0,11.0,,65+,75+,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,60+,60+,65+,75+,NO,NO,BRADLEY,CALL 1,75+,FEMALE,BRADLEY,WITHIN 3 DAYS,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,NO,,,FAMILIAR APPROACH,NO,NO,PUBLICLY DISCUSSED,LIKE MY CAND WITH RESERVATIONS,NEWSPAPERS,GREAT DEAL,,,SOMETHING ELSE,1.705
30.0,108.0,12.0,,65+,75+,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,60+,60+,65+,75+,NO,NO,GORE,CALL 1,75+,FEMALE,GORE,BEFORE THAT,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,YES,,NO,MODERATE,MODERATE,DEMOCRAT,VERY CLOSELY,,,FAVORABLE,NO,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,NOT AT ALL,,,CATHOLIC,1.593
30.0,108.0,13.0,,65+,75+,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,60+,60+,65+,75+,NO,NO,GORE,CALL 1,75+,MALE,GORE,BEFORE THAT,,,,,YES,APPROVE,,,,,YES,TWO,,,DEMOCRAT,,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,DEMOCRAT,VERY CLOSELY,,,,NO,,YES,NEW WAYS,NO,NO,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,NOT AT ALL,,,CATHOLIC,1.6340000000000001
30.0,108.0,14.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,INDUSTRIAL AREAS,18-29,18-24,18-24,18-24,,,,CALL 2,18-24,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,EDUCATION,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,,,"$15,000-$29,999",,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,FAVORABLE,,NOT SO GOOD,,,NO,NO,,,,,NO,YES,,1.193
30.0,108.0,15.0,,65+,18-74,NOT REGISTERED,COMPLETE,INDUSTRIAL AREAS,60+,60+,65+,65-74,,,,CALL 2,65-74,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,,,,APPROVE,GORE,GORE'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,SAME,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$30,000-$49,000",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,1.6340000000000001
30.0,108.0,16.0,,65+,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,60+,60+,65+,65-74,,,,CALL 2,65-74,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,BEST CHANCE TO WIN,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$30,000-$49,000",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,EXCELLENT,,,YES,NO,,,,,YES,YES,,1.6340000000000001
30.0,108.0,17.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,30-44,40-49,40-49,40-49,"YES, FOR MCCAIN",NO,BRADLEY,CALL 2,40-44,FEMALE,BRADLEY,WITHIN LAST WEEK,,,,,NO,DISAPPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,CATHOLIC,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,NOT TOO CLOSELY,,,UNFAVORABLE,NO,,YES,,YES,YES,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,TELEVISION,NOT AT ALL,,,CATHOLIC,1.1320000000000001
30.0,108.0,18.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,45-59,50-59,50-64,50-64,NO,NO,BRADLEY,CALL 2,50-59,MALE,BRADLEY,THIS YEAR,,,,,YES,APPROVE,,,,,YES,TWO,,,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,NEWSPAPERS,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.161
30.0,108.0,19.0,,18-64,18-74,NOT REGISTERED,COMPLETE,INDUSTRIAL AREAS,18-29,18-24,18-24,18-24,NO,NO,BRADLEY,CALL 2,18-24,MALE,BRADLEY,THIS YEAR,,,,,NO,DISAPPROVE,,,,,NO,TWO,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,NONE,NO,"UNDER $15,000",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,VERY CLOSELY,,,UNFAVORABLE,NO,,NO,NEW WAYS,NO,NO,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,GOOD AMOUNT,,,NONE,1.193
30.0,108.0,20.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,30-44,40-49,40-49,40-49,,,,CALL 3,40-44,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,STRONG LEADER,,DISAPPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,WORSE,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,,,,,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,UNFAVORABLE,FAVORABLE,,EXCELLENT,,,YES,NO,,,,,YES,NO,,1.085
30.0,108.0,21.0,,18-64,18-74,NOT REGISTERED,COMPLETE,INDUSTRIAL AREAS,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,TAXES,LOYAL DEMOCRAT,,APPROVE,BRADLEY,BRADLEY'S PLAN,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,,,"UNDER $15,000",,MODERATE,MODERATE,DEMOCRAT,,UNFAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.193
30.0,108.0,22.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,BOTH,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,WORSE,NO,INDEPENDENT,COLLEGE GRADUATE,,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.163
30.0,108.0,23.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,INDUSTRIAL AREAS,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,WORLD AFFAIRS,NEW IDEAS,,DISAPPROVE,BRADLEY,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,WORSE,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"UNDER $15,000",,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.163
30.0,108.0,24.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,MALE,BRADLEY,,WOULD LIKE SOMEONE ELSE,WILL FALL,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,,APPROVE,BOTH,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,1.161
30.0,108.0,25.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,FEMALE,GORE,,SATISFIED WITH CANDS,WILL FALL,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,BOTH,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,,,"$75,000-$99,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,1.057
30.0,108.0,26.0,,18-64,18-74,NOT REGISTERED,COMPLETE,INDUSTRIAL AREAS,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,HEALTH CARE,NEW IDEAS,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.193
30.0,108.0,27.0,,18-64,18-74,DEMOCRAT,COMPLETE,INDUSTRIAL AREAS,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,MALE,BRADLEY,,WOULD LIKE SOMEONE ELSE,WILL RISE,EDUCATION,STRONG LEADER,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,1.161
