BUSHUNFR,VETVOTER,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,TIME,NONPVOTE,CLINTON,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRIN,MCRRIGHT,VERSION,ONLYDEMS,ONLYREPS,REALWIN,GORE,BRADLEY,BCPERSON,BEATDEM,GAY,SENCA,PROP22,HISPANIC,QRACE,REL5,REGCA,NOVCHOIC,WEIGHT
NO,,5.0,92.0,27.0,SECOND CALL,50-59,WHITE,MALE,THIS YEAR,BUSH,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,REPUBLICAN,,,NO,"$100,000 OR MORE",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,MCCAIN,,BUSH,BOTH,YES,,YELLOW,BRADLEY,BUSH,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.645
NO,,5.0,92.0,28.0,SECOND CALL,50-59,WHITE,FEMALE,THIS YEAR,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,REPUBLICAN,,,NO,,NO,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,OMITS,,BOTH,BOTH,YES,,YELLOW,BRADLEY,BUSH,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.609
OMITS,,5.0,92.0,29.0,SECOND CALL,65-74,WHITE,MALE,THIS YEAR,BUSH,OMITS,OMITS,,,,OMITS,,,,,,OMITS,,OMITS,OMITS,,,65+,18-74,OMITS,OMITS,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,,65+,65-74,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,BRADLEY,BUSH,OMITS,,,OMITS,,,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.732
NO,,5.0,92.0,30.0,SECOND CALL,65-74,WHITE,MALE,THIS YEAR,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,REPUBLICAN,,,YES,"$30,000-$49,000",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,65+,65-74,,,,BUSH,MCCAIN,,BUSH,BOTH,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.732
YES,,5.0,92.0,31.0,SECOND CALL,65-74,WHITE,MALE,BEFORE THAT,MCCAIN,APPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,YES,INDEPENDENT,,,NO,"$30,000-$49,000",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,65+,65-74,,,,BUSH,MCCAIN,,BUSH,MCCAIN,YES,,YELLOW,WOULD NOT VOTE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.746
YES,,5.0,92.0,32.0,SECOND CALL,30-39,WHITE,FEMALE,WITHIN LAST WEEK,MCCAIN,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,INDEPENDENT,,,NO,"$75,000-$99,999",NO,YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,BRADLEY,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,OTHER,NOT SATISFIED,0.62
YES,YES,5.0,92.0,33.0,SECOND CALL,75+,WHITE,MALE,,BUSH,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$30,000-$49,000",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,CAMPBELL,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.645
NO,YES,5.0,92.0,34.0,SECOND CALL,60-64,WHITE,MALE,,BUSH,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$30,000-$49,000",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,,,TOO CONSERVATIVE,,,,SOMEWHAT,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,HORN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.64
YES,NO,5.0,92.0,35.0,SECOND CALL,60-64,WHITE,FEMALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,HAYNES,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.855
YES,NO,5.0,92.0,36.0,SECOND CALL,65-74,WHITE,FEMALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$30,000-$49,000",,NO,MODERATE,MODERATE,65+,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,FEINSTEIN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.6890000000000001
NO,NO,5.0,92.0,37.0,SECOND CALL,65-74,WHITE,FEMALE,,BUSH,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,"$15,000-$29,000",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,GREAT DEAL,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,HORN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.606
NO,NO,5.0,92.0,38.0,SECOND CALL,65-74,WHITE,FEMALE,,BUSH,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$30,000-$49,000",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,HAYNES,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.841
NO,YES,5.0,92.0,39.0,SECOND CALL,75+,WHITE,MALE,,BUSH,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,INDEPENDENT,COLLEGE GRADUATE,NONE,,"$30,000-$49,000",,YES,MODERATE,MODERATE,65+,75+,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,SOMEWHAT,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,NONE,REPUBLICAN,,0.7030000000000001
NO,NO,5.0,92.0,40.0,SECOND CALL,30-39,WHITE,MALE,,BUSH,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,,"$100,000 OR MORE",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,CATHOLIC,REPUBLICAN,,0.619
NO,YES,5.0,92.0,41.0,SECOND CALL,65-74,WHITE,MALE,,BUSH,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,,"$50,000-$74,999",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,NO,FEINSTEIN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.716
NO,YES,5.0,92.0,42.0,SECOND CALL,25-29,WHITE,MALE,,BUSH,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,,"$100,000 OR MORE",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,SOMEWHAT,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.589
YES,NO,5.0,92.0,43.0,SECOND CALL,60-64,WHITE,FEMALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,NONE,,"$30,000-$49,000",,YES,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,CAMPBELL,NO,NO,WHITE,NONE,REPUBLICAN,,0.621
YES,YES,5.0,92.0,44.0,SECOND CALL,65-74,WHITE,MALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,"$50,000-$74,999",,NO,MODERATE,MODERATE,65+,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,65+,65-74,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,NO,CAMPBELL,NO,NO,WHITE,CATHOLIC,OTHER,,0.656
YES,NO,5.0,92.0,45.0,SECOND CALL,60-64,WHITE,MALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,,"$75,000-$99,999",,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,SOMEWHAT,WHITE,,,,FAVORABLE,UNFAVORABLE,,BUSH,NO,FEINSTEIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,OTHER,,0.7010000000000001
NO,NO,5.0,92.0,46.0,SECOND CALL,60-64,WHITE,FEMALE,,MCCAIN,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$50,000-$74,999",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,HORN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,OTHER,,0.615
NO,NO,5.0,92.0,47.0,SECOND CALL,30-39,WHITE,FEMALE,,BUSH,,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,,TAX CUT,,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,,,,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,CATHOLIC,REPUBLICAN,,0.585
NO,NO,5.0,92.0,48.0,SECOND CALL,30-39,WHITE,FEMALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,OMITS,YES,,OMITS,,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,"$15,000-$29,000",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,OMITS,OMITS,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,OMITS,OMITS,,BUSH,NO,CAMPBELL,NO,,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.545
NO,NO,5.0,92.0,49.0,SECOND CALL,75+,WHITE,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,"$30,000-$49,000",,YES,MODERATE,MODERATE,65+,75+,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,DEMOCRAT,65+,75+,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,SOMEWHAT,WHITE,,,,FAVORABLE,UNFAVORABLE,,BUSH,NO,FEINSTEIN,YES,NO,WHITE,CATHOLIC,DEMOCRAT,,0.72
YES,NO,5.0,92.0,50.0,SECOND CALL,30-39,WHITE,FEMALE,,MCCAIN,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,,"$50,000-$74,999",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,DEMOCRAT,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,FAVORABLE,UNFAVORABLE,,MCCAIN,,FEINSTEIN,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,0.557
NO,NO,5.0,92.0,51.0,SECOND CALL,18-24,WHITE,MALE,,BUSH,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,,TAX CUT,,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,"UNDER $15,000",,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,SOMEWHAT,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,HAYNES,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.744
NO,NO,5.0,92.0,52.0,SECOND CALL,75+,WHITE,FEMALE,,BUSH,,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,"$15,000-$29,000",,NO,MODERATE,MODERATE,65+,75+,,,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,OMITS,,,,NOT AT ALL,WHITE,,,,OMITS,OMITS,,BUSH,NO,HORN,,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.586
NO,,5.0,92.0,53.0,THIRD CALL,50-59,WHITE,FEMALE,THIS YEAR,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,REPUBLICAN,,,OMITS,"$30,000-$49,000",OMITS,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,MCCAIN,,BUSH,OMITS,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.609
YES,,5.0,92.0,54.0,THIRD CALL,30-39,WHITE,MALE,THIS YEAR,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,NO,"$30,000-$49,000",NO,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,DEMOCRAT,30-39,30-39,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,OTHER,NOT SATISFIED,0.686
YES,,5.0,92.0,55.0,THIRD CALL,65-74,WHITE,MALE,WITHIN LAST WEEK,MCCAIN,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,INDEPENDENT,,,NO,"UNDER $15,000",NO,NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,INDEPENDENT/OTHER,65+,65-74,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.746
YES,,5.0,92.0,56.0,THIRD CALL,45-49,WHITE,MALE,WITHIN LAST WEEK,KEYES,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,REPUBLICAN,,,NO,"$100,000 OR MORE",YES,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BUSH,BUSH,NO,,YELLOW,WOULD NOT VOTE,KEYES,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.6950000000000001
YES,,5.0,92.0,57.0,THIRD CALL,75+,WHITE,FEMALE,THIS YEAR,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,REPUBLICAN,,,NO,,NO,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,65+,75+,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.737
YES,,5.0,92.0,58.0,THIRD CALL,60-64,WHITE,MALE,BEFORE THAT,BUSH,APPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,REPUBLICAN,,,NO,"$75,000-$99,999",YES,YES,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,60+,60+,REPUBLICAN,50-64,50-64,,,,BUSH,GORE,,MCCAIN,NEITHER,YES,,YELLOW,GORE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,,,,NO,WHITE,,REPUBLICAN,OMITS,0.732
OMITS,,5.0,92.0,59.0,THIRD CALL,30-39,WHITE,MALE,WITHIN LAST 3 DAYS,MCCAIN,OMITS,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,REPUBLICAN,,,OMITS,"$100,000 OR MORE",OMITS,OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,MCCAIN,OMITS,YES,,YELLOW,BRADLEY,MCCAIN,AMONG PARTY REGISTERED VOTERS,,,OMITS,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.654
NO,,5.0,92.0,60.0,THIRD CALL,40-44,OTHER,FEMALE,THIS YEAR,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,WORSE,,NO,REPUBLICAN,,,YES,"$50,000-$74,999",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,GORE,,BUSH,BOTH,YES,,YELLOW,GORE,BUSH,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,OTHER,,REPUBLICAN,SATISFIED,0.609
OMITS,,5.0,92.0,61.0,THIRD CALL,40-44,WHITE,FEMALE,WITHIN LAST 3 DAYS,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,,REPUBLICAN,,,OMITS,"$50,000-$74,999",OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,OMITS,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,GORE,,BUSH,BOTH,YES,,YELLOW,GORE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.609
NO,,5.0,92.0,62.0,THIRD CALL,45-49,OTHER,MALE,WITHIN LAST WEEK,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,REPUBLICAN,,,NO,"$75,000-$99,999",NO,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,MCCAIN,NEITHER,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,OTHER,,REPUBLICAN,SATISFIED,0.645
NO,,5.0,92.0,63.0,THIRD CALL,30-39,WHITE,MALE,THIS YEAR,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,REPUBLICAN,,,NO,"$75,000-$99,999",NO,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,BUSH,BUSH,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.645
YES,,5.0,92.0,64.0,THIRD CALL,50-59,WHITE,MALE,THIS YEAR,KEYES,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,NO,"$75,000-$99,999",NO,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,CENTRAL VALLEY/NORTH,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,MCCAIN,,BUSH,NEITHER,YES,,YELLOW,GORE,KEYES,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,NOT SATISFIED,0.6950000000000001
