QTYPE,VETVOTER,GEOCODE,BUSHUNFR,STR8TALK,BEATDEM,REFORMER,MCSAYDO,INTERNET,LOYALREP,MCCONSRV,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,WEIGHT
STATE,NO,NORFOLK AREA,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,94.0,49.0,THIRD CALL,30-39,WHITE,FEMALE,MCCAIN,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,COLLEGE GRADUATE,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,1.7610000000000001
STATE,NO,NORFOLK AREA,YES,MCCAIN,MCCAIN,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,94.0,50.0,THIRD CALL,45-49,WHITE,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,1.979
STATE,NO,NORFOLK AREA,NO,MCCAIN,BUSH,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,94.0,51.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,1.7610000000000001
STATE,NO,NORFOLK AREA,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,94.0,52.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,1.327
STATE,NO,NORFOLK AREA,NO,BUSH,BUSH,BOTH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,94.0,53.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BEFORE THAT,TAXES,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,GORE,MCCAIN,1.327
STATE,NO,NORFOLK AREA,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,94.0,54.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,1.491
STATE,NO,NORFOLK AREA,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,94.0,55.0,THIRD CALL,45-49,OTHER,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,POST GRADUATE STUDY,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,1.979
STATE,NO,NORFOLK AREA,NO,NEITHER,MCCAIN,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,94.0,56.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,1.7610000000000001
STATE,NO,NORFOLK AREA,NO,MCCAIN,BUSH,BUSH,YES,YES,OMITS,NOT CONSERVATIVE ENOUGH,47.0,94.0,57.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,1.327
STATE,NO,EAST/RICHMOND,NO,BOTH,BUSH,BOTH,YES,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,95.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BEFORE THAT,TAXES,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.733
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,TOO CONSERVATIVE,47.0,95.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,0.733
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.902
STATE,YES,EAST/RICHMOND,NO,NEITHER,MCCAIN,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,95.0,4.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,DEMOCRAT,HIGH SCHOOL GRADUATE,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,0.644
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,95.0,5.0,FIRST CALL,60-64,WHITE,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,0.792
STATE,NO,EAST/RICHMOND,NO,MCCAIN,MCCAIN,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,95.0,6.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,HIGH SCHOOL GRADUATE,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,0.786
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,7.0,FIRST CALL,60-64,WHITE,MALE,BUSH,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.895
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,TOO CONSERVATIVE,47.0,95.0,8.0,FIRST CALL,75+,WHITE,MALE,BUSH,BEFORE THAT,MORAL VALUES,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.895
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,0.739
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,BEFORE THAT,OMITS,OMITS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.902
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,11.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.733
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,NO,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,12.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,0.733
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.733
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,14.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,0.739
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,15.0,FIRST CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,BETTER,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,0.895
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,OMITS,YES,YES,NOT TIED TO PARTY LEADERS,NOT CONSERVATIVE ENOUGH,47.0,95.0,16.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,0.739
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,17.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE THAT,TAXES,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.895
STATE,NO,EAST/RICHMOND,NO,BOTH,BUSH,NEITHER,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,18.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,0.739
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,NO,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,19.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.733
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,OMITS,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,95.0,20.0,FIRST CALL,75+,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,"UNDER $15,000",YES,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,ALL VOTERS,BUSH,MCCAIN,0.895
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,95.0,21.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.786
STATE,,EAST/RICHMOND,OMITS,OMITS,OMITS,OMITS,YES,,LOYAL REPUBLICAN,OMITS,47.0,95.0,22.0,FIRST CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,YES,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,65+,18-74,NOT COMPLETE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,OMITS,OMITS,0.895
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,95.0,23.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,TAXES,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.902
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,NO,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,95.0,24.0,FIRST CALL,75+,WHITE,,BUSH,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.902
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,OMITS,OMITS,NO,NOT TIED TO PARTY LEADERS,OMITS,47.0,95.0,25.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.739
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,NOT CONSERVATIVE ENOUGH,47.0,95.0,26.0,SECOND CALL,45-49,WHITE,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,WORSE,TAX CUT,REPUBLICAN,,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.733
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,NEITHER,YES,YES,LOYAL REPUBLICAN,OMITS,47.0,95.0,27.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BEFORE THAT,CAMPAIGN FINANCE REFORM,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,0.895
STATE,YES,EAST/RICHMOND,NO,BUSH,BUSH,NEITHER,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,28.0,SECOND CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,INDEPENDENT,POST GRADUATE STUDY,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.895
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,29.0,SECOND CALL,18-24,WHITE,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,0.747
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BOTH,OMITS,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,95.0,30.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.739
