QTYPE,VETERAN,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,ISSUE,QUALITY,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,INTERNET,WEIGHT
STATE,YES,16.0,214.0,14.0,SECOND CALL,50-59,FEMALE,BUSH,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,0.988
STATE,YES,16.0,214.0,15.0,SECOND CALL,50-59,FEMALE,BAUER,YES,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.108
STATE,NO,16.0,214.0,16.0,SECOND CALL,50-59,FEMALE,FORBES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,,NO,0.725
STATE,NO,16.0,214.0,17.0,SECOND CALL,18-24,FEMALE,KEYES,YES,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,0.786
STATE,NO,16.0,214.0,18.0,SECOND CALL,60-64,MALE,FORBES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,0.725
STATE,YES,16.0,214.0,19.0,SECOND CALL,50-59,MALE,BUSH,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,,YES,0.988
STATE,YES,16.0,214.0,20.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,0.988
STATE,YES,16.0,214.0,21.0,SECOND CALL,45-49,MALE,BUSH,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.988
STATE,NO,16.0,214.0,22.0,SECOND CALL,25-29,MALE,KEYES,YES,ABORTION,STANDS UP FOR BELIEFS,INDEPENDENT,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,NO,YES,0.786
STATE,NO,16.0,214.0,23.0,SECOND CALL,25-29,FEMALE,KEYES,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,18-29,25-29,REPUBLICAN,25-29,25-29,NO,NO,0.786
STATE,NO,16.0,214.0,24.0,SECOND CALL,45-49,MALE,KEYES,YES,MORAL VALUES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,NO,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.786
STATE,NO,16.0,214.0,25.0,SECOND CALL,50-59,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,NO,0.988
STATE,NO,16.0,214.0,26.0,SECOND CALL,45-49,FEMALE,BUSH,YES,WORLD AFFAIRS,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,NO,0.988
STATE,YES,16.0,214.0,27.0,SECOND CALL,45-49,FEMALE,BUSH,YES,EDUCATION,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.988
STATE,YES,16.0,216.0,1.0,SECOND CALL,50-59,FEMALE,FORBES,NO,EDUCATION,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,0.558
STATE,NO,16.0,216.0,2.0,SECOND CALL,50-59,FEMALE,BUSH,NO,OMITS,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,,NO,0.467
STATE,YES,16.0,216.0,3.0,SECOND CALL,65-74,FEMALE,FORBES,NO,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.558
STATE,YES,16.0,216.0,4.0,SECOND CALL,65-74,MALE,KEYES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,WEST,60+,60+,INDEPENDENT/OTHER,65+,65-74,YES,YES,0.457
STATE,NO,16.0,216.0,5.0,SECOND CALL,30-39,FEMALE,BAUER,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,NO,0.556
STATE,NO,16.0,216.0,6.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.558
STATE,YES,16.0,216.0,7.0,SECOND CALL,65-74,FEMALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,,MODERATE,MODERATE,65+,18-74,NO,WEST,60+,60+,REPUBLICAN,65+,65-74,,NO,0.558
STATE,YES,16.0,216.0,8.0,SECOND CALL,50-59,FEMALE,BAUER,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,0.556
STATE,NO,16.0,216.0,9.0,SECOND CALL,40-44,FEMALE,KEYES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,INDEPENDENT,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,NO,WEST,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,YES,0.457
STATE,NO,16.0,216.0,10.0,SECOND CALL,45-49,FEMALE,BUSH,YES,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.467
STATE,YES,16.0,216.0,11.0,SECOND CALL,75+,FEMALE,BUSH,OMITS,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,,,,65+,75+,NO,WEST,60+,60+,REPUBLICAN,65+,75+,YES,NO,0.467
STATE,YES,16.0,216.0,12.0,SECOND CALL,75+,FEMALE,BUSH,OMITS,MORAL VALUES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,WEST,60+,60+,REPUBLICAN,65+,75+,NO,NO,0.467
STATE,NO,16.0,216.0,13.0,SECOND CALL,50-59,MALE,BUSH,NO,OMITS,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,,YES,0.467
STATE,YES,16.0,216.0,14.0,SECOND CALL,40-44,MALE,BUSH,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.467
STATE,YES,16.0,216.0,15.0,SECOND CALL,25-29,FEMALE,BUSH,NO,EDUCATION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,NO,WEST,18-29,25-29,REPUBLICAN,25-29,25-29,NO,YES,0.467
STATE,NO,16.0,216.0,16.0,SECOND CALL,25-29,FEMALE,BUSH,NO,EDUCATION,STANDS UP FOR BELIEFS,INDEPENDENT,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,,YES,0.467
STATE,YES,16.0,216.0,17.0,SECOND CALL,75+,FEMALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,WEST,60+,60+,REPUBLICAN,65+,75+,YES,NO,0.457
STATE,YES,16.0,216.0,18.0,SECOND CALL,65-74,FEMALE,BUSH,NO,MORAL VALUES,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.467
STATE,NO,16.0,216.0,19.0,SECOND CALL,60-64,FEMALE,BUSH,YES,TAXES,STRONG LEADER,NOT STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,60+,60+,REPUBLICAN,50-64,50-64,YES,NO,0.467
STATE,YES,16.0,216.0,20.0,SECOND CALL,65-74,MALE,BUSH,NO,MORAL VALUES,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.467
STATE,YES,16.0,216.0,21.0,SECOND CALL,65-74,MALE,BUSH,YES,SOCIAL SECURITY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,YES,NO,0.467
STATE,YES,16.0,216.0,22.0,SECOND CALL,65-74,,FORBES,NO,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,NO,WEST,60+,60+,REPUBLICAN,65+,65-74,,NO,0.558
STATE,YES,16.0,216.0,23.0,SECOND CALL,75+,MALE,BUSH,YES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,NO,WEST,60+,60+,REPUBLICAN,65+,75+,NO,NO,0.467
STATE,YES,16.0,216.0,24.0,SECOND CALL,65-74,,FORBES,NO,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,YES,WEST,60+,60+,,65+,65-74,YES,NO,0.558
STATE,YES,16.0,216.0,25.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.558
STATE,YES,16.0,216.0,26.0,SECOND CALL,40-44,MALE,BUSH,YES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,YES,NO,0.467
STATE,NO,16.0,216.0,27.0,SECOND CALL,40-44,FEMALE,BUSH,NO,EDUCATION,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.467
STATE,NO,16.0,216.0,28.0,SECOND CALL,18-24,MALE,BUSH,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,YES,NO,0.467
STATE,NO,16.0,217.0,1.0,SECOND CALL,45-49,FEMALE,FORBES,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.423
STATE,YES,16.0,217.0,2.0,SECOND CALL,75+,FEMALE,FORBES,OMITS,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,WEST,60+,60+,REPUBLICAN,65+,75+,YES,NO,1.423
STATE,NO,16.0,217.0,3.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.423
STATE,YES,16.0,217.0,4.0,SECOND CALL,75+,,FORBES,YES,SOCIAL SECURITY/MEDICARE,STRONG LEADER,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,YES,WEST,60+,60+,REPUBLICAN,65+,75+,YES,NO,1.423
STATE,YES,16.0,217.0,5.0,SECOND CALL,60-64,FEMALE,FORBES,OMITS,SOCIAL SECURITY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,60+,60+,REPUBLICAN,50-64,50-64,YES,NO,1.423
STATE,NO,16.0,217.0,6.0,SECOND CALL,60-64,FEMALE,FORBES,YES,SOCIAL SECURITY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,1.423
STATE,YES,16.0,217.0,7.0,SECOND CALL,50-59,MALE,BUSH,NO,WORLD AFFAIRS,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,1.192
STATE,YES,16.0,217.0,8.0,SECOND CALL,60-64,MALE,BUSH,YES,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,1.192
STATE,YES,16.0,217.0,9.0,SECOND CALL,65-74,FEMALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.192
STATE,NO,16.0,217.0,10.0,SECOND CALL,75+,MALE,BUSH,YES,OMITS,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,YES,WEST,60+,60+,REPUBLICAN,65+,75+,,NO,1.192
STATE,YES,16.0,217.0,11.0,SECOND CALL,50-59,FEMALE,BUSH,YES,EDUCATION,OMITS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,1.192
STATE,YES,16.0,217.0,12.0,SECOND CALL,50-59,MALE,BUSH,YES,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.192
STATE,YES,16.0,217.0,13.0,SECOND CALL,65-74,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,1.192
STATE,YES,16.0,217.0,14.0,SECOND CALL,75+,MALE,FORBES,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,WEST,60+,60+,REPUBLICAN,65+,75+,YES,NO,1.423
STATE,NO,16.0,217.0,15.0,SECOND CALL,25-29,MALE,BUSH,OMITS,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,25-29,REPUBLICAN,25-29,25-29,,YES,1.192
STATE,YES,16.0,217.0,16.0,SECOND CALL,18-24,FEMALE,KEYES,YES,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,1.163
STATE,YES,16.0,217.0,17.0,SECOND CALL,45-49,FEMALE,FORBES,NO,ABORTION,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,NO,1.423
STATE,NO,16.0,220.0,1.0,SECOND CALL,18-24,FEMALE,KEYES,OMITS,MORAL VALUES,STANDS UP FOR BELIEFS,INDEPENDENT,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,NO,NO,0.837
STATE,NO,16.0,220.0,2.0,SECOND CALL,50-59,MALE,FORBES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,,YES,1.026
STATE,NO,16.0,220.0,3.0,SECOND CALL,50-59,,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,,,1.026
STATE,YES,16.0,220.0,4.0,SECOND CALL,18-24,MALE,BUSH,YES,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,0.858
STATE,NO,16.0,220.0,5.0,SECOND CALL,60-64,MALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,0.837
STATE,YES,16.0,220.0,6.0,SECOND CALL,40-44,FEMALE,KEYES,YES,ABORTION,STRONG LEADER,NOT STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,0.837
STATE,YES,16.0,220.0,7.0,SECOND CALL,50-59,FEMALE,FORBES,OMITS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.026
STATE,YES,16.0,220.0,8.0,SECOND CALL,50-59,FEMALE,FORBES,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.026
STATE,YES,16.0,220.0,9.0,SECOND CALL,45-49,FEMALE,FORBES,NO,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,,1.026
STATE,NO,16.0,220.0,10.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.026
STATE,YES,16.0,220.0,11.0,SECOND CALL,40-44,FEMALE,FORBES,YES,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,,YES,1.026
STATE,NO,16.0,220.0,12.0,SECOND CALL,45-49,,BUSH,NO,TAXES,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,YES,0.858
STATE,YES,16.0,220.0,13.0,SECOND CALL,50-59,MALE,BUSH,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,0.858
STATE,YES,16.0,220.0,14.0,SECOND CALL,18-24,MALE,KEYES,YES,ABORTION,STRONG LEADER,INDEPENDENT,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,YES,NO,0.837
STATE,NO,16.0,220.0,15.0,SECOND CALL,40-44,FEMALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.858
STATE,NO,16.0,220.0,16.0,SECOND CALL,40-44,FEMALE,FORBES,YES,TAXES,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.026
STATE,NO,16.0,220.0,17.0,SECOND CALL,60-64,FEMALE,KEYES,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,0.837
STATE,YES,16.0,220.0,18.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,NO,0.858
STATE,YES,16.0,220.0,19.0,SECOND CALL,50-59,MALE,BUSH,YES,TAXES,CAN WIN IN NOVEMBER,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,YES,0.858
STATE,YES,16.0,220.0,20.0,SECOND CALL,50-59,MALE,FORBES,NO,TAXES,STRONG LEADER,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.026
STATE,NO,16.0,220.0,21.0,SECOND CALL,30-39,FEMALE,FORBES,OMITS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,1.026
STATE,YES,16.0,220.0,22.0,SECOND CALL,50-59,FEMALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,,MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,,NO,0.858
STATE,NO,16.0,222.0,1.0,FIRST CALL,50-59,FEMALE,HATCH,NO,OMITS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,2.92
STATE,YES,16.0,222.0,2.0,FIRST CALL,50-59,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,3.338
STATE,YES,16.0,227.0,1.0,SECOND CALL,18-24,MALE,FORBES,YES,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,NO,0.962
STATE,NO,16.0,227.0,2.0,SECOND CALL,30-39,FEMALE,BUSH,NO,EDUCATION,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,NO,1.311
