STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,STANDLIV,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,VOTE96,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,MCAINVET,EDUC,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,VETERAN,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,INTERNET,DESTEC,STR8TALK,BEATDEM,CAMPFIN,WEIGHT
8.0,221.0,24.0,FIRST CALL,65-74,MALE,MCCAIN,WITHIN LAST 3 DAYS,WILL RISE,ABORTION,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,VERY IMPORTANT,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.374
8.0,221.0,25.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,WILL FALL,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,26.0,FIRST CALL,60-64,FEMALE,BUSH,THIS YEAR,WILL RISE,SOCIAL SECURTY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,SOMETHING ELSE,NOT TOO IMPORTANT,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,YES,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.604
8.0,221.0,27.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,WILL RISE,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,VERY IMPORTANT,COLLEGE GRADUATE,YES,"$30,000-$49,000",YES,NO,MODERATE,MODERATE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.374
8.0,221.0,28.0,FIRST CALL,60-64,MALE,MCCAIN,THIS YEAR,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.374
8.0,221.0,29.0,FIRST CALL,40-44,FEMALE,FORBES,THIS YEAR,WILL FALL,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.244
8.0,221.0,30.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,6,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,31.0,FIRST CALL,60-64,MALE,BUSH,BEFORE THAT,WILL RISE,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,32.0,FIRST CALL,50-59,MALE,HATCH,THIS YEAR,WILL RISE,MORAL VALUES,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,6,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,INDEPENDENT,NOT TOO IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,NOT GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.215
8.0,221.0,33.0,FIRST CALL,60-64,MALE,FORBES,THIS YEAR,WILL RISE,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,4,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,INDEPENDENT,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,YES,EXCELLENT,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.722
8.0,221.0,34.0,FIRST CALL,50-59,MALE,FORBES,WITHIN LAST WEEK,WILL RISE,TAXES,CARES ABOUT AVERAGE AMERICAN,CANDS PERSONAL QUALITIES,NO,5,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,NO,GOOD,NEITHER,,HELP THE POLITICAL PROCESS,1.224
8.0,221.0,35.0,FIRST CALL,40-44,FEMALE,FORBES,WITHIN LAST WEEK,WILL RISE,OMITS,CARES ABOUT AVERAGE AMERICAN,CANDS PERSONAL QUALITIES,YES,4,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,VERY IMPORTANT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.244
8.0,221.0,36.0,FIRST CALL,65-74,MALE,MCCAIN,WITHIN LAST WEEK,WILL RISE,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,NO,MODERATE,MODERATE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.374
8.0,221.0,37.0,FIRST CALL,65-74,FEMALE,MCCAIN,THIS YEAR,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,6,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,VERY IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NO,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.3960000000000001
8.0,221.0,38.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,WILL RISE,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,6,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,39.0,FIRST CALL,,,BUSH,THIS YEAR,WILL RISE,OMITS,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,6,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,,,NO,COMPLETE,KENT AND SUSSEX COUNTY,,,REPUBLICAN,,,YES,POOR,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.141
8.0,221.0,40.0,SECOND CALL,65-74,MALE,BUSH,BEFORE THAT,WILL RISE,OMITS,OMITS,CANDS POSITIONS ON ISSUES,OMITS,3,LEGAL IN MOST CASES,NO,BETTER,OMITS,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,NO,MODERATE,MODERATE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,41.0,SECOND CALL,60-64,MALE,BUSH,THIS YEAR,WILL RISE,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,50-64,50-64,YES,GOOD,BUSH,BUSH,HURT THE POLITICAL PROCESS,1.578
8.0,221.0,42.0,SECOND CALL,45-49,FEMALE,FORBES,WITHIN LAST WEEK,WILL FALL,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,YES,GOOD,NEITHER,BUSH,HELP THE POLITICAL PROCESS,1.244
8.0,221.0,43.0,SECOND CALL,60-64,MALE,BUSH,BEFORE THAT,WILL RISE,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,NO,MODERATE,MODERATE,18-64,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,50-64,50-64,YES,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,44.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,WILL FALL,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,NO,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.141
8.0,221.0,45.0,SECOND CALL,30-39,FEMALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.141
8.0,221.0,46.0,SECOND CALL,25-29,FEMALE,BUSH,OMITS,WILL RISE,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,HIGH SCHOOL GRADUATE,NO,"UNDER $15,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,KENT AND SUSSEX COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,NO,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.1460000000000001
8.0,221.0,47.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,2,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,NOT GOOD,OMITS,BUSH,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,48.0,SECOND CALL,75+,MALE,BUSH,THIS YEAR,WILL RISE,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,75+,YES,EXCELLENT,BUSH,BUSH,OMITS,1.578
8.0,221.0,49.0,SECOND CALL,60-64,MALE,BUSH,WITHIN LAST WEEK,OMITS,MORAL VALUES,CAN WIN IN NOVEMBER,OMITS,NO,,LEGAL IN MOST CASES,YES,OMITS,OMITS,,VERY IMPORTANT,,OMITS,,OMITS,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,,50-64,50-64,,,OMITS,OMITS,OMITS,1.578
8.0,221.0,50.0,SECOND CALL,60-64,MALE,BUSH,THIS YEAR,WILL RISE,TAXES,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,NO,MODERATE,MODERATE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,EXCELLENT,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,51.0,SECOND CALL,65-74,MALE,MCCAIN,THIS YEAR,WILL RISE,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.374
8.0,221.0,52.0,SECOND CALL,45-49,,MCCAIN,THIS YEAR,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,,LEGAL IN ALL CASES,NO,BETTER,OMITS,INDEPENDENT,NOT TOO IMPORTANT,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.978
8.0,221.0,53.0,SECOND CALL,65-74,MALE,MCCAIN,BEFORE THAT,WILL RISE,MORAL VALUES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,VERY IMPORTANT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.374
8.0,221.0,54.0,SECOND CALL,45-49,FEMALE,BUSH,BEFORE THAT,WILL RISE,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,OMITS,3,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,HIGH SCHOOL GRADUATE,NO,,YES,YES,MODERATE,MODERATE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,NO,GOOD,BUSH,BUSH,OMITS,1.141
8.0,221.0,55.0,SECOND CALL,65-74,,BUSH,BEFORE THAT,WILL FALL,SOCIAL SECURTY/MEDICARE,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,6,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,NOT TOO IMPORTANT,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.604
8.0,221.0,56.0,SECOND CALL,75+,,BUSH,THIS YEAR,OMITS,SOCIAL SECURTY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,NO,,LEGAL IN MOST CASES,NO,OMITS,OMITS,,SOMEWHAT IMPORTANT,,OMITS,,OMITS,OMITS,,,65+,75+,OMITS,NOT COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,,65+,75+,,,OMITS,OMITS,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,57.0,SECOND CALL,75+,MALE,MCCAIN,BEFORE THAT,OMITS,TAXES,OMITS,OMITS,NO,,LEGAL IN MOST CASES,NO,OMITS,OMITS,,SOMEWHAT IMPORTANT,,OMITS,,OMITS,OMITS,,,65+,75+,OMITS,NOT COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,,65+,75+,,,OMITS,OMITS,HELP THE POLITICAL PROCESS,1.374
8.0,221.0,58.0,SECOND CALL,60-64,MALE,MCCAIN,THIS YEAR,WILL FALL,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,YES,3,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,BOTH,OMITS,HELP THE POLITICAL PROCESS,1.374
8.0,221.0,59.0,SECOND CALL,60-64,MALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,50-64,50-64,YES,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.578
8.0,221.0,60.0,THIRD CALL,18-24,FEMALE,MCCAIN,THIS YEAR,WILL RISE,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,6,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,HIGH SCHOOL GRADUATE,NO,"$100,000 OR MORE",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,KENT AND SUSSEX COUNTY,18-29,18-24,REPUBLICAN,18-24,18-24,YES,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,0.998
8.0,221.0,61.0,THIRD CALL,18-24,FEMALE,MCCAIN,TODAY,WILL FALL,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,6,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,NOT IMPORTANT AT ALL,HIGH SCHOOL GRADUATE,OMITS,"$30,000-$49,000",OMITS,OMITS,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,KENT AND SUSSEX COUNTY,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,YES,NOT GOOD,NEITHER,MCCAIN,HELP THE POLITICAL PROCESS,0.998
8.0,221.0,62.0,THIRD CALL,30-39,MALE,FORBES,BEFORE THAT,WILL RISE,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN ALL CASES,NO,SAME,TAX CUT,REPUBLICAN,VERY IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,GOOD,NEITHER,,HELP THE POLITICAL PROCESS,1.224
8.0,221.0,63.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,WILL RISE,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,OMITS,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,NO,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.123
8.0,221.0,64.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,WILL RISE,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,5,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,NO,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.141
8.0,221.0,65.0,THIRD CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,WILL RISE,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,4,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,OMITS,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,EXCELLENT,BUSH,BUSH,OMITS,1.141
8.0,221.0,66.0,THIRD CALL,40-44,FEMALE,FORBES,THIS YEAR,WILL FALL,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,NO,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.244
8.0,221.0,67.0,THIRD CALL,60-64,MALE,FORBES,WITHIN LAST WEEK,WILL FALL,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,HIGH SCHOOL GRADUATE,OMITS,,NO,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,BOTH,BUSH,OMITS,1.722
