STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REGDEMRI,REL5,WEIGHT
40.0,69.0,1.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,BRADLEY,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,INDEPENDENT/OTHER,65+,65-74,836.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.836
40.0,69.0,2.0,FIRST CALL,30-39,WHITE,MALE,GORE,TODAY,HEALTH CARE,HAS RIGHT EXPERIENCE,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,725.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,,0.725
40.0,69.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,TODAY,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,50-59,DEMOCRAT,50-64,50-64,725.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.725
40.0,69.0,4.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,OMITS,SAME,,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,REPUBLICAN,65+,65-74,836.0,FAVORABLE,OMITS,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.836
40.0,69.0,5.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,DEMOCRAT,65+,65-74,1135.0,OMITS,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.135
40.0,69.0,6.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,DEMOCRAT,65+,65-74,1135.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.135
40.0,69.0,7.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,OMITS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,"UNDER $15,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,INDEPENDENT/OTHER,65+,65-74,1120.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,1.12
40.0,69.0,8.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,18-29,25-29,DEMOCRAT,25-29,25-29,695.0,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.6950000000000001
40.0,69.0,9.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,INDEPENDENT/OTHER,65+,65-74,1120.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.12
40.0,69.0,10.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,OMITS,NOT TYPICAL POLITICIAN,DISAPPROVE,BOTH THE SAME,OMITS,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,533.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NO,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.533
40.0,69.0,11.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,716.0,FAVORABLE,UNFAVORABLE,OMITS,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.716
40.0,69.0,12.0,SECOND CALL,75+,WHITE,MALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,DEMOCRAT,65+,75+,1135.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,OMITS,DEMOCRAT,CATHOLIC,1.135
40.0,69.0,13.0,SECOND CALL,65-74,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,REPUBLICAN,65+,65-74,1135.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.135
40.0,69.0,14.0,THIRD CALL,45-49,WHITE,MALE,GORE,WITHIN LAST WEEK,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,40-49,DEMOCRAT,40-49,40-49,725.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.725
40.0,69.0,15.0,THIRD CALL,30-39,BLACK,FEMALE,BRADLEY,TODAY,RACE RELATIONS,NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,YES,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,30-44,30-39,REPUBLICAN,30-39,30-39,714.0,FAVORABLE,FAVORABLE,GORE,OMITS,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.714
40.0,69.0,16.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,716.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.716
40.0,69.0,17.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,RACE RELATIONS,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,527.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.527
40.0,69.0,18.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,EDUCATION,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,533.0,OMITS,FAVORABLE,BUSH,MCCAIN,YES,OMITS,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.533
40.0,69.0,19.0,THIRD CALL,65-74,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,,NO,MODERATE,MODERATE,65+,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,INDEPENDENT/OTHER,65+,65-74,1135.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.135
40.0,69.0,20.0,THIRD CALL,30-39,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,30-39,725.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.725
40.0,69.0,21.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,511.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.511
40.0,69.0,22.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,18-29,18-24,DEMOCRAT,18-24,18-24,695.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,0.6950000000000001
40.0,69.0,23.0,THIRD CALL,75+,BLACK,MALE,UNCOMITTED,WITHIN LAST WEEK,RACE RELATIONS,NEW IDEAS,DISAPPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,BOTH,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,60+,60+,DEMOCRAT,65+,75+,2745.0,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,2.745
40.0,69.0,24.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,50-59,DEMOCRAT,50-64,50-64,716.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.716
40.0,69.0,25.0,THIRD CALL,18-24,BLACK,MALE,BRADLEY,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STRONG LEADER,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,704.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.704
40.0,69.0,26.0,THIRD CALL,40-44,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,30-44,40-49,DEMOCRAT,40-49,40-49,725.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,CATHOLIC,0.725
40.0,69.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,40-49,DEMOCRAT,40-49,40-49,527.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.527
40.0,69.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,HEALTH CARE,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,527.0,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.527
40.0,69.0,29.0,THIRD CALL,30-39,BLACK,FEMALE,UNCOMITTED,TODAY,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,NONE,YES,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,30-39,1730.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,UNDECLARED/INDEPENDENT,NONE,1.73
40.0,69.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,50-59,DEMOCRAT,50-64,50-64,527.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.527
40.0,69.0,31.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,THIS YEAR,RACE RELATIONS,NEW IDEAS,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,18-29,25-29,REPUBLICAN,25-29,25-29,695.0,UNFAVORABLE,UNFAVORABLE,BUSH,GORE,NO,FAVORABLE,OMITS,FAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.6950000000000001
40.0,69.0,32.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,533.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.533
40.0,69.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,HEALTH CARE,STRONG LEADER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,PROVIDENCE/OTHER INDUSTRIAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,527.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.527
40.0,75.0,1.0,FIRST CALL,75+,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,60+,60+,DEMOCRAT,65+,75+,1582.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.582
40.0,75.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,WITHIN LAST WEEK,ABORTION,NEW IDEAS,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,RURAL/REST OF STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,1226.0,FAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,1.226
