STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,SSMARRY,PREVPRID,SSPART,GORE,BRADLEY,BCPERSON,REL5,WEIGHT
46.0,58.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,NO,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.205
46.0,58.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,NOT COMPLETE,RUTLAND,45-59,50-59,,50-64,50-64,OMITS,OMITS,GORE,OMITS,YES,,YES,OMITS,OMITS,OMITS,,1.36
46.0,58.0,17.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,ABORTION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,65+,75+,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,RUTLAND,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.2510000000000001
46.0,58.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,RACE RELATIONS,NOT TYPICAL POLITICAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NO,YES,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.36
46.0,58.0,19.0,SECOND CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,YES,NO,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.342
46.0,58.0,20.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,NO,YES,NO,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.2510000000000001
46.0,58.0,21.0,SECOND CALL,50-59,,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,,NO,FAVORABLE,FAVORABLE,OMITS,PROTESTANT/OTHER CHRISTIAN,1.205
46.0,58.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.205
46.0,58.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,RUTLAND,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,NONE,1.205
46.0,58.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,60+,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,GORE,OMITS,YES,OMITS,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.413
46.0,58.0,25.0,SECOND CALL,30-39,WHITE,MALE,GORE,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,INDEPENDENT,POST GRADUATE STUDY,NONE,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,NONE,1.342
46.0,58.0,26.0,THIRD CALL,40-44,WHITE,MALE,GORE,THIS YEAR,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,RUTLAND,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.342
46.0,58.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,BRADLEY,TODAY,OMITS,STANDS UP FOR BELIEFS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,OMITS,OMITS,OMITS,YES,NO,YES,OMITS,FAVORABLE,UNFAVORABLE,,1.36
46.0,58.0,28.0,THIRD CALL,75+,WHITE,FEMALE,GORE,TODAY,EDUCATION,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,RUTLAND,60+,60+,,65+,75+,OMITS,OMITS,BUSH,GORE,NO,,NO,OMITS,OMITS,OMITS,,1.2510000000000001
46.0,58.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,OMITS,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,OMITS,YES,YES,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,1.36
46.0,67.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,YES,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.766
46.0,67.0,2.0,FIRST CALL,50-59,WHITE,MALE,OTHER,THIS YEAR,EDUCATION,HAS NEW IDEAS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,SOMETHING ELSE,POST GRADUATE STUDY,NONE,YES,"$75,000-$99,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,OMITS,STATE,COMPLETE,RUTLAND,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,YES,NO,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NONE,0.489
46.0,67.0,3.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,OMITS,PROTESTANT/OTHER CHRISTIAN,0.927
46.0,67.0,4.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,TODAY,HEALTH CARE,HAS NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,YES,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.927
46.0,67.0,5.0,FIRST CALL,45-49,WHITE,MALE,GORE,TODAY,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,0.8200000000000001
46.0,67.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,OMITS,STATE,COMPLETE,RUTLAND,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,OMITS,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.736
46.0,67.0,7.0,FIRST CALL,45-49,BLACK,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,JEWISH,0.639
46.0,67.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,NOT TYPICAL POLITICAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,SOMETHING ELSE,COLLEGE GRADUATE,PROTESTANT,NO,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.8320000000000001
46.0,67.0,9.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,JEWISH,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,YES,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,JEWISH,0.927
46.0,67.0,10.0,FIRST CALL,75+,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,GORE,OMITS,NO,YES,OMITS,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.864
46.0,67.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.736
46.0,67.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,OMITS,OMITS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.736
46.0,67.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,OMITS,"$75,000-$99,999",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,OMITS,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NONE,0.8320000000000001
46.0,67.0,14.0,SECOND CALL,45-49,,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,SOMETHING ELSE,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.736
46.0,67.0,15.0,SECOND CALL,60-64,WHITE,MALE,GORE,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,DISAPPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.852
46.0,67.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,OMITS,OMITS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.8320000000000001
46.0,67.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,BOTH THE SAME,OMITS,LEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,65+,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,OMITS,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,OMITS,NONE,0.864
46.0,67.0,18.0,SECOND CALL,50-59,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,NOT TYPICAL POLITICAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,RUTLAND,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,NONE,0.8200000000000001
46.0,67.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,RUTLAND,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,YES,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.736
46.0,67.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,JEWISH,0.8320000000000001
46.0,67.0,21.0,SECOND CALL,18-24,WHITE,MALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,NO,NO,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.888
46.0,67.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,RUTLAND,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,YES,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.766
46.0,67.0,23.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RUTLAND,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,YES,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,0.927
