QTYPE,STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,GWCONSRV,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,PREVPRI,VETVOTER,RELUTAH7,THRDCAND,WARWEST,RELUTAH6,MCRRIGHT,BEATDEM,REGREPUT,WEIGHT
STATE,45.0,45.0,35.0,THIRD CALL,18-24,MALE,BUSH,WITHIN LAST 3 DAYS,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,18-29,18-24,REPUBLICAN,ABOUT RIGHT,266.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HELPS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,,0.266
STATE,45.0,45.0,36.0,THIRD CALL,30-39,MALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,REPUBLICAN,COLLEGE GRADUATE,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,30-39,REPUBLICAN,NOT CONSERVATIVE ENOUGH,285.0,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.28500000000000003
STATE,45.0,45.0,37.0,THIRD CALL,65-74,,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,227.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.227
STATE,45.0,45.0,38.0,THIRD CALL,65-74,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,OMITS,,,65+,18-74,NOT COMPLETE,WEST/PROVO,60+,60+,,OMITS,227.0,OMITS,OMITS,BUSH,MCCAIN,OMITS,BUSH,YES,,,OMITS,OMITS,,NOT AT ALL,OMITS,REPUBLICAN,0.227
STATE,45.0,45.0,39.0,THIRD CALL,50-59,FEMALE,KEYES,OMITS,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,OMITS,OMITS,INDEPENDENT,HIGH SCHOOL GRADUATE,,OMITS,,,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,INDEPENDENT/OTHER,OMITS,307.0,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,OMITS,NEITHER,NO,NO,,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,,NOT AT ALL,OMITS,REPUBLICAN,0.307
STATE,45.0,45.0,40.0,THIRD CALL,60-64,MALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,WEST/PROVO,60+,60+,,OMITS,245.0,OMITS,OMITS,BUSH,MCCAIN,OMITS,BUSH,YES,,,OMITS,OMITS,,NOT AT ALL,OMITS,,0.245
STATE,45.0,45.0,41.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,30-39,REPUBLICAN,ABOUT RIGHT,284.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.28400000000000003
STATE,45.0,45.0,42.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,WEST/PROVO,45-59,50-59,,OMITS,265.0,OMITS,OMITS,BUSH,MCCAIN,OMITS,BUSH,YES,,,OMITS,OMITS,,NOT AT ALL,OMITS,UNDECLARED/INDEPENDENT,0.265
STATE,45.0,45.0,43.0,THIRD CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,30-39,INDEPENDENT/OTHER,ABOUT RIGHT,265.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.265
STATE,45.0,45.0,44.0,THIRD CALL,45-49,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,REPUBLICAN,OMITS,284.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.28400000000000003
STATE,45.0,45.0,45.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,REPUBLICAN,ABOUT RIGHT,265.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.265
STATE,45.0,45.0,46.0,THIRD CALL,45-49,MALE,BUSH,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,REPUBLICAN,ABOUT RIGHT,265.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,YES,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.265
STATE,45.0,45.0,47.0,THIRD CALL,45-49,FEMALE,BUSH,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,INDEPENDENT/OTHER,ABOUT RIGHT,284.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BOTH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.28400000000000003
STATE,45.0,45.0,48.0,THIRD CALL,40-44,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,285.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.28500000000000003
STATE,45.0,45.0,49.0,THIRD CALL,65-74,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,NOT CONSERVATIVE ENOUGH,244.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.244
STATE,45.0,45.0,50.0,THIRD CALL,40-44,FEMALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,40-49,REPUBLICAN,ABOUT RIGHT,307.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.307
STATE,45.0,45.0,51.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,30-39,REPUBLICAN,ABOUT RIGHT,284.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.28400000000000003
STATE,45.0,45.0,52.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,INDEPENDENT/OTHER,TOO CONSERVATIVE,281.0,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.281
STATE,45.0,45.0,53.0,THIRD CALL,45-49,MALE,BUSH,BEFORE THAT,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,265.0,UNFAVORABLE,OMITS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.265
STATE,45.0,45.0,54.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,OMITS,OMITS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,244.0,FAVORABLE,OMITS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,OMITS,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.244
STATE,45.0,45.0,55.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,CAPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,REPUBLICAN,ABOUT RIGHT,265.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.265
STATE,45.0,45.0,56.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,REPUBLICAN,ABOUT RIGHT,284.0,FAVORABLE,UNFAVORABLE,OMITS,OMITS,TOO CONSERVATIVE,BUSH,YES,NO,OTHER CHRISTIAN,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,GREAT DEAL,BUSH,REPUBLICAN,0.28400000000000003
STATE,45.0,45.0,57.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,REPUBLICAN,ABOUT RIGHT,265.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,OTHER CHRISTIAN,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,SOMEWHAT,BUSH,REPUBLICAN,0.265
STATE,45.0,45.0,58.0,THIRD CALL,18-24,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,"UNDER $15,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,18-29,18-24,REPUBLICAN,ABOUT RIGHT,286.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.28600000000000003
STATE,45.0,45.0,59.0,THIRD CALL,18-24,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,18-29,18-24,REPUBLICAN,ABOUT RIGHT,266.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,0.266
STATE,45.0,45.0,60.0,THIRD CALL,45-49,FEMALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,307.0,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HELPS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.307
STATE,45.0,45.0,61.0,THIRD CALL,45-49,MALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,INDEPENDENT/OTHER,TOO CONSERVATIVE,285.0,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,TOO CONSERVATIVE,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,0.28500000000000003
STATE,45.0,45.0,62.0,THIRD CALL,45-49,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,SOMETHING ELSE,COLLEGE GRADUATE,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,285.0,UNFAVORABLE,UNFAVORABLE,OMITS,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.28500000000000003
STATE,45.0,45.0,63.0,THIRD CALL,50-59,FEMALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,REPUBLICAN,ABOUT RIGHT,307.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.307
STATE,45.0,45.0,64.0,THIRD CALL,50-59,MALE,OTHER,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1655.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,1.655
STATE,45.0,45.0,65.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,REPUBLICAN,ABOUT RIGHT,284.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,0.28400000000000003
STATE,45.0,45.0,66.0,THIRD CALL,45-49,MALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,NOT TYPICAL POLITICAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,40-49,REPUBLICAN,ABOUT RIGHT,285.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,0.28500000000000003
STATE,45.0,45.0,67.0,THIRD CALL,65-74,MALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,227.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,OMITS,BUSH,REPUBLICAN,0.227
STATE,45.0,45.0,68.0,THIRD CALL,40-44,MALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,30-44,40-49,REPUBLICAN,NOT CONSERVATIVE ENOUGH,285.0,UNFAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,0.28500000000000003
STATE,45.0,47.0,1.0,FIRST CALL,60-64,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,WEST/PROVO,60+,60+,REPUBLICAN,ABOUT RIGHT,244.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.244
STATE,45.0,47.0,2.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,WEST/PROVO,45-59,50-59,REPUBLICAN,ABOUT RIGHT,284.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,0.28400000000000003
