QTYPE,BUSHUNFR,GEOCODE,STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,PREVPRI,VETVOTER,GUNHH,GUNCHOIC,THRDCAND,RRFAV,MCRRIGHT,BEATDEM,REGREPCO,MEXICAN,REL5,WEIGHT
STATE,OMITS,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,17.0,SECOND CALL,60-64,FEMALE,BUSH,WITHIN LAST WEEK,ABORTION,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,NO,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.2570000000000001
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,18.0,SECOND CALL,18-24,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,OMITS,BUSH,NO,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.643
STATE,OMITS,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,19.0,THIRD CALL,75+,FEMALE,BUSH,BEFORE THAT,OMITS,OMITS,OMITS,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,OMITS,OMITS,OMITS,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,OMITS,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.2570000000000001
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,20.0,THIRD CALL,30-39,MALE,BUSH,BEFORE THAT,TAXES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,INDEPENDENT,POST GRADUATE STUDY,NONE,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,OMITS,FAVORABLE,OMITS,BUSH,MCCAIN,OMITS,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,OMITS,NOT AT ALL,BUSH,REPUBLICAN,NO,NONE,1.367
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,21.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,EDUCATION,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.321
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,22.0,THIRD CALL,18-24,MALE,BUSH,TODAY,ABORTION,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,YES,CATHOLIC,1.421
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,23.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,TAXES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,INDEPENDENT,POST GRADUATE STUDY,JEWISH,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,YES,NO,YES,OMITS,SATISFIED,OMITS,NOT MUCH,BUSH,REPUBLICAN,NO,JEWISH,1.321
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,24.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,OMITS,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,OMITS,GREAT DEAL,BUSH,UNDECLARED/INDEPENDENT,NO,PROTESTANT/OTHER CHRISTIAN,1.2570000000000001
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,25.0,THIRD CALL,45-49,FEMALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,OMITS,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,NO,CATHOLIC,1.321
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,80.0,26.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.2570000000000001
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,1.0,FIRST CALL,50-59,,BUSH,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,NO,,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.169
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,2.0,FIRST CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.169
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,3.0,FIRST CALL,45-49,MALE,KEYES,BEFORE THAT,ABORTION,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.351
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,4.0,FIRST CALL,50-59,,BUSH,THIS YEAR,TAXES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.129
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,5.0,FIRST CALL,60-64,MALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,GORE,ABOUT RIGHT,BUSH,YES,YES,YES,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,YES,PROTESTANT/OTHER CHRISTIAN,1.111
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,6.0,FIRST CALL,60-64,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,OMITS,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,YES,REDUCE VIOLENCE,NOT SATISFIED,FAVORABLE,NOT MUCH,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,2.31
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,7.0,FIRST CALL,75+,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.111
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,8.0,FIRST CALL,60-64,MALE,MCCAIN,BEFORE THAT,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,YES,OMITS,SATISFIED,FAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,2.39
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,9.0,SECOND CALL,45-49,FEMALE,BUSH,TODAY,ABORTION,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,NOT SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.129
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,10.0,THIRD CALL,50-59,FEMALE,BUSH,WITHIN LAST 3 DAYS,TAXES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,REDUCE VIOLENCE,NOT SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.129
STATE,NO,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,11.0,THIRD CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,TAXES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,SOMETHING ELSE,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,SOMETHING ELSE,1.129
STATE,YES,PLAINS AND REST OF STATE REPUBLICANS,6.0,86.0,12.0,THIRD CALL,60-64,MALE,BUSH,TODAY,SOCIAL SECURITY/MEDICARE,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,MCCAIN,YES,NO,NO,PROTECT GUN RIGHTS,NOT SATISFIED,FAVORABLE,SOMEWHAT,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.111
STATE,YES,ROCKY MOUNTAINS AND HISPANICS,6.0,88.0,1.0,SECOND CALL,60-64,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,,"UNDER $15,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,OMITS,ABOUT RIGHT,OMITS,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,OMITS,SOMEWHAT,BUSH,REPUBLICAN,NO,,0.655
STATE,NO,ROCKY MOUNTAINS AND HISPANICS,6.0,88.0,2.0,THIRD CALL,40-44,FEMALE,BUSH,THIS YEAR,EDUCATION,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.706
STATE,NO,ROCKY MOUNTAINS AND HISPANICS,6.0,88.0,3.0,THIRD CALL,18-24,FEMALE,BUSH,WITHIN LAST WEEK,EDUCATION,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.607
STATE,NO,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,1.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,CATHOLIC,0.77
STATE,YES,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,2.0,FIRST CALL,40-44,FEMALE,BUSH,BEFORE THAT,TAXES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NONE,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,NO,NONE,0.704
STATE,NO,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,3.0,FIRST CALL,18-24,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.662
STATE,YES,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,4.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.77
STATE,NO,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,5.0,FIRST CALL,40-44,MALE,BUSH,BEFORE THAT,TAXES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NONE,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,NONE,0.77
STATE,NO,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,6.0,SECOND CALL,45-49,FEMALE,BUSH,TODAY,WORLD AFFAIRS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.704
STATE,NO,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,7.0,SECOND CALL,45-49,MALE,BUSH,THIS YEAR,ABORTION,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,YES,PROTESTANT/OTHER CHRISTIAN,0.77
STATE,OMITS,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,8.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,ABORTION,OMITS,OMITS,OMITS,YES,OMITS,,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,BUSH,OMITS,OMITS,BUSH,YES,,NO,PROTECT GUN RIGHTS,OMITS,FAVORABLE,GREAT DEAL,OMITS,REPUBLICAN,NO,,0.77
STATE,NO,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,9.0,SECOND CALL,60-64,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,BUSH,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.654
STATE,NO,ROCKY MOUNTAINS AND HISPANICS,6.0,91.0,10.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,TAXES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.715
