STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,RACEREL,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REL5,WEIGHT
7.0,46.0,8.0,SECOND CALL,75+,BLACK,,GORE,WITHIN LAST 3 DAYS,OMITS,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,65+,75+,BRADLEY,ONLY GORE,OMITS,NOT LIBERAL ENOUGH,STATE,COMPLETE,1,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,GORE,MCCAIN,NO,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.389
7.0,46.0,9.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.978
7.0,46.0,10.0,SECOND CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,MORAL VALUES,,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,JEWISH,0.9480000000000001
7.0,46.0,11.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,BEFORE THAT,MORAL VALUES,,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,JEWISH,0.9450000000000001
7.0,46.0,12.0,SECOND CALL,30-39,WHITE,MALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.975
7.0,46.0,13.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,65+,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,1,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,1.173
7.0,46.0,14.0,SECOND CALL,45-49,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY GORE,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,1,45-59,40-49,,40-49,40-49,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.9450000000000001
7.0,46.0,15.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,OMITS,"$100,000 OR MORE",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,JEWISH,1.163
7.0,46.0,16.0,SECOND CALL,50-59,HISPANIC/LATINO,MALE,BRADLEY,TODAY,ABORTION,CAN WIN IN NOVEMBER,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$15,000-$29,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY GORE,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,1,45-59,50-59,,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.123
7.0,46.0,17.0,SECOND CALL,25-29,BLACK,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,ABORTION,STANDS UP FOR BELIEFS,OMITS,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY GORE,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,1,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,UNFAVORABLE,UNFAVORABLE,OMITS,PROTESTANT/OTHER CHRISTIAN,1.162
7.0,46.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,0.978
7.0,46.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,,OMITS,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,OMITS,"$75,000-$99,999",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,OMITS,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,OMITS,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.9480000000000001
7.0,46.0,20.0,SECOND CALL,50-59,BLACK,FEMALE,UNCOMITTED,TODAY,ABORTION,OMITS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,SOMETHING ELSE,COLLEGE GRADUATE,NONE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NONE,0.673
7.0,46.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.978
7.0,46.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,0.978
7.0,46.0,23.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,TODAY,OMITS,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.9450000000000001
7.0,46.0,24.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,1,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.3940000000000001
7.0,46.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,BRADLEY,TODAY,MORAL VALUES,,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.9480000000000001
7.0,46.0,26.0,THIRD CALL,65-74,WHITE,MALE,GORE,TODAY,ABORTION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,65+,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.169
7.0,46.0,27.0,THIRD CALL,30-39,BLACK,MALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,1,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.123
7.0,46.0,28.0,THIRD CALL,40-44,OTHER,FEMALE,BRADLEY,THIS YEAR,TAXES,,DISAPPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,NO,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,JEWISH,0.9480000000000001
7.0,46.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.978
7.0,46.0,30.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,OMITS,MORAL VALUES,,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,1,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,FAVORABLE,BUSH,GORE,NO,UNFAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.977
7.0,46.0,31.0,THIRD CALL,50-59,BLACK,MALE,BRADLEY,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.123
7.0,46.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,OMITS,OMITS,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,JEWISH,0.9480000000000001
7.0,49.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,WORLD AFFAIRS,,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,3,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.495
7.0,49.0,2.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,TODAY,WORLD AFFAIRS,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,3,45-59,50-59,,50-64,50-64,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,,0.5730000000000001
7.0,49.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,OMITS,OMITS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,3,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.495
7.0,49.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,BRADLEY,BEFORE THAT,EDUCATION,,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,OMITS,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,,NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,3,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.582
7.0,49.0,5.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,3,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.5730000000000001
7.0,49.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,3,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.6960000000000001
7.0,49.0,7.0,SECOND CALL,75+,WHITE,FEMALE,BRADLEY,OMITS,WORLD AFFAIRS,CAN WIN IN NOVEMBER,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,65+,75+,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,3,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.582
7.0,49.0,8.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,POST GRADUATE STUDY,JEWISH,NO,,NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,3,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,JEWISH,0.602
7.0,49.0,9.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,NOT TYPICAL POLITICIAN,OMITS,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,3,45-59,40-49,,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,,FAVORABLE,FAVORABLE,OMITS,,0.602
7.0,49.0,10.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,MORAL VALUES,STRONG LEADER,APPROVE,OMITS,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,3,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.602
7.0,49.0,11.0,SECOND CALL,50-59,HISPANIC/LATINO,MALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,3,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NONE,0.77
7.0,49.0,12.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,OMITS,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,3,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,OMITS,GORE,GORE,NO,FAVORABLE,OMITS,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.602
7.0,49.0,13.0,THIRD CALL,40-44,WHITE,MALE,UNCOMITTED,WITHIN LAST WEEK,OMITS,OMITS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,NEITHER,NEITHER,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,3,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.061
7.0,49.0,14.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,3,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.5730000000000001
7.0,49.0,15.0,THIRD CALL,25-29,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,3,18-29,25-29,DEMOCRAT,25-29,25-29,FAVORABLE,UNFAVORABLE,BUSH,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.765
