STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,ISSVQUAL,ABORTION,BUSHKNOW,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRIN,VETVOTER,MCRRIGHT,VERSION,ONLYDEMS,GORE,BRADLEY,BCPERSON,BEATDEM,GAY,HISPANIC,QRACE,REL5,REGCA,NOVCHOIC,REGION,WEIGHT
5.0,111.0,37.0,THIRD CALL,25-29,WHITE,MALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,1504.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,OMITS,,NO,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,1.504
5.0,111.0,38.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,SAME,NO,SOMETHING ELSE,,,YES,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,917.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,YES,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.917
5.0,111.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,OMITS,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,OMITS,NOT COMPLETE,30-44,30-39,,30-39,30-39,917.0,,,GORE,GORE,YES,,,YELLOW,OMITS,,,OMITS,,,,WHITE,,DEMOCRAT,OMITS,OTHERS,0.917
5.0,111.0,43.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,OMITS,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,65+,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,917.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.917
5.0,111.0,44.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,GORE,THIS YEAR,RACE RELATIONS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,731.0,,,GORE,GORE,NO,,,YELLOW,GORE,,,FAVORABLE,,NO,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,0.731
5.0,111.0,46.0,THIRD CALL,45-49,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,1504.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,YES,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,1.504
5.0,111.0,50.0,THIRD CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,OMITS,NOT COMPLETE,60+,60+,,65+,75+,917.0,,,GORE,GORE,NO,,,YELLOW,OMITS,,,OMITS,,,,WHITE,,DEMOCRAT,OMITS,OTHERS,0.917
5.0,111.0,52.0,THIRD CALL,25-29,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,,,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,445.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,0.445
5.0,111.0,58.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,ABORTION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,917.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,0.917
5.0,111.0,63.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,WORSE,NO,DEMOCRAT,,,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ABOUT RIGHT,OMITS,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,917.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.917
5.0,111.0,64.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,,,,,OMITS,OMITS,NO,,,,,,,,,,,18-64,18-74,,,NOT COMPLETE,30-44,40-49,,40-49,40-49,1109.0,OMITS,OMITS,,,,,GREAT DEAL,WHITE,,OMITS,OMITS,,OMITS,,,WHITE,,DEMOCRAT,,OTHERS,1.109
5.0,111.0,66.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,,,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,917.0,UNFAVORABLE,OMITS,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,OMITS,YES,NO,WHITE,SOMETHING ELSE,DEMOCRAT,,OTHERS,0.917
5.0,111.0,67.0,THIRD CALL,18-24,WHITE,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,YES,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,"$30,000-$49,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,1504.0,FAVORABLE,FAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,OTHERS,1.504
5.0,111.0,68.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,,,,,OMITS,LEGAL IN MOST CASES,YES,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$15,000-$29,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,917.0,FAVORABLE,UNFAVORABLE,,,,NO,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,OTHERS,0.917
5.0,111.0,70.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,,"$15,000-$29,000",,,,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,917.0,UNFAVORABLE,FAVORABLE,,,,,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.917
5.0,111.0,74.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,917.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.917
5.0,111.0,76.0,THIRD CALL,18-24,OTHER,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,,"$30,000-$49,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,677.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,OTHER,NONE,DEMOCRAT,,OTHERS,0.677
5.0,111.0,77.0,THIRD CALL,65-74,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,,"$15,000-$29,000",,VERY LIBERAL,LIBERAL,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,677.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.677
5.0,111.0,79.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,YES,,,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,,"$15,000-$29,000",,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,917.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.917
5.0,111.0,80.0,THIRD CALL,40-44,WHITE,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,,"$15,000-$29,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,1504.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,BUSH,NO,NO,WHITE,SOMETHING ELSE,DEMOCRAT,,OTHERS,1.504
5.0,111.0,83.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,YES,,,INDEPENDENT,COLLEGE GRADUATE,NONE,,"UNDER $15,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,677.0,FAVORABLE,UNFAVORABLE,,,,,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.677
5.0,111.0,86.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,NONE,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,917.0,UNFAVORABLE,FAVORABLE,,,,NO,SOMEWHAT,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.917
5.0,111.0,87.0,THIRD CALL,18-24,WHITE,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,OMITS,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,1504.0,UNFAVORABLE,UNFAVORABLE,,,,,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,OMITS,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,1.504
5.0,111.0,91.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,,,"$50,000-$74,999",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,917.0,UNFAVORABLE,UNFAVORABLE,,,,,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,,DEMOCRAT,,OTHERS,0.917
5.0,112.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,HEALTH CARE,NOT TYPICAL POLITICAN,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,542.0,,,GORE,GORE,YES,,,YELLOW,BRADLEY,,,UNFAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.542
5.0,112.0,2.0,FIRST CALL,30-39,OTHER,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,736.0,,,GORE,GORE,OMITS,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,OTHER,,DEMOCRAT,SATISFIED,OTHERS,0.736
5.0,112.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,,,WORSE,,DEMOCRAT,,,YES,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,736.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,0.736
5.0,112.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST WEEK,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,CANDS POSITIONS ON ISSUES,,,SAME,YES,DEMOCRAT,,,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,736.0,,,GORE,GORE,YES,,,YELLOW,BRADLEY,,,UNFAVORABLE,,YES,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.736
5.0,112.0,9.0,FIRST CALL,45-49,WHITE,MALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,1205.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,1.205
5.0,112.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,NONE,,"$15,000-$29,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,736.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.736
5.0,112.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$50,000-$74,999",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,542.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,OTHERS,0.542
5.0,112.0,20.0,FIRST CALL,25-29,HISPANIC/LATINO,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$50,000-$74,999",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,358.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT MUCH,WHITE,,FAVORABLE,UNFAVORABLE,,BUSH,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.358
5.0,112.0,21.0,FIRST CALL,65-74,WHITE,,GORE,,,,,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,YES,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,"$30,000-$49,000",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,1205.0,FAVORABLE,OMITS,,,,NO,OMITS,WHITE,,FAVORABLE,OMITS,,BUSH,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,OTHERS,1.205
5.0,112.0,23.0,SECOND CALL,50-59,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,1205.0,,,GORE,GORE,OMITS,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,1.205
5.0,112.0,24.0,SECOND CALL,,,,GORE,OMITS,OMITS,STRONG LEADER,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,,,OMITS,OMITS,NOT COMPLETE,,,,,,736.0,,,OMITS,GORE,YES,,,YELLOW,OMITS,,,OMITS,,,,,,DEMOCRAT,OMITS,OTHERS,0.736
5.0,112.0,28.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,HAS NEW IDEAS,APPROVE,CANDS POSITIONS ON ISSUES,,,WORSE,NO,SOMETHING ELSE,,,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,542.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.542
5.0,112.0,29.0,SECOND CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,BEFORE THAT,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,,,OMITS,"$30,000-$49,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,358.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,YES,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.358
5.0,112.0,31.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,NO,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,736.0,,,GORE,GORE,OMITS,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,0.736
5.0,112.0,35.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,889.0,UNFAVORABLE,FAVORABLE,,,,YES,GREAT DEAL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,SOMETHING ELSE,DEMOCRAT,,OTHERS,0.889
5.0,112.0,37.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$100,000 OR MORE",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,736.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.736
5.0,112.0,42.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,736.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,OTHERS,0.736
5.0,112.0,43.0,SECOND CALL,75+,WHITE,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,,"$50,000-$74,999",,VERY LIBERAL,LIBERAL,65+,75+,,,COMPLETE,60+,60+,DEMOCRAT,65+,75+,1205.0,UNFAVORABLE,FAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,SOMETHING ELSE,DEMOCRAT,,OTHERS,1.205
5.0,112.0,44.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,889.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.889
5.0,112.0,48.0,THIRD CALL,40-44,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,1205.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,1.205
5.0,112.0,49.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,OMITS,,,BETTER,YES,REPUBLICAN,,,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,TOO LIBERAL,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,736.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,OMITS,,NO,NO,WHITE,,DEMOCRAT,OMITS,OTHERS,0.736
5.0,112.0,51.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST WEEK,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,736.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,UNFAVORABLE,,NO,NO,WHITE,,DEMOCRAT,SATISFIED,OTHERS,0.736
5.0,112.0,54.0,THIRD CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,1205.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,1.205
