STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,RACEREL,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,GORE,BRADLEY,BCPERSON,REL5,WEIGHT,PREVPRID
11.0,77.0,11.0,FIRST CALL,75+,WHITE,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,OMITS,BETTER,,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,,OMITS,,,65+,75+,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NEW REPUBLICANS,60+,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,GORE,GORE,OMITS,OMITS,FAVORABLE,CATHOLIC,2.061,YES
11.0,77.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,OMITS,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,,YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,NEW REPUBLICANS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.885,YES
11.0,77.0,13.0,SECOND CALL,40-44,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NEW REPUBLICANS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,2.025,YES
11.0,77.0,14.0,SECOND CALL,75+,WHITE,MALE,GORE,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,,NO,MODERATE,MODERATE,65+,75+,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NEW REPUBLICANS,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.213,YES
11.0,77.0,15.0,SECOND CALL,75+,WHITE,MALE,BRADLEY,BEFORE THAT,EDUCATION,OMITS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NEITHER,NEITHER,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,NEW REPUBLICANS,60+,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.4290000000000003,YES
11.0,77.0,16.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BEFORE THAT,RACE RELATIONS,HAS NEW IDEAS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,NOT COMPLETE,NEW REPUBLICANS,18-29,25-29,,25-29,25-29,OMITS,OMITS,GORE,GORE,OMITS,OMITS,OMITS,,1.913,
11.0,77.0,17.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,NEITHER,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NEW REPUBLICANS,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.885,YES
11.0,77.0,18.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NEW REPUBLICANS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.885,YES
11.0,77.0,19.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,OMITS,ABOUT RIGHT,STATE,COMPLETE,NEW REPUBLICANS,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,GORE,MCCAIN,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.07,YES
11.0,77.0,20.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BEFORE THAT,ABORTION,STANDS UP FOR BELIEFS,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,NEW REPUBLICANS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,NONE,1.885,YES
11.0,77.0,21.0,THIRD CALL,50-59,BLACK,MALE,GORE,WITHIN LAST WEEK,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NEW REPUBLICANS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.457,YES
11.0,77.0,22.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,SOMETHING ELSE,POST GRADUATE STUDY,NONE,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,NEW REPUBLICANS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,NONE,2.221,YES
11.0,80.0,1.0,FIRST CALL,60-64,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.624,YES
11.0,80.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.461,YES
11.0,80.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.211,NO
11.0,80.0,4.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.478,YES
11.0,80.0,5.0,FIRST CALL,65-74,BLACK,MALE,BRADLEY,WITHIN LAST WEEK,HEALTH CARE,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,NEITHER,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.0030000000000001,YES
11.0,80.0,6.0,FIRST CALL,40-44,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,ECONOMY/JOBS,STRONG LEADER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.591,YES
11.0,80.0,7.0,FIRST CALL,50-59,WHITE,MALE,GORE,TODAY,EDUCATION,HAS THE RIGHT EXPERIENCE,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.211,YES
11.0,80.0,8.0,FIRST CALL,50-59,WHITE,MALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.211,YES
11.0,80.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NEITHER,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.542,YES
11.0,80.0,10.0,FIRST CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.591,YES
11.0,80.0,11.0,FIRST CALL,75+,WHITE,FEMALE,UNCOMITTED,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,YES,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,NEITHER,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.0,YES
11.0,80.0,12.0,SECOND CALL,25-29,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.694,NO
11.0,80.0,13.0,SECOND CALL,40-44,WHITE,MALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.211,YES
11.0,80.0,14.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,RACE RELATIONS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.349,YES
11.0,80.0,15.0,SECOND CALL,65-74,BLACK,MALE,BRADLEY,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,YES,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.0030000000000001,YES
11.0,80.0,16.0,SECOND CALL,65-74,BLACK,MALE,GORE,THIS YEAR,RACE RELATIONS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,2.053,YES
11.0,80.0,17.0,SECOND CALL,60-64,BLACK,FEMALE,BRADLEY,TODAY,RACE RELATIONS,HAS NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.211,YES
11.0,80.0,18.0,SECOND CALL,60-64,WHITE,MALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.276,YES
11.0,80.0,19.0,THIRD CALL,60-64,BLACK,MALE,BRADLEY,WITHIN LAST WEEK,RACE RELATIONS,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.0030000000000001,YES
11.0,80.0,20.0,THIRD CALL,25-29,WHITE,MALE,BRADLEY,TODAY,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,SOMETHING ELSE,COLLEGE GRADUATE,CATHOLIC,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NEITHER,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL DEMOCRATS,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.8290000000000001,NO
11.0,80.0,21.0,THIRD CALL,30-39,BLACK,FEMALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,SOMETHING ELSE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,1.1480000000000001,YES
11.0,80.0,22.0,THIRD CALL,60-64,BLACK,FEMALE,BRADLEY,BEFORE THAT,RACE RELATIONS,HAS NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.211,YES
11.0,80.0,23.0,THIRD CALL,30-39,BLACK,MALE,GORE,TODAY,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.945,YES
11.0,80.0,24.0,THIRD CALL,40-44,WHITE,MALE,GORE,BEFORE THAT,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL DEMOCRATS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.211,YES
11.0,82.0,1.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,,YES,MODERATE,MODERATE,65+,75+,BOTH,NEITHER,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,CENTRAL DEMOCRATS,60+,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,BUSH,MCCAIN,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.272,YES
