BUSHKNOW,OTHPRIRI,GEOCODE,OTHERPRI,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ISSVQUAL,REPSEEN,RELRIGHT,VOTE96,ABORTION,FINSIT,SSTAX,BUSHDAD,PARTYID,MCAINVET,ATTEND,EDUC,RELIGION,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,VETERAN,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BUSH,MCCAIN,FORBES,INTERNET,NHSTEC,STR8TALK,ETAX,MARRIED,CHILD,REFORMVT,RELPUB,DESCRIBE,BEATDEM,ELIFE,CAMPFIN,BRNAGAIN,REGREP,REL5,WEIGHT
,,Industrial areas,"Yes, for Bradley",30.0,101.0,22.0,Call 2,60-64,,McCain,,,Will fall,,,,None,,,,Worse,Strengthen Social Security,Not important at all,Republican,Somewhat important,,Post graduate study,,,"$15,000-$29,999",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,60 and over,60 and over,Republican,50-64,50-64,Somewhat closely,OMITS,Favorable,OMITS,No,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Not at all,Help,,Republican,,0.871
Yes,,Industrial areas,,30.0,101.0,23.0,Call 3,30-39,,McCain,Today,Satisfied with candidates,,Abortion,Represents conservative values,My candidates positions on the issues,,No,Forbes,Legal in most cases,,,,Republican,,Few times a year,High school graduate,Protestant,No,"$100,000 or more",No,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.672
Yes,,Industrial areas,,30.0,101.0,24.0,Call 3,50-59,Female,Bush,Today,Satisfied with candidates,,Moral values,Can win in November,OMITS,,Yes,Dole,Illegal in most cases,,,,Republican,,More than once a week,Post graduate study,Protestant,No,"$30,000 - $49,999",No,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,No,No,,Publicly discussed,,,,,Yes,Undeclared/Independent,Protestant/Other Christian,0.934
No,,Industrial areas,,30.0,101.0,25.0,Call 3,30-39,Female,McCain,This year,Satisfied with candidates,,Education,Strong leader,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Independent,,Once a week,Post graduate study,Catholic,OMITS,"$100,000 or more",OMITS,OMITS,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Catholic,0.672
No,,Industrial areas,,30.0,101.0,26.0,Call 3,50-59,,McCain,Within 3 days,Would like someone else,,World affairs,Strong leader,My candidates personal qualities,,No,Other,Legal in all cases,,,,Democrat,,Never,College graduate,Jewish,Yes,"$75,000 - $99,999",Yes,Yes,Somewhat liberal,Liberal,No,18-64,18-74,Complete,45-59,50-59,Democrat,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Jewish,0.654
Yes,,Industrial areas,,30.0,101.0,27.0,Call 3,30-39,Female,McCain,This year,Satisfied with candidates,,Education,Stands up for beliefs,My candidates positions on the issues,,Yes,Dole,Illegal in most cases,,,,Republican,,More than once a week,High school graduate,Protestant,No,"$50,000 - $74,999",OMITS,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Republican,Protestant/Other Christian,0.672
Yes,,Industrial areas,,30.0,101.0,28.0,Call 3,30-39,Male,McCain,Before that,Satisfied with candidates,,Moral values,Understands complex issues,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Republican,,Few times a month,College graduate,Other Christian,No,"$30,000 - $49,999",Yes,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,No,Yes,,Publicly discussed,,,,,No,Republican,Protestant/Other Christian,0.654
Yes,,Industrial areas,,30.0,101.0,29.0,Call 3,65-74,Female,McCain,This year,Satisfied with candidates,,Campaign finance reform,Strong leader,My candidates personal qualities,,No,Dole,Legal in all cases,,,,Independent,,Once a week,College graduate,Protestant,OMITS,"$50,000 - $74,999",OMITS,OMITS,Moderate,Moderate,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,,,,,,,,,Yes,No,,Publicly discussed,,,,,Yes,Undeclared/Independent,Protestant/Other Christian,0.896
No,,Industrial areas,,30.0,101.0,30.0,Call 3,50-59,Female,Forbes,Within last week,Satisfied with candidates,,Moral values,Strong leader,My candidates positions on the issues,,No,Other,Legal in most cases,,,,Republican,,Few times a year,College graduate,Protestant,No,"$75,000 - $99,999",No,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,No,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.894
Yes,,Industrial areas,,30.0,101.0,31.0,Call 3,30-39,Female,McCain,Today,Satisfied with candidates,,Taxes,Represents conservative values,My candidates positions on the issues,,No,Other,Legal in most cases,,,,Republican,,Few times a year,,Protestant,OMITS,"$50,000 - $74,999",OMITS,OMITS,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,No,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,0.672
Yes,,Industrial areas,,30.0,101.0,32.0,Call 3,25-29,Female,McCain,Within 3 days,Satisfied with candidates,,Moral values,Represents conservative values,My candidates positions on the issues,,No,Other,Illegal in most cases,,,,Democrat,,Few times a year,College graduate,Other Christian,OMITS,"$15,000-$29,999",OMITS,OMITS,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,18-29,25-29,Democrat,25-29,25-29,,,,,,,,,No,No,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,0.6910000000000001
Yes,,Industrial areas,,30.0,101.0,33.0,Call 3,30-39,Male,McCain,Within 3 days,Satisfied with candidates,,Taxes,Stands up for beliefs,My candidates personal qualities,,No,Other,Legal in most cases,,,,Independent,,Never,College graduate,Jewish,No,"$100,000 or more",No,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Not registered,Jewish,0.654
Yes,,Industrial areas,,30.0,101.0,34.0,Call 3,50-59,,Bush,Within 3 days,Satisfied with candidates,,Campaign finance reform,Represents conservative values,My candidates positions on the issues,,No,Dole,Legal in most cases,,,,Republican,,Never,College graduate,Protestant,Yes,"$100,000 or more",Yes,Yes,Somewhat conservative,Conservative,No,18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.934
Yes,,Industrial areas,,30.0,101.0,35.0,Call 3,65-74,,McCain,Before that,OMITS,,Moral values,Understands complex issues,My candidates personal qualities,,Yes,Buchanan,Illegal in most cases,,,,Independent,,More than once a week,College graduate,Catholic,No,"$30,000 - $49,999",No,No,Very conservative,Conservative,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Republican,Catholic,0.871
No,,Industrial areas,,30.0,101.0,36.0,Call 3,45-49,Male,McCain,Within last week,Would like someone else,,Social Security/Medicare,Stands up for beliefs,My candidates personal qualities,,No,Other,Legal in all cases,,,,Independent,,Few times a month,College graduate,Catholic,No,"$100,000 or more",No,No,Moderate,Moderate,No,18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Catholic,0.654
,,Industrial areas,OMITS,30.0,101.0,37.0,Call 3,50-59,,McCain,,,Will fall,,,,None,,,,Better,Strengthen Social Security,Not important at all,Independent,Somewhat important,,College graduate,,,"$75,000 - $99,999",,,Somewhat liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Excellent,McCain,No,,,No,,Like my candidate with reservations,Bush,Good amount,Help,,Republican,,0.672
,,Industrial areas,No,30.0,101.0,38.0,Call 3,40-44,Male,Bush,,,Will rise,,,,Two,,,,Same,Tax cut,Not important at all,Independent,Not important at all,,College graduate,,,"$50,000 - $74,999",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,Very closely,Favorable,Unfavorable,Unfavorable,Yes,Good,Bush,No,,,No,,Strongly favor my candidate,Bush,Great deal,Hurt,,Republican,,0.908
,,Industrial areas,No,30.0,101.0,39.0,Call 3,30-39,Male,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Not too important,Republican,Very important,,College graduate,,,,,,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Very closely,Favorable,Favorable,OMITS,Yes,Excellent,Neither,No,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Republican,,0.654
,No,Industrial areas,No,30.0,101.0,40.0,Call 3,50-59,Male,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not too important,Republican,Very important,,College graduate,,,"$50,000 - $74,999",,,Very liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,Very closely,Unfavorable,Favorable,Unfavorable,Yes,Excellent,McCain,No,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Undeclared/Independent,,0.654
,,Industrial areas,No,30.0,101.0,41.0,Call 3,60-64,Male,Bush,,,Will rise,,,,Three or more,,,,Same,Tax cut,Not important at all,Republican,Not too important,,Some college/Associate,,,"$50,000 - $74,999",,,Very conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,60 and over,60 and over,Republican,50-64,50-64,Very closely,Favorable,Favorable,Favorable,Yes,Good,Bush,No,,,No,,Strongly favor my candidate,Bush,Good amount,Hurt,,Republican,,1.21
,,Industrial areas,No,30.0,101.0,42.0,Call 3,50-59,Male,Bush,,,Will fall,,,,None,,,,Better,OMITS,Not important at all,Republican,Not important at all,,Post graduate study,,,"$100,000 or more",,,Somewhat conservative,Conservative,No,18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,Not too closely,Favorable,Favorable,Favorable,No,Good,Both,No,,,No,,Strongly favor my candidate,Bush,Great deal,OMITS,,Republican,,0.908
,"Yes, for Gore",Industrial areas,"Yes, for Gore",30.0,101.0,43.0,Call 3,60-64,Male,McCain,,,Will rise,,,,One,,,,Better,Strengthen Social Security,Not important at all,Independent,Somewhat important,,Post graduate study,,,"$75,000 - $99,999",,,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,60 and over,60 and over,Independent/Other,50-64,50-64,Somewhat closely,Unfavorable,Favorable,Unfavorable,Yes,Excellent,McCain,No,,,No,,Dislike other candidate,Bush,Good amount,Hurt,,Undeclared/Independent,,0.871
,"Yes, for Bradley",Industrial areas,"Yes, for Bradley",30.0,101.0,44.0,Call 3,65-74,,McCain,,,Will rise,,,,One,,,,Same,Strengthen Social Security,Not too important,Independent,Somewhat important,,Post graduate study,,,"$50,000 - $74,999",,,Moderate,Moderate,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,Very closely,Unfavorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,No,,Like my candidate with reservations,McCain,Good amount,Help,,Undeclared/Independent,,0.871
,No,Industrial areas,No,30.0,101.0,45.0,Call 3,45-49,Male,Keyes,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Republican,Not important at all,,College graduate,,,"$50,000 - $74,999",,,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,Not too closely,Favorable,Favorable,Favorable,No,Excellent,Both,No,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Undeclared/Independent,,0.507
,No,Industrial areas,No,30.0,101.0,46.0,Call 3,50-59,Male,McCain,,,Will rise,,,,One,,,,Better,Strengthen Social Security,Not important at all,Independent,Not important at all,,College graduate,,,"$100,000 or more",,,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Not too closely,Favorable,Favorable,Unfavorable,No,Good,McCain,No,,,No,,Like my candidate with reservations,McCain,Good amount,Help,,Undeclared/Independent,,0.654
,,Industrial areas,No,30.0,101.0,47.0,Call 3,30-39,Male,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not too important,Republican,Somewhat important,,College graduate,,,"$30,000 - $49,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Excellent,McCain,No,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Republican,,0.654
,,Industrial areas,No,30.0,101.0,48.0,Call 3,65-74,Male,Bush,,,Will rise,,,,Two,,,,Better,Tax cut,Very important,Republican,Somewhat important,,College graduate,,,"$100,000 or more",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,Very closely,Favorable,Favorable,Favorable,Yes,Excellent,OMITS,No,,,No,,Strongly favor my candidate,Bush,Great deal,Help,,Republican,,1.21
,,Industrial areas,No,30.0,101.0,49.0,Call 3,75 and over,Male,Bush,,,Will rise,,,,Three or more,,,,Same,Tax cut,Very important,Republican,Somewhat important,,High school graduate,,,"$30,000 - $49,999",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,Somewhat closely,Favorable,OMITS,OMITS,No,Excellent,Bush,Yes,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Republican,,1.21
No,,Industrial areas,,30.0,102.0,1.0,Call 1,30-39,Male,Keyes,This year,Satisfied with candidates,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,Buchanan,Illegal in most cases,,,,Republican,,Few times a year,College graduate,Catholic,No,,No,No,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,1.027
Yes,,Industrial areas,,30.0,102.0,2.0,Call 1,75 and over,Female,Bush,This year,Satisfied with candidates,,Moral values,Stands up for beliefs,OMITS,,Yes,,Illegal in most cases,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,65 and over,75 and over,Not complete,60 and over,60 and over,,65 and over,75 and over,,,,,,,,,,,,OMITS,,,,,OMITS,,,2.512
Yes,,Industrial areas,,30.0,102.0,3.0,Call 1,65-74,Male,Bush,This year,Satisfied with candidates,,Campaign finance reform,Cares about average American,My candidates positions on the issues,,No,Dole,Legal in most cases,,,,Republican,,Once a week,Some college/Associate,Protestant,OMITS,"$15,000-$29,999",OMITS,OMITS,Somewhat conservative,Conservative,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,,,,,,,,,No,No,,Keep to themselves,,,,,OMITS,Republican,Protestant/Other Christian,2.442
Yes,,Industrial areas,,30.0,102.0,4.0,Call 1,65-74,,Forbes,This year,Satisfied with candidates,,OMITS,Represents conservative values,My candidates positions on the issues,,No,Forbes,Illegal in most cases,,,,Republican,,Never,Did not complete high school,Protestant,No,"$30,000 - $49,999",No,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,,,,,,,,,Yes,No,,OMITS,,,,,No,Republican,Protestant/Other Christian,2.4050000000000002
No,,Industrial areas,,30.0,102.0,5.0,Call 1,65-74,Male,McCain,This year,Satisfied with candidates,,Moral values,Stands up for beliefs,OMITS,,No,,Legal in most cases,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,65 and over,18-74,Not complete,60 and over,60 and over,,65 and over,65-74,,,,,,,,,,,,OMITS,,,,,OMITS,,,1.76
Yes,,Industrial areas,,30.0,102.0,6.0,Call 1,25-29,Male,McCain,Before that,Satisfied with candidates,,Taxes,Has the right experience,My candidates positions on the issues,,No,Forbes,Legal in most cases,,,,Republican,,Few times a year,High school graduate,Catholic,No,"$50,000 - $74,999",Yes,No,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,18-29,25-29,Republican,25-29,25-29,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,1.358
No,,Industrial areas,,30.0,102.0,7.0,Call 1,65-74,Female,McCain,Within 3 days,Satisfied with candidates,,OMITS,OMITS,My candidates positions on the issues,,OMITS,Forbes,OMITS,,,,Independent,,More than once a week,High school graduate,Catholic,OMITS,"$15,000-$29,999",OMITS,OMITS,Somewhat conservative,Conservative,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,,,,,,,,,Yes,No,,Keep to themselves,,,,,OMITS,Republican,Catholic,1.809
No,,Industrial areas,,30.0,102.0,8.0,Call 1,50-59,Male,Forbes,This year,OMITS,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,Other,Legal in all cases,,,,Republican,,OMITS,College graduate,Catholic,OMITS,"$100,000 or more",OMITS,OMITS,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,No,No,,Keep to themselves,,,,,No,Undeclared/Independent,Catholic,1.756
Yes,,Industrial areas,,30.0,102.0,9.0,Call 1,40-44,Female,Bush,Within 3 days,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Dole,Legal in most cases,,,,Independent,,Few times a month,Post graduate study,Protestant,No,"$100,000 or more",Yes,No,Moderate,Moderate,No,18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Undeclared/Independent,Protestant/Other Christian,1.8860000000000001
No,,Industrial areas,,30.0,102.0,10.0,Call 1,50-59,Male,Keyes,Before that,Satisfied with candidates,,Moral values,Strong leader,My candidates positions on the issues,,No,Other,Legal in all cases,,,,Independent,,Few times a year,Some college/Associate,Other Christian,No,"$30,000 - $49,999",No,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,No,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,1.027
,,Industrial areas,No,30.0,102.0,11.0,Call 1,60-64,Male,Forbes,,,Will fall,,,,None,,,,Worse,Tax cut,Not important at all,Republican,Not too important,,Post graduate study,,,"$75,000 - $99,999",,,Very conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,60 and over,60 and over,Republican,50-64,50-64,Not too closely,Favorable,Unfavorable,Favorable,Yes,Good,Neither,No,,,Yes,,Strongly favor my candidate,Bush,Good amount,Hurt,,Republican,,2.339
,,Industrial areas,No,30.0,102.0,12.0,Call 1,30-39,Male,Bush,,,Will rise,,,,Three or more,,,,Better,Tax cut,Not important at all,Republican,Somewhat important,,College graduate,,,"$100,000 or more",,,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Very closely,Favorable,Favorable,Unfavorable,No,Excellent,Bush,No,,,No,,Strongly favor my candidate,Bush,Little,Hurt,,Republican,,1.834
,No,Industrial areas,No,30.0,102.0,13.0,Call 1,50-59,Male,McCain,,,Will rise,,,,One,,,,Better,Strengthen Social Security,Not important at all,Independent,Very important,,High school graduate,,,"$15,000-$29,999",,,Very conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Very closely,Unfavorable,Favorable,Unfavorable,No,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Not at all,Help,,Undeclared/Independent,,1.321
,,Industrial areas,No,30.0,102.0,14.0,Call 1,50-59,Male,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Republican,Very important,,College graduate,,,"$100,000 or more",,,Somewhat conservative,Conservative,No,18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,Not too closely,Unfavorable,Favorable,Favorable,Yes,Excellent,McCain,No,,,Yes,,Like my candidate with reservations,McCain,Little,Help,,Republican,,1.321
,,Industrial areas,No,30.0,102.0,15.0,Call 1,30-39,Female,McCain,,,Will rise,,,,One,,,,Better,Tax cut,Not important at all,Republican,Somewhat important,,College graduate,,,"$100,000 or more",,,Very conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Not too closely,Favorable,Favorable,Favorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,Bush,Little,Help,,Republican,,1.359
,,Industrial areas,No,30.0,102.0,16.0,Call 1,40-44,Male,McCain,,,OMITS,,,,None,,,,,Strengthen Social Security,Very important,,Not too important,,,,,,,,,,,18-64,18-74,Not complete,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,,,Yes,,Like my candidate with reservations,McCain,OMITS,Help,,,,1.321
,,Industrial areas,No,30.0,102.0,17.0,Call 1,40-44,Male,Forbes,,,OMITS,,,,One,,,,,Tax cut,Not important at all,,Somewhat important,,,,,,,,,,,18-64,18-74,Not complete,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,,,Yes,,Strongly favor my candidate,OMITS,OMITS,OMITS,,,,1.756
,,Industrial areas,No,30.0,102.0,18.0,Call 1,50-59,Male,Forbes,,,OMITS,,,,None,,,,,Tax cut,Not important at all,,Not important at all,,,,,,,,,,,18-64,18-74,Not complete,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,,,Yes,,Strongly favor my candidate,,OMITS,Help,,,,1.756
,,Industrial areas,No,30.0,102.0,19.0,Call 1,50-59,Male,Bush,,,OMITS,,,,Two,,,,,Tax cut,Not important at all,,Somewhat important,,,,,,,,,,,18-64,18-74,Not complete,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,,,No,,Strongly favor my candidate,Bush,OMITS,Hurt,,,,1.834
,,Industrial areas,No,30.0,102.0,20.0,Call 1,50-59,Male,Bush,,,OMITS,,,,None,,,,Better,Strengthen Social Security,Not important at all,Republican,Somewhat important,,Post graduate study,,,"$100,000 or more",,,Very conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,Somewhat closely,Favorable,Favorable,Favorable,Yes,Excellent,Both,No,,,Yes,,Strongly favor my candidate,Bush,Great deal,Help,,Republican,,1.834
Yes,,Industrial areas,,30.0,102.0,21.0,Call 2,25-29,Female,Bush,This year,Satisfied with candidates,,Moral values,Strong leader,My candidates positions on the issues,,No,Dole,Illegal in most cases,,,,Republican,,Once a week,Some college/Associate,Other Christian,No,"$50,000 - $74,999",Yes,No,Very conservative,Conservative,No,18-64,18-74,Complete,18-29,25-29,Republican,25-29,25-29,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Republican,Protestant/Other Christian,1.938
Yes,,Industrial areas,,30.0,102.0,22.0,Call 2,30-39,Female,Bush,Within 3 days,Satisfied with candidates,,OMITS,OMITS,OMITS,,No,Other,Illegal in most cases,,,,Independent,,Few times a year,Some college/Associate,Catholic,No,"$75,000 - $99,999",No,No,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Catholic,1.8860000000000001
Yes,,Industrial areas,,30.0,102.0,23.0,Call 2,65-74,Female,Bush,This year,Satisfied with candidates,,Moral values,Can win in November,OMITS,,Yes,,Illegal in most cases,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,65 and over,18-74,Not complete,60 and over,60 and over,,65 and over,65-74,,,,,,,,,,,,OMITS,,,,,OMITS,,,2.512
,,Industrial areas,No,30.0,102.0,24.0,Call 2,40-44,Female,McCain,,,OMITS,,,,None,,,,Better,Strengthen Social Security,Not important at all,Republican,Somewhat important,,Some college/Associate,,,"$100,000 or more",,,Somewhat liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Somewhat closely,Unfavorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Republican,,1.359
,,Industrial areas,No,30.0,102.0,25.0,Call 2,50-59,,Bush,,,Will rise,,,,None,,,,Better,Tax cut,Not important at all,Republican,Not too important,,Some college/Associate,,,"$75,000 - $99,999",,,Somewhat conservative,Conservative,No,18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,Somewhat closely,Favorable,Favorable,Favorable,No,Good,Neither,No,,,No,,Like my candidate with reservations,Bush,Little,Help,,Republican,,1.834
,,Industrial areas,"Yes, for Bradley",30.0,102.0,26.0,Call 2,45-49,Female,Bush,,,Will rise,,,,None,,,,Same,Tax cut,Somewhat important,Independent,Somewhat important,,Some college/Associate,,,"$75,000 - $99,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,Somewhat closely,Favorable,Favorable,Unfavorable,No,Good,McCain,OMITS,,,No,,Strongly favor my candidate,OMITS,Great deal,Help,,,,1.8860000000000001
OMITS,,Industrial areas,,30.0,102.0,27.0,Call 3,30-39,Female,McCain,Before that,Satisfied with candidates,,Education,Stands up for beliefs,My candidates positions on the issues,,No,Other,Legal in most cases,,,,Independent,,Few times a year,Post graduate study,Catholic,OMITS,"$75,000 - $99,999",OMITS,OMITS,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Catholic,1.359
Yes,,Industrial areas,,30.0,102.0,28.0,Call 3,40-44,Female,Bush,Before that,Satisfied with candidates,,Abortion,Cares about average American,My candidates positions on the issues,,No,Buchanan,Illegal in most cases,,,,Republican,,Few times a year,College graduate,Catholic,No,"$75,000 - $99,999",Yes,Yes,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Undeclared/Independent,Catholic,1.8860000000000001
Yes,,Industrial areas,,30.0,102.0,29.0,Call 3,40-44,Male,Forbes,This year,Satisfied with candidates,,Taxes,Strong leader,My candidates positions on the issues,,No,Forbes,Illegal in most cases,,,,Something else,,Few times a month,College graduate,Catholic,No,"$100,000 or more",No,No,Very conservative,Conservative,No,18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,1.756
No,,Industrial areas,,30.0,102.0,30.0,Call 3,30-39,Male,McCain,This year,Satisfied with candidates,,World affairs,Cares about average American,My candidates positions on the issues,,No,Other,Legal in all cases,,,,Independent,,Never,College graduate,Catholic,No,"$75,000 - $99,999",No,No,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Undeclared/Independent,Catholic,1.321
