BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REL5,WEIGHT
COMPLETED,EAST/WEST RURAL,7.0,59.0,26.0,THIRD CALL,50-59,FEMALE,BUSH,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,NO,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.891
COMPLETED,EAST/WEST RURAL,7.0,59.0,27.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.838
COMPLETED,EAST/WEST RURAL,7.0,59.0,28.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,OMITS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,,0.891
COMPLETED,EAST/WEST RURAL,7.0,59.0,29.0,THIRD CALL,45-49,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.543
COMPLETED,EAST/WEST RURAL,7.0,59.0,30.0,THIRD CALL,40-44,FEMALE,BUSH,TODAY,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,0.891
NOT COMPLETED,EAST/WEST RURAL,7.0,59.0,31.0,THIRD CALL,50-59,,MCCAIN,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.838
COMPLETED,EAST/WEST RURAL,7.0,59.0,32.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,OMITS,NO,OMITS,YES,TAX CUT,OMITS,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,OMITS,OMITS,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.891
COMPLETED,EAST/WEST RURAL,7.0,59.0,33.0,THIRD CALL,75+,FEMALE,BUSH,BEFORE THAT,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"$15,000-$29,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.135
COMPLETED,EAST/WEST RURAL,7.0,59.0,34.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,OMITS,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,MCCAIN,CATHOLIC,0.778
COMPLETED,EAST/WEST RURAL,7.0,59.0,35.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.778
COMPLETED,EAST/WEST RURAL,7.0,59.0,36.0,THIRD CALL,30-39,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,BUSH,NO,NO,LOYAL REPUBLICAN,MCCAIN,CATHOLIC,0.96
COMPLETED,EAST/WEST RURAL,7.0,59.0,37.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.891
COMPLETED,EAST/WEST RURAL,7.0,69.0,1.0,FIRST CALL,40-44,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.559
COMPLETED,EAST/WEST RURAL,7.0,69.0,2.0,FIRST CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.559
COMPLETED,EAST/WEST RURAL,7.0,69.0,3.0,FIRST CALL,50-59,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,TOO CONSERVATIVE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.679
COMPLETED,EAST/WEST RURAL,7.0,69.0,4.0,FIRST CALL,40-44,MALE,BUSH,TODAY,EDUCATION,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,TOO CONSERVATIVE,BUSH,NO,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,1.923
COMPLETED,EAST/WEST RURAL,7.0,69.0,5.0,FIRST CALL,45-49,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,LOYAL REPUBLICAN,MCCAIN,CATHOLIC,1.679
COMPLETED,EAST/WEST RURAL,7.0,69.0,6.0,FIRST CALL,50-59,FEMALE,MCCAIN,THIS YEAR,OMITS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,OMITS,NO,OMITS,OMITS,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",OMITS,,,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,OMITS,YES,NO,OMITS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.559
COMPLETED,EAST/WEST RURAL,7.0,69.0,7.0,FIRST CALL,30-39,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,MCCAIN,NONE,1.679
COMPLETED,EAST/WEST RURAL,7.0,69.0,8.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,OMITS,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,1.786
COMPLETED,EAST/WEST RURAL,7.0,69.0,9.0,FIRST CALL,50-59,,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,OMITS,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,1.559
COMPLETED,EAST/WEST RURAL,7.0,69.0,10.0,FIRST CALL,30-39,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,1.559
COMPLETED,EAST/WEST RURAL,7.0,69.0,11.0,SECOND CALL,40-44,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,OMITS,BUSH,YES,NEITHER,YES,NO,OMITS,OMITS,PROTESTANT/OTHER CHRISTIAN,1.786
COMPLETED,EAST/WEST RURAL,7.0,69.0,12.0,SECOND CALL,30-39,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,BOTH,NO,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.923
NOT COMPLETED,EAST/WEST RURAL,7.0,69.0,13.0,SECOND CALL,50-59,MALE,MCCAIN,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,1.679
COMPLETED,EAST/WEST RURAL,7.0,69.0,14.0,SECOND CALL,45-49,MALE,KEYES,TODAY,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NEITHER,NO,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,1.088
COMPLETED,EAST/WEST RURAL,7.0,69.0,15.0,SECOND CALL,50-59,FEMALE,BUSH,BEFORE THAT,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,JEWISH,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,JEWISH,1.786
COMPLETED,EAST/WEST RURAL,7.0,69.0,16.0,SECOND CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,,NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,1.786
COMPLETED,EAST/WEST RURAL,7.0,69.0,17.0,SECOND CALL,65-74,FEMALE,BUSH,THIS YEAR,OMITS,OMITS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,REPUBLICAN,,PROTESTANT,,OMITS,,,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,OMITS,OMITS,BUSH,OMITS,OMITS,YES,NO,OMITS,OMITS,PROTESTANT/OTHER CHRISTIAN,2.274
COMPLETED,EAST/WEST RURAL,7.0,69.0,18.0,SECOND CALL,75+,FEMALE,MCCAIN,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.984
COMPLETED,EAST/WEST RURAL,7.0,69.0,19.0,SECOND CALL,30-39,MALE,BUSH,THIS YEAR,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,NEITHER,NO,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.923
COMPLETED,EAST/WEST RURAL,7.0,69.0,20.0,THIRD CALL,30-39,MALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,CATHOLIC,1.679
COMPLETED,EAST/WEST RURAL,7.0,69.0,21.0,THIRD CALL,40-44,FEMALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BUSH,YES,NO,LOYAL REPUBLICAN,MCCAIN,CATHOLIC,1.786
COMPLETED,EAST/WEST RURAL,7.0,69.0,22.0,THIRD CALL,45-49,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,LOYAL REPUBLICAN,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.679
COMPLETED,EAST/WEST RURAL,7.0,69.0,23.0,THIRD CALL,30-39,MALE,KEYES,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,,,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NEITHER,YES,NO,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.088
COMPLETED,EAST/WEST RURAL,7.0,69.0,24.0,THIRD CALL,40-44,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,OMITS,OMITS,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.559
COMPLETED,EAST/WEST RURAL,7.0,69.0,25.0,THIRD CALL,30-39,MALE,MCCAIN,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,SOMETHING ELSE,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,MCCAIN,SOMETHING ELSE,1.679
COMPLETED,EAST/WEST RURAL,7.0,69.0,26.0,THIRD CALL,50-59,FEMALE,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.559
