ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,barbangr,kerryms,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1069415.0,Mississippi,89.0,Call 3,Backside complete,0.938236713409424,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,,Worse today,No one does,Protestant,More than once a week,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1069417.0,Mississippi,28.0,Call 3,Backside complete,1.81909966468811,John Kerry,Male,White,No,60-64,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,No one does,Protestant,More than once a week,Yes,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39571.0
1069420.0,Mississippi,68.0,Call 3,Backside complete,0.459032088518143,John Kerry,Male,Black,No,50-59,Democrat,,High school graduate,"$15,000-$29,999",Worse today,"Yes, I do",Protestant,Once a week,Yes,Omit,Excellent,Withdraw all troops,"Satisfied, but not enthusiastic",Omit,"Satisfied, but not enthusiastic",Not too likely,Omit,A lot,Created more jobs in your state,Not too confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Excellent/Good,18-64,Democrat,,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1069422.0,Mississippi,59.0,Call 3,Backside complete,0.459032088518143,John Kerry,Female,Black,,60-64,Democrat,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",Better today,"Yes, I do",Other Christian,More than once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Not too confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38666.0
1069424.0,Mississippi,108.0,Call 3,Backside complete,0.648784518241882,John Kerry,Male,Hispanic/Latino,Yes,30-39,Democrat,Very liberal,High school graduate,"$15,000-$29,999",About the same,No one does,Something else,Once a week,Yes,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,Somewhat,Created more jobs in your state,Very confident,30-44,30-44,30-39,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38771.0
1069426.0,Mississippi,7.0,Call 3,Backside complete,0.459032088518143,Dennis Kucinich,Female,White,No,60-64,Democrat,Very liberal,Postgraduate study,"$15,000-$29,999",Worse today,No one does,Catholic,Once a week,No,Economy/Jobs,Poor,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Northeast,Rural,Small cities and Rural,1.0,38860.0
1069428.0,Mississippi,50.0,Call 3,Backside complete,1.81909966468811,John Kerry,Male,White,No,65-74,,Moderate,High school graduate,,About the same,"Yes, I do",Protestant,More than once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not too likely,Hillary Clinton,Not much,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Not too/Not at all likely,Not much/Not at all,Not so good/Poor,65 or over,,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39356.0
1069429.0,Mississippi,50.0,Call 3,Backside complete,1.04271686077118,John Kerry,Male,Hispanic/Latino,Yes,45-49,Democrat,Very liberal,High school graduate,"Under $15,000",Better today,"Yes, I do",Something else,A few times a year,No,Education,Good,Send more troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Occasionally,All others/Omits,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Southeast,Rural,Small cities and Rural,4.0,39356.0
1069430.0,Mississippi,89.0,Call 3,Backside complete,1.08158338069916,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,,Worse today,No one does,Protestant,More than once a week,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1069432.0,Mississippi,28.0,Call 3,Backside complete,1.04511868953705,Dennis Kucinich,Male,White,No,60-64,Something Else,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,Catholic,More than once a week,No,Economy/Jobs,Good,Send more troops,Enthusaistic,No legal recognition of gay couples' relationships,Enthusaistic,Not at all likely,Bob Graham,Not at all,Created more jobs in your state,Very confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,18-64,Independent,Moderate,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39571.0
1069434.0,Mississippi,119.0,Call 3,Backside complete,0.632758677005768,John Edwards,Female,Black,,50-59,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,"Yes, I do",Other Christian,A few times a month,Yes,National security/Terrorism,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1069436.0,Mississippi,83.0,Call 3,Backside complete,1.43348073959351,Uncommitted,Male,White,No,50-59,Democrat,Very conservative,Postgraduate study,"$75,000-$99,999",Better today,"Yes, I do",Protestant,More than once a week,Yes,National security/Terrorism,Good,Keep the same number of troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not at all likely,Mary Landrieu,Not much,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,39429.0
1069438.0,Mississippi,68.0,Call 3,Backside complete,0.61335164308548,John Kerry,Male,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Something else,A few times a year,No,Economy/Jobs,Not so good,Send more troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Occasionally,All others/Omits,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,White male,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1069439.0,Mississippi,59.0,Call 3,Backside complete,0.661864399909973,John Kerry,Male,White,No,65-74,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Protestant,More than once a week,No,The situation in Iraq,Not so good,Withdraw some troops,Angry,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38666.0
1069441.0,Mississippi,108.0,Call 3,Backside complete,0.91067510843277,John Edwards,Female,Black,No,60-64,Democrat,Somewhat conservative,High school graduate,"Under $15,000",Worse today,No one does,Other Christian,More than once a week,,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38771.0
1069446.0,Mississippi,50.0,Call 3,Backside complete,0.904521405696869,John Kerry,Female,Black,,50-59,Democrat,Very liberal,High school graduate,"Under $15,000",Worse today,,None,Omit,No,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Omit,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,None,All others/Omits,Non-white female,,,Not too/not at all confident,Black,Southeast,Rural,Small cities and Rural,4.0,39356.0
1069447.0,Mississippi,89.0,Call 3,Backside complete,0.459032088518143,Dennis Kucinich,Female,White,No,45-49,Independent,Very liberal,Postgraduate study,"$100,000 or more",About the same,No one does,Something else,Omit,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Omit,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Liberal,Something else,White Something else,White female,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1069450.0,Mississippi,119.0,Call 3,Backside complete,0.669285356998444,Al Sharpton,Female,Black,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",About the same,No one does,Protestant,More than once a week,No,The situation in Iraq,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1069452.0,Mississippi,83.0,Call 3,Backside complete,1.83433067798615,John Kerry,Female,White,No,65-74,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Protestant,More than once a week,No,The situation in Iraq,Not so good,Omit,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Omit,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,39429.0
1069453.0,Mississippi,68.0,Call 3,Backside complete,0.459032088518143,John Kerry,Male,Black,No,30-39,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Other Christian,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Wesley Clark,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1069456.0,Mississippi,108.0,Call 3,Backside complete,0.667048454284668,John Kerry,Female,Black,No,75 or over,Democrat,Somewhat liberal,College graduate,"Under $15,000",Worse today,No one does,Protestant,More than once a week,No,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38771.0
1069459.0,Mississippi,50.0,Call 3,Backside complete,0.904521405696869,John Kerry,Female,Black,,50-59,Democrat,Very liberal,High school graduate,"Under $15,000",Worse today,No one does,Something else,Once a week,No,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Southeast,Rural,Small cities and Rural,4.0,39356.0
1069460.0,Mississippi,89.0,Call 3,Backside complete,0.791603922843933,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,Protestant,Once a week,No,The situation in Iraq,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,Angry,Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1069462.0,Mississippi,28.0,Call 3,Backside complete,0.765364289283752,John Kerry,Female,Black,No,50-59,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Worse today,No one does,Protestant,More than once a week,No,Education,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,Southeast,Rural,Small cities and Rural,4.0,39571.0
1069463.0,Mississippi,119.0,Call 3,Backside complete,0.564685761928558,Al Sharpton,Female,Black,No,30-39,Democrat,Very conservative,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Other Christian,More than once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Not too confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1069464.0,Mississippi,83.0,Call 3,Backside complete,1.81909966468811,John Kerry,Male,White,No,60-64,Democrat,Moderate,High school graduate,"$50,000-$74,999",About the same,No one does,Protestant,More than once a week,No,Health care/Medicare,Good,Keep the same number of troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not too likely,John Edwards,Not much,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,39429.0
1069465.0,Mississippi,83.0,Call 3,Backside complete,0.749102473258972,John Edwards,Female,White,No,50-59,Democrat,,Postgraduate study,"$75,000-$99,999",Better today,"Yes, I do",Protestant,More than once a week,No,Health care/Medicare,Not so good,Send more troops,Enthusaistic,No legal recognition of gay couples' relationships,Omit,Not at all likely,Omit,Omit,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Omit,Not so good/Poor,18-64,Democrat,,Protestant/Other Christian,White Protestant/Other Christian,White female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,39429.0
1069468.0,Mississippi,67.0,Call 3,Backside complete,1.08849227428436,John Kerry,Female,Black,,65-74,Democrat,Moderate,Did not complete high school,"Under $15,000",Worse today,"Yes, someone else does",Something else,A few times a month,No,Health care/Medicare,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Something else,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Northeast,Rural,Small cities and Rural,1.0,38849.0
1069470.0,Mississippi,108.0,Call 3,Backside complete,0.648784518241882,John Kerry,Male,Black,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Other Christian,More than once a week,No,Economy/Jobs,Not so good,Withdraw some troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38771.0
1069474.0,Mississippi,50.0,Call 3,Backside complete,1.72301638126373,John Kerry,Female,White,No,30-39,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Protestant,Once a week,Yes,Education,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39356.0
1069475.0,Mississippi,89.0,Call 3,Backside complete,0.492540419101715,John Kerry,Female,Black,No,60-64,Democrat,Moderate,College graduate,"$50,000-$74,999",Worse today,No one does,Protestant,Once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,Somewhat,Had no effect on jobs in your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1069476.0,Mississippi,89.0,Call 3,Backside complete,0.567792236804962,John Kerry,Male,Black,No,65-74,Democrat,Moderate,College graduate,"$30,000-$49,999",Worse today,"Yes, someone else does",Protestant,More than once a week,Yes,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Dick Gephardt,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1069478.0,Mississippi,28.0,Call 3,Backside complete,1.83433067798615,Other,Male,White,No,65-74,Independent,Somewhat conservative,Did not complete high school,"$15,000-$29,999",About the same,No one does,None,Never,No,Economy/Jobs,Poor,Keep the same number of troops,Angry,Gay couples allowed to legally form civil unions,Angry,Not too likely,Wesley Clark,Not much,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Never,All others/Omits,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Not so good/Poor,65 or over,Independent,Conservative,None,White None,White male,No,No,Not too/not at all confident,White,Southeast,Rural,Small cities and Rural,4.0,39571.0
1069479.0,Mississippi,119.0,Call 3,Backside complete,0.507825136184692,John Kerry,Female,Black,No,40-44,Democrat,Somewhat liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,Other Christian,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1069482.0,Mississippi,83.0,Call 3,Backside complete,0.749102473258972,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Protestant,Once a week,Yes,Health care/Medicare,Not so good,Withdraw all troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Not too confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,4.0,39429.0
1069484.0,Mississippi,67.0,Call 3,Backside complete,1.21308100223541,Al Sharpton,Female,Black,,50-59,Democrat,,High school graduate,,Better today,,Something else,More than once a week,No,Health care/Medicare,Not so good,Omit,"Dissatisfied, but not angry",Omit,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Somewhat,Omit,Omit,45-64,45-59,50-64,Weekly,All others/Omits,No college degree,,Omit,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,,Something else,All others/Omits,Non-white female,,,Omit,Black,Northeast,Rural,Small cities and Rural,1.0,38849.0
1069485.0,Mississippi,36.0,Call 3,Backside complete,0.936127841472626,John Kerry,Male,Black,No,60-64,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Something else,Once a week,No,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not too confident,45-64,60 or over,50-64,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
