ID,STANUM,PRECINCT,VERSION,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,FTVOTEP,VISITWEB,GUNOWNER,REGISTNH,TIMEDP,ISSUE,QUAL,NEC,IRAQAPP,BREAKING,BUSHANGR,BEATBUSH,BUSHTAX,CIVUNION,DEANTEMP,ECONWORR,FAVCLRK,FAVDEAN,FAVEDWR,FAVKERR,FAVLIEB,FAVMCCA,IRAQSAFE,TERRWORR,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,ECOWORR2,ftever,FTPRIM,iraq2,MILHH,MILVOTER,NEC2,OVER65,PARTY,PHIL3,REL5,SEXRACE,TERWORR2,TIMEDP2,UNIONHH,UNIONMEM,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
600025.0,New Hampshire,81.0,Version 1,Call 2,Backside complete,1.00068306922913,Wesley Clark,Male,White,No,50-59,Something Else,Moderate,College graduate,"$50,000-$74,999",,No one does,"Yes, someone else has",None,Omit,"Have voted before, but not in a presidential primary",Rarely,No,,In the last week,The war in Iraq,,Good,Somewhat disapprove,Somewhat important,Angry,He agrees with you on the major issues,,Oppose,No,,,,,,,,,,45-64,45-59,50-64,Omit,All others/Omits,College degree,,Have voted before,First time voting in a presidential primary,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Excellent/Good,18-64,Independent,Moderate,None,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03865
600026.0,New Hampshire,31.0,Version 1,Call 2,Backside complete,0.816262066364288,John Edwards,Male,White,No,25-29,Independent,Moderate,High school graduate,"$15,000-$29,999",,No one does,No one has,Something else,Never,Have voted in presidential primary before,Never,Yes,,In the last week,Economy/Jobs,,Not so good,Strongly approve,Very important,Enthusaistic,He agrees with you on the major issues,,Oppose,No,,,,,,,,,,18-29,18-29,25-29,Never,All others/Omits,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Moderate,Something else,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,03235
600027.0,New Hampshire,31.0,Version 2,Call 2,Backside complete,0.740567803382874,John Kerry,Female,White,No,45-49,Independent,Moderate,,"$15,000-$29,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,In the last three days,,He cares about people like me,Not so good,,Somewhat important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Very worried,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Yes,Very worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Moderate,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,03235
600028.0,New Hampshire,85.0,Version 2,Call 3,Backside complete,0.778431415557861,Howard Dean,Female,White,No,18-24,Independent,Moderate,,"$75,000-$99,999",Better today,No one does,,,,,,,Not Registered,In the last three days,,He stands up for what he believes,Not so good,,Very important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Very worried,Unfavorable,Favorable,Unfavorable,Favorable,Unfavorable,Unfavorable,No,Somewhat worried,18-29,18-29,18-24,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Moderate,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,South,Rural,Small cities and Rural,2.0,03461
600029.0,New Hampshire,85.0,Version 1,Call 3,Backside complete,1.03360664844513,Joe Lieberman,Female,White,No,18-24,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",,"Yes, someone else does","Yes, someone else has",Jewish,Never,First time ever voted,Never,No,,In the last three days,The war in Iraq,,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",Omit,,Favor,Yes,,,,,,,,,,18-29,18-29,18-24,Never,All others/Omits,No college degree,,First time ever voting,First time voting in a presidential primary,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Democrat,Liberal,Jewish,White female,,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,South,Rural,Small cities and Rural,2.0,03461
600030.0,New Hampshire,42.0,Version 2,Call 3,Backside complete,0.987464427947998,John Kerry,Female,White,No,30-39,Independent,Somewhat conservative,,"$75,000-$99,999",About the same,No one does,,,,,,,Registered Undeclared/Independent,In the last three days,,He cares about people like me,Not so good,,Somewhat important,Enthusaistic,,Canceled only for the wealthy,,,Somewhat worried,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,Yes,Not too worried,30-44,30-44,30-39,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Conservative,,White female,Not too/not at all worried,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03244
600031.0,New Hampshire,85.0,Version 1,Call 3,Backside complete,1.23500275611877,Wesley Clark,Male,White,No,18-24,Democrat,Moderate,Some college or associate degree,"$100,000 or more",,No one does,No one has,None,Never,First time ever voted,Occasionally,No,,In the last month,Education,,Poor,Somewhat approve,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,No,,,,,,,,,,18-29,18-29,18-24,Never,All others/Omits,No college degree,,First time ever voting,First time voting in a presidential primary,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Moderate,None,White male,,Last month/Before that,No union member in household,No union member in household,White,South,Rural,Small cities and Rural,2.0,03461
600032.0,New Hampshire,42.0,Version 2,Call 3,Backside complete,0.843982696533203,Howard Dean,Male,White,No,45-49,Democrat,Moderate,,"$50,000-$74,999",About the same,"Yes, someone else does",,,,,,,Registered Democrat,In the last three days,,He can defeat George W. Bush,Not so good,,Very important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Somewhat worried,Unfavorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,No,Not too worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Moderate,,White male,Not too/not at all worried,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,South,Suburbs,Suburbs,2.0,03244
600033.0,New Hampshire,85.0,Version 2,Call 3,Backside complete,0.962997496128082,Howard Dean,Male,White,No,18-24,Independent,Somewhat liberal,,"$50,000-$74,999",Worse today,"Yes, someone else does",,,,,,,Registered Undeclared/Independent,Before that,,He stands up for what he believes,Poor,,Very important,Angry,,Canceled for all Americans,,,Very worried,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,No,Not too worried,18-29,18-29,18-24,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,White male,Not too/not at all worried,Last month/Before that,"Yes, I am or someone in household is",Someone else in household is,White,South,Rural,Small cities and Rural,2.0,03461
600034.0,New Hampshire,42.0,Version 2,Call 3,Backside complete,0.828019320964813,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,,"$100,000 or more",Worse today,"Yes, someone else does",,,,,,,Registered Undeclared/Independent,In the last three days,,He cares about people like me,Not so good,,Somewhat important,Angry,,Canceled only for the wealthy,,,Somewhat worried,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,No,Somewhat worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Very/somewhat worried,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,South,Suburbs,Suburbs,2.0,03244
600035.0,New Hampshire,85.0,Version 1,Call 3,Backside complete,0.962997496128082,Howard Dean,Male,White,No,18-24,Something Else,Very liberal,Some college or associate degree,"$30,000-$49,999",,"Yes, someone else does",No one has,Protestant,A few times a year,First time ever voted,Rarely,No,,Before that,The war in Iraq,,Not so good,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,18-29,18-29,18-24,Occasionally,Protestant/Do not attend weekly,No college degree,,First time ever voting,First time voting in a presidential primary,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Liberal,Protestant/Other Christian,White male,,Last month/Before that,"Yes, I am or someone in household is",Someone else in household is,White,South,Rural,Small cities and Rural,2.0,03461
600036.0,New Hampshire,85.0,Version 2,Call 3,Backside complete,0.513779580593109,Dennis Kucinich,Male,White,No,18-24,Independent,Very liberal,,"Under $15,000",About the same,No one does,,,,,,,Registered Undeclared/Independent,In the last month,,He stands up for what he believes,Not so good,,Very important,Angry,,Canceled only for the wealthy,,,Somewhat worried,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,No,Somewhat worried,18-29,18-29,18-24,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,White male,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,South,Rural,Small cities and Rural,2.0,03461
600037.0,New Hampshire,85.0,Version 1,Call 3,Backside complete,0.94478303194046,John Edwards,Female,White,No,18-24,Democrat,Moderate,Some college or associate degree,"Under $15,000",,No one does,"Yes, someone else has",None,Never,First time ever voted,Rarely,No,,In the last three days,Education,,Good,Somewhat approve,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,18-29,18-29,18-24,Never,All others/Omits,No college degree,,First time ever voting,First time voting in a presidential primary,Strongly/Somewhat approve,"Yes, I have or someone in household has",Someone else in household has,Excellent/Good,18-64,Democrat,Moderate,None,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Rural,Small cities and Rural,2.0,03461
600038.0,New Hampshire,85.0,Version 1,Call 3,Backside complete,1.27867484092712,Joe Lieberman,Male,White,No,18-24,Independent,Moderate,Some college or associate degree,"$75,000-$99,999",,"Yes, someone else does","Yes, someone else has",Jewish,A few times a year,"Have voted before, but not in a presidential primary",Frequently,No,,In the last month,The war in Iraq,,Not so good,Strongly approve,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Favor,No,,,,,,,,,,18-29,18-29,18-24,Occasionally,All others/Omits,No college degree,,Have voted before,First time voting in a presidential primary,Strongly/Somewhat approve,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Independent,Moderate,Jewish,White male,,Last month/Before that,"Yes, I am or someone in household is",Someone else in household is,White,South,Rural,Small cities and Rural,2.0,03461
600039.0,New Hampshire,85.0,Version 2,Call 3,Backside complete,1.14074540138245,John Edwards,Male,White,No,45-49,Independent,Somewhat liberal,,"$50,000-$74,999",About the same,No one does,,,,,,,Registered Undeclared/Independent,In the last month,,He has a positive message,Not so good,,Not too important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Very worried,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,No,Somewhat worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,White male,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,South,Rural,Small cities and Rural,2.0,03461
600040.0,New Hampshire,42.0,Version 2,Call 3,Backside complete,0.682226717472076,Howard Dean,Female,White,No,50-59,Democrat,Somewhat liberal,,,About the same,"Yes, I do",,,,,,,Registered Democrat,Before that,,He can defeat George W. Bush,Not so good,,Not too important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Somewhat worried,Unfavorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,No,Not too worried,45-64,45-59,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Not too/not at all worried,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,2.0,03244
600041.0,New Hampshire,85.0,Version 2,Call 3,Backside complete,0.778431415557861,Howard Dean,Female,White,No,18-24,,Somewhat liberal,,"$30,000-$49,999",Worse today,,,,,,,,Registered Undeclared/Independent,In the last three days,,He has a positive message,Not so good,,Somewhat important,"Dissatisfied, but not angry",,Omit,,,Very worried,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,Omit,No,Somewhat worried,18-29,18-29,18-24,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,,Liberal,,White female,Very/somewhat worried,Last 3 days/Last week,,,White,South,Rural,Small cities and Rural,2.0,03461
600042.0,New Hampshire,42.0,Version 2,Call 3,Backside complete,0.987464427947998,John Kerry,Female,White,No,40-44,Independent,Moderate,,"$75,000-$99,999",Better today,"Yes, I do",,,,,,,Registered Undeclared/Independent,In the last three days,,He has the right experience,Good,,Not too important,Angry,,Canceled for all Americans,,,Somewhat worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,No,Somewhat worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Independent,Moderate,,White female,Very/somewhat worried,Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,2.0,03244
600043.0,New Hampshire,42.0,Version 1,Call 3,Backside complete,0.682226717472076,Howard Dean,Female,White,No,30-39,Independent,Somewhat liberal,Postgraduate study,"$30,000-$49,999",,"Yes, someone else does",No one has,None,A few times a year,Have voted in presidential primary before,Rarely,No,,In the last week,Education,,Good,Somewhat approve,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,30-44,30-44,30-39,Occasionally,All others/Omits,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Excellent/Good,18-64,Independent,Liberal,None,White female,,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,South,Suburbs,Suburbs,2.0,03244
600044.0,New Hampshire,62.0,Version 1,Call 3,Backside complete,0.672874510288239,,Female,White,No,18-24,Independent,Very conservative,Some college or associate degree,"$50,000-$74,999",,"Yes, someone else does",No one has,Other Christian,Once a week,Have voted in presidential primary before,Rarely,No,,In the last week,Education,,Good,Strongly approve,Very important,Enthusaistic,He agrees with you on the major issues,,Favor,No,,,,,,,,,,18-29,18-29,18-24,Weekly,Protestant/Attend Weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Excellent/Good,18-64,Independent,Conservative,Protestant/Other Christian,White female,,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600045.0,New Hampshire,64.0,Version 2,Call 3,Backside complete,1.22987568378448,Howard Dean,Male,White,No,40-44,Independent,Moderate,,"$50,000-$74,999",About the same,"Yes, I do",,,,,,,Registered Undeclared/Independent,In the last three days,,He stands up for what he believes,Good,,Omit,Angry,,Canceled only for the wealthy,,,Very worried,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,No,Somewhat worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Independent,Moderate,,White male,Very/somewhat worried,Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600046.0,New Hampshire,62.0,Version 2,Call 3,Backside complete,1.07935500144958,Joe Lieberman,Male,White,No,30-39,Independent,Moderate,,"$50,000-$74,999",Better today,"Yes, someone else does",,,,,,,Not Registered,Before that,,He stands up for what he believes,Good,,Somewhat important,"Satisfied, but not enthusiastic",,Omit,,,Somewhat worried,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Yes,Somewhat worried,30-44,30-44,30-39,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Independent,Moderate,,White male,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",Someone else in household is,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600047.0,New Hampshire,65.0,Version 1,Call 3,Backside complete,1.02422511577606,Joe Lieberman,Female,White,No,30-39,Independent,Somewhat liberal,High school graduate,"$50,000-$74,999",,No one does,"Yes, someone else has",Catholic,Never,Have voted in presidential primary before,Never,No,,Before that,The war in Iraq,,Good,Strongly approve,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Favor,Omit,,,,,,,,,,30-44,30-44,30-39,Never,Catholic/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,"Yes, I have or someone in household has",Someone else in household has,Excellent/Good,18-64,Independent,Liberal,Catholic,White female,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600048.0,New Hampshire,42.0,Version 1,Call 3,Backside complete,0.682226717472076,Howard Dean,Female,White,No,45-49,Democrat,Moderate,High school graduate,"$15,000-$29,999",,No one does,No one has,Catholic,Never,Have voted in presidential primary before,Never,No,,In the last three days,Health care/Medicare,,Not so good,Strongly approve,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,45-64,45-59,40-49,Never,Catholic/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03244
600049.0,New Hampshire,62.0,Version 1,Call 3,Backside complete,0.792246162891388,Howard Dean,Female,White,No,18-24,Democrat,Very liberal,Some college or associate degree,"$15,000-$29,999",,No one does,"Yes, I have and someone else has",None,Never,First time ever voted,Occasionally,No,,In the last three days,Health care/Medicare,,Good,Somewhat disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,,Favor,Yes,,,,,,,,,,18-29,18-29,18-24,Never,All others/Omits,No college degree,,First time ever voting,First time voting in a presidential primary,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Democrat,Liberal,None,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600050.0,New Hampshire,64.0,Version 1,Call 3,Backside complete,1.14149570465088,Wesley Clark,Female,White,No,40-44,Independent,Moderate,College graduate,"$50,000-$74,999",,"Yes, I do",No one has,Catholic,A few times a month,Have voted in presidential primary before,Occasionally,No,,In the last three days,Education,,Not so good,Somewhat approve,Not at all important,Angry,He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,30-44,30-44,40-49,Occasionally,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Moderate,Catholic,White female,,Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600051.0,New Hampshire,65.0,Version 1,Call 3,Backside complete,1.02422511577606,Joe Lieberman,Female,White,,30-39,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",,"Yes, someone else does","Yes, someone else has",Something else,Never,Have voted in presidential primary before,Never,No,,Before that,Health care/Medicare,,Not so good,Somewhat approve,Not at all important,"Dissatisfied, but not angry",Omit,,Oppose,No,,,,,,,,,,30-44,30-44,30-39,Never,All others/Omits,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Independent,Moderate,Something else,White female,,Last month/Before that,"Yes, I am or someone in household is",Someone else in household is,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600052.0,New Hampshire,42.0,Version 1,Call 3,Backside complete,0.874926328659058,Wesley Clark,Female,White,No,50-59,Independent,Moderate,College graduate,"$15,000-$29,999",,No one does,"Yes, someone else has",Catholic,A few times a year,Have voted in presidential primary before,Never,No,,In the last three days,National security/Terrorism,,Good,Somewhat approve,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Oppose,Yes,,,,,,,,,,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,"Yes, I have or someone in household has",Someone else in household has,Excellent/Good,18-64,Independent,Moderate,Catholic,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03244
600053.0,New Hampshire,62.0,Version 2,Call 3,Backside complete,1.0435928106308,John Kerry,Male,White,No,45-49,Independent,Somewhat liberal,,"$50,000-$74,999",Worse today,No one does,,,,,,,Registered Republican,In the last three days,,He cares about people like me,Good,,Somewhat important,"Satisfied, but not enthusiastic",,Canceled only for the wealthy,,,Somewhat worried,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Yes,Somewhat worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Independent,Liberal,,White male,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600054.0,New Hampshire,65.0,Version 2,Call 3,Backside complete,1.02422511577606,Joe Lieberman,Female,White,No,45-49,Democrat,Somewhat liberal,,"$100,000 or more",Better today,"Yes, someone else does",,,,,,,Registered Democrat,In the last three days,,He stands up for what he believes,Not so good,,Very important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Very worried,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,No,Very worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Very/somewhat worried,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600055.0,New Hampshire,44.0,Version 1,Call 3,Backside complete,1.25162577629089,John Kerry,Male,Hispanic/Latino,Yes,18-24,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",,No one does,No one has,Protestant,A few times a year,"Have voted before, but not in a presidential primary",Frequently,Yes,,In the last month,Education,,Not so good,Somewhat approve,Somewhat important,Angry,He can defeat George W. Bush in November,,Favor,No,,,,,,,,,,18-29,18-29,18-24,Occasionally,Protestant/Do not attend weekly,No college degree,,Have voted before,First time voting in a presidential primary,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,Non-white male,,Last month/Before that,No union member in household,No union member in household,Hispanic/Latino,South,Rural,Small cities and Rural,1.0,03106
600056.0,New Hampshire,42.0,Version 1,Call 3,Backside complete,0.987464427947998,John Kerry,Female,White,No,45-49,Republican,Very liberal,Postgraduate study,"$30,000-$49,999",,"Yes, I do","Yes, someone else has",Protestant,Once a week,Have voted in presidential primary before,Never,No,,In the last week,Health care/Medicare,,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,No,,,,,,,,,,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Republican,Liberal,Protestant/Other Christian,White female,,Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,2.0,03244
600057.0,New Hampshire,62.0,Version 1,Call 3,Backside complete,0.656728506088257,Other,Female,White,No,45-49,Independent,Somewhat liberal,College graduate,"$30,000-$49,999",,No one does,No one has,Catholic,A few times a year,Have voted in presidential primary before,Never,No,,In the last month,The war in Iraq,,Not so good,Strongly approve,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Oppose,No,,,,,,,,,,45-64,45-59,40-49,Occasionally,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Liberal,Catholic,White female,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600058.0,New Hampshire,64.0,Version 2,Call 3,Backside complete,1.08460283279419,John Kerry,Female,White,,45-49,Democrat,Moderate,,"$75,000-$99,999",About the same,No one does,,,,,,,Registered Democrat,In the last week,,He stands up for what he believes,Good,,Somewhat important,"Satisfied, but not enthusiastic",,Canceled only for the wealthy,,,Somewhat worried,Unfavorable,Favorable,Unfavorable,Favorable,Unfavorable,Unfavorable,No,Somewhat worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Democrat,Moderate,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600059.0,New Hampshire,93.0,Version 2,Call 3,Backside complete,1.4563239812851,Wesley Clark,Male,White,No,40-44,Independent,Somewhat liberal,,"$15,000-$29,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,In the last three days,,He has the right experience,Poor,,Very important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Very worried,Favorable,Unfavorable,Favorable,Unfavorable,Unfavorable,Unfavorable,No,Somewhat worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,White male,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,03446
600060.0,New Hampshire,62.0,Version 2,Call 3,Backside complete,0.925986886024475,Joe Lieberman,Male,White,No,65-74,Democrat,Moderate,,"$50,000-$74,999",Worse today,No one does,,,,,,,Registered Democrat,In the last three days,,He has the right experience,Poor,,Not too important,Angry,,Canceled for all Americans,,,Very worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,No,Very worried,65 or over,60 or over,65 or over,,,,Very/somewhat worried,,,,,,Not so good/Poor,65 or over,Democrat,Moderate,,White male,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600061.0,New Hampshire,64.0,Version 2,Call 3,Backside complete,1.14149570465088,Wesley Clark,Female,White,No,40-44,Independent,Somewhat liberal,,"$30,000-$49,999",Worse today,No one does,,,,,,,Registered Republican,In the last month,,He would shake things up in Washington,Not so good,,Very important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Very worried,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,No,Somewhat worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
600062.0,New Hampshire,65.0,Version 2,Call 3,Backside complete,1.22508728504181,John Kerry,Male,White,No,45-49,Democrat,Somewhat liberal,,"$75,000-$99,999",Worse today,"Yes, I do",,,,,,,Registered Democrat,In the last three days,,He has a positive message,Poor,,Not too important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Somewhat worried,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,No,Somewhat worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White male,Very/somewhat worried,Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
