ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,issue,NEC,iraqtrps,gwbangr,gaymrrge,blncangr,kerryla,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1070440.0,Louisiana,114.0,Call 3,Backside complete,1.1599178314209,John Kerry,Female,Black,No,50-59,Democrat,,,"Under $15,000",About the same,No one does,Catholic,Once a week,No,Omit,Good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Omit,Somewhat,Omit,Very confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,,Catholic,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70723.0
1070447.0,Louisiana,130.0,Call 3,Backside complete,0.867689967155457,John Kerry,Female,White,,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,"Yes, someone else does",Catholic,Never,No,The situation in Iraq,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,Enthusaistic,Somewhat likely,Mary Landrieu,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Never,Catholic/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Catholic,White Catholic,White female,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1070450.0,Louisiana,93.0,Call 3,Backside complete,0.478413313627243,John Kerry,Female,Black,No,30-39,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Catholic,A few times a month,No,Education,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not at all confident,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Catholic,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1070452.0,Louisiana,34.0,Call 3,Backside complete,0.770793080329895,John Kerry,Female,Black,No,45-49,Democrat,Moderate,College graduate,"$50,000-$74,999",About the same,No one does,Protestant,More than once a week,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1070453.0,Louisiana,114.0,Call 3,Backside complete,1.63885223865509,John Kerry,Female,White,No,65-74,Democrat,,High school graduate,"Under $15,000",Worse today,No one does,Catholic,Once a week,,Health care/Medicare,Not so good,Withdraw some troops,"Satisfied, but not enthusiastic",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,A lot,Omit,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Cajun country,Rural,Small cities and Rural,3.0,70723.0
1070455.0,Louisiana,31.0,Call 3,Backside complete,1.81193363666534,John Edwards,Male,White,,45-49,Republican,Very conservative,Some college or associate degree,"$100,000 or more",Better today,No one does,Catholic,Once a week,No,Education,Good,Withdraw some troops,Enthusaistic,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,Hillary Clinton,Not much,Taken more jobs from your state,Not too confident,45-64,45-59,40-49,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Excellent/Good,17-64,Republican,Conservative,Catholic,White Catholic,White male,No,No,Not too/not at all confident,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70791.0
1070456.0,Louisiana,118.0,Call 3,Backside complete,0.497107654809952,John Kerry,Female,Black,No,30-39,Republican,Somewhat conservative,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,Once a week,No,Education,Good,Withdraw all troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,A lot,Created more jobs in your state,Somewhat confident,30-44,30-44,30-39,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Republican,Conservative,Catholic,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1070458.0,Louisiana,117.0,Call 3,Backside complete,1.36687326431274,John Kerry,Male,Black,No,40-44,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Better today,"Yes, I do",Protestant,A few times a month,No,Economy/Jobs,Good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Enthusaistic,Somewhat likely,John Edwards,Somewhat,Omit,Somewhat confident,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70148.0
1070461.0,Louisiana,130.0,Call 3,Backside complete,0.827742397785187,John Kerry,Male,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do",None,Never,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Omit,Somewhat likely,Omit,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Never,All others/Omits,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,None,White None,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1070462.0,Louisiana,130.0,Call 3,Backside complete,0.827742397785187,John Kerry,Male,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$50,000-$74,999",Worse today,"Yes, someone else does",Something else,Never,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Enthusaistic,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Never,All others/Omits,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Something else,White Something else,White male,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1070463.0,Louisiana,100.0,Call 3,Backside complete,1.71140170097351,John Edwards,Female,Black,No,17-24,Democrat,Somewhat liberal,College graduate,"Under $15,000",Worse today,No one does,Protestant,More than once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,John Edwards,A lot,Had no effect on jobs in your state,Very confident,17-29,17-29,17-24,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,Rural,Small cities and Rural,5.0,71202.0
1070464.0,Louisiana,40.0,Call 3,Backside complete,1.71590852737427,John Kerry,Male,Black,No,30-39,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Better today,No one does,Something else,A few times a month,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Occasionally,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Protestant North,Rural,Small cities and Rural,6.0,70730.0
1070465.0,Louisiana,40.0,Call 3,Backside complete,1.85015249252319,John Kerry,Female,Black,No,65-74,Democrat,Very conservative,,"$100,000 or more",Omit,"Yes, I do and someone else does",Other Christian,More than once a week,,Health care/Medicare,Good,Withdraw all troops,Enthusaistic,No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Protestant North,Rural,Small cities and Rural,6.0,70730.0
1070466.0,Louisiana,24.0,Call 3,Backside complete,1.85015249252319,John Kerry,Male,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,Protestant,A few times a month,No,Economy/Jobs,Poor,Send more troops,Angry,Gay couples allowed to legally form civil unions,Enthusaistic,Somewhat likely,Bob Graham,A lot,Had no effect on jobs in your state,Very confident,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70808.0
1070467.0,Louisiana,96.0,Call 3,Backside complete,0.49424085021019,John Kerry,Female,Black,No,25-29,Democrat,Moderate,College graduate,"$30,000-$49,999",Omit,"Yes, someone else does",Catholic,A few times a month,No,Education,Poor,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,Enthusaistic,Very likely,Hillary Clinton,Somewhat,Had no effect on jobs in your state,Not too confident,17-29,17-29,25-29,Occasionally,Catholic/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Catholic,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Not too/not at all confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1070468.0,Louisiana,34.0,Call 3,Backside complete,0.727568089962006,John Kerry,Female,Black,No,25-29,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Other Christian,A few times a month,No,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,Somewhat,Taken more jobs from your state,Somewhat confident,17-29,17-29,25-29,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Independent,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1070469.0,Louisiana,34.0,Call 3,Backside complete,0.770793080329895,John Kerry,Female,Black,No,40-44,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Better today,No one does,Other Christian,A few times a month,Yes,Taxes,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Wesley Clark,A lot,Omit,Somewhat confident,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1070470.0,Louisiana,93.0,Call 3,Backside complete,0.477611631155014,John Kerry,Female,Black,No,25-29,Democrat,Very liberal,College graduate,"$15,000-$29,999",About the same,No one does,Catholic,Once a week,No,The situation in Iraq,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Enthusaistic,Very likely,John Edwards,A lot,Omit,Somewhat confident,17-29,17-29,25-29,Weekly,Catholic/Attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Catholic,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1070471.0,Louisiana,93.0,Call 3,Backside complete,0.510091245174408,John Kerry,Female,Black,No,65-74,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",About the same,No one does,Protestant,Once a week,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1070472.0,Louisiana,114.0,Call 3,Backside complete,1.1599178314209,John Kerry,Female,Black,No,50-59,Democrat,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Other Christian,More than once a week,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70723.0
1070475.0,Louisiana,117.0,Call 3,Backside complete,1.36687326431274,John Kerry,Male,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Catholic,A few times a year,Yes,The situation in Iraq,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Bill Richardson,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70148.0
1070477.0,Louisiana,130.0,Call 3,Backside complete,1.01005852222443,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,Once a week,No,Economy/Jobs,Good,Withdraw all troops,"Satisfied, but not enthusiastic",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Democrat,Liberal,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1070478.0,Louisiana,40.0,Call 3,Backside complete,1.85015249252319,John Kerry,Female,White,No,75 or over,Democrat,Somewhat conservative,High school graduate,"Under $15,000",About the same,No one does,Protestant,Once a week,No,Omit,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Mary Landrieu,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,6.0,70730.0
1070479.0,Louisiana,24.0,Call 3,Backside complete,1.79213786125183,John Kerry,Male,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",About the same,No one does,None,Never,No,The situation in Iraq,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally marry,Omit,Somewhat likely,Bill Richardson,A lot,Created more jobs in your state,Very confident,45-64,45-59,50-64,Never,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,None,White None,White male,No,No,Very/somewhat confident,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70808.0
1070482.0,Louisiana,96.0,Call 3,Backside complete,0.523603796958923,John Kerry,Female,Black,No,50-59,Independent,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,,A few times a year,No,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,Omit,Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Occasionally,All others/Omits,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Independent,Liberal,,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1070483.0,Louisiana,34.0,Call 3,Backside complete,0.770793080329895,John Kerry,Female,Black,,50-59,Democrat,Somewhat conservative,High school graduate,,Worse today,No one does,Protestant,A few times a month,No,Health care/Medicare,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1070484.0,Louisiana,93.0,Call 3,Backside complete,0.48131337761879,Howard Dean,Male,Black,No,30-39,Democrat,Very conservative,High school graduate,"$15,000-$29,999",About the same,"Yes, I do and someone else does",Catholic,Never,No,The situation in Iraq,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Never,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Catholic,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1070485.0,Louisiana,93.0,Call 3,Backside complete,0.486661970615387,John Kerry,Male,Hispanic/Latino,Yes,65-74,Democrat,Very liberal,High school graduate,"$50,000-$74,999",About the same,"Yes, I do",Other Christian,A few times a month,Yes,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Not too likely,John Edwards,Somewhat,Created more jobs in your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1070486.0,Louisiana,105.0,Call 3,Backside complete,0.942973017692566,John Kerry,Male,Black,No,25-29,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",About the same,No one does,Something else,A few times a month,No,Education,Good,Send more troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Created more jobs in your state,Somewhat confident,17-29,17-29,25-29,Occasionally,All others/Omits,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,Liberal,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,New Orleans area,Rural,Small cities and Rural,3.0,70037.0
1070487.0,Louisiana,105.0,Call 3,Backside complete,0.942973017692566,John Kerry,Male,Black,No,25-29,Democrat,Somewhat conservative,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,Never,No,Health care/Medicare,Good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Omit,Very likely,Mary Landrieu,Not much,Omit,Not too confident,17-29,17-29,25-29,Never,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Excellent/Good,17-64,Democrat,Conservative,Catholic,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,New Orleans area,Rural,Small cities and Rural,3.0,70037.0
1070489.0,Louisiana,31.0,Call 3,Backside complete,1.39558935165405,John Edwards,Male,,,45-49,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,Other Christian,More than once a week,No,Education,Not so good,Withdraw some troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,Hillary Clinton,Not much,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,,No,No,Very/somewhat confident,,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70791.0
1070490.0,Louisiana,118.0,Call 3,Backside complete,0.478042900562286,John Kerry,Male,Black,No,40-44,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,"Yes, I do",Catholic,A few times a month,No,Taxes,Excellent,Withdraw some troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,A lot,Created more jobs in your state,Very confident,30-44,30-44,40-49,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1070493.0,Louisiana,117.0,Call 3,Backside complete,1.6679368019104,John Kerry,Male,Black,,60-64,Democrat,Somewhat conservative,High school graduate,"$50,000-$74,999",Worse today,No one does,Protestant,A few times a month,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70148.0
1070496.0,Louisiana,130.0,Call 3,Backside complete,0.714881360530853,John Kerry,Male,Black,No,45-49,Independent,Moderate,College graduate,"$50,000-$74,999",About the same,"Yes, someone else does",Catholic,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Independent,Moderate,Catholic,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1070497.0,Louisiana,100.0,Call 3,Backside complete,1.419881939888,John Kerry,Female,Black,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,Other Christian,A few times a month,No,National security/Terrorism,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,Rural,Small cities and Rural,5.0,71202.0
1070499.0,Louisiana,96.0,Call 3,Backside complete,0.523603796958923,John Kerry,Female,Black,No,50-59,Democrat,Moderate,College graduate,"$30,000-$49,999",About the same,"Yes, someone else does",Other Christian,More than once a week,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1070500.0,Louisiana,34.0,Call 3,Backside complete,0.735306560993195,John Kerry,Male,Black,,30-39,Democrat,Somewhat conservative,Postgraduate study,"$100,000 or more",Better today,No one does,Catholic,A few times a year,No,Economy/Jobs,Poor,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Enthusaistic,Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
