ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BUSHANGR,BEATBUSH,gaymrrge,suppdean,REPLTAX,satkerry,TRADE,AGE,AGE60,AGE65,COLLEDUC,DEANDFCT,INC50K,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
825155.0,Wisconsin,36.0,Call 3,Backside complete,1.07642483711243,John Kerry,Male,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",Worse today,No one does,No one has,Protestant,In the last three days,Health care/Medicare,He has the right experience,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,Rural,Small cities and Rural,3.0,53857.0
825156.0,Wisconsin,12.0,Call 3,Backside complete,1.07642483711243,John Kerry,Male,White,No,50-59,Democrat,Moderate,High school graduate,,Worse today,No one does,No one has,Other Christian,In the last month,Health care/Medicare,He can defeat George W. Bush,Not so good,Somewhat disapprove,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53713.0
825160.0,Wisconsin,13.0,Call 3,Backside complete,1.28403329849243,John Kerry,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Better today,No one does,No one has,Catholic,In the last month,Taxes,He has the right experience,Good,Somewhat disapprove,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
825161.0,Wisconsin,13.0,Call 3,Backside not complete,1.28342962265015,John Kerry,Male,White,No,40-44,,,,,,,,,In the last month,The war in Iraq,He cares about people like me,,,"Dissatisfied, but not angry",,,,Omit,Very satisfied,,30-44,30-44,40-49,,,,,,,,18-64,,,,,Very/Somewhat satisfied,White male,Last month/Before that,,,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
825164.0,Wisconsin,21.0,Call 3,Backside complete,1.01041829586029,John Kerry,Female,White,No,18-24,Democrat,Somewhat liberal,Postgraduate study,"Under $15,000",Worse today,No one does,No one has,None,In the last week,Education,He has the right experience,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,18-29,18-29,18-24,College degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
825166.0,Wisconsin,75.0,Call 3,Backside complete,0.853971064090729,John Kerry,Female,White,No,18-24,Democrat,Very liberal,College graduate,"$50,000-$74,999",About the same,No one does,No one has,Other Christian,In the last week,Economy/Jobs,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Repealed for all Americans,Very satisfied,Creates more jobs in your state,18-29,18-29,18-24,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825170.0,Wisconsin,31.0,Call 3,Backside complete,1.13169038295746,John Kerry,Female,White,No,40-44,Democrat,Somewhat conservative,High school graduate,,About the same,No one does,No one has,Protestant,In the last three days,Economy/Jobs,He cares about people like me,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Omit,Very satisfied,Takes more jobs from your state,30-44,30-44,40-49,No college degree,No,,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53143.0
825172.0,Wisconsin,8.0,Call 3,Backside complete,0.861912548542023,John Kerry,Female,Hispanic/Latino,Yes,65-74,Democrat,Moderate,,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Protestant,In the last month,Economy/Jobs,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,,No,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/Somewhat satisfied,Non-white female,Last month/Before that,No,No,White,Northwest,Suburbs,Suburbs,7.0,54724.0
825173.0,Wisconsin,13.0,Call 3,Backside complete,1.28342962265015,John Kerry,Male,White,No,45-49,Independent,Somewhat conservative,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,Protestant,In the last week,The war in Iraq,He has the right experience,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed only for the wealthy,Very satisfied,Has no effect on jobs in your state,45-64,45-59,40-49,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
825180.0,Wisconsin,31.0,Call 3,Backside complete,1.12563621997833,John Kerry,Male,White,No,25-29,Something Else,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Better today,"Yes, I do","Yes, someone else has",Catholic,Before that,Economy/Jobs,He has the right experience,Good,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,No,Omit,Very satisfied,Takes more jobs from your state,18-29,18-29,25-29,No college degree,No,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Independent,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,1.0,53143.0
825183.0,Wisconsin,11.0,Call 3,Backside complete,1.15120232105255,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do",No one has,Something else,Today,Economy/Jobs,He has the right experience,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Left entirely in place,Very satisfied,Takes more jobs from your state,30-44,30-44,30-39,No college degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,South,Rural,Small cities and Rural,2.0,53901.0
825191.0,Wisconsin,36.0,Call 3,Backside complete,1.07642483711243,John Kerry,Male,White,,40-44,Independent,Moderate,High school graduate,,Better today,No one does,No one has,Catholic,Today,Economy/Jobs,Omit,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,40-49,No college degree,No,,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,Rural,Small cities and Rural,3.0,53857.0
825197.0,Wisconsin,21.0,Call 3,Backside complete,1.0153751373291,John Kerry,Female,White,No,45-49,Democrat,Moderate,College graduate,"$50,000-$74,999",Better today,No one does,No one has,Catholic,In the last week,Taxes,He can defeat George W. Bush,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
825198.0,Wisconsin,41.0,Call 3,Backside complete,0.965254843235016,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Worse today,"Yes, I do and someone else does","Yes, someone else has",Catholic,In the last month,Education,He has the right experience,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed for all Americans,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,Milwaukee,Suburbs,Suburbs,4.0,53110.0
825203.0,Wisconsin,31.0,Call 3,Backside complete,1.13169038295746,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$50,000-$74,999",Worse today,No one does,No one has,None,In the last three days,Economy/Jobs,He can defeat George W. Bush,Good,Strongly approve,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,No,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Democrat,Liberal,None,White None,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53143.0
825208.0,Wisconsin,89.0,Call 3,Backside complete,0.927406549453735,John Kerry,Male,White,No,45-49,Independent,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,No one has,Other Christian,In the last three days,Taxes,He stands up for what he believes,Not so good,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,No,"Under $50,000",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,7.0,54494.0
825210.0,Wisconsin,75.0,Call 3,Backside complete,0.857756912708282,John Kerry,Male,White,No,40-44,Republican,Very conservative,Postgraduate study,"$50,000-$74,999",Better today,No one does,No one has,Catholic,Today,Taxes,He stands up for what he believes,Good,Strongly approve,Enthusaistic,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Left entirely in place,Very satisfied,Creates more jobs in your state,30-44,30-44,40-49,College degree,Yes,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Republican,Conservative,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825215.0,Wisconsin,31.0,Call 3,Backside complete,1.03266406059265,John Kerry,Male,White,,75 or over,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",About the same,No one does,"Yes, I have",Protestant,Before that,Taxes,He can defeat George W. Bush,Not so good,Strongly disapprove,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,No college degree,No,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,South,Suburbs,Suburbs,1.0,53143.0
825218.0,Wisconsin,88.0,Call 3,Backside complete,0.864357233047485,John Kerry,Female,White,No,50-59,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do",No one has,Catholic,In the last week,Economy/Jobs,He has the right experience,Not so good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Omit,No,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"$50,000 or more",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Independent,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54904.0
825219.0,Wisconsin,21.0,Call 3,Backside complete,1.01041829586029,John Kerry,Female,White,No,25-29,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",Worse today,No one does,No one has,Protestant,In the last week,Health care/Medicare,He cares about people like me,Poor,Somewhat disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Very satisfied,Has no effect on jobs in your state,18-29,18-29,25-29,College degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
825220.0,Wisconsin,89.0,Call 3,Backside complete,0.927842795848846,John Kerry,Female,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$75,000-$99,999",Worse today,No one does,"Yes, someone else has",Protestant,In the last month,Health care/Medicare,He stands up for what he believes,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,7.0,54494.0
825225.0,Wisconsin,36.0,Call 3,Backside complete,1.07642483711243,John Kerry,Male,White,No,45-49,Republican,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,No one has,Other Christian,In the last month,Health care/Medicare,He has the right experience,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Very satisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,No,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Republican,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,South,Rural,Small cities and Rural,3.0,53857.0
825227.0,Wisconsin,31.0,Call 3,Backside complete,1.1311582326889,John Kerry,Male,White,No,45-49,Democrat,Moderate,College graduate,"$75,000-$99,999",Worse today,"Yes, I do","Yes, someone else has",Catholic,Before that,Economy/Jobs,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,1.0,53143.0
825228.0,Wisconsin,11.0,Call 3,Backside not complete,1.0509626865387,John Kerry,Female,White,No,75 or over,,,,,,,,,Today,Economy/Jobs,He can defeat George W. Bush,,,Angry,,,,Repealed for all Americans,Somewhat satisfied,,65 or over,60 or over,65 or over,,,,,,,,65 or over,,,,,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,,,White,South,Rural,Small cities and Rural,2.0,53901.0
825232.0,Wisconsin,21.0,Call 3,Backside complete,1.0153751373291,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,"Yes, someone else does","Yes, someone else has",Protestant,In the last month,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed for all Americans,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
825236.0,Wisconsin,8.0,Call 3,Backside complete,0.943676829338074,John Kerry,Male,White,No,45-49,Something Else,Moderate,High school graduate,"$75,000-$99,999",About the same,No one does,No one has,Other Christian,Before that,The war in Iraq,He can defeat George W. Bush,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,Northwest,Suburbs,Suburbs,7.0,54724.0
825239.0,Wisconsin,36.0,Call 3,Backside complete,1.07693111896515,John Kerry,Female,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, I do","Yes, someone else has",Protestant,In the last week,The war in Iraq,He can defeat George W. Bush,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,South,Rural,Small cities and Rural,3.0,53857.0
825242.0,Wisconsin,88.0,Call 3,Backside complete,0.863950848579407,John Kerry,Male,White,No,30-39,,Moderate,Some college or associate degree,,About the same,,No one has,Something else,In the last week,Economy/Jobs,Omit,Good,Somewhat approve,"Satisfied, but not enthusiastic",Omit,Omit,Omit,Repealed for all Americans,Very satisfied,Omit,30-44,30-44,30-39,No college degree,Omit,,Strongly/Somewhat approve,No,No,Excellent/Good,18-64,,Moderate,Something else,White Something else,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,,,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54904.0
825245.0,Wisconsin,63.0,Call 3,Backside complete,1.07642483711243,John Kerry,Male,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,"Yes, I do",No one has,Catholic,In the last month,Economy/Jobs,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,1.0,53406.0
825246.0,Wisconsin,75.0,Call 3,Backside complete,0.857756912708282,John Kerry,Male,White,No,50-59,Independent,Moderate,Postgraduate study,"$50,000-$74,999",Worse today,"Yes, I do",No one has,Protestant,In the last month,Economy/Jobs,He has a positive message,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Repealed for all Americans,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825247.0,Wisconsin,75.0,Call 3,Backside complete,0.853971064090729,John Kerry,Female,White,No,18-24,Democrat,Moderate,High school graduate,"$100,000 or more",Better today,No one does,No one has,Other Christian,In the last month,Education,He cares about people like me,Good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,No,Left entirely in place,Very satisfied,Has no effect on jobs in your state,18-29,18-29,18-24,No college degree,No,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825255.0,Wisconsin,21.0,Call 3,Backside complete,1.0153751373291,John Kerry,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"Under $15,000",About the same,No one does,No one has,Something else,In the last month,Health care/Medicare,He has a positive message,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,No,Repealed for all Americans,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,No,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
825256.0,Wisconsin,89.0,Call 3,Backside complete,0.927842795848846,John Kerry,Female,White,No,30-39,Democrat,Somewhat conservative,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, someone else does","Yes, someone else has",Other Christian,In the last month,Economy/Jobs,He stands up for what he believes,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Very satisfied,Creates more jobs in your state,30-44,30-44,30-39,No college degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,7.0,54494.0
825258.0,Wisconsin,75.0,Call 3,Backside complete,0.858160376548767,John Kerry,Female,White,No,50-59,Independent,Moderate,College graduate,"$75,000-$99,999",Worse today,No one does,"Yes, someone else has",Other Christian,In the last month,Omit,He can defeat George W. Bush,Not so good,Somewhat disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,No,Omit,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825260.0,Wisconsin,36.0,Call 3,Backside complete,0.983158707618713,John Kerry,Female,White,No,60-64,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,No one does,No one has,Catholic,In the last three days,Health care/Medicare,He cares about people like me,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Very satisfied,Creates more jobs in your state,45-64,60 or over,50-64,No college degree,No,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,South,Rural,Small cities and Rural,3.0,53857.0
825262.0,Wisconsin,31.0,Call 3,Backside complete,1.13169038295746,John Kerry,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",Better today,"Yes, I do",No one has,Protestant,In the last month,Education,He stands up for what he believes,Not so good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,Yes,"$50,000 or more",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,1.0,53143.0
825266.0,Wisconsin,89.0,Call 3,Backside complete,0.846653759479523,John Kerry,Male,White,No,75 or over,Democrat,Moderate,High school graduate,"$15,000-$29,999",Better today,No one does,No one has,Other Christian,In the last month,Health care/Medicare,He has a positive message,Not so good,Somewhat disapprove,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Very satisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,No college degree,No,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,7.0,54494.0
825269.0,Wisconsin,75.0,Call 3,Backside complete,0.857756912708282,John Kerry,Male,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Better today,No one does,No one has,Protestant,In the last month,Education,He can defeat George W. Bush,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
