ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,ATTEND,FTVOTEP,TIMEPRI,issue,qual,IRAQAPP,BUSHANGR,BEATBUSH,jobworry,novedwr,novkerry,TERRWORR,TRADE,AGE,AGE60,AGE65,ATTEND2,COLLEDUC,ftever,FTPRIM,INC50K,iraq2,jobworr2,MILHH,MILVOTE,novedw2,novker2,OVER65,PARTY,PHIL3,SEXRACE,TERWORR2,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
800529.0,Virginia,98.0,Call 3,Backside complete,1.15697062015533,Wesley Clark,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Never,I have voted in a presidential primary before,Before that,National security/Terrorism,He has the right experience,Strongly disapprove,Angry,He can defeat George W. Bush in November,Somewhat worried,Not at all likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Never,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23704.0
800530.0,Virginia,24.0,Call 3,Backside complete,1.55636119842529,Howard Dean,Female,White,No,25-29,Independent,Somewhat conservative,College graduate,"$75,000-$99,999",Better today,No one does,No one has,A few times a year,"I have voted before, but not in a presidential primary",In the last week,National security/Terrorism,He stands up for what he believes,Strongly approve,Enthusaistic,He agrees with you on the major issues,Not too worried,Not too likely,Somewhat likely,Very worried,Takes more jobs from your state,17-29,17-29,25-29,Occasionally,College degree,Have voted before,First time voted in a primary,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Independent,Conservative,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,North,Suburbs,Suburbs,10.0,22101.0
800531.0,Virginia,81.0,Call 3,Backside complete,1.74365222454071,John Edwards,Male,White,No,25-29,Independent,Moderate,Postgraduate study,"$30,000-$49,999",Better today,"Yes, I do","Yes, someone else has",A few times a month,I have voted in a presidential primary before,In the last month,Education,He stands up for what he believes,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not too worried,Somewhat likely,Somewhat likely,Somewhat worried,Has no effect on jobs in your state,17-29,17-29,25-29,Occasionally,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,White male,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,North,"City: 50,000 to 500,000","City over 50,000",8.0,22301.0
800532.0,Virginia,40.0,Call 3,Backside complete,0.817514836788177,Dennis Kucinich,Female,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Better today,No one does,No one has,Once a week,I have voted in a presidential primary before,In the last month,The war in Iraq,He can defeat George W. Bush,Strongly disapprove,Angry,He agrees with you on the major issues,Not at all worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,40-49,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,East/Richmond,Suburbs,Suburbs,7.0,23005.0
800533.0,Virginia,92.0,Call 3,Backside complete,0.569197356700897,Wesley Clark,Female,White,No,50-59,Democrat,Moderate,College graduate,"$50,000-$74,999",About the same,No one does,No one has,A few times a year,I have voted in a presidential primary before,Before that,Education,He stands up for what he believes,Somewhat disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Somewhat likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,White female,Very/somewhat worried,Last month/Before that,No,No,White,West/Shenendoah,Suburbs,Suburbs,6.0,24450.0
800534.0,Virginia,92.0,Call 3,Backside complete,0.471347987651825,John Edwards,Male,White,No,40-44,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,No one has,Once a week,I have voted in a presidential primary before,In the last three days,Health care/Medicare,He has a positive message,Somewhat disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Somewhat likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,30-44,30-44,40-49,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,Suburbs,Suburbs,6.0,24450.0
800535.0,Virginia,79.0,Call 3,Backside complete,0.737296402454376,Joe Lieberman,Male,White,No,30-39,Republican,Somewhat conservative,College graduate,"$50,000-$74,999",Better today,No one does,No one has,Once a week,"I have voted before, but not in a presidential primary",In the last month,National security/Terrorism,He has the right temperament,Strongly approve,Enthusaistic,He agrees with you on the major issues,Not too worried,Not at all likely,Not at all likely,Not too worried,Creates more jobs in your state,30-44,30-44,30-39,Weekly,College degree,Have voted before,First time voted in a primary,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,No,No,Not too/Not at all likely,Not too/Not at all likely,18-64,Republican,Conservative,White male,Not too/Not at all worried,Last month/Before that,No,No,White,Southeast,Suburbs,Suburbs,1.0,23185.0
800536.0,Virginia,96.0,Call 3,Backside complete,1.57005512714386,,Male,Black,No,45-49,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,"Yes, I have",More than once a week,I have voted in a presidential primary before,In the last month,Economy/Jobs,He has the right experience,Strongly disapprove,Omit,He agrees with you on the major issues,Not at all worried,Not at all likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,40-49,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white male,Very/somewhat worried,Last month/Before that,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23509.0
800537.0,Virginia,12.0,Call 3,Backside complete,1.32309067249298,John Kerry,Female,Black,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,"Yes, someone else does","Yes, I have",Once a week,I have voted in a presidential primary before,Before that,Omit,He cares about people like me,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Somewhat worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,Non-white female,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",No,Black,East/Richmond,Rural,Small cities and Rural,1.0,22546.0
800538.0,Virginia,79.0,Call 3,Backside complete,0.62833034992218,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,"Yes, someone else has",A few times a month,I have voted in a presidential primary before,Today,Education,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Very worried,Somewhat likely,Very likely,Somewhat worried,Creates more jobs in your state,45-64,45-59,40-49,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,Southeast,Suburbs,Suburbs,1.0,23185.0
800539.0,Virginia,81.0,Call 3,Backside complete,1.7334920167923,John Kerry,Female,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Better today,"Yes, I do",No one has,Never,I have voted in a presidential primary before,Today,Omit,Omit,Strongly disapprove,Angry,He agrees with you on the major issues,Not too worried,Somewhat likely,Very likely,Somewhat worried,Has no effect on jobs in your state,45-64,45-59,40-49,Never,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,North,"City: 50,000 to 500,000","City over 50,000",8.0,22301.0
800540.0,Virginia,12.0,Call 3,Backside complete,0.948595464229584,John Kerry,Male,Black,No,75 or over,Democrat,Moderate,High school graduate,"$15,000-$29,999",Omit,No one does,"Yes, I have",More than once a week,"I have voted before, but not in a presidential primary",In the last three days,Omit,He can defeat George W. Bush,Omit,Omit,He agrees with you on the major issues,Not too worried,Omit,Very likely,Not too worried,Creates more jobs in your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,First time voted in a primary,"Under $50,000",Omit,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Omit,Very/Somewhat likely,65 or over,Democrat,Moderate,Non-white male,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,Black,East/Richmond,Rural,Small cities and Rural,1.0,22546.0
800541.0,Virginia,92.0,Call 3,Backside complete,0.453589916229248,Wesley Clark,Male,White,No,65-74,Independent,Moderate,Postgraduate study,"$30,000-$49,999",About the same,No one does,"Yes, I have",Once a week,I have voted in a presidential primary before,In the last three days,Omit,He can defeat George W. Bush,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not at all worried,Somewhat likely,Somewhat likely,Not too worried,Creates more jobs in your state,65 or over,60 or over,65 or over,Weekly,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,65 or over,Independent,Moderate,White male,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,Suburbs,Suburbs,6.0,24450.0
800542.0,Virginia,96.0,Call 3,Backside complete,0.436418414115906,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,"Yes, someone else has",A few times a year,I have voted in a presidential primary before,In the last month,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Very worried,Not too likely,Very likely,Somewhat worried,Has no effect on jobs in your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23509.0
800543.0,Virginia,24.0,Call 3,Backside complete,1.7334920167923,John Kerry,Female,White,No,45-49,Independent,Moderate,College graduate,"$100,000 or more",About the same,No one does,"Yes, I have",Once a week,I have voted in a presidential primary before,In the last week,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Somewhat worried,Somewhat likely,Very likely,Very worried,Has no effect on jobs in your state,45-64,45-59,40-49,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,North,Suburbs,Suburbs,10.0,22101.0
800544.0,Virginia,81.0,Call 3,Backside complete,0.819225549697876,,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,"Yes, someone else does","Yes, someone else has",A few times a year,I have voted in a presidential primary before,Today,Education,He has a positive message,Strongly disapprove,Angry,He agrees with you on the major issues,Not too worried,Not too likely,Very likely,Somewhat worried,Creates more jobs in your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Moderate,White female,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,North,"City: 50,000 to 500,000","City over 50,000",8.0,22301.0
800545.0,Virginia,79.0,Call 3,Backside complete,0.521117806434631,Wesley Clark,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,No one has,A few times a year,I have voted in a presidential primary before,In the last month,The war in Iraq,He has the right experience,Strongly disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Not too likely,Somewhat likely,Not too worried,Creates more jobs in your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Not too/Not at all worried,Last month/Before that,No,No,White,Southeast,Suburbs,Suburbs,1.0,23185.0
800546.0,Virginia,12.0,Call 3,Backside complete,1.10408866405487,John Kerry,Male,Black,,50-59,Democrat,Somewhat conservative,High school graduate,"$100,000 or more",Better today,No one does,No one has,More than once a week,"I have voted before, but not in a presidential primary",In the last month,Economy/Jobs,He cares about people like me,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat worried,Somewhat likely,Very likely,Very worried,Takes more jobs from your state,45-64,45-59,50-64,Weekly,No college degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Conservative,Non-white male,Very/somewhat worried,Last month/Before that,No,No,Black,East/Richmond,Rural,Small cities and Rural,1.0,22546.0
800547.0,Virginia,96.0,Call 3,Backside complete,1.05599284172058,John Edwards,Male,Black,No,45-49,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",About the same,No one does,No one has,A few times a month,"I have voted before, but not in a presidential primary",In the last week,Economy/Jobs,He cares about people like me,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Not too worried,Very likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,40-49,Occasionally,College degree,Have voted before,First time voted in a primary,"Under $50,000",Strongly/Somewhat approve,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23509.0
800548.0,Virginia,50.0,Call 3,Backside complete,0.552708148956299,Howard Dean,Female,White,No,60-64,Independent,Somewhat liberal,Postgraduate study,"$15,000-$29,999",Worse today,No one does,No one has,Once a week,"I have voted before, but not in a presidential primary",In the last three days,The war in Iraq,He stands up for what he believes,Strongly disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Somewhat likely,Very likely,Very worried,Has no effect on jobs in your state,45-64,60 or over,50-64,Weekly,College degree,Have voted before,First time voted in a primary,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,East/Richmond,Suburbs,Suburbs,7.0,23229.0
800549.0,Virginia,24.0,Call 3,Backside complete,1.74365222454071,John Edwards,Male,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,No one has,A few times a month,"I have voted before, but not in a presidential primary",In the last week,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,Angry,He agrees with you on the major issues,Very worried,Somewhat likely,Somewhat likely,Somewhat worried,Has no effect on jobs in your state,30-44,30-44,30-39,Occasionally,College degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,North,Suburbs,Suburbs,10.0,22101.0
800550.0,Virginia,79.0,Call 3,Backside complete,0.436418414115906,John Kerry,Female,White,No,17-24,Democrat,Very liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,No one has,A few times a year,I have voted in a presidential primary before,In the last month,Education,He stands up for what he believes,Somewhat disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Somewhat likely,Somewhat likely,Somewhat worried,Has no effect on jobs in your state,17-29,17-29,17-24,Occasionally,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,Suburbs,Suburbs,1.0,23185.0
800551.0,Virginia,12.0,Call 3,Backside complete,0.776034474372864,,Female,,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Better today,No one does,"Yes, someone else has",More than once a week,I have voted in a presidential primary before,Before that,The war in Iraq,He stands up for what he believes,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Not too likely,Somewhat likely,Very worried,Takes more jobs from your state,45-64,60 or over,50-64,Weekly,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,,Very/somewhat worried,Last month/Before that,No,No,,East/Richmond,Rural,Small cities and Rural,1.0,22546.0
800552.0,Virginia,50.0,Call 3,Backside complete,0.643307745456696,Howard Dean,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Better today,No one does,No one has,A few times a month,I have voted in a presidential primary before,In the last month,The war in Iraq,He stands up for what he believes,Strongly disapprove,Angry,He agrees with you on the major issues,Not too worried,Not too likely,Somewhat likely,Very worried,Takes more jobs from your state,45-64,45-59,40-49,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,East/Richmond,Suburbs,Suburbs,7.0,23229.0
800554.0,Virginia,81.0,Call 3,Backside complete,1.7334920167923,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,No one has,Never,I have voted in a presidential primary before,In the last month,Omit,He has the right experience,Strongly disapprove,Angry,He agrees with you on the major issues,Not too worried,Not too likely,Somewhat likely,Somewhat worried,Omit,45-64,45-59,50-64,Never,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,North,"City: 50,000 to 500,000","City over 50,000",8.0,22301.0
800555.0,Virginia,24.0,Call 3,Backside complete,1.74365222454071,John Edwards,Male,White,No,30-39,Republican,Somewhat conservative,Postgraduate study,"$75,000-$99,999",About the same,No one does,No one has,A few times a month,"I have voted before, but not in a presidential primary",In the last three days,Economy/Jobs,He has a positive message,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat worried,Somewhat likely,Somewhat likely,Somewhat worried,Has no effect on jobs in your state,30-44,30-44,30-39,Occasionally,College degree,Have voted before,First time voted in a primary,"$50,000 or more",Strongly/Somewhat approve,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Republican,Conservative,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,North,Suburbs,Suburbs,10.0,22101.0
800556.0,Virginia,96.0,Call 3,Backside complete,1.05153954029083,Other,Female,Black,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$100,000 or more",About the same,"Yes, someone else does",No one has,A few times a year,"I have voted before, but not in a presidential primary",In the last three days,Health care/Medicare,He has a positive message,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not too worried,Somewhat likely,Somewhat likely,Somewhat worried,Creates more jobs in your state,30-44,30-44,30-39,Occasionally,No college degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white female,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23509.0
800557.0,Virginia,79.0,Call 3,Backside complete,0.436418414115906,John Kerry,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,No one has,More than once a week,I have voted in a presidential primary before,Today,The war in Iraq,He has the right experience,Somewhat disapprove,Angry,He agrees with you on the major issues,Not too worried,Not too likely,Somewhat likely,Somewhat worried,Omit,45-64,45-59,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Moderate,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,Southeast,Suburbs,Suburbs,1.0,23185.0
800558.0,Virginia,12.0,Call 3,Backside complete,0.779572188854218,,Male,White,No,30-39,Independent,Very conservative,Some college or associate degree,"$100,000 or more",Better today,No one does,No one has,A few times a month,"I have voted before, but not in a presidential primary",Today,Taxes,He has a positive message,Strongly approve,Enthusaistic,Omit,Not too worried,Not at all likely,Not at all likely,Somewhat worried,Creates more jobs in your state,30-44,30-44,30-39,Occasionally,No college degree,Have voted before,First time voted in a primary,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,No,No,Not too/Not at all likely,Not too/Not at all likely,18-64,Independent,Conservative,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,East/Richmond,Rural,Small cities and Rural,1.0,22546.0
800559.0,Virginia,50.0,Call 3,Backside complete,0.759262263774872,John Edwards,Female,White,No,30-39,Independent,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,A few times a year,I have voted in a presidential primary before,In the last week,Education,He can defeat George W. Bush,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,30-44,30-44,30-39,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,East/Richmond,Suburbs,Suburbs,7.0,23229.0
800561.0,Virginia,79.0,Call 3,Backside complete,0.845077693462372,Wesley Clark,Male,Black,No,45-49,Something Else,Moderate,College graduate,"$100,000 or more",About the same,No one does,No one has,More than once a week,I have voted in a presidential primary before,In the last month,Economy/Jobs,He has a positive message,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not too worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,40-49,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,Non-white male,Very/somewhat worried,Last month/Before that,No,No,Black,Southeast,Suburbs,Suburbs,1.0,23185.0
800562.0,Virginia,96.0,Call 3,Backside complete,0.743250131607056,John Kerry,Female,Black,No,25-29,Democrat,Moderate,College graduate,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",A few times a year,I have voted in a presidential primary before,In the last week,Education,He cares about people like me,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not at all worried,Not at all likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,17-29,17-29,25-29,Occasionally,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Moderate,Non-white female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23509.0
800563.0,Virginia,12.0,Call 3,Backside complete,0.863819301128387,Al Sharpton,Male,Black,No,25-29,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,No one has,Once a week,"I have voted before, but not in a presidential primary",In the last week,Economy/Jobs,He stands up for what he believes,Somewhat disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Not at all likely,Not at all likely,Somewhat worried,Takes more jobs from your state,17-29,17-29,25-29,Weekly,No college degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Not too/Not at all likely,Not too/Not at all likely,18-64,Democrat,Moderate,Non-white male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,Black,East/Richmond,Rural,Small cities and Rural,1.0,22546.0
800564.0,Virginia,50.0,Call 3,Backside complete,0.601224780082703,Howard Dean,Female,White,No,17-24,Democrat,Very liberal,Did not complete high school,"$100,000 or more",Better today,No one does,No one has,A few times a year,This is the first time I have voted in any election,In the last month,The war in Iraq,He stands up for what he believes,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat worried,Somewhat likely,Very likely,Somewhat worried,Has no effect on jobs in your state,17-29,17-29,17-24,Occasionally,No college degree,First time ever voted,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,East/Richmond,Suburbs,Suburbs,7.0,23229.0
800566.0,Virginia,79.0,Call 3,Backside complete,0.436418414115906,John Kerry,Male,White,No,45-49,Independent,Moderate,College graduate,"$50,000-$74,999",Worse today,No one does,No one has,A few times a year,I have voted in a presidential primary before,In the last month,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Not at all worried,Somewhat likely,Very likely,Somewhat worried,Has no effect on jobs in your state,45-64,45-59,40-49,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,White male,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,Suburbs,Suburbs,1.0,23185.0
