ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WGT,DPRES,SEX,RACE,MEXICAN,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BREAKPRI,BUSHANGR,BEATBUSH,SATKRYAZ,AGE,AGE60,AGE65,ATTEND2,ATTREL,BREAK2,COLLEDUC,EMPWMN,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
674425.0,Arizona,5.0,Call 3,Backside complete,Election day exit poll,1.43027520179749,Wesley Clark,Male,Other,No,30-39,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,"Yes, I do",No one has,Something else,Once a week,Not working and looking for work,Never,In the last month,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat disapprove,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Satisfied,30-44,30-44,30-39,Weekly,All others/Omits,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Rarely/Never,American Indian,Rest of state,Rural,Small cities and Rural,1.0,86044.0
674426.0,Arizona,72.0,Call 3,Backside complete,Election day exit poll,0.85671603679657,John Kerry,Male,White,No,25-29,Democrat,Moderate,College graduate,"$30,000-$49,999",Better today,No one does,No one has,Catholic,A few times a year,Employed full-time,Rarely,In the last month,Economy/Jobs,He has a positive message,Not so good,Somewhat approve,Not too important,Angry,He agrees with you on the major issues,Satisfied,18-29,18-29,25-29,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White male,Last month/Before that,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",8.0,85741.0
674427.0,Arizona,72.0,Call 3,Backside complete,Election day exit poll,0.716896235942841,John Kerry,Male,White,No,60-64,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Worse today,"Yes, I do","Yes, I have",Protestant,Never,Employed full-time,Occasionally,In the last three days,Economy/Jobs,He has the right experience,Not so good,Strongly disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,45-64,60 or over,50-64,Never,Protestant/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,White,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",8.0,85741.0
674428.0,Arizona,73.0,Call 3,Backside complete,Election day exit poll,0.986099720001221,Wesley Clark,Male,Hispanic/Latino,Yes,45-49,Democrat,Very conservative,High school graduate,"$50,000-$74,999",About the same,"Yes, I do","Yes, someone else has",Catholic,A few times a year,Employed full-time,Rarely,Before that,The war in Iraq,He cares about people like me,Good,Strongly approve,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Dissatisfied,45-64,45-59,40-49,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Democrat,Conservative,Catholic,All others/Omits,Non-white male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Rarely/Never,Hispanic/Latino,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",7.0,85711.0
674429.0,Arizona,73.0,Call 3,Backside complete,Election day exit poll,0.939748048782349,John Kerry,Male,White,No,45-49,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do","Yes, I have",Protestant,A few times a year,Employed full-time,Never,In the last week,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,Very important,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,40-49,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",7.0,85711.0
674430.0,Arizona,11.0,Call 3,Backside complete,Election day exit poll,0.623308122158051,John Kerry,Male,Other,No,18-24,Democrat,Somewhat liberal,Some college or associate degree,"$100,000 or more",About the same,No one does,No one has,Catholic,A few times a year,Employed full-time,Rarely,In the last week,Education,He stands up for what he believes,Good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,18-29,18-29,18-24,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white male,Today/Last 3 days/Last week,No,No,Rarely/Never,Other,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
674431.0,Arizona,11.0,Call 3,Backside complete,Election day exit poll,0.580071747303009,John Kerry,Female,White,No,45-49,Democrat,Very liberal,High school graduate,"$30,000-$49,999",Worse today,No one does,No one has,None,Never,Employed full-time,Rarely,In the last month,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Somewhat important,Angry,Omit,Satisfied,45-64,45-59,40-49,Never,All others/Omits,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White female,Last month/Before that,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
674432.0,Arizona,59.0,Call 3,Backside complete,Election day exit poll,0.693827152252197,Wesley Clark,Male,White,No,50-59,Democrat,Somewhat conservative,College graduate,"$30,000-$49,999",About the same,"Yes, I do","Yes, I have",Catholic,A few times a month,Employed full-time,Frequently,Before that,Economy/Jobs,He has the right temperament,Not so good,Somewhat disapprove,Somewhat important,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Conservative,Catholic,White Catholic,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
674433.0,Arizona,59.0,Call 3,Backside complete,Election day exit poll,0.75409322977066,John Kerry,Female,White,No,50-59,Democrat,Moderate,College graduate,"$30,000-$49,999",Worse today,No one does,No one has,Protestant,Once a week,Not working and looking for work,Frequently,Before that,Economy/Jobs,He can defeat George W. Bush,Poor,Somewhat approve,Omit,Angry,He can defeat George W. Bush in November,Satisfied,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,Omit,College degree,Unemployed women,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,Last month/Before that,No,No,Frequently/Occasionally,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
674434.0,Arizona,93.0,Call 3,Backside complete,Election day exit poll,0.464791774749756,Howard Dean,Female,White,No,50-59,Democrat,Somewhat conservative,High school graduate,"$30,000-$49,999",About the same,No one does,No one has,Catholic,Once a week,Employed full-time,Never,In the last month,Health care/Medicare,He can defeat George W. Bush,Not so good,Strongly disapprove,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Satisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,Not too/Not at all important,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Conservative,Catholic,White Catholic,White female,Last month/Before that,No,No,Rarely/Never,White,Rest of state,Rural,Small cities and Rural,1.0,86301.0
674435.0,Arizona,44.0,Call 3,Backside complete,Election day exit poll,0.711102962493896,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,No one has,Catholic,A few times a year,Employed part-time,Occasionally,Before that,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Satisfied,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,Last month/Before that,No,No,Frequently/Occasionally,White,Maricopa County,"City over 500,000","City over 50,000",4.0,85013.0
674436.0,Arizona,38.0,Call 3,Backside complete,Election day exit poll,1.66416895389557,Joe Lieberman,Male,Hispanic/Latino,Yes,65-74,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do","Yes, I have",Catholic,A few times a year,Employed full-time,Never,Before that,Economy/Jobs,He has the right experience,Poor,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Catholic,All others/Omits,Non-white male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Rarely/Never,Hispanic/Latino,Maricopa County,"City over 500,000","City over 50,000",4.0,85009.0
674437.0,Arizona,94.0,Call 3,Backside complete,Election day exit poll,0.856416821479797,Howard Dean,Male,Hispanic/Latino,Yes,45-49,Democrat,Moderate,Some college or associate degree,"Under $15,000",Worse today,No one does,No one has,Catholic,More than once a week,Employed full-time,Frequently,Before that,Omit,Omit,Poor,Strongly disapprove,Not too important,Angry,He can defeat George W. Bush in November,Dissatisfied,45-64,45-59,40-49,Weekly,Catholic/Attend weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,Last month/Before that,No,No,Frequently/Occasionally,Hispanic/Latino,Rest of state,Suburbs,Suburbs,7.0,85349.0
674438.0,Arizona,80.0,Call 3,Backside complete,Election day exit poll,0.809197247028351,,Female,White,No,40-44,,Moderate,College graduate,"$75,000-$99,999",Worse today,"Yes, someone else does",No one has,None,A few times a month,Employed full-time,Never,Omit,Health care/Medicare,Omit,Poor,Omit,Somewhat important,Angry,He can defeat George W. Bush in November,Dissatisfied,30-44,30-44,40-49,Occasionally,All others/Omits,Very/somewhat important,College degree,Employed women,Omit,No,No,Not so good/Poor,18-64,,Moderate,None,White None,White female,Omit,"Yes, I am or someone in household is",No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",8.0,85711.0
674439.0,Arizona,80.0,Call 3,Backside complete,Election day exit poll,1.13103795051575,John Kerry,Female,Hispanic/Latino,Yes,50-59,Democrat,Somewhat liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,No one has,Catholic,More than once a week,Not working and looking for work,Never,In the last three days,Economy/Jobs,He has the right experience,Poor,Somewhat disapprove,Very important,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white female,Today/Last 3 days/Last week,No,No,Rarely/Never,Hispanic/Latino,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",8.0,85711.0
674441.0,Arizona,86.0,Call 3,Backside complete,Election day exit poll,1.77055025100708,Wesley Clark,Female,Hispanic/Latino,Yes,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,"Yes, someone else has",Something else,Once a week,Not working and not looking for work,Never,Before that,Health care/Medicare,He has a positive message,Not so good,Strongly disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,45-64,60 or over,50-64,Weekly,All others/Omits,Not too/Not at all important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,Last month/Before that,No,No,Rarely/Never,American Indian,Pima/Pinal/Santa Cruz,Rural,Small cities and Rural,7.0,85247.0
674442.0,Arizona,72.0,Call 3,Backside complete,Election day exit poll,0.770285308361053,John Kerry,Male,White,No,50-59,Democrat,Moderate,High school graduate,"$50,000-$74,999",About the same,No one does,"Yes, I have",Protestant,Never,Employed full-time,Rarely,In the last month,The war in Iraq,He can defeat George W. Bush,Not so good,Somewhat disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Satisfied,45-64,45-59,50-64,Never,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,Last month/Before that,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",8.0,85741.0
674443.0,Arizona,73.0,Call 3,Backside complete,Election day exit poll,1.02066922187805,Wesley Clark,Female,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,No one has,None,A few times a year,Employed full-time,Frequently,Today,The war in Iraq,He has the right temperament,Poor,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Dissatisfied,30-44,30-44,30-39,Occasionally,All others/Omits,Very/somewhat important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White female,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",7.0,85711.0
674444.0,Arizona,11.0,Call 3,Backside complete,Election day exit poll,0.560425043106079,John Kerry,Male,Hispanic/Latino,Yes,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",About the same,"Yes, someone else does","Yes, someone else has",Catholic,A few times a year,Employed full-time,Never,In the last three days,Health care/Medicare,He stands up for what he believes,Poor,Somewhat approve,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
674445.0,Arizona,93.0,Call 3,Backside complete,Election day exit poll,0.464791774749756,Howard Dean,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",About the same,No one does,No one has,Catholic,A few times a year,Employed full-time,Frequently,Before that,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Satisfied,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,Last month/Before that,No,No,Frequently/Occasionally,White,Rest of state,Rural,Small cities and Rural,1.0,86301.0
674446.0,Arizona,44.0,Call 3,Backside complete,Election day exit poll,0.687018275260925,Howard Dean,Male,White,No,30-39,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,No one does,No one has,Other Christian,A few times a year,Employed full-time,Rarely,In the last month,Education,He has a positive message,Poor,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues,Dissatisfied,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,Last month/Before that,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",4.0,85013.0
674447.0,Arizona,94.0,Call 3,Backside complete,Election day exit poll,0.856416821479797,Howard Dean,Male,Hispanic/Latino,Yes,40-44,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",Better today,No one does,No one has,Other Christian,Once a week,Employed full-time,Rarely,Before that,Education,He has a positive message,Good,Somewhat approve,Very important,Enthusaistic,He agrees with you on the major issues,Satisfied,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,Very/somewhat important,College degree,All others/Omits,Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,Last month/Before that,No,No,Rarely/Never,Hispanic/Latino,Rest of state,Suburbs,Suburbs,7.0,85349.0
674448.0,Arizona,9.0,Call 3,Backside complete,Election day exit poll,1.05610370635986,Wesley Clark,Female,Asian,No,50-59,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Worse today,No one does,No one has,None,Never,Employed full-time,Occasionally,In the last three days,Health care/Medicare,He has the right experience,Poor,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Never,All others/Omits,Very/somewhat important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,None,All others/Omits,Non-white female,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,Asian,Maricopa County,"City: 10,000 to 49,999",Small cities and Rural,0.0,85283.0
674450.0,Arizona,72.0,Call 3,Backside complete,Election day exit poll,0.83661413192749,Wesley Clark,Female,White,No,50-59,Independent,Moderate,Postgraduate study,"$75,000-$99,999",Worse today,No one does,"Yes, someone else has",Protestant,A few times a month,Employed full-time,Never,In the last month,Omit,He has the right experience,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,Last month/Before that,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",8.0,85741.0
674451.0,Arizona,11.0,Call 3,Backside complete,Election day exit poll,0.514134585857391,Wesley Clark,Female,White,,65-74,Independent,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,Catholic,Once a week,Not working and not looking for work,Rarely,Before that,The war in Iraq,He has a positive message,Not so good,Somewhat disapprove,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,Very/somewhat important,College degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Independent,Moderate,Catholic,White Catholic,White female,Last month/Before that,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
674452.0,Arizona,59.0,Call 3,Backside complete,Election day exit poll,0.75409322977066,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Worse today,No one does,No one has,None,Never,Not working and not looking for work,Occasionally,In the last month,Health care/Medicare,He can defeat George W. Bush,Not so good,Strongly disapprove,Not at all important,Angry,He can defeat George W. Bush in November,Satisfied,30-44,30-44,30-39,Never,All others/Omits,Not too/Not at all important,College degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White female,Last month/Before that,No,No,Frequently/Occasionally,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
674453.0,Arizona,93.0,Call 3,Backside not complete,Election day exit poll,0.603520810604095,John Kerry,Male,White,No,65-74,,,,,,,,,,,Never,Today,The war in Iraq,He has the right experience,,,,"Dissatisfied, but not angry",,Satisfied,65 or over,60 or over,65 or over,,,,,,,,,,65 or over,,,,,White male,Today/Last 3 days/Last week,,,Rarely/Never,White,Rest of state,Rural,Small cities and Rural,1.0,86301.0
674454.0,Arizona,44.0,Call 3,Backside complete,Election day exit poll,0.729298949241638,John Edwards,Female,White,No,40-44,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do",No one has,Protestant,A few times a year,Employed full-time,Never,In the last week,Education,He cares about people like me,Not so good,Somewhat disapprove,Not at all important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Dissatisfied,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",4.0,85013.0
674455.0,Arizona,94.0,Call 3,Backside complete,Election day exit poll,0.952512085437775,Howard Dean,Male,Hispanic/Latino,Yes,18-24,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,No one has,Catholic,A few times a year,Not working and looking for work,Never,Before that,The war in Iraq,He cares about people like me,Poor,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Satisfied,18-29,18-29,18-24,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,Last month/Before that,No,No,Rarely/Never,Hispanic/Latino,Rest of state,Suburbs,Suburbs,7.0,85349.0
674456.0,Arizona,80.0,Call 3,Backside complete,Election day exit poll,1.05264484882355,John Kerry,Female,Other,No,75 or over,Democrat,Moderate,Some college or associate degree,"$75,000-$99,999",Worse today,"Yes, someone else does","Yes, someone else has",Catholic,More than once a week,Employed part-time,Frequently,Today,Economy/Jobs,He stands up for what he believes,Not so good,Strongly approve,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Employed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,All others/Omits,Non-white female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Frequently/Occasionally,Other,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",8.0,85711.0
674457.0,Arizona,86.0,Call 3,Backside complete,Election day exit poll,1.77287769317627,Wesley Clark,Female,Other,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Protestant,A few times a year,Employed full-time,Rarely,In the last month,Health care/Medicare,He stands up for what he believes,Not so good,Somewhat approve,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,Employed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,Last month/Before that,No,No,Rarely/Never,American Indian,Pima/Pinal/Santa Cruz,Rural,Small cities and Rural,7.0,85247.0
674458.0,Arizona,11.0,Call 3,Backside complete,Election day exit poll,0.552423477172852,Wesley Clark,Female,Hispanic/Latino,Yes,50-59,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,No one has,Catholic,A few times a month,Employed full-time,Never,In the last month,Omit,He cares about people like me,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white female,Last month/Before that,No,No,Rarely/Never,Hispanic/Latino,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
674459.0,Arizona,59.0,Call 3,Backside complete,Election day exit poll,0.718150556087494,Wesley Clark,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,"Yes, someone else has",Catholic,A few times a month,Employed full-time,Rarely,In the last month,Education,He cares about people like me,Poor,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,Last month/Before that,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
674460.0,Arizona,93.0,Call 3,Backside complete,Election day exit poll,0.560282945632935,,Male,White,No,40-44,Something Else,Very liberal,Some college or associate degree,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Something else,Never,Employed full-time,Rarely,In the last week,Economy/Jobs,He has a positive message,Not so good,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,,30-44,30-44,40-49,Never,All others/Omits,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Liberal,Something else,White Something else,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Rest of state,Rural,Small cities and Rural,1.0,86301.0
674461.0,Arizona,80.0,Call 3,Backside not complete,Election day exit poll,1.14662754535675,Wesley Clark,Male,Hispanic/Latino,Yes,50-59,,,,,,,,,,,Frequently,In the last month,Economy/Jobs,He cares about people like me,,,,"Dissatisfied, but not angry",,Satisfied,45-64,45-59,50-64,,,,,,,,,,18-64,,,,,Non-white male,Last month/Before that,,,Frequently/Occasionally,Hispanic/Latino,Pima/Pinal/Santa Cruz,"City over 500,000","City over 50,000",8.0,85711.0
674462.0,Arizona,9.0,Call 3,Backside complete,Election day exit poll,1.02033412456512,Wesley Clark,Male,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, someone else does","Yes, I have",Catholic,A few times a year,Employed full-time,Never,In the last week,Economy/Jobs,He can defeat George W. Bush,Poor,Strongly disapprove,Not too important,Angry,He can defeat George W. Bush in November,Satisfied,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,White,Maricopa County,"City: 10,000 to 49,999",Small cities and Rural,0.0,85283.0
674463.0,Arizona,50.0,Call 3,Backside complete,Election day exit poll,0.806775748729706,Wesley Clark,Male,Other,No,45-49,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,No one has,Something else,A few times a year,Employed full-time,Occasionally,In the last week,Health care/Medicare,He stands up for what he believes,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Dissatisfied,45-64,45-59,40-49,Occasionally,All others/Omits,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white male,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,American Indian,Maricopa County,"City over 500,000","City over 50,000",4.0,85008.0
