ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,MARRIED,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1003943.0,Ohio,102.0,Call 3,Backside complete,1.95143806934357,John Edwards,Male,White,,60-64,Independent,Moderate,High school graduate,,Worse today,No one does,Catholic,Yes,Today,Health care/Medicare,He can defeat George W. Bush,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Neither candidate,45-64,60 or over,50-64,Omit,No college degree,No,,17-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,16.0,44720.0
1003948.0,Ohio,77.0,Call 3,Backside complete,1.28498518466949,John Edwards,Male,White,No,45-49,Democrat,Somewhat conservative,Some college or associate degree,"$75,000-$99,999",About the same,No one does,Other Christian,No,In the last month,Economy/Jobs,He has the right experience,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Neither candidate,No,Has no effect on jobs in your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,17.0,44471.0
1003949.0,Ohio,91.0,Call 3,Backside complete,0.748437643051147,Dennis Kucinich,Female,White,No,40-44,Something Else,Very liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Something else,Yes,In the last three days,Health care/Medicare,He has a positive message,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Independent,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Northeast,Suburbs,Suburbs,17.0,44288.0
1003954.0,Ohio,100.0,Call 3,Backside complete,0.85275536775589,John Kerry,Male,White,No,60-64,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,Yes,In the last three days,Economy/Jobs,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northwest,Suburbs,Suburbs,5.0,44830.0
1003955.0,Ohio,32.0,Call 3,Backside complete,0.815658986568451,Dennis Kucinich,Male,White,No,25-29,Independent,Very liberal,Some college or associate degree,"$75,000-$99,999",Better today,No one does,None,Yes,Before that,The war in Iraq,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,17-29,17-29,25-29,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Independent,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Central,"City over 500,000","City over 50,000",15.0,43221.0
1003957.0,Ohio,82.0,Call 3,Backside complete,1.33871448040009,John Kerry,Male,White,No,17-24,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Other Christian,No,In the last month,Education,He cares about people like me,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,17-29,17-29,17-24,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northeast,Rural,Small cities and Rural,5.0,44253.0
1003958.0,Ohio,82.0,Call 3,Backside complete,1.4904807806015,John Edwards,Female,White,No,30-39,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",About the same,"Yes, someone else does",Other Christian,Yes,In the last month,Economy/Jobs,He has a positive message,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Northeast,Rural,Small cities and Rural,5.0,44253.0
1003963.0,Ohio,51.0,Call 3,Backside complete,0.562669575214386,John Kerry,Male,Black,No,45-49,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",Worse today,"Yes, someone else does",Something else,Yes,In the last month,Omit,He has a positive message,Somewhat important,Enthusaistic,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,40-49,Very/somewhat important,No college degree,Yes,"Under $50,000",17-64,Democrat,Liberal,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,Black,Southwest,"City: 50,000 to 500,000","City over 50,000",1.0,45223.0
1003971.0,Ohio,4.0,Call 3,Backside complete,1.66518294811249,John Kerry,Female,White,No,50-59,Republican,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,Something else,Yes,In the last week,National security/Terrorism,He stands up for what he believes,Omit,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Omit,College degree,Yes,"$50,000 or more",17-64,Republican,Liberal,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,14.0,44030.0
1003975.0,Ohio,106.0,Call 3,Backside complete,0.911137819290161,John Kerry,Female,White,No,45-49,Democrat,Moderate,College graduate,"$30,000-$49,999",About the same,No one does,Other Christian,No,In the last month,Health care/Medicare,He has the right experience,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,No,"Under $50,000",17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,13.0,44223.0
1003976.0,Ohio,106.0,Call 3,Backside complete,1.03156661987305,John Edwards,Female,White,No,25-29,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",Better today,No one does,None,No,Today,Education,He cares about people like me,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Omit,Satisfied if either one is the nominee,Only John Edwards,No,Creates more jobs in your state,Both candidates,17-29,17-29,25-29,Very/somewhat important,College degree,No,"Under $50,000",17-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,13.0,44223.0
1003979.0,Ohio,94.0,Call 3,Backside complete,0.638393044471741,John Edwards,Male,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$100,000 or more",About the same,No one does,Catholic,No,Today,Omit,He is honest and trustworthy,Not too important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Omits,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Moderate,Catholic,White Catholic,Omit,Omit,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Northwest,Suburbs,Suburbs,5.0,45856.0
1003980.0,Ohio,88.0,Call 3,Backside complete,0.488272041082382,Dennis Kucinich,Male,White,No,45-49,Independent,Somewhat conservative,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Something else,Yes,Before that,Economy/Jobs,He has a positive message,Somewhat important,Enthusaistic,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,40-49,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Independent,Conservative,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Southwest,Suburbs,Suburbs,3.0,45431.0
1003981.0,Ohio,16.0,Call 3,Backside complete,0.727978825569153,Dennis Kucinich,Male,,No,17-24,Something Else,Very liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,None,No,Before that,Health care/Medicare,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,17-29,17-29,17-24,Not too/not at all important,No college degree,No,"Under $50,000",17-64,Independent,Liberal,None,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,,Cuyahoga County,"City: 50,000 to 500,000","City over 50,000",11.0,44113.0
1003987.0,Ohio,102.0,Call 3,Backside complete,1.93840742111206,John Edwards,Male,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do",Catholic,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,Omit,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,Yes,"$50,000 or more",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,16.0,44720.0
1003993.0,Ohio,77.0,Call 3,Backside complete,1.06749796867371,John Kerry,Male,White,No,50-59,Democrat,Somewhat conservative,College graduate,"$100,000 or more",About the same,"Yes, I do",Catholic,Yes,In the last month,Taxes,He has the right experience,Somewhat important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,17.0,44471.0
1003994.0,Ohio,77.0,Call 3,Backside complete,0.964333176612854,Dennis Kucinich,Female,White,No,30-39,Democrat,Somewhat liberal,High school graduate,"$75,000-$99,999",Better today,"Yes, someone else does",Other Christian,No,In the last month,The war in Iraq,He has the right experience,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,No college degree,Yes,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,17.0,44471.0
1003995.0,Ohio,91.0,Call 3,Backside complete,0.72075080871582,John Kerry,Female,White,No,30-39,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Better today,No one does,Other Christian,Yes,In the last three days,Education,He is honest and trustworthy,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Very/somewhat important,College degree,Yes,"Under $50,000",17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northeast,Suburbs,Suburbs,17.0,44288.0
1004001.0,Ohio,100.0,Call 3,Backside complete,0.592864990234375,John Kerry,Male,White,No,45-49,Independent,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Protestant,,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,No college degree,Yes,"Under $50,000",17-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Northwest,Suburbs,Suburbs,5.0,44830.0
1004005.0,Ohio,32.0,Call 3,Backside complete,1.00357711315155,John Kerry,Female,White,No,50-59,Independent,Moderate,Postgraduate study,"$50,000-$74,999",Better today,"Yes, I do",None,No,In the last month,Economy/Jobs,He has the right experience,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",17-64,Independent,Moderate,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Central,"City over 500,000","City over 50,000",15.0,43221.0
1004008.0,Ohio,82.0,Call 3,Backside complete,1.47800636291504,Dennis Kucinich,Male,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, I do",Protestant,No,In the last month,Education,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northeast,Rural,Small cities and Rural,5.0,44253.0
1004009.0,Ohio,82.0,Call 3,Backside complete,1.4233306646347,John Kerry,Male,White,No,50-59,Independent,Moderate,High school graduate,"$50,000-$74,999",Worse today,"Yes, I do",None,Yes,In the last three days,Economy/Jobs,He has the right experience,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,Yes,"$50,000 or more",17-64,Independent,Moderate,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northeast,Rural,Small cities and Rural,5.0,44253.0
1004024.0,Ohio,106.0,Call 3,Backside complete,0.856971144676209,John Kerry,Female,White,No,25-29,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, someone else does",Something else,Yes,Before that,Economy/Jobs,He has the right experience,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Only John Kerry,17-29,17-29,25-29,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Liberal,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,13.0,44223.0
1004025.0,Ohio,106.0,Call 3,Backside complete,1.50647950172424,John Kerry,Male,White,No,60-64,Democrat,Somewhat conservative,High school graduate,"$15,000-$29,999",About the same,No one does,Something else,Yes,In the last month,Health care/Medicare,He cares about people like me,Somewhat important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Conservative,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,13.0,44223.0
1004027.0,Ohio,94.0,Call 3,Backside complete,0.555363893508911,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Catholic,No,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,Yes,"Under $50,000",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Northwest,Suburbs,Suburbs,5.0,45856.0
1004032.0,Ohio,88.0,Call 3,Backside complete,1.250115275383,John Kerry,Male,White,No,65-74,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",Worse today,"Yes, I do",Protestant,Yes,In the last month,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Southwest,Suburbs,Suburbs,3.0,45431.0
1004033.0,Ohio,88.0,Call 3,Backside complete,0.711136639118195,John Kerry,Female,White,No,17-24,Democrat,Very liberal,Did not complete high school,"$15,000-$29,999",About the same,"Yes, someone else does",Other Christian,No,Before that,Economy/Jobs,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,17-29,17-29,17-24,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Southwest,Suburbs,Suburbs,3.0,45431.0
1004043.0,Ohio,77.0,Call 3,Backside complete,1.06749796867371,John Kerry,Male,White,No,40-44,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,"Yes, I do",Catholic,Yes,In the last week,Taxes,He cares about people like me,Not too important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Only John Kerry,30-44,30-44,40-49,Not too/not at all important,College degree,Yes,"$50,000 or more",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,17.0,44471.0
1004044.0,Ohio,77.0,Call 3,Backside complete,0.964333176612854,Dennis Kucinich,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,Protestant,Yes,In the last month,National security/Terrorism,He cares about people like me,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,No,Creates more jobs in your state,Neither candidate,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,17.0,44471.0
1004045.0,Ohio,91.0,Call 3,Backside not complete,1.45504128932953,Howard Dean,Male,White,No,60-64,,,,,,,,,Today,Taxes,He is honest and trustworthy,,"Satisfied, but not enthusiastic",,,Dissatisfied if either one is the nominee,Neither candidate,,,Only John Edwards,45-64,60 or over,50-64,,,,,17-64,,,,,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,,,White,Northeast,Suburbs,Suburbs,17.0,44288.0
1004046.0,Ohio,91.0,Call 3,Backside complete,0.997301995754242,John Edwards,Male,White,No,30-39,Democrat,Very liberal,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, someone else does",Other Christian,Yes,In the last month,Economy/Jobs,He stands up for what he believes,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,No,Has no effect on jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Northeast,Suburbs,Suburbs,17.0,44288.0
1004050.0,Ohio,100.0,Call 3,Backside complete,0.533007979393005,John Edwards,Female,White,No,17-24,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, I do",Protestant,No,In the last three days,Health care/Medicare,He has a positive message,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,17-29,17-29,17-24,Very/somewhat important,No college degree,Yes,"Under $50,000",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,5.0,44830.0
1004052.0,Ohio,32.0,Call 3,Backside complete,1.00357711315155,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Protestant,No,In the last month,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Central,"City over 500,000","City over 50,000",15.0,43221.0
1004058.0,Ohio,82.0,Call 3,Backside complete,0.750564992427826,Did not vote,Female,White,No,50-59,Democrat,Somewhat conservative,High school graduate,"$30,000-$49,999",About the same,"Yes, someone else does",Protestant,Yes,Omit,The war in Iraq,Omit,Somewhat important,"Satisfied, but not enthusiastic",Omit,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Omit,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Northeast,Rural,Small cities and Rural,5.0,44253.0
