GENDER,AGE10,QRACEAI,MAY,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNYC,GETAHEAD25,TRACKANGR,FORTRUMPM25,TRUMP4,FAVDEM4,FAVREP4,RELIGN18,QLT25NYC,TIME25M,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNYC2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25MWEEK,TIME25MMONTH,SIZEPLC3,REL5
Female,60-64,White,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,,,,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,45-64,1495.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",None
Male,75 or over,Black,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,Not so good,,,,,Somewhat favorable,Somewhat unfavorable,None,1.0,Before October,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,1496.0,1.0,10000.0,,2.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",None
Female, 65-74,American Indian,Curtis Sliwa,Donald Trump,,Attended college but received no degree,Republican,,Somewhat liberal,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,1497.0,1.0,10000.0,,3.0,Other,45 or over,65 or over,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Jewish
Male,60-64,American Indian,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Somewhat conservative,"$100,000-$199,999",,Falling behind,,To oppose Donald Trump,Somewhat approve,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,45-64,1502.0,1.0,10000.0,,1.0,Other,45 or over,50-64,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Catholic
Female,75 or over,Black,Eric Adams,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,65 or over,1505.0,1.0,10000.0,,3.0,Black,45 or over,65 or over,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Male,45-49,Hispanic/Latino,Andrew Cuomo,Kamala Harris,,High school graduate,Republican,,Moderate,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Strongly approve,,,Protestant,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,1506.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,40-49,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Protestant or other Christian
Female,25-29,White,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat conservative,"$50,000-$99,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,College graduate,18-29,1508.0,1.0,10000.0,,1.0,White,18-44,25-29,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",None
Male,60-64,Hispanic/Latino,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Republican,,Moderate,"$5300,000 or more",,Falling behind,,To support Donald Trump,Somewhat approve,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,45-64,1510.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,50-64,Latino men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Catholic
Female,35-39,Black,Zohran Mamdani,Donald Trump,,High school graduate,Democrat,,Moderate,,,,Angry,,,,,Muslim,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,30-44,1513.0,1.0,10000.0,,3.0,Black,18-44,30-39,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Other
Male,75 or over,White,Curtis Sliwa,Donald Trump,,Associate's degree (AA or AS),Democrat,,Somewhat liberal,,,,,,,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,65 or over,1514.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",None
Female, 65-74,White,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,,Angry,,,,,Other Christian,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,65 or over,1516.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Protestant or other Christian
Female,75 or over,White,Eric Adams,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Moderate,"$100,000-$199,999",,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,Protestant,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,65 or over,1518.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Protestant or other Christian
Male,60-64,Black,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat conservative,"$100,000-$199,999",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,45-64,1521.0,1.0,10000.0,,1.0,Black,45 or over,50-64,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",None
Female,60-64,Black,Zohran Mamdani,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,"$50,000-$99,999",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,45-64,1523.0,1.0,10000.0,,1.0,Black,45 or over,50-64,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Catholic
Male,50-59,Black,Andrew Cuomo,Kamala Harris,,Associate's degree (AA or AS),Independent,Not lean either way,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Other,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,1532.0,1.0,10000.0,,3.0,Black,45 or over,50-64,Black men,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Other
Male,18-24,Asian,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Republican,,Moderate,"$50,000-$99,999",,Getting ahead,,To support Donald Trump,Strongly approve,,,Protestant,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,18-29,1533.0,1.0,10000.0,,1.0,Asian,18-44,18-24,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Protestant or other Christian
Female,35-39,White,Eric Adams,Kamala Harris,,Associate's degree (AA or AS),Republican,,Moderate,,Good,,,,,Somewhat unfavorable,Strongly unfavorable,None,2.0,Before October,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,30-44,1536.0,1.0,10000.0,,2.0,White,18-44,30-39,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",None
Female, 65-74,White,Curtis Sliwa,Donald Trump,,Attended college but received no degree,Republican,,Moderate,,Good,,,,,Strongly unfavorable,Strongly unfavorable,Jewish,2.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,65 or over,1537.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Jewish
Male,40-44,Hispanic/Latino,Andrew Cuomo,Donald Trump,,Attended college but received no degree,Republican,,Somewhat liberal,,,,,,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,30-44,1540.0,1.0,10000.0,,3.0,Hispanic/Latino,18-44,40-49,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,,,,,,,,"City over 50,000",Catholic
Female,45-49,White,Zohran Mamdani,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Somewhat liberal,,Not so good,,,,,Strongly favorable,Strongly unfavorable,Other,5.0,Before October,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,45-64,1541.0,1.0,10000.0,,2.0,White,45 or over,40-49,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Male,75 or over,Black,Zohran Mamdani,Kamala Harris,,High school graduate,Independent,Not lean either way,Somewhat liberal,"$50,000-$99,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,1542.0,1.0,10000.0,,1.0,Black,45 or over,65 or over,Black men,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",None
Male,60-64,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Something else,Not lean either way,Somewhat liberal,,Not so good,,,,,Somewhat favorable,Somewhat unfavorable,Other,1.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,45-64,1549.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,50-64,Latino men,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Male,60-64,Hispanic/Latino,Eric Adams,Kamala Harris,,Attended college but received no degree,Republican,,Somewhat liberal,"$100,000-$199,999",,Holding steady,,To support Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,45-64,1553.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,50-64,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Catholic
Female,50-59,White,Andrew Cuomo,Donald Trump,,High school graduate,Republican,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,45-64,1554.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Male,30-34,White,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,Not so good,,,,,Somewhat favorable,Strongly unfavorable,None,1.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,College graduate,30-44,1556.0,1.0,10000.0,,2.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",None
Female,18-24,Black,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,"$200,000-$299,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,Other,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,18-29,1561.0,1.0,10000.0,,1.0,Black,18-44,18-24,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Other
Female,30-34,Black,Andrew Cuomo,Kamala Harris,,High school graduate,Independent,Lean Democrat,Moderate,,,,Enthusiastic,,,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,30-44,1563.0,1.0,10000.0,,3.0,Black,18-44,30-39,Black women,Non-white non-college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Jewish
Female, 65-74,White,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,"$30,000-$49,999",,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,65 or over,1566.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Catholic
Female, 65-74,White,Zohran Mamdani,Kamala Harris,,High school graduate,Independent,Not lean either way,Moderate,"$50,000-$99,999",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,65 or over,1569.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",None
Female,45-49,White,Did not vote,Kamala Harris,,High school graduate,Republican,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,45-64,1571.0,1.0,10000.0,,3.0,White,45 or over,40-49,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Jewish
Female,60-64,White,Curtis Sliwa,Donald Trump,,Attended college but received no degree,Democrat,,Somewhat conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Jewish,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,45-64,1572.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Jewish
Female, 65-74,Black,Andrew Cuomo,Kamala Harris,,Associate's degree (AA or AS),Republican,,Moderate,,,,,,,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,65 or over,1573.0,1.0,10000.0,,3.0,Black,45 or over,65 or over,Black women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,"City over 50,000",None
Female,50-59,White,Andrew Cuomo,Did not vote,,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,"$100,000-$199,999",,Holding steady,,To support Donald Trump,Somewhat approve,,,Other,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,45-64,1574.0,1.0,10000.0,,1.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Other
Male,35-39,White,Andrew Cuomo,Kamala Harris,,Associate's degree (AA or AS),Republican,,Moderate,,Excellent,,,,,Somewhat unfavorable,Somewhat favorable,Catholic,5.0,Before October,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,30-44,1579.0,1.0,10000.0,,2.0,White,18-44,30-39,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Catholic
Male,30-34,Hispanic/Latino,Curtis Sliwa,Donald Trump,,Bachelor's degree (BA or BS),Democrat,,Somewhat conservative,,,,,,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,30-44,1580.0,1.0,10000.0,,3.0,Hispanic/Latino,18-44,30-39,Latino men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,,,,,,,,,,,"City over 50,000",Catholic
Male,75 or over,Hispanic/Latino,Andrew Cuomo,Donald Trump,,Bachelor's degree (BA or BS),Something else,Lean Republican,Moderate,"$100,000-$199,999",,Holding steady,,To support Donald Trump,Somewhat approve,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,65 or over,1587.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",None
Male,30-34,White,Andrew Cuomo,Did not vote,,Bachelor's degree (BA or BS),Republican,,Moderate,,,,,,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,30-44,1588.0,1.0,10000.0,,3.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,"City over 50,000",Catholic
Female,45-49,White,Andrew Cuomo,Kamala Harris,,High school graduate,Republican,,Moderate,"$30,000-$49,999",,Falling behind,,To support Donald Trump,Strongly disapprove,,,Other,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,45-64,1596.0,1.0,10000.0,,1.0,White,45 or over,40-49,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Other
Female,25-29,White,Zohran Mamdani,Someone else,,Bachelor's degree (BA or BS),Something else,Not lean either way,Somewhat conservative,"$100,000-$199,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,College graduate,18-29,1598.0,1.0,10000.0,,1.0,White,18-44,25-29,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",None
Female,60-64,White,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Independent,Lean Republican,Moderate,"$100,000-$199,999",,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,Other,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,45-64,1600.0,1.0,10000.0,,1.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Other
Male,50-59,Black,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Somewhat conservative,,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,Protestant,2.0,Before October,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,1612.0,1.0,10000.0,,2.0,Black,45 or over,50-64,Black men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Protestant or other Christian
Male,45-49,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,Not so good,,,,,Strongly favorable,Strongly unfavorable,None,4.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,45-64,1613.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,40-49,Latino men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",None
Male,25-29,American Indian,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,"$30,000-$49,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,Protestant,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,College graduate,18-29,1614.0,1.0,10000.0,,1.0,Other,18-44,25-29,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Protestant or other Christian
Female,60-64,White,Eric Adams,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Very liberal,"$100,000-$199,999",,Getting ahead,,To support Donald Trump,Strongly disapprove,,,Protestant,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,No college degree,45-64,1616.0,1.0,10000.0,,1.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Protestant or other Christian
Female,60-64,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Moderate,,,,,,,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,45-64,1617.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",None
Male, 65-74,White,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,"$50,000-$99,999",,Falling behind,,To oppose Donald Trump,Strongly approve,,,Protestant,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,65 or over,1618.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Protestant or other Christian
Male, 65-74,White,Andrew Cuomo,Kamala Harris,,Not a high school graduate,Republican,,Very liberal,,,,,,,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,65 or over,1619.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Liberal,,,,,,,,,,,"City over 50,000",None
Female,60-64,White,Eric Adams,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,45-64,1620.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Male,50-59,White,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Independent,Not lean either way,Very conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,45-64,1621.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Female,25-29,White,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Moderate,,Poor,,,,,Strongly unfavorable,Somewhat favorable,None,5.0,In the last week,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,No college degree,18-29,1622.0,1.0,10000.0,,2.0,White,18-44,25-29,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Unfavorable,Favorable,In the last week,In the last month,"City over 50,000",None
Male,50-59,White,Zohran Mamdani,Did not vote,,Bachelor's degree (BA or BS),Democrat,,Moderate,"$30,000-$49,999",,Falling behind,,Donald Trump was not a facctor,Somewhat disapprove,,,None,,,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,White,College graduate,45-64,1623.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",None
Male,60-64,White,Zohran Mamdani,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat conservative,,,,Angry,,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,White,College graduate,45-64,1628.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Conservative,,,,,,,,,,,"City over 50,000",Catholic
Male,50-59,Black,Zohran Mamdani,Kamala Harris,,High school graduate,Democrat,,Somewhat liberal,,,,Angry,,,,,Catholic,,,"Over 500,000",Early in-person,Non Exit Poll,Election day,Non-white,No college degree,45-64,1631.0,1.0,10000.0,,3.0,Black,45 or over,50-64,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Catholic
