GENDER,AGE10,QRACEAI,GOV,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNJ,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25NJ,QLT25NJ,TIME25G,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,CHILD12,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNJ2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3,PARENTS
Male,50-59,White,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Very conservative,"$100,000-$199,999",,Getting ahead,,To oppose Donald Trump,Somewhat approve,,,4.0,,,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1819.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Small city and Rural,
Female,40-44,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Something else,Lean Republican,Very liberal,,Poor,,,,,Strongly favorable,Strongly unfavorable,,3.0,Earlier in October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,Yes,White,College graduate,30-44,1822.0,1.0,10000.0,,2.0,White,18-44,40-49,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,In the last month,Suburbs,Women with children
Female,75 or over,White,Mikie Sherill,Kamala Harris,,Not a high school graduate,Democrat,,Moderate,,,,Angry,,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,1825.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,Suburbs,
Female,40-44,Black,Mikie Sherill,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Somewhat liberal,,,,,,,,,,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,30-44,1828.0,1.0,10000.0,,3.0,Black,18-44,40-49,Black women,Non-white college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Liberal,,,,,,,,,,,"City over 50,000",
Male, 65-74,Hispanic/Latino,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,,Not so good,,,,,Somewhat favorable,Somewhat unfavorable,,2.0,In the last week,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,No,Non-white,College graduate,65 or over,1829.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,In the last week,In the last month,Small city and Rural,Men without children
Male,35-39,Hispanic/Latino,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Republican,,Somewhat conservative,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Somewhat approve,,,1.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,30-44,1830.0,1.0,10000.0,,1.0,Hispanic/Latino,18-44,30-39,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Suburbs,
Male,50-59,White,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Independent,Not lean either way,Very conservative,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Somewhat approve,,,2.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,1834.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Independent,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Suburbs,
Female,25-29,White,Mikie Sherill,Donald Trump,,Associate's degree (AA or AS),Democrat,,Moderate,"$200,000-$299,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,4.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,18-29,1838.0,1.0,10000.0,,1.0,White,18-44,25-29,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Suburbs,
Female, 65-74,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,,,,,,,,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,1845.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",
Female,60-64,Black,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,"$50,000-$99,999",,Getting ahead,,To oppose Donald Trump,Somewhat disapprove,,,4.0,,,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,45-64,1852.0,1.0,10000.0,,1.0,Black,45 or over,50-64,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,Small city and Rural,
Male,60-64,White,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Republican,,Somewhat liberal,,Poor,,,,,Strongly unfavorable,Somewhat unfavorable,,4.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,No,White,No college degree,45-64,1853.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Liberal,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs,Men without children
Male,60-64,White,Mikie Sherill,Kamala Harris,,Not a high school graduate,Democrat,,Moderate,"$30,000-$49,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,"10,000-50,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,1854.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,Small city and Rural,
Female,25-29,American Indian,Mikie Sherill,Kamala Harris,,High school graduate,Democrat,,Somewhat liberal,"Under $30,000",,Getting ahead,,To oppose Donald Trump,Somewhat disapprove,,,3.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,18-29,1857.0,1.0,10000.0,,1.0,Other,18-44,25-29,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,Suburbs,
Female, 65-74,Asian,Jack Ciattarelli,Donald Trump,,Not a high school graduate,Independent,Lean Republican,Somewhat conservative,"$50,000-$99,999",,Getting ahead,,To support Donald Trump,Somewhat approve,,,5.0,,,"10,000-50,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,65 or over,1860.0,1.0,10000.0,,1.0,Asian,45 or over,65 or over,All other,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Small city and Rural,
Male,60-64,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Very liberal,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1861.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",
Male, 65-74,Hispanic/Latino,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Moderate,,,,Angry,,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,65 or over,1862.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,,,,,,,,,,,Suburbs,
Male, 65-74,White,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Independent,Not lean either way,Somewhat liberal,,Good,,,,,Somewhat unfavorable,Somewhat unfavorable,,1.0,Before October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,Yes,White,College graduate,65 or over,1863.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs,Men with children
Female, 65-74,Black,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,"$100,000-$199,999",,Getting ahead,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,65 or over,1864.0,1.0,10000.0,,1.0,Black,45 or over,65 or over,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Suburbs,
Male,45-49,White,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Something else,Lean Republican,Somewhat conservative,"$5300,000 or more",,Getting ahead,,To support Donald Trump,Somewhat approve,,,1.0,,,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1865.0,1.0,10000.0,,1.0,White,45 or over,40-49,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Small city and Rural,
Female,40-44,Black,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Republican,,Very conservative,"$100,000-$199,999",,Getting ahead,,To oppose Donald Trump,Strongly approve,,,2.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,30-44,1868.0,1.0,10000.0,,1.0,Black,18-44,40-49,Black women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Suburbs,
Female, 65-74,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,Not so good,,,,,Somewhat unfavorable,Somewhat unfavorable,,1.0,Earlier in October,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,No,White,College graduate,65 or over,1871.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,In the last month,"City over 50,000",Women without children
Male,18-24,Black,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,Good,,,,,Somewhat favorable,Somewhat unfavorable,,4.0,You have known all along,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,No,Non-white,College graduate,18-29,1872.0,1.0,10000.0,,2.0,Black,18-44,18-24,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Men without children
Female, 65-74,White,Jack Ciattarelli,Donald Trump,,Not a high school graduate,Republican,,Moderate,,Excellent,,,,,Somewhat unfavorable,Somewhat favorable,,2.0,Before October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,Yes,White,No college degree,65 or over,1874.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs,Women with children
Female, 65-74,Black,Mikie Sherill,Kamala Harris,,High school graduate,Democrat,,Somewhat liberal,"$30,000-$49,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,2.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,65 or over,1881.0,1.0,10000.0,,1.0,Black,45 or over,65 or over,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,Suburbs,
Male,35-39,White,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,,Excellent,,,,,Somewhat unfavorable,Somewhat favorable,,5.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,Yes,White,College graduate,30-44,1882.0,1.0,10000.0,,2.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs,Men with children
Female, 65-74,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,Angry,,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,1883.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,Suburbs,
Female, 65-74,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Very conservative,"$50,000-$99,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,1884.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,Suburbs,
Male, 65-74,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Independent,Lean Republican,Moderate,"$100,000-$199,999",,Holding steady,,To support Donald Trump,Somewhat approve,,,4.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,1885.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Suburbs,
Male,30-34,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,,Angry,,,,,,,,"10,000-50,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,30-44,1887.0,1.0,10000.0,,3.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,Small city and Rural,
Female,50-59,White,Jack Ciattarelli,Donald Trump,,Not a high school graduate,Independent,Not lean either way,Somewhat conservative,"$50,000-$99,999",,Falling behind,,Donald Trump was not a facctor,Somewhat approve,,,4.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,1889.0,1.0,10000.0,,1.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",
Male,50-59,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,Enthusiastic,,,,,,,,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1891.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural,
Male,60-64,Other,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,"$200,000-$299,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,4.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,45-64,1895.0,1.0,10000.0,,1.0,Other,45 or over,50-64,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",
Male,50-59,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,Angry,,,,,,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1901.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",
Female,75 or over,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Republican,,Somewhat liberal,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,1902.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural,
Male,45-49,White,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Something else,Lean Democrat,Somewhat conservative,"$50,000-$99,999",,Getting ahead,,To oppose Donald Trump,Somewhat disapprove,,,2.0,,,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1905.0,1.0,10000.0,,1.0,White,45 or over,40-49,White men,White college graduates,White men college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,Small city and Rural,
Female,75 or over,White,Jack Ciattarelli,Donald Trump,,Not a high school graduate,Republican,,Somewhat conservative,"Under $30,000",,Holding steady,,To support Donald Trump,Strongly approve,,,3.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,1911.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,Suburbs,
Female,50-59,White,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Democrat,,Somewhat liberal,"$30,000-$49,999",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,2.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,1913.0,1.0,10000.0,,1.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,Suburbs,
Female,60-64,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Moderate,"$50,000-$99,999",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,2.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1916.0,1.0,10000.0,,1.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",
Female,50-59,Hispanic/Latino,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Independent,Not lean either way,Moderate,,Excellent,,,,,Strongly unfavorable,Somewhat unfavorable,,4.0,Before October,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,No,Non-white,No college degree,45-64,1921.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Women without children
Male,18-24,Other,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Somewhat approve,,,2.0,,,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,18-29,1923.0,1.0,10000.0,,1.0,Other,18-44,18-24,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Small city and Rural,
Male, 65-74,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,"$30,000-$49,999",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,5.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,1924.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,Suburbs,
Male,60-64,White,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Something else,Not lean either way,Very conservative,,Poor,,,,,Strongly unfavorable,Somewhat favorable,,4.0,In the last few days,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,Yes,White,College graduate,45-64,1931.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Conservative,,,,Not so good or poor,,,Unfavorable,Favorable,In the last week,In the last month,Small city and Rural,Men with children
Male,45-49,White,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Very conservative,"$30,000-$49,999",,Holding steady,,To support Donald Trump,Strongly approve,,,2.0,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,1932.0,1.0,10000.0,,1.0,White,45 or over,40-49,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,Suburbs,
Female,30-34,Black,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Something else,Lean Democrat,Somewhat liberal,,Good,,,,,Strongly unfavorable,Somewhat unfavorable,,2.0,In the last few days,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,No,Non-white,College graduate,30-44,1938.0,1.0,10000.0,,2.0,Black,18-44,30-39,Black women,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,In the last week,In the last month,Suburbs,Women without children
Female,45-49,Hispanic/Latino,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Independent,Not lean either way,Somewhat liberal,,,,,,,,,,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,45-64,1940.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,40-49,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Liberal,,,,,,,,,,,"City over 50,000",
Male,50-59,White,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Something else,Lean Republican,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,1943.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Female, 65-74,Hispanic/Latino,Jack Ciattarelli,Donald Trump,,Bachelor's degree (BA or BS),Something else,Lean Democrat,Somewhat conservative,"Under $30,000",,Holding steady,,To support Donald Trump,Somewhat disapprove,,,5.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,65 or over,1944.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,65 or over,Latino women,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",
Female,35-39,White,Mikie Sherill,Kamala Harris,,Not a high school graduate,Democrat,,Somewhat liberal,"$30,000-$49,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,2.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,White,No college degree,30-44,1947.0,1.0,10000.0,,1.0,White,18-44,30-39,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",
Female,50-59,Hispanic/Latino,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,"$100,000-$199,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,45-64,1952.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",
Female, 65-74,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,,,,Angry,,,,,,,,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,1953.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,Suburbs,
Female,60-64,White,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Democrat,,Somewhat liberal,,Good,,,,,Somewhat favorable,Strongly unfavorable,,2.0,You have known all along,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,Yes,White,No college degree,45-64,1955.0,1.0,10000.0,,2.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Women with children
