ID,GENDER,AGE10,QRACEAI,GOV,VOTE2024,LTGOV,ATGEN,CALL,TELEPOLL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,GOVTHH,BRNAGAIN,STECVA,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25VA,QLT25VA,FORCANDVA25,TIME25G,SIZEPLAC,VOTEMETHOD,GEOCODE,EARLYVELECTION,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE,AGE45,AGE65,RACE2B,EDUCCOLL,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,WHTEVANG,STECVA2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3
2678.0,Female,50-59,Black,Abigail Spanberger,Kamala Harris,Other,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Somewhat liberal,"$100,000-$199,999",No,No,,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,Black,45-64,45 or over,50-64,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,Suburbs
2683.0,Male,50-59,Hispanic/Latino,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,High school graduate,Republican,,Somewhat conservative,"Under $30,000",No,No,,Holding steady,,To support Donald Trump,Strongly approve,,,1.0,,,,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,1.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",No,,,Approve,,,,,Suburbs
2684.0,Male,50-59,Hispanic/Latino,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Not a high school graduate,Independent,Lean Democrat,Moderate,,,Yes,Not so good,,,,,Somewhat unfavorable,Strongly unfavorable,,2.0,,You have known all along,"10,000-50,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Small city and Rural
2685.0,Male, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,No,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,For your candidate,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs
2697.0,Male,60-64,White,Abigail Spanberger,Kamala Harris,John Reid,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,No,Poor,,,,,Somewhat favorable,Somewhat unfavorable,,4.0,,You have known all along,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs
2701.0,I identify another way,30-34,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Attended college but received no degree,Democrat,,Moderate,,,No,,,Angry,,,,,,,For your candidate,,"50,000-500,000",Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,White,30-44,18-44,30-39,White,No college degree,All other,White non-college graduates,White other  gender,Democrat,Democrat/Lean Democrat,Moderate,,,,No,,,,,,,,"City over 50,000"
2702.0,Male,50-59,Black,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Somewhat liberal,,,Yes,Excellent,,,,,Somewhat unfavorable,Somewhat favorable,,5.0,,You have known all along,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,Black,45-64,45 or over,50-64,Non-white,No college degree,Black men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,No,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs
2704.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Something else,Not lean either way,Somewhat conservative,,,No,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,For your candidate,,"50,000-500,000",Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Conservative,,,,No,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000"
2709.0,Male, 65-74,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Associate's degree (AA or AS),Democrat,,Somewhat conservative,"$200,000-$299,999",No,No,,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,5.0,,,,"10,000-50,000",Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,1.0,Black,65 or over,45 or over,65 or over,Non-white,No college degree,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,Small city and Rural
2710.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Something else,Not lean either way,Very conservative,,,No,Good,,,,,Strongly unfavorable,Somewhat favorable,,5.0,,You have known all along,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Conservative,,,,No,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs
2711.0,Male,40-44,Asian,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,"$100,000-$199,999",No,No,,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,1.0,Asian,30-44,18-44,40-49,Non-white,College graduate,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,Suburbs
2714.0,Female,50-59,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,No,,,,,,,,,,For your candidate,,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,,,,,,,,Suburbs
2721.0,Female, 65-74,Asian,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Republican,Somewhat liberal,,,No,Not so good,,,,,Somewhat unfavorable,Somewhat unfavorable,,3.0,,You have known all along,Rural,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,2.0,Asian,65 or over,45 or over,65 or over,Non-white,College graduate,All other,Non-white college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Liberal,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Small city and Rural
2726.0,Male,50-59,Hispanic/Latino,Winsome Earle-Sears,Donald Trump,John Reid,Jay Jones,,Non Exit Poll,Attended college but received no degree,Republican,,Very conservative,,,Yes,Excellent,,,,,Strongly unfavorable,Strongly favorable,,3.0,,Earlier in October,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,2.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,No,Excellent or good,,,Unfavorable,Favorable,Before that,In the last month,Suburbs
2732.0,Male, 65-74,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,No,,,Enthusiastic,,,,,,,For your candidate,,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,3.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,No,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs
2734.0,Male,35-39,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Moderate,"$200,000-$299,999",No,No,,Getting ahead,,To support Donald Trump,Strongly approve,,,2.0,,,,Rural,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,1.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Approve,,,,,Small city and Rural
2740.0,Female, 65-74,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,"$200,000-$299,999",No,Yes,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,2.0,,,,"50,000-500,000",Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,1.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,"City over 50,000"
2744.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,High school graduate,Independent,Not lean either way,Moderate,,,No,Good,,,,,Strongly unfavorable,Somewhat favorable,,5.0,,In the last week,"50,000-500,000",Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Moderate,,,,No,Excellent or good,,,Unfavorable,Favorable,In the last week,In the last month,"City over 50,000"
2766.0,Female,50-59,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Republican,Very liberal,,,No,Not so good,,,,,Somewhat favorable,Strongly unfavorable,,4.0,,You have known all along,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Liberal,,,,No,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs
2768.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Republican,,Very conservative,,,No,,,,,,,,,,For your candidate,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,No,,,,,,,,Suburbs
2779.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Republican,Moderate,"$100,000-$199,999",No,No,,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,5.0,,,,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,Suburbs
2781.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,,,No,,,,,,,,,,Against her opponents,,Rural,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,No,,,,,,,,Small city and Rural
2782.0,Female, 65-74,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Other,,Non Exit Poll,Bachelor's degree (BA or BS),Something else,Lean Republican,Moderate,"Under $30,000",No,Yes,,Getting ahead,,To oppose Donald Trump,Strongly disapprove,,,4.0,,,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,1.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",No,,,Disapprove,,,,,Suburbs
2783.0,Female,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Somewhat conservative,,,No,Good,,,,,Somewhat unfavorable,Somewhat favorable,,4.0,,In the last week,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,No,Excellent or good,,,Unfavorable,Favorable,In the last week,In the last month,Suburbs
2788.0,Female,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Republican,,Moderate,,,No,Excellent,,,,,Strongly unfavorable,Strongly unfavorable,,5.0,,You have known all along,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,2.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,,,,No,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs
2790.0,Female,60-64,Hispanic/Latino,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,Yes,,,Angry,,,,,,,For your candidate,,Rural,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,3.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,College graduate,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,No,,,,,,,,Small city and Rural
2800.0,Male,50-59,Hispanic/Latino,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,High school graduate,Something else,Lean Republican,Somewhat conservative,,,Yes,,,,,,,,,,Against her opponents,,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,3.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Conservative,,,,No,,,,,,,,Suburbs
2804.0,Male,50-59,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Something else,Lean Republican,Somewhat liberal,,,No,,,,,,,,,,For your candidate,,Rural,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Liberal,,,,No,,,,,,,,Small city and Rural
2808.0,Female,30-34,Hispanic/Latino,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,"$50,000-$99,999",No,No,,Holding steady,,Donald Trump was not a facctor,Somewhat disapprove,,,5.0,,,,Suburbs,Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,1.0,Hispanic/Latino,30-44,18-44,30-39,Non-white,College graduate,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",No,,,Disapprove,,,,,Suburbs
2810.0,Female,50-59,Hispanic/Latino,Winsome Earle-Sears,Kamala Harris,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Democrat,Moderate,,,No,Good,,,,,Somewhat unfavorable,Somewhat favorable,,1.0,,You have known all along,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,College graduate,Latino women,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,No,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs
2814.0,Female,30-34,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Attended college but received no degree,Democrat,,Very conservative,"$30,000-$49,999",Yes,No,,Getting ahead,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,Black,30-44,18-44,30-39,Non-white,No college degree,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",No,,,Disapprove,,,,,Suburbs
2817.0,Female,25-29,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,Attended college but received no degree,Republican,,Somewhat conservative,,,No,,,Angry,,,,,,,Against her opponents,,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,3.0,White,18-29,18-44,25-29,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,No,,,,,,,,Suburbs
2825.0,Male,50-59,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,No,,,Angry,,,,,,,For your candidate,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,No,,,,,,,,Suburbs
2833.0,Female,50-59,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Very liberal,"$100,000-$199,999",No,Yes,,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,3.0,,,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,1.0,Black,45-64,45 or over,50-64,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,Suburbs
2837.0,I identify another way, 65-74,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,No,,,Angry,,,,,,,Against her opponents,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,3.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,No,,,,,,,,Suburbs
2840.0,Female,50-59,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Something else,Lean Democrat,Moderate,,,Yes,Not so good,,,,,Strongly favorable,Strongly unfavorable,,4.0,,Before October,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,2.0,Black,45-64,45 or over,50-64,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,No,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs
2848.0,Female, 65-74,White,Winsome Earle-Sears,Kamala Harris,John Reid,Jason Miyares,,Non Exit Poll,Bachelor's degree (BA or BS),Independent,Not lean either way,Moderate,,,No,,,,,,,,,,For your candidate,,Rural,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Moderate,,,,No,,,,,,,,Small city and Rural
2850.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Attended college but received no degree,Independent,Not lean either way,Moderate,,,No,Not so good,,,,,Somewhat unfavorable,Somewhat unfavorable,,5.0,,You have known all along,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Moderate,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs
2855.0,Male,30-34,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Democrat,Somewhat liberal,,,Yes,Poor,,,,,Somewhat unfavorable,Strongly unfavorable,,1.0,,You have known all along,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,2.0,Black,30-44,18-44,30-39,Non-white,College graduate,Black men,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Liberal,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs
2859.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Attended college but received no degree,Democrat,,Very liberal,"$30,000-$49,999",No,No,,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,,"Over 500,000",Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",No,,,Disapprove,,,,,"City over 50,000"
2865.0,Male,60-64,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Not a high school graduate,Democrat,,Somewhat liberal,,,Yes,Good,,,,,Somewhat favorable,Strongly unfavorable,,2.0,,Before October,"50,000-500,000",Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,2.0,Black,45-64,45 or over,50-64,Non-white,No college degree,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000"
2866.0,Female, 65-74,Black,Abigail Spanberger,Someone else,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Not lean either way,Moderate,,,No,Not so good,,,,,Strongly unfavorable,Strongly unfavorable,,5.0,,You have known all along,"50,000-500,000",Early in-person,3.0,Absentee or early in-person,1.0,10000.0,,2.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black women,Non-white college graduates,Non-whites,Independent/Something else,Independent,Moderate,,,,No,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000"
2867.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Very liberal,,,No,Not so good,,,,,Somewhat favorable,Strongly unfavorable,,5.0,,You have known all along,"50,000-500,000",Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,No,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000"
2868.0,Male,60-64,Hispanic/Latino,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,High school graduate,Republican,,Very conservative,,,No,,,,,,,,,,For your candidate,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,No,,,,,,,,Suburbs
2874.0,Female,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Moderate,,,No,Not so good,,,,,Somewhat unfavorable,Somewhat favorable,,3.0,,Earlier in October,Suburbs,Early in-person,5.0,Absentee or early in-person,1.0,10000.0,,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Moderate,,,,No,Not so good or poor,,,Unfavorable,Favorable,Before that,In the last month,Suburbs
2880.0,Female,35-39,Asian,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very conservative,,,No,,,,,,,,,,For your candidate,,Suburbs,Early in-person,4.0,Absentee or early in-person,1.0,10000.0,,3.0,Asian,30-44,18-44,30-39,Non-white,College graduate,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,,,,No,,,,,,,,Suburbs
2882.0,I identify another way,30-34,Black,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat conservative,,,No,,,,,,,,,,Against her opponents,,Suburbs,Early in-person,1.0,Absentee or early in-person,1.0,10000.0,,3.0,Black,30-44,18-44,30-39,Non-white,College graduate,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,,,,No,,,,,,,,Suburbs
2885.0,Male,18-24,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,,Non Exit Poll,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,"$100,000-$199,999",No,No,,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,2.0,,,,Suburbs,Early in-person,2.0,Absentee or early in-person,1.0,10000.0,,1.0,White,18-29,18-44,18-24,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",No,,,Disapprove,,,,,Suburbs
