ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,NHRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMA,BREAK12PRI,BRNAGAIN,ISSREP12,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,TEAPARTY,TIMENH12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,CONTACT12R,DEBATE12R,DEFICIT12R,ECONWORR,FAVMCCA,GETAHEAD,ISSVQUAL,OBAMANG,PHILFIS5,PHILSOC5,PREVPRI,PRINCIPLES,REGNHREP,UNFAIRREP12,CONTACT12R2,DEBATE12R2,ECOWORR2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
53672.0,New Hampshire,85.0,Call 1,Complete,Election day exit poll,1.12669491767883,Mitt Romney,Female,White,50-59,50-59,,Independent,"$100,000-$199,999",College graduate,,,No,,,Can defeat Barack Obama,Protestant,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Somewhat support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Support,,,,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,,,Very important,,,,Falling behind financially,,,Very conservative,Moderate,,Make compromises to get things done,,,,Important,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
53667.0,New Hampshire,27.0,Call 1,Complete,Election day exit poll,1.68707060813904,Mitt Romney,Female,White,50-59,50-59,,Republican,,Some college/assoc. degree,,,No,,,Can defeat Barack Obama,Protestant,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Somewhat support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,,,,,,,No college degree,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Support,,,,,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,,,Not too important,,,,Holding steady financially,,,Somewhat conservative,Somewhat liberal,,Make compromises to get things done,,,,Not important,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 3,Extremely Low Density Rural,Rural,Rural,Very upscale
53648.0,New Hampshire,38.0,Call 1,Complete,Election day exit poll,1.10110950469971,Mitt Romney,Male,White,45-49,45-49,,Republican,"$200,000 or more",Postgraduate study,,,No,,,Can defeat Barack Obama,Protestant,Dissatisfied,Satisfied,Satisfied,Satisfied,Somewhat support,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Support,,,,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,,,Very important,,,,Getting ahead financially,,,Very conservative,Very conservative,,Make compromises to get things done,,,,Important,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53636.0,New Hampshire,38.0,Call 1,Complete,Election day exit poll,1.15404498577118,Mitt Romney,Female,White,45-49,45-49,,Republican,"$200,000 or more",Postgraduate study,,,Yes,,,Has strong moral character,Protestant,Dissatisfied,Satisfied,Satisfied,Satisfied,Somewhat support,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Support,,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,,,Very important,,,,Getting ahead financially,,,Moderate,Very conservative,,Make compromises to get things done,,,,Important,,Moderate/Liberal,Moderate/Liberal,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53631.0,New Hampshire,27.0,Call 1,Complete,Election day exit poll,1.66595268249512,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,,College graduate,,One of several important factors,No,Federal budget deficit,,Has the right experience,,,,,,Somewhat support,Before that,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,A factor,Important,,Support,Earlier than that,Earlier than that,Earlier than that,No,All others,,,Has the right experience,,,,,,,,My candidate's positions on the issues,Angry,,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Very upscale
53621.0,New Hampshire,38.0,Call 1,Complete,Election day exit poll,1.15404498577118,Mitt Romney,Female,White,50-59,50-59,,Republican,"$200,000 or more",College graduate,,,No,,,Can defeat Barack Obama,Protestant,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Somewhat support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Support,,,,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,,,Very important,,,,Getting ahead financially,,,Very conservative,Moderate,,Make compromises to get things done,,,,Important,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53614.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,1.42572140693665,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,,College graduate,,A minor factor,No,Federal budget deficit,,Can defeat Barack Obama,,,,,,Somewhat support,Earlier this month,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,A factor,Not important,,Support,Earlier than that,Since December 1st,This month,No,All others,,,Can defeat Barack Obama,,,,,,,,My candidate's leadership/personal qualities,Angry,,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
53612.0,New Hampshire,107.0,Call 1,Complete,Election day exit poll,1.53539228439331,Mitt Romney,Male,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,The most important factor,No,Omit,,Has strong moral character,,,,,,Somewhat support,Earlier this month,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,,Support,Earlier than that,Since December 1st,This month,No,All others,,,Has strong moral character,,,,,,,,My candidate's leadership/personal qualities,Angry,,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
53610.0,New Hampshire,46.0,Call 1,Complete,Election day exit poll,1.3503737449646,Mitt Romney,Female,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Postgraduate study,,One of several important factors,No,The economy,,Can defeat Barack Obama,,,,,,Neutral,Just today,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,,Neutral,Last few days,Since December 1st,This month,No,All others,,,Can defeat Barack Obama,,,,,,,,My candidate's leadership/personal qualities,"Dissatisfied, but not angry",,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
53609.0,New Hampshire,46.0,Call 1,Complete,Election day exit poll,1.3503737449646,Mitt Romney,Female,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Postgraduate study,,One of several important factors,No,The economy,,Can defeat Barack Obama,,,,,,Neutral,Just today,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,,Neutral,Last few days,Since December 1st,This month,No,All others,,,Can defeat Barack Obama,,,,,,,,My candidate's leadership/personal qualities,"Dissatisfied, but not angry",,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
53606.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,1.40787494182587,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$100,000-$199,999",High school or less,,One of several important factors,No,Federal budget deficit,,Has the right experience,,,,,,Somewhat support,In the last few days,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,A factor,Important,,Support,Last few days,Since December 1st,This month,No,All others,,,Has the right experience,,,,,,,,My candidate's leadership/personal qualities,Angry,,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale
53600.0,New Hampshire,107.0,Call 1,Complete,Election day exit poll,1.53539228439331,Mitt Romney,Male,White,50-59,50-59,,Independent,"$50,000-$99,999",College graduate,,,No,,,Has the right experience,Protestant,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Somewhat support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Support,,,,No,All others,No,White Protestant non-evangelical,Has the right experience,,,Somewhat important,,,,Holding steady financially,,,Very conservative,Somewhat liberal,,Make compromises to get things done,,,,Important,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 3,Low Density Rural,Rural,Rural,Very downscale
53599.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,1.47555804252625,Mitt Romney,Female,White,65 or over,65 or over,,Republican,"Under $30,000",College graduate,,,,,,Has strong moral character,Protestant,Satisfied,Dissatisfied,Satisfied,Omit,Omit,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Omit,,,,No,,,,Has strong moral character,,,Very important,,,,Holding steady financially,,,Moderate,Moderate,,Stick to their principles no matter what,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 3,Low Density Rural,Rural,Rural,Very downscale
53593.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,1.42572140693665,Mitt Romney,Male,White,50-59,50-59,,Republican,,College graduate,,,Yes,,,Can defeat Barack Obama,Protestant,Dissatisfied,Satisfied,Satisfied,Satisfied,Strongly support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,,,,,,,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Support,,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,,,Not too important,,,,Holding steady financially,,,Very conservative,Very conservative,,Stick to their principles no matter what,,,,Not important,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 3,Low Density Rural,Rural,Rural,Very downscale
53590.0,New Hampshire,107.0,Call 1,Not complete,Election day exit poll,0.738107025623322,Mitt Romney,Male,Other,18-24,17-24,,,,Some college/assoc. degree,Romney,,,,No,,,,,,,,,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,,,,,,,,No college degree,More than High school graduate,,,,,,,,,,,,,,I was not contacted at all,,,,Favorable,,,,,,,,,,Not contacted,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale
53587.0,New Hampshire,46.0,Call 1,Complete,Election day exit poll,1.2884327173233,Mitt Romney,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,,A minor factor,No,The economy,,Has strong moral character,,,,,,Neutral,Just today,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,,Neutral,Last few days,Since December 1st,This month,No,All others,,,Has strong moral character,,,,,,,,My candidate's positions on the issues,Angry,,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
53574.0,New Hampshire,46.0,Call 1,Complete,Election day exit poll,1.2884327173233,Mitt Romney,Male,White,30-39,30-39,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,,Not a factor at all,Yes,The economy,,Has the right experience,,,,,,Neutral,Just today,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,,Neutral,Last few days,Since December 1st,This month,No,White Born-again/Evangelical Christians,,,Has the right experience,,,,,,,,My candidate's leadership/personal qualities,"Dissatisfied, but not angry",,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
53563.0,New Hampshire,38.0,Call 1,Not complete,Election day exit poll,1.08732640743256,Mitt Romney,Male,White,65 or over,65 or over,,,,Postgraduate study,,,,,,,Protestant,,,,,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,,,,,,,,,,,,Somewhat important,,,,Falling behind financially,,,,,,Make compromises to get things done,,,,Important,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53553.0,New Hampshire,27.0,Call 1,Complete,Election day exit poll,0.773821890354156,Mitt Romney,Male,Black,18-24,17-24,Moderate,Democrat,"$100,000-$199,999",High school or less,,One of several important factors,Yes,The economy,,Has strong moral character,,,,,,Neutral,Just today,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,A factor,Important,,Neutral,Last few days,Since December 1st,This month,No,All others,,,Has strong moral character,,,,,,,,My candidate's leadership/personal qualities,Enthusiastic,,,No,,Not registered,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Very upscale
53544.0,New Hampshire,38.0,Call 1,Complete,Election day exit poll,1.15404498577118,Mitt Romney,Female,White,50-59,50-59,,Republican,"$200,000 or more",Some college/assoc. degree,,,No,,,Can defeat Barack Obama,Jewish,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Somewhat support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,Jewish,Support,,,,No,All others,No,All others,Can defeat Barack Obama,,,Not important at all,,,,Getting ahead financially,,,Moderate,Very liberal,,Stick to their principles no matter what,,,,Not important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53541.0,New Hampshire,46.0,Call 1,Complete,Election day exit poll,1.3503737449646,Mitt Romney,Female,White,40-44,40-44,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,,A minor factor,No,Federal budget deficit,,Can defeat Barack Obama,,,,,,Somewhat support,Earlier this month,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Not important,,Support,Earlier than that,Since December 1st,This month,No,All others,,,Can defeat Barack Obama,,,,,,,,My candidate's positions on the issues,Angry,,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
53540.0,New Hampshire,48.0,Call 1,Complete,Election day exit poll,0.76139497756958,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Independent,"$30,000-$49,999",High school or less,,The most important factor,No,The economy,,Can defeat Barack Obama,,,,,,Neutral,Just today,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,,Neutral,Last few days,Since December 1st,This month,Yes,All others,,,Can defeat Barack Obama,,,,,,,,My candidate's leadership/personal qualities,Angry,,,Yes,,Registered as Republican,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
53538.0,New Hampshire,30.0,Call 1,Complete,Election day exit poll,1.11640274524689,Mitt Romney,Male,White,30-39,30-39,,Republican,"$100,000-$199,999",College graduate,,,No,,,Can defeat Barack Obama,Other,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Somewhat oppose,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Something else,Oppose,,,,No,All others,No,All others,Can defeat Barack Obama,,,Somewhat important,,,,Holding steady financially,,,Moderate,Moderate,,Make compromises to get things done,,,,Important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
53535.0,New Hampshire,27.0,Call 1,Complete,Election day exit poll,1.66595268249512,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",College graduate,,A minor factor,No,The economy,,Has strong moral character,,,,,,Neutral,Just today,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,,Neutral,Last few days,Since December 1st,This month,No,All others,,,Has strong moral character,,,,,,,,My candidate's leadership/personal qualities,"Dissatisfied, but not angry",,,Yes,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 1,Extremely Low Density Rural,Rural,Rural,Very upscale
53530.0,New Hampshire,39.0,Call 1,Complete,Election day exit poll,0.808362424373627,Mitt Romney,Female,White,60-64,60-64,,Republican,"$100,000-$199,999",Some college/assoc. degree,,,No,,,Can defeat Barack Obama,Catholic,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,Catholic,Neutral,,,,No,All others,No,All others,Can defeat Barack Obama,,,Not too important,,,,Holding steady financially,,,Very conservative,Very conservative,,Stick to their principles no matter what,,,,Not important,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
53529.0,New Hampshire,39.0,Call 1,Complete,Election day exit poll,0.808362424373627,Mitt Romney,Female,White,60-64,60-64,,Republican,"$100,000-$199,999",Some college/assoc. degree,,,No,,,Can defeat Barack Obama,Catholic,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,Catholic,Neutral,,,,No,All others,No,All others,Can defeat Barack Obama,,,Not too important,,,,Holding steady financially,,,Very conservative,Very conservative,,Stick to their principles no matter what,,,,Not important,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,4.0,East,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
53524.0,New Hampshire,38.0,Call 1,Complete,Election day exit poll,1.15404498577118,Mitt Romney,Female,White,30-39,30-39,,Republican,"$50,000-$99,999",Some college/assoc. degree,,,,,,Omit,Catholic,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Omit,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Catholic,Omit,,,,No,,No,,Omit,,,Very important,,,,Holding steady financially,,,Somewhat conservative,Very conservative,,Stick to their principles no matter what,,,,Important,,Conservative,Somewhat conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53518.0,New Hampshire,97.0,Call 1,Complete,Election day exit poll,1.35879492759705,Mitt Romney,Female,White,45-49,45-49,,Republican,"$50,000-$99,999",College graduate,,,Yes,,,Is a true conservative,,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat support,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,White Born-again/Evangelical Christians,,,Is a true conservative,,,Somewhat important,,,,Holding steady financially,,,Somewhat conservative,Somewhat conservative,,Omit,,,,Important,,Conservative,Somewhat conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
53505.0,New Hampshire,38.0,Call 1,Not complete,Election day exit poll,1.08732640743256,Mitt Romney,Male,White,65 or over,65 or over,,,,Some college/assoc. degree,,One of several important factors,,,,,,,,,,,In December,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,A factor,Important,,,Earlier than that,Since December 1st,Earlier than that,,,,,,,,,,,,,,,,,,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53496.0,New Hampshire,97.0,Call 1,Complete,Election day exit poll,1.34178614616394,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"Under $30,000",High school or less,,One of several important factors,Yes,The economy,,Can defeat Barack Obama,,,,,,Strongly support,Before that,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,,Support,Earlier than that,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,,,,,,,My candidate's leadership/personal qualities,"Dissatisfied, but not angry",,,Yes,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
53487.0,New Hampshire,14.0,Call 1,Complete,Election day exit poll,1.24879562854767,Mitt Romney,Male,White,65 or over,65 or over,,Independent,,High school or less,,,No,,,Is a true conservative,Protestant,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Strongly support,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,,,,,,,No college degree,High school graduate or less,,,Protestant/Other Non-Catholic Christian,Support,,,,,All others,No,White Protestant non-evangelical,Is a true conservative,,,Not too important,,,,Holding steady financially,,,Moderate,Moderate,,Make compromises to get things done,,,,Not important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 3,Low Density Rural,Rural,Rural,Very downscale
53480.0,New Hampshire,38.0,Call 1,Complete,Election day exit poll,1.08150339126587,Mitt Romney,Male,White,25-29,25-29,,Republican,"$100,000-$199,999",Postgraduate study,,,No,,,Can defeat Barack Obama,Protestant,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Protestant/Other Non-Catholic Christian,Neutral,,,,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,,,Not too important,,,,Holding steady financially,,,Moderate,Moderate,,Make compromises to get things done,,,,Not important,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
53472.0,New Hampshire,39.0,Call 1,Complete,Election day exit poll,0.808362424373627,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Democrat,,High school or less,,The most important factor,No,The economy,,Can defeat Barack Obama,,,,,,Somewhat support,In December,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,High school graduate or less,A factor,Important,,Support,Earlier than that,Since December 1st,Earlier than that,,All others,,,Can defeat Barack Obama,,,,,,,,My candidate's leadership/personal qualities,"Dissatisfied, but not angry",,,No,,Registered as Undeclared/Independent,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
53471.0,New Hampshire,30.0,Call 1,Not complete,Election day exit poll,1.10242807865143,Mitt Romney,Male,White,65 or over,65 or over,,,,High school or less,Romney,,,,Yes,,,,,,,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,High school graduate or less,,,,,,,,,,,,,,"Mostly by phone, mail or in person",,,,Favorable,,,,,,,,,,Contacted,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
