ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,ILRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEIL12,UNDERREP12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,ENDPRIM12R,RECOVER,TWOCANDS12R,ATTEND2,ATTREL,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
289704.0, Illinois,19.0,Call 1,Complete,Election day exit poll,0.751388907432556,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,,No,I strongly favor my candidate,About right,Not conservative enough,About right,,,,Catholic,A great deal,Strongly support,,Santorum,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,More than once a week,,Getting worse,,Weekly,Catholic/Attend weekly,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,61028.0
289703.0, Illinois,23.0,Call 1,Complete,Election day exit poll,0.657338380813599,Rick Santorum,Female,White,60-64,60-64,Moderate,Republican,"$50,000-$99,999",College graduate,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,,,,Protestant,A great deal,Neutral,,Santorum,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,60123.0
289702.0, Illinois,21.0,Call 1,Complete,Election day exit poll,0.544261693954468,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Romney,Not a factor at all,Yes,,,,,Abortion,Yes,Has strong moral character,,,Strongly support,Earlier this month,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,60123.0
289701.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.774436891078949,Rick Santorum,Female,White,50-59,50-59,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,,,No,I strongly favor my candidate,About right,Not conservative enough,About right,,,,Catholic,Not at all,Strongly support,,Gingrich,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Working women,,A few times a year,,Getting worse,,Occasionally,Catholic/Do not attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289697.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.670322597026825,Rick Santorum,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,,,Yes,I dislike the other candidates,About right,About right,About right,,,,Protestant,A great deal,Somewhat support,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,More than once a week,,Staying the same,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289696.0, Illinois,21.0,Call 1,Complete,Election day exit poll,0.544261693954468,Rick Santorum,Male,White,30-39,30-39,Moderate,Independent,"$50,000-$99,999",Postgraduate study,Romney,A minor factor,No,,,,,The economy,No,Has strong moral character,,,Strongly oppose,Just today,,,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Oppose,Neither,Last few days,Since January 1st,No,All others,,,,Has strong moral character,,"The race ends as soon as possible, even if your candidate loses the nomination",,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,60123.0
289693.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.670322597026825,Rick Santorum,Male,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",High school or less,Santorum,A minor factor,Yes,,,,,Federal budget deficit,Yes,Has strong moral character,,,Strongly support,Earlier this year,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,"The race ends as soon as possible, even if your candidate loses the nomination",,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289692.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.774436891078949,Rick Santorum,Female,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",College graduate,,,No,I strongly favor my candidate,Not conservative enough,Not conservative enough,About right,,,,Protestant,Somewhat,Somewhat support,,Santorum,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Working women,,Never,,Getting worse,,Never,Protestant/Do not attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289691.0, Illinois,41.0,Call 1,Complete,Election day exit poll,0.731323719024658,Rick Santorum,Female,White,50-59,50-59,,Democrat,,College graduate,,,Yes,I dislike the other candidates,Omit,Omit,Omit,,,,Protestant,Somewhat,Omit,,Omit,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,,,,,,,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Omit,,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Staying the same,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,61052.0
289689.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.687488436698914,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,,,,Other christian,Somewhat,Strongly support,,Gingrich,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,A few times a month,,Staying the same,,Occasionally,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289687.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.670156717300415,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$30,000-$49,999",High school or less,Santorum,One of several important factors,Yes,,,,,Abortion,Yes,Has strong moral character,,,Somewhat support,Earlier this year,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,61108.0
289685.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.687488436698914,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Santorum,A minor factor,No,,,,,The economy,Yes,Is a true conservative,,,Strongly support,Earlier this month,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289684.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.670156717300415,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Romney,One of several important factors,Yes,,,,,The economy,Yes,Is a true conservative,,,Strongly support,Earlier this month,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,61108.0
289682.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.894477546215057,Rick Santorum,Female,White,25-29,25-29,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Santorum,A minor factor,No,,,,,The economy,Yes,Has the right experience,,,Neutral,Earlier this month,,,Married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,,Has the right experience,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,61108.0
289680.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.755100071430206,Rick Santorum,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",High school or less,,,Yes,I strongly favor my candidate,Too conservative,Too conservative,About right,,,,Protestant,A great deal,Neutral,,Santorum,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,More than once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289678.0, Illinois,67.0,Call 1,Not complete,Election day exit poll,0.736063838005066,Rick Santorum,Female,White,65 or over,65 or over,,,,High school or less,Santorum,One of several important factors,,,,,,,Yes,,,,,In the last few days,,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,High school graduate or less,,A factor,Important,,,,,Last few days,Since January 1st,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,61108.0
289677.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.670322597026825,Rick Santorum,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",High school or less,Santorum,The most important factor,Yes,,,,,Federal budget deficit,Yes,Has strong moral character,,,Somewhat support,Earlier this month,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Has strong moral character,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289674.0, Illinois,41.0,Call 1,Complete,Election day exit poll,0.731323719024658,Rick Santorum,Female,White,50-59,50-59,Moderate,Something else,"$50,000-$99,999",Some college/assoc. degree,,,Yes,I like my candidate but with reservations,Omit,Omit,Omit,,,,Other christian,Somewhat,Neutral,,Omit,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Getting worse,,Weekly,All others,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,61052.0
289673.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.653423666954041,Rick Santorum,Male,White,60-64,60-64,Very conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,Romney,A minor factor,Yes,,,,,Federal budget deficit,Yes,Has strong moral character,,,Strongly support,Just today,,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,,"The race ends as soon as possible, even if your candidate loses the nomination",,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,61108.0
289672.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.736063838005066,Rick Santorum,Female,White,60-64,60-64,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,,,No,I strongly favor my candidate,About right,Not conservative enough,About right,,,,Catholic,A great deal,Neutral,,Santorum,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not born again,,,Catholic,A great deal or somewhat,Neutral,Neither,,,Yes,All others,No,All others,Working women,,Once a week,,Staying the same,,Weekly,Catholic/Attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61108.0
289671.0, Illinois,41.0,Call 1,Complete,Election day exit poll,0.713063418865204,Rick Santorum,Female,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",High school or less,,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,About right,,,,Protestant,A great deal,Strongly support,,Santorum,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,61052.0
289669.0, Illinois,65.0,Call 1,Complete,Election day exit poll,0.755100071430206,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,,Yes,I like my candidate but with reservations,About right,Too conservative,About right,,,,Protestant,A great deal,Strongly support,,Santorum,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,More than once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60410.0
289668.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.653423666954041,Rick Santorum,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,,Yes,I like my candidate but with reservations,Not conservative enough,Not conservative enough,About right,,,,Protestant,Not at all,Somewhat oppose,,Gingrich,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Starting to recover,,Weekly,Protestant/Attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61108.0
289667.0, Illinois,41.0,Call 1,Complete,Election day exit poll,0.866526961326599,Rick Santorum,Female,White,25-29,25-29,Very conservative,Republican,"Under $30,000",College graduate,Santorum,A minor factor,Yes,,,,,The economy,No,Is a true conservative,,,Somewhat support,Earlier this year,,,Non married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,61052.0
289663.0, Illinois,67.0,Call 1,Not complete,Election day exit poll,0.736063838005066,Rick Santorum,Female,White,60-64,60-64,,,,Some college/assoc. degree,,,,I strongly favor my candidate,,,,,,,,Not much,,,Santorum,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,No college degree,More than High school graduate,,,,,Not much or not at all,,,,,,,,,All others,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61108.0
289662.0, Illinois,60.0,Call 1,Complete,Election day exit poll,0.820784270763397,Rick Santorum,Male,White,40-44,40-44,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,,No,I strongly favor my candidate,About right,Not conservative enough,About right,,,,Catholic,Somewhat,Somewhat support,,Santorum,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Once a week,,Staying the same,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60423.0
289661.0, Illinois,60.0,Call 1,Complete,Election day exit poll,0.820784270763397,Rick Santorum,Male,White,40-44,40-44,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,,No,I strongly favor my candidate,About right,Not conservative enough,About right,,,,Catholic,Somewhat,Somewhat support,,Santorum,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Once a week,,Staying the same,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60423.0
289657.0, Illinois,67.0,Call 1,Complete,Election day exit poll,0.670156717300415,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,,,Yes,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,,,,Protestant,A great deal,Somewhat support,,Santorum,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61108.0
289656.0, Illinois,60.0,Call 1,Complete,Election day exit poll,0.924591064453125,Rick Santorum,Female,White,45-49,45-49,Somewhat conservative,Republican,"$200,000 or more",High school or less,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,,,,Other christian,A great deal,Strongly support,,Gingrich,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Staying the same,,Weekly,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60423.0
289644.0, Illinois,61.0,Call 1,Complete,Election day exit poll,0.822348833084106,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,,,No,I strongly favor my candidate,About right,Not conservative enough,About right,,,,Catholic,A great deal,Strongly support,,Santorum,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Once a week,,Getting worse,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60441.0
289641.0, Illinois,61.0,Call 1,Complete,Election day exit poll,0.926353454589844,Rick Santorum,Female,White,30-39,30-39,Moderate,Republican,"Under $30,000",Some college/assoc. degree,,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,About right,,,,Other christian,A great deal,Neutral,,Santorum,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,More than once a week,,Staying the same,,Weekly,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,60441.0
