ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,TNRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,GOVTANGR,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
240362.0,Tennessee,69.0,Call 3,Complete,Election day exit poll,1.20445728302002,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Legal in all cases,,,One of several important factors,Yes,,,,,,Abortion,Yes,Can defeat Barack Obama,,,Somewhat support,Earlier this year,,Definitely vote for the Republican nominee,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,37887.0
237124.0,Tennessee,38.0,Call 2,Complete,Election day exit poll,1.20469045639038,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",College graduate,Legal in all cases,,,One of several important factors,No,,,,,,Federal budget deficit,No,Has strong moral character,,,Strongly support,Earlier this year,,Definitely vote for the Republican nominee,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,Has strong moral character,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37363.0
241041.0,Tennessee,38.0,Call 3,Not complete,Election day exit poll,1.20469045639038,Rick Santorum,Female,White,60-64,60-64,,,,Some college/assoc. degree,,,,One of several important factors,,,,,,,,Yes,,,,,In the last few days,,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,No college degree,More than High school graduate,,,A factor,Important,,,,,Last few days,Since January 1st,,,,,,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37363.0
229704.0,Tennessee,50000.0,Telephone Survey,Complete,Telephone survey,1.20576179027557,Rick Santorum,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,Illegal in most cases,,,,No,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,70s Suburbs,Urban Perimeter,Upscale,37659.0
229796.0,Tennessee,50000.0,Telephone Survey,Complete,Telephone survey,1.20576179027557,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,,Some college/assoc. degree,Illegal in all cases,,,,Yes,,,,,,Abortion,Yes,Can defeat Barack Obama,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,37617.0
229879.0,Tennessee,50004.0,Telephone Survey,Complete,Telephone survey,1.20576179027557,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,,Some college/assoc. degree,Illegal in all cases,,,,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,Earlier this year,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,37774.0
240339.0,Tennessee,5.0,Call 3,Complete,Election day exit poll,1.20716679096222,Rick Santorum,Male,White,18-24,17-24,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,,,One of several important factors,No,,,,,,The economy,Yes,Is a true conservative,,,Strongly support,Earlier this year,,Definitely vote for the Republican nominee,Married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,Is a true conservative,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,37801.0
239707.0,Tennessee,86.0,Call 3,Complete,Election day exit poll,1.20871138572693,Mitt Romney,Female,White,25-29,25-29,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Neutral,Just today,,Definitely vote for the Republican nominee,Married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,38122.0
236848.0,Tennessee,69.0,Call 2,Complete,Election day exit poll,1.20907580852509,Mitt Romney,Female,White,18-24,17-24,Somewhat liberal,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Neutral,Before that,,Definitely vote for the Republican nominee,Married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,37887.0
235893.0,Tennessee,86.0,Call 2,Complete,Election day exit poll,1.20977389812469,Newt Gingrich,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,,Romney,Working in business,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,Protestant,Somewhat,Somewhat support,,Gingrich,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale,38122.0
239901.0,Tennessee,86.0,Call 3,Complete,Election day exit poll,1.20977389812469,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,,,One of several important factors,Yes,,,,,,Omit,Yes,Omit,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Omit,Angry,"Dissatisifed, but not angry or angry",State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,38122.0
236410.0,Tennessee,96.0,Call 2,Complete,Election day exit poll,1.21258330345154,Rick Santorum,Female,White,60-64,60-64,Somewhat conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,,Santorum,Working in business,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,Not conservative enough,About right,,,,Protestant,A great deal,Somewhat support,,Santorum,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,38560.0
241377.0,Tennessee,96.0,Call 3,Complete,Election day exit poll,1.21412765979767,Mitt Romney,Female,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Is a true conservative,,,Somewhat oppose,Earlier this year,,Definitely vote for the Republican nominee,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,38560.0
241418.0,Tennessee,96.0,Call 3,Complete,Election day exit poll,1.21412765979767,Mitt Romney,Female,White,30-39,30-39,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,,Romney,Working in business,,No,I strongly favor my candidate,About right,Too conservative,About right,Not conservative enough,,,,Catholic,Somewhat,Neutral,,Romney,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Catholic,A great deal or somewhat,Neutral,Neither,,,Yes,All others,No,All others,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,38560.0
236820.0,Tennessee,43.0,Call 2,Complete,Election day exit poll,1.21525549888611,Ron Paul,Male,White,50-59,50-59,Somewhat liberal,Republican,"$100,000-$199,999",Some college/assoc. degree,,Romney,Working in business,,Yes,I like my candidate but with reservations,Not conservative enough,About right,Not conservative enough,Not conservative enough,,,,Other christian,A great deal,Strongly support,,Paul,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,38388.0
240546.0,Tennessee,43.0,Call 3,Complete,Election day exit poll,1.21525549888611,Ron Paul,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,,Santorum,Working in government,,Yes,I like my candidate but with reservations,Not conservative enough,About right,Not conservative enough,Not conservative enough,,,,Other christian,A great deal,Neutral,,Paul,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,38388.0
232931.0,Tennessee,31.0,Call 1,Complete,Election day exit poll,1.2195565700531,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Independent,"$50,000-$99,999",High school or less,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Is a true conservative,,,Strongly support,Earlier this year,,Definitely vote for the Republican nominee,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Upscale,37330.0
236650.0,Tennessee,31.0,Call 2,Complete,Election day exit poll,1.2195565700531,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,Just today,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Upscale,37330.0
236779.0,Tennessee,31.0,Call 2,Complete,Election day exit poll,1.2195565700531,Newt Gingrich,Male,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,No,,,,,,The economy,Yes,Has the right experience,,,Strongly support,Just today,,Definitely vote for the Republican nominee,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,Has the right experience,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Upscale,37330.0
236817.0,Tennessee,31.0,Call 2,Complete,Election day exit poll,1.2195565700531,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Republican,"Under $30,000",High school or less,Illegal in all cases,,,One of several important factors,Yes,,,,,,Omit,,Is a true conservative,,,Strongly support,Earlier this year,,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Is a true conservative,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Upscale,37330.0
241455.0,Tennessee,31.0,Call 3,Complete,Election day exit poll,1.2195565700531,Newt Gingrich,Male,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",High school or less,Legal in most cases,,,A minor factor,Yes,,,,,,Federal budget deficit,Yes,Has the right experience,,,Somewhat support,Just today,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Legal,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Has the right experience,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Upscale,37330.0
233322.0,Tennessee,71.0,Call 1,Complete,Election day exit poll,1.22013413906097,Ron Paul,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Has strong moral character,,,Somewhat support,In the last few weeks,,Definitely vote for the Republican nominee,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Has strong moral character,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,37332.0
233384.0,Tennessee,71.0,Call 1,Complete,Election day exit poll,1.22013413906097,Ron Paul,Male,White,45-49,45-49,Very conservative,Republican,"$30,000-$49,999",High school or less,,Santorum,Working in business,,Yes,I strongly favor my candidate,Omit,About right,Omit,About right,,,,Protestant,A great deal,Omit,,Paul,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Omit,,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,37332.0
233359.0,Tennessee,69.0,Call 1,Complete,Election day exit poll,1.22344303131104,Newt Gingrich,Female,White,65 or over,65 or over,Somewhat conservative,Independent,"$30,000-$49,999",High school or less,Illegal in most cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,No,Is a true conservative,,,Somewhat support,In the last few days,,Definitely vote for the Republican nominee,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Is a true conservative,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,37887.0
233494.0,Tennessee,69.0,Call 1,Complete,Election day exit poll,1.22344303131104,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Somewhat support,In the last few days,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,37887.0
233495.0,Tennessee,69.0,Call 1,Complete,Election day exit poll,1.22344303131104,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Somewhat support,In the last few days,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,37887.0
240604.0,Tennessee,69.0,Call 3,Complete,Election day exit poll,1.22344303131104,Newt Gingrich,Female,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,,Gingrich,Working in government,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Protestant,A great deal,Strongly support,,Gingrich,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,37887.0
230106.0,Tennessee,50027.0,Telephone Survey,Complete,Telephone survey,1.22561764717102,Rick Santorum,Male,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",College graduate,,Santorum,Omit,,,I strongly favor my candidate,About right,Too conservative,About right,About right,,,,Protestant,Somewhat,Strongly support,,Santorum,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,,,,No,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,38138.0
233599.0,Tennessee,5.0,Call 1,Complete,Election day exit poll,1.22868645191193,Rick Santorum,Male,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",College graduate,Illegal in most cases,,,One of several important factors,No,,,,,,The economy,Yes,Is a true conservative,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,Is a true conservative,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,37801.0
233214.0,Tennessee,96.0,Call 1,Complete,Election day exit poll,1.22874081134796,Ron Paul,Male,White,18-24,17-24,Somewhat liberal,Democrat,"$30,000-$49,999",High school or less,,Paul,Working in government,,Yes,I strongly favor my candidate,Not conservative enough,Omit,Not conservative enough,Not conservative enough,,,,Other,Not much,Strongly support,,Paul,,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Something else,Not much or not at all,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,No,All others,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,38560.0
233268.0,Tennessee,96.0,Call 1,Complete,Election day exit poll,1.22874081134796,Ron Paul,Male,White,18-24,17-24,Somewhat liberal,Democrat,"$30,000-$49,999",High school or less,,Paul,Working in government,,Yes,I strongly favor my candidate,Not conservative enough,Omit,Not conservative enough,Not conservative enough,,,,Other,Not much,Strongly support,,Paul,,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Something else,Not much or not at all,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,No,All others,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,38560.0
