ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,OHRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,CAMPREP12,ECONWORR,GOVTANGR,PHILFIS5,PHILSOC5,ECOWORR2,GOVTANG2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
237995.0,Ohio,35.0,Call 3,Complete,Election day exit poll,0.962088167667389,Ron Paul,Female,White,40-44,,Democrat,"Under $30,000",High school or less,,,,,No,,,,,,The economy,,Is a true conservative,,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,,,,No,,30-44,30-59,17-44,30-44,40-49,Democrat,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Neutral,Neither,,,Yes,All others,,,All others,Is a true conservative,About the same,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 3,Suburb,Urban,Urban Core,Very upscale,43119.0
240679.0,Ohio,26.0,Call 3,Complete,Election day exit poll,0.797808170318604,Ron Paul,Male,White,25-29,Very conservative,Something else,"$100,000-$199,999",Postgraduate study,Illegal in most cases,,,Omit,No,,,,,,Federal budget deficit,No,Is a true conservative,,,,,,,Neutral,Before that,,Only vote for the Republican nominee if your candidate wins,,Non married men,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,Omit,Omit,,,Neutral,Neither,Earlier than that,Before January 1st,No,All others,,,,Is a true conservative,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,44145.0
240436.0,Ohio,70.0,Call 3,Complete,Election day exit poll,0.844547510147095,Ron Paul,Male,White,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,The most important factor,Yes,,,,,,Federal budget deficit,Yes,Is a true conservative,,,,,,,Neutral,Before that,,Definitely vote for the Republican nominee,,Married men,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44052.0
240329.0,Ohio,16.0,Call 3,Complete,Election day exit poll,0.484168887138367,Ron Paul,Female,White,65 or over,,Republican,"$30,000-$49,999",Some college/assoc. degree,,,,,No,,,,,,Illegal immigration,,Can defeat Barack Obama,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Neutral,Neither,,,Yes,All others,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Moderate,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
240328.0,Ohio,16.0,Call 3,Complete,Election day exit poll,0.484168887138367,Ron Paul,Female,White,65 or over,,Republican,"$30,000-$49,999",Some college/assoc. degree,,,,,No,,,,,,Illegal immigration,,Can defeat Barack Obama,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Neutral,Neither,,,Yes,All others,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Moderate,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
240297.0,Ohio,66.0,Call 3,Complete,Election day exit poll,0.691346108913422,Ron Paul,Female,White,50-59,,Republican,"$50,000-$99,999",High school or less,,,,,,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,,,,Yes,,45-65,30-59,45+,45-59,50-64,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Neutral,,,,No,,,,Working women,Can defeat Barack Obama,About the same,Very worried,,Somewhat liberal,Moderate,Worried,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43031.0
240136.0,Ohio,8.0,Call 3,Complete,Election day exit poll,0.732035756111145,Ron Paul,Female,White,50-59,,Independent,"$30,000-$49,999",Some college/assoc. degree,,,,,No,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,,,,Yes,,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Neutral,Neither,,,Yes,All others,,,Working women,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Somewhat conservative,Worried,,Conservative,Very conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,45069.0
240132.0,Ohio,45.0,Call 3,Complete,Election day exit poll,0.696364283561707,Ron Paul,Female,White,50-59,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,,Romney,Working in business,,Yes,Omit,Too conservative,About right,Not conservative enough,Not conservative enough,,,,Other christian,,,,,Somewhat,Neutral,,Paul,,,,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Suburb,60s Suburbs,Urban Perimeter,Very upscale,45230.0
239970.0,Ohio,37.0,Call 3,Complete,Election day exit poll,0.634891450405121,Ron Paul,Male,White,50-59,,Republican,"$100,000-$199,999",College graduate,,,,,No,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Satisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,,,,Yes,,45-65,30-59,45+,45-59,50-64,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Neutral,Neither,,,No,All others,,,All others,Can defeat Barack Obama,About the same,Very worried,,Somewhat conservative,Moderate,Worried,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 3,Suburb,Urban,Urban Core,Very upscale,43004.0
239966.0,Ohio,111.0,Call 3,Complete,Election day exit poll,0.745782673358917,Ron Paul,Male,White,25-29,,Republican,"$100,000-$199,999",College graduate,,,,,No,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Dissatisfied,Satisfied,Satisfied,Dissatisfied,,Neutral,,,,No,,17-29,17-29,17-44,17-29,25-29,Republican,,,,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Neutral,Neither,,,No,All others,,,All others,Can defeat Barack Obama,About the same,Somewhat worried,,Very conservative,Moderate,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,43506.0
239883.0,Ohio,75.0,Call 3,Complete,Election day exit poll,0.569960296154022,Ron Paul,Male,White,45-49,,Independent,"$50,000-$99,999",Some college/assoc. degree,,,,,No,,,,,,The economy,,Has strong moral character,,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,,,,Yes,,45-65,30-59,45+,45-59,40-49,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Neutral,Neither,,,No,All others,,,All others,Has strong moral character,About the same,Somewhat worried,,Somewhat conservative,Somewhat conservative,Worried,,Conservative,Somewhat conservative,Conservative,Somewhat conservative,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,43064.0
239810.0,Ohio,109.0,Call 3,Complete,Election day exit poll,0.525965332984924,Ron Paul,Female,White,45-49,,Independent,"$100,000-$199,999",Some college/assoc. degree,,,,,No,,,,,,Federal budget deficit,,Has strong moral character,,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,,,,Yes,,45-65,30-59,45+,45-59,40-49,Independent/Something else,,,,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,,,Neutral,Neither,,,No,All others,,,Working women,Has strong moral character,About the same,Very worried,,Moderate,Moderate,Worried,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,44444.0
239664.0,Ohio,93.0,Call 3,Complete,Election day exit poll,0.932521820068359,Ron Paul,Female,White,50-59,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,,,Not a factor at all,Yes,,,,,,Abortion,,Has the right experience,,,,,,,Neutral,In the last few weeks,,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44721.0
239632.0,Ohio,113.0,Call 3,Complete,Election day exit poll,0.767952561378479,Ron Paul,Male,White,50-59,Moderate,Independent,"Under $30,000",College graduate,Legal in most cases,,,Not a factor at all,No,,,,,,Federal budget deficit,No,Is a true conservative,,,,,,,Neutral,Before that,,Only vote for the Republican nominee if your candidate wins,,Non married men,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,,Not a factor,Not important,,,Neutral,Neither,Earlier than that,Before January 1st,No,All others,,,,Is a true conservative,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43402.0
239365.0,Ohio,103.0,Call 3,Complete,Election day exit poll,0.650806486606598,Ron Paul,Female,White,65 or over,Moderate,Independent,"$100,000-$199,999",Postgraduate study,,Gingrich,Working in government,,,I like my candidate but with reservations,Too conservative,About right,Not conservative enough,Too conservative,,,,Catholic,,,,,Not at all,Neutral,,Paul,,,,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Catholic,Not much or not at all,Neutral,,,,No,,No,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44264.0
239348.0,Ohio,79.0,Call 3,Complete,Election day exit poll,0.861676871776581,Ron Paul,Male,White,25-29,,Republican,"Under $30,000",Some college/assoc. degree,,,,,Yes,,,,,,The economy,,Is a true conservative,,Dissatisfied,Satisfied,Satisfied,Dissatisfied,,Neutral,,,,Yes,,17-29,17-29,17-44,17-29,25-29,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,,,All others,Is a true conservative,More negative this year,Somewhat worried,,Moderate,Moderate,Worried,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,45828.0
239245.0,Ohio,103.0,Call 3,Complete,Election day exit poll,0.57517683506012,Ron Paul,Male,White,40-44,,Republican,"$50,000-$99,999",Some college/assoc. degree,,,,,Yes,,,,,,The economy,,Is a true conservative,,Dissatisfied,Satisfied,Dissatisfied,Satisfied,,Neutral,,,,Yes,,30-44,30-59,17-44,30-44,40-49,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,,,All others,Is a true conservative,About the same,Very worried,,Somewhat conservative,Very conservative,Worried,,Conservative,Somewhat conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 3,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44264.0
239721.0,Ohio,112.0,Call 3,Complete,Election day exit poll,1.20885443687439,Ron Paul,Female,Other,45-49,,Independent,"$50,000-$99,999",High school or less,,,,,No,,,,,,Omit,,Is a true conservative,,Dissatisfied,Satisfied,Dissatisfied,Satisfied,,Neutral,,,,Yes,,45-65,30-59,45+,45-59,40-49,Independent/Something else,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Neutral,Neither,,,No,All others,,,Working women,Is a true conservative,About the same,Very worried,,Very conservative,Moderate,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 3,Suburb,60s Suburbs,Urban Perimeter,Downscale,43465.0
239111.0,Ohio,111.0,Call 3,Complete,Election day exit poll,0.72222763299942,Ron Paul,Female,White,65 or over,,Republican,"Under $30,000",High school or less,,,,,Yes,,,,,,The economy,,Has strong moral character,,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,,Neutral,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,,,All others,Has strong moral character,More positive this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,43506.0
239677.0,Ohio,16.0,Call 3,Complete,Election day exit poll,0.499959766864777,Ron Paul,Male,White,25-29,Moderate,Republican,"$100,000-$199,999",College graduate,,Romney,Working in business,,No,I like my candidate but with reservations,About right,About right,Not conservative enough,Too conservative,,,,Catholic,,,,,Not at all,Neutral,,Paul,,,,17-29,17-29,17-44,17-29,25-29,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
239006.0,Ohio,60.0,Call 3,Complete,Election day exit poll,0.692992031574249,Ron Paul,Female,White,40-44,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,,Romney,Working in business,,No,I strongly favor my candidate,Not conservative enough,Not conservative enough,Not conservative enough,Not conservative enough,,,,Other christian,,,,,Not at all,Neutral,,Paul,,,,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,Yes,All others,No,White Protestant non-evangelical,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Very downscale,45640.0
238739.0,Ohio,67.0,Call 3,Complete,Election day exit poll,0.733566641807556,Ron Paul,Male,White,30-39,,Independent,"$30,000-$49,999",High school or less,,,,,No,,,,,,The economy,,Has strong moral character,,Dissatisfied,Satisfied,Satisfied,Dissatisfied,,Somewhat support,,,,Yes,,30-44,30-59,17-44,30-44,30-39,Independent/Something else,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,,,Yes,All others,,,All others,Has strong moral character,About the same,Very worried,,Somewhat conservative,Somewhat liberal,Worried,,Conservative,Somewhat conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Downscale,43310.0
238711.0,Ohio,4.0,Call 3,Complete,Election day exit poll,0.587165176868439,Ron Paul,Male,White,17-24,,Democrat,"Under $30,000",High school or less,,,,,No,,,,,,The economy,,Can defeat Barack Obama,,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,,Somewhat support,,,,No,,17-29,17-29,17-44,17-29,17-24,Democrat,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,,,Yes,All others,,,All others,Can defeat Barack Obama,More positive this year,Very worried,,Very conservative,Somewhat liberal,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 3,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,43713.0
238305.0,Ohio,17.0,Call 3,Complete,Election day exit poll,0.493381351232529,Ron Paul,Male,White,17-24,Very conservative,Republican,"$200,000 or more",Some college/assoc. degree,Illegal in most cases,,,A minor factor,No,,,,,,The economy,No,Is a true conservative,,,,,,,Somewhat support,Before that,,Probably vote for the Republican nominee,,Non married men,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Is a true conservative,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
238208.0,Ohio,17.0,Call 3,Complete,Election day exit poll,0.493381351232529,Ron Paul,Male,White,25-29,Very conservative,Something else,"$50,000-$99,999",College graduate,,Paul,Working in government,,No,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,Not conservative enough,,,,None,,,,,Not at all,Somewhat support,,Paul,,,,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not born again,,,None,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
238155.0,Ohio,17.0,Call 3,Complete,Election day exit poll,0.493381351232529,Ron Paul,Male,White,17-24,Moderate,Independent,"$50,000-$99,999",College graduate,,Romney,Working in business,,No,I strongly favor my candidate,Not conservative enough,About right,Not conservative enough,Too conservative,,,,None,,,,,Not at all,Somewhat support,,Paul,,,,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not born again,,,None,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
238057.0,Ohio,35.0,Call 3,Complete,Election day exit poll,0.962088167667389,Ron Paul,Female,White,40-44,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,,,One of several important factors,No,,,,,,The economy,Yes,Has the right experience,,,,,,,Somewhat support,Just today,,Definitely vote for the Republican nominee,,Married women,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,,Has the right experience,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,43119.0
239280.0,Ohio,103.0,Call 3,Complete,Election day exit poll,0.675592541694641,Ron Paul,Female,White,17-24,Somewhat conservative,Independent,,Some college/assoc. degree,Legal in most cases,,,One of several important factors,No,,,,,,Federal budget deficit,No,Is a true conservative,,,,,,,Somewhat support,Just today,,Probably vote for the Republican nominee,,Non married women,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,Legal,,A factor,Important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,,All others,,,,Is a true conservative,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44264.0
240268.0,Ohio,16.0,Call 3,Complete,Election day exit poll,0.484168887138367,Ron Paul,Female,White,60-64,Somewhat conservative,Republican,"Under $30,000",Postgraduate study,Omit,,,One of several important factors,Yes,,,,,,Federal budget deficit,No,Can defeat Barack Obama,,,,,,,Somewhat support,In the last few days,,Definitely vote for the Republican nominee,,Non married women,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Omit,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
240184.0,Ohio,16.0,Call 3,Complete,Election day exit poll,0.427904069423676,Ron Paul,Male,White,50-59,,Republican,"$50,000-$99,999",College graduate,,,,,,,,,,,Federal budget deficit,,Is a true conservative,,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,,Somewhat support,,,,Yes,,45-65,30-59,45+,45-59,50-64,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,,,,No,,,,All others,Is a true conservative,More negative this year,Very worried,,Somewhat conservative,Very conservative,Worried,,Conservative,Somewhat conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44147.0
239908.0,Ohio,75.0,Call 3,Complete,Election day exit poll,0.572979867458344,Ron Paul,Female,White,40-44,,Republican,"$200,000 or more",Some college/assoc. degree,,,,,No,,,,,,The economy,,Is a true conservative,,Dissatisfied,Satisfied,Dissatisfied,Satisfied,,Somewhat support,,,,No,,30-44,30-59,17-44,30-44,40-49,Republican,,,,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Is a true conservative,More negative this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,43064.0
239907.0,Ohio,75.0,Call 3,Complete,Election day exit poll,0.572979867458344,Ron Paul,Female,White,40-44,,Republican,"$200,000 or more",Some college/assoc. degree,,,,,No,,,,,,The economy,,Is a true conservative,,Dissatisfied,Satisfied,Dissatisfied,Satisfied,,Somewhat support,,,,No,,30-44,30-59,17-44,30-44,40-49,Republican,,,,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Is a true conservative,More negative this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,43064.0
239881.0,Ohio,113.0,Call 3,Complete,Election day exit poll,0.772021114826202,Ron Paul,Female,White,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,Romney,Working in business,,No,I strongly favor my candidate,Omit,Omit,Not conservative enough,Omit,,,,Other christian,,,,,Somewhat,Somewhat support,,Paul,,,,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43402.0
240417.0,Ohio,91.0,Call 3,Complete,Election day exit poll,0.843827784061432,Ron Paul,Male,White,30-39,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in most cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Is a true conservative,,,,,,,Somewhat support,Before that,,Only vote for the Republican nominee if your candidate wins,,Married men,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,,Is a true conservative,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,Midwest,Version 1,Town,Rural,Rural,Very downscale,45662.0
