ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,GARPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEST12,VOTENOV12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,GINGTIESGA,GOVTANGR,GINGTIESGA2,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
234388.0, Georgia,51.0,Call 2,Complete,Election day exit poll,0.915140748023987,Rick Santorum,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in most cases,,,The most important factor,Yes,,,,,,Omit,Yes,Can defeat Barack Obama,,,Somewhat support,In the last few days,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31326.0
234379.0, Georgia,51.0,Call 2,Complete,Election day exit poll,0.97325724363327,Rick Santorum,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Has strong moral character,,,Strongly support,In the last few weeks,Definitely vote for the Republican nominee,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31326.0
234377.0, Georgia,100.0,Call 2,Complete,Election day exit poll,1.27257561683655,Rick Santorum,Male,,65 or over,65 or over,,,,High school or less,Illegal in all cases,,,One of several important factors,Yes,,,,,,Omit,Yes,Has strong moral character,,,Omit,In the last few weeks,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,High school graduate or less,Illegal,,A factor,Important,,,Omit,,Earlier than that,Since January 1st,,,,,Has strong moral character,,"Satisfied, but not enthusiastic",,"Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,30554.0
234349.0, Georgia,126.0,Call 2,Complete,Election day exit poll,0.973123848438263,Rick Santorum,Female,Other,30-39,30-39,Very conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,A minor factor,Yes,,,,,,Abortion,Yes,Has strong moral character,,,Neutral,Just today,Probably vote for the Republican nominee,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,All others,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,30655.0
234306.0, Georgia,66.0,Call 2,Complete,Election day exit poll,0.755752623081207,Rick Santorum,Female,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,No,Can defeat Barack Obama,,,Neutral,In the last few weeks,Definitely vote for the Republican nominee,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,30305.0
234287.0, Georgia,108.0,Call 2,Complete,Election day exit poll,0.69944155216217,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,,,A minor factor,Yes,,,,,,Federal budget deficit,Yes,Has strong moral character,,,Strongly support,In the last few days,Definitely vote for the Republican nominee,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,31763.0
238326.0, Georgia,92.0,Call 3,Complete,Election day exit poll,0.727486431598663,Rick Santorum,Female,White,50-59,50-59,Very conservative,Republican,"$200,000 or more",College graduate,Illegal in most cases,,,One of several important factors,Yes,,,,,,Abortion,Yes,Is a true conservative,,,Strongly support,Just today,Definitely vote for the Republican nominee,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30043.0
234259.0, Georgia,16.0,Call 2,Complete,Election day exit poll,1.87444114685059,Rick Santorum,Male,White,25-29,25-29,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Has strong moral character,,,Somewhat support,In the last few days,Definitely vote for the Republican nominee,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,31322.0
234258.0, Georgia,16.0,Call 2,Complete,Election day exit poll,1.87444114685059,Rick Santorum,Male,White,25-29,25-29,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Has strong moral character,,,Somewhat support,In the last few days,Definitely vote for the Republican nominee,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,31322.0
234231.0, Georgia,28.0,Call 2,Complete,Election day exit poll,0.751486897468567,Rick Santorum,Female,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,No,Has strong moral character,,,Strongly support,In the last few weeks,Definitely vote for the Republican nominee,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30101.0
238218.0, Georgia,74.0,Call 3,Complete,Election day exit poll,0.936801791191101,Rick Santorum,Male,White,30-39,30-39,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,Illegal in most cases,,,A minor factor,No,,,,,,The economy,Yes,Has strong moral character,,,Somewhat support,In the last few weeks,Probably vote for the Republican nominee,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,Has strong moral character,,"Satisfied, but not enthusiastic",,"Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30022.0
234108.0, Georgia,121.0,Call 2,Complete,Election day exit poll,0.703990697860718,Rick Santorum,Male,White,60-64,60-64,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Neutral,Just today,Definitely vote for the Republican nominee,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,31792.0
234101.0, Georgia,74.0,Call 2,Complete,Election day exit poll,0.865989565849304,Rick Santorum,Male,Black,40-44,40-44,Moderate,Independent,"$50,000-$99,999",College graduate,Illegal in most cases,,,A minor factor,No,,,,,,The economy,Yes,Has strong moral character,,,Neutral,In the last few weeks,Probably vote for the Republican nominee,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,Has strong moral character,,"Satisfied, but not enthusiastic",,"Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30022.0
234097.0, Georgia,112.0,Call 2,Complete,Election day exit poll,0.843112647533417,Rick Santorum,Female,White,25-29,25-29,Very conservative,Republican,"$30,000-$49,999",College graduate,Illegal in all cases,,,A minor factor,Yes,,,,,,Abortion,Yes,Has strong moral character,,,Somewhat support,Earlier this year,Definitely vote for the Republican nominee,Married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31907.0
234084.0, Georgia,112.0,Call 2,Complete,Election day exit poll,0.810339689254761,Rick Santorum,Female,White,50-59,50-59,Moderate,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,,Has strong moral character,,,Strongly support,Earlier this year,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31907.0
238099.0, Georgia,112.0,Call 3,Complete,Election day exit poll,0.810339689254761,Rick Santorum,Female,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Has strong moral character,,,Strongly support,Before that,Definitely vote for the Republican nominee,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31907.0
234036.0, Georgia,39.0,Call 2,Complete,Election day exit poll,0.626296043395996,Rick Santorum,Female,White,65 or over,65 or over,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,,,One of several important factors,Yes,,,,,,The economy,,Can defeat Barack Obama,,,Somewhat support,In the last few weeks,Definitely vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,30738.0
234035.0, Georgia,39.0,Call 2,Complete,Election day exit poll,0.626296043395996,Rick Santorum,Female,White,65 or over,65 or over,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,,,One of several important factors,Yes,,,,,,The economy,,Can defeat Barack Obama,,,Somewhat support,In the last few weeks,Definitely vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,30738.0
234008.0, Georgia,101.0,Call 2,Complete,Election day exit poll,0.651669085025787,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in all cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Is a true conservative,,,Strongly support,In the last few weeks,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,31811.0
234005.0, Georgia,52.0,Call 2,Complete,Election day exit poll,1.00353872776031,Rick Santorum,Female,White,65 or over,65 or over,Somewhat liberal,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,,,One of several important factors,Yes,,,,,,Illegal immigration,Yes,Has strong moral character,,,Somewhat support,Just today,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,,"Satisfied, but not enthusiastic",,"Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,30635.0
238052.0, Georgia,84.0,Call 3,Complete,Election day exit poll,0.727486431598663,Rick Santorum,Female,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,,,One of several important factors,Yes,,,,,,Abortion,Yes,Can defeat Barack Obama,,,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30096.0
238050.0, Georgia,112.0,Call 3,Complete,Election day exit poll,0.810339689254761,Rick Santorum,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,,,One of several important factors,Yes,,,,,,Abortion,Yes,Is a true conservative,,,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31907.0
233997.0, Georgia,101.0,Call 2,Complete,Election day exit poll,0.657675504684448,Rick Santorum,Male,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in all cases,,,One of several important factors,Yes,,,,,,Abortion,Yes,Can defeat Barack Obama,,,Strongly support,In the last few days,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,31811.0
233989.0, Georgia,39.0,Call 2,Complete,Election day exit poll,0.666069269180298,Rick Santorum,Female,White,45-49,45-49,Moderate,Something else,"$30,000-$49,999",College graduate,Illegal in all cases,,,Not a factor at all,Yes,,,,,,Illegal immigration,No,Has strong moral character,,,Omit,Omit,Omit,Non married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,Not a factor,Not important,,,Omit,,Omit,Omit,No,White Born-again/Evangelical Christians,,,Has strong moral character,,Omit,,Omit,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,30738.0
233980.0, Georgia,39.0,Call 2,Complete,Election day exit poll,0.666069269180298,Rick Santorum,Female,White,40-44,40-44,Somewhat conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Neutral,Just today,Definitely vote for the Republican nominee,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,30738.0
233954.0, Georgia,85.0,Call 2,Complete,Election day exit poll,0.930228590965271,Rick Santorum,Female,White,50-59,50-59,Very conservative,Republican,,College graduate,Illegal in all cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,Just today,Definitely vote for the Republican nominee,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30092.0
237972.0, Georgia,66.0,Call 3,Complete,Election day exit poll,0.786317884922028,Rick Santorum,Female,White,18-24,17-24,Very conservative,Republican,"$30,000-$49,999",College graduate,Illegal in all cases,,,A minor factor,No,,,,,,Abortion,No,Is a true conservative,,,Neutral,Earlier this year,Definitely vote for the Republican nominee,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,Is a true conservative,,"Satisfied, but not enthusiastic",,"Enthusiastic or satisfied, but not enthusiastic",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,30305.0
237971.0, Georgia,66.0,Call 3,Complete,Election day exit poll,0.786317884922028,Rick Santorum,Female,White,18-24,17-24,Very conservative,Republican,"$30,000-$49,999",College graduate,Illegal in all cases,,,A minor factor,No,,,,,,Abortion,No,Is a true conservative,,,Neutral,Earlier this year,Definitely vote for the Republican nominee,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Not important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,Is a true conservative,,"Satisfied, but not enthusiastic",,"Enthusiastic or satisfied, but not enthusiastic",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,30305.0
237932.0, Georgia,103.0,Call 3,Complete,Election day exit poll,1.53544616699219,Rick Santorum,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in all cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Omit,In the last few weeks,Definitely vote for the Republican nominee,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Omit,,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,Angry,,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30252.0
237913.0, Georgia,13.0,Call 3,Complete,Election day exit poll,1.15498280525208,Rick Santorum,Male,White,30-39,30-39,Moderate,Democrat,"$50,000-$99,999",College graduate,Illegal in all cases,,,The most important factor,No,,,,,,Illegal immigration,No,Can defeat Barack Obama,,,Neutral,In the last few weeks,Definitely vote for the Republican nominee,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,Can defeat Barack Obama,,"Dissatisifed, but not angry",,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,31406.0
