ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,FLRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,CUBAN3,ABORTION,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,GINGCONSRV,ROMNCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATROMN,SATSANT,TEAPARTY,TIMESC12,UNDERREP12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,FORECLOSE12,GINGPERSON,GETAHEAD,IMMPRIME,RECDEBATES12R,ROMNPERSON,UNFAIRREP12FL,QRACE3,RACE,RECDEBFACT,RECDEBIMP,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
108276.0,Florida,27.0,Call 3,Complete,Election day exit poll,0.541940152645111,Newt Gingrich,Male,Hispanic/Latino,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,"Yes, other Hispanic",,Gingrich,,No,,,,Yes,Is a true conservative,,Satisfied,Dissatisfied,Dissatisfied,Somewhat support,,Gingrich,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Is a true conservative,,A major problem,,,,The most important factor,,,Other,Hispanic/Latino,A factor,Important,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
108277.0,Florida,113.0,Call 3,Complete,Election day exit poll,0.602582693099976,Mitt Romney,Male,White,50-59,50-59,Moderate,Republican,,Some college/assoc. degree,No,Legal in all cases,,,No,Too conservative,About right,Federal budget deficit,,Can defeat Barack Obama,Other christian,,,,Neutral,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,Legal,,,Protestant/Other Non-Catholic Christian,Neutral,Neither,,,,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
108278.0,Florida,45.0,Call 3,Complete,Election day exit poll,0.985988259315491,Mitt Romney,Female,White,40-44,40-44,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,Legal in most cases,,,No,About right,About right,The economy,,Can defeat Barack Obama,Other christian,,,,Somewhat support,,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,,,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,I'd like to see someone else run for the nomination,,,Falling behind financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
108279.0,Florida,85.0,Call 3,Complete,Election day exit poll,0.565961003303528,Newt Gingrich,Male,White,45-49,45-49,Somewhat conservative,Republican,"Under $30,000",College graduate,No,Legal in all cases,,,No,About right,Too conservative,The economy,,Is a true conservative,None,,,,Somewhat support,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,,,None,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Is a true conservative,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale
108280.0,Florida,72.0,Call 3,Complete,Election day exit poll,0.839284420013428,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,No,Legal in all cases,,,No,Not conservative enough,Not conservative enough,Federal budget deficit,,Has the right experience,Catholic,,,,Strongly support,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,,,Catholic,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Has the right experience,I'd like to see someone else run for the nomination,,,Omit,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
108281.0,Florida,114.0,Call 3,Complete,Election day exit poll,0.941037356853485,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,The most important factor,No,,,Federal budget deficit,,,,,,,Somewhat oppose,In the last few days,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,Oppose,Neither,Last few days,In the last month,Yes,All others,,,,,,Generally unfavorable,,Allowed to stay as temporary workers,,Generally favorable,Gingrich,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
108282.0,Florida,60.0,Call 3,Complete,Election day exit poll,0.444724678993225,Mitt Romney,Male,American Indian,30-39,30-39,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,Romney,,No,,,,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,Dissatisfied,Strongly support,,Romney,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Can defeat Barack Obama,,A major problem,,,,One of several important factors,,,Other,Other,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 3,Suburb,Urban,Urban Core,Very upscale
108283.0,Florida,8.0,Call 3,Complete,Election day exit poll,0.505569338798523,Rick Santorum,Female,White,25-29,25-29,Very conservative,Republican,"Under $30,000",College graduate,No,Illegal in all cases,,,Yes,About right,Not conservative enough,Omit,,Has strong moral character,Protestant,,,,Somewhat support,,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has strong moral character,I'm satisfied with the Republican candidates,,,Getting ahead financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
108284.0,Florida,7.0,Call 3,Complete,Election day exit poll,0.829395592212677,Rick Santorum,Male,White,60-64,60-64,Moderate,Republican,,High school or less,No,,,Not a factor at all,,,,The economy,,,,,,,Omit,Earlier this month,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,High school graduate or less,,Not a factor,Not important,,Omit,,Earlier than that,In the last month,,,,,,,,Omit,,Offered a chance to apply for citizenship,,Omit,Omit,White,White,,,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 1,Town,Rural,Rural,Upscale
108285.0,Florida,15.0,Call 3,Complete,Election day exit poll,1.21242964267731,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"Under $30,000",College graduate,No,,Romney,,Yes,,,,No,Can defeat Barack Obama,,Dissatisfied,Satisfied,Satisfied,Strongly support,,Santorum,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 3,Low Density Rural,Rural,Rural,Very downscale
108286.0,Florida,15.0,Call 3,Complete,Election day exit poll,1.21242964267731,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"Under $30,000",College graduate,No,,Romney,,Yes,,,,No,Can defeat Barack Obama,,Dissatisfied,Satisfied,Satisfied,Strongly support,,Santorum,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 3,Low Density Rural,Rural,Rural,Very downscale
108287.0,Florida,113.0,Call 3,Complete,Election day exit poll,0.430198699235916,Ron Paul,Female,White,40-44,40-44,Very conservative,Republican,"$200,000 or more",College graduate,No,,,A minor factor,Yes,,,Federal budget deficit,,,,,,,Somewhat support,Before that,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Deported to the country they came from,,Generally unfavorable,Gingrich,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
108288.0,Florida,101.0,Call 3,Complete,Election day exit poll,0.689002752304077,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,,College graduate,No,Legal in most cases,,,No,About right,About right,The economy,,Can defeat Barack Obama,Protestant,,,,Somewhat support,,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Legal,,,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,,,,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Getting ahead financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,Suburb,Urban,Urban Core,Downscale
108289.0,Florida,75.0,Call 3,Complete,Election day exit poll,0.576065242290497,Mitt Romney,Female,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,Legal in most cases,,,No,About right,About right,Federal budget deficit,,Has the right experience,Other,,,,Neutral,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,,,Something else,Neutral,Neither,,,No,All others,No,All others,Has the right experience,I'm satisfied with the Republican candidates,,,Getting ahead financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 2,High Density Urban,Urban,Urban Core,Upscale
108290.0,Florida,85.0,Call 3,Complete,Election day exit poll,0.996224045753479,Mitt Romney,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Legal in most cases,,,No,Not conservative enough,About right,Federal budget deficit,,Has strong moral character,Catholic,,,,Strongly support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,,,Catholic,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Has strong moral character,I'm satisfied with the Republican candidates,,,Getting ahead financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale
108291.0,Florida,45.0,Call 3,Complete,Election day exit poll,0.978260040283203,Mitt Romney,Male,White,50-59,50-59,Somewhat liberal,Republican,"$100,000-$199,999",College graduate,,,,One of several important factors,Yes,,,The economy,,,,,,,Neutral,In the last few days,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Important,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Allowed to stay as temporary workers,,Generally favorable,Gingrich,White,White,,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
108292.0,Florida,72.0,Call 3,Complete,Election day exit poll,0.940557897090912,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,A minor factor,No,,,The economy,,,,,,,Strongly support,In the last few days,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,Support,Tea Party supporter and not born-again,Last few days,In the last month,No,All others,,,,,,Generally favorable,,Allowed to stay as temporary workers,,Generally favorable,Romney,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
108293.0,Florida,8.0,Call 3,Complete,Election day exit poll,0.545569181442261,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,Illegal in most cases,,,No,Omit,Omit,The economy,,Has strong moral character,Catholic,,,,Neutral,,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,,Catholic,Neutral,Neither,,,No,All others,No,All others,Has strong moral character,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
108294.0,Florida,30.0,Call 3,Complete,Election day exit poll,0.767790496349335,Ron Paul,Male,Hispanic/Latino,18-24,17-24,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,"Yes, Cuban",,,The most important factor,No,,,The economy,,,,,,,Somewhat support,Before that,,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,A factor,Important,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,,,Generally favorable,,Offered a chance to apply for citizenship,,Generally unfavorable,Romney,Other,Hispanic/Latino,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Extremely High Density Urban,Urban,Urban Core,Very upscale
108295.0,Florida,87.0,Call 3,Complete,Election day exit poll,1.01059532165527,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,No,,Gingrich,,Yes,,,,Yes,Has strong moral character,,Satisfied,Satisfied,Satisfied,Neutral,,Paul,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,,,Has strong moral character,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 3,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Downscale
108296.0,Florida,27.0,Call 3,Complete,Election day exit poll,0.546221494674683,Newt Gingrich,Female,Hispanic/Latino,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,"Yes, Cuban",,,A minor factor,Yes,,,Federal budget deficit,,,,,,,Strongly support,Earlier this month,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,All others,,,,,,Generally favorable,,Omit,,Generally favorable,Omit,Other,Hispanic/Latino,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
108297.0,Florida,60.0,Call 3,Complete,Election day exit poll,0.560672879219055,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",College graduate,"Yes, Cuban",,Gingrich,,Yes,,,,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,Dissatisfied,Somewhat support,,Paul,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,All others,,,Can defeat Barack Obama,,A major problem,,,,A minor factor,,,Other,Hispanic/Latino,A factor,Not important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 3,Suburb,Urban,Urban Core,Very upscale
108298.0,Florida,114.0,Call 3,Complete,Election day exit poll,0.933661460876465,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,No,,Romney,,Yes,,,,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,Satisfied,Somewhat support,,Romney,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
108299.0,Florida,7.0,Call 3,Complete,Election day exit poll,0.835947751998901,Rick Santorum,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,Romney,,Yes,,,,Yes,Has strong moral character,,Satisfied,Dissatisfied,Satisfied,Strongly support,,Santorum,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Has strong moral character,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 3,Town,Rural,Rural,Upscale
108300.0,Florida,113.0,Call 3,Complete,Election day exit poll,0.430198699235916,Ron Paul,Female,White,30-39,30-39,Very conservative,Independent,"$200,000 or more",Postgraduate study,No,Illegal in most cases,,,Yes,Not conservative enough,Not conservative enough,The economy,,Is a true conservative,Protestant,,,,Somewhat support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
108301.0,Florida,8.0,Call 3,Complete,Election day exit poll,0.483009904623032,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,Gingrich,,No,,,,Yes,Is a true conservative,,Satisfied,Satisfied,Satisfied,Strongly support,,Gingrich,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,Yes,All others,,,Is a true conservative,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 3,Suburb,Urban,Urban Core,Upscale
108302.0,Florida,75.0,Call 3,Complete,Election day exit poll,0.552448034286499,Mitt Romney,Male,Hispanic/Latino,60-64,60-64,Moderate,Republican,"$50,000-$99,999",College graduate,"Yes, Cuban",,Romney,,No,,,,No,Has strong moral character,,Dissatisfied,Satisfied,Dissatisfied,Somewhat support,,Romney,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Has strong moral character,,A minor problem,,,,One of several important factors,,,Other,Hispanic/Latino,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 3,High Density Urban,Urban,Urban Core,Upscale
108303.0,Florida,30.0,Call 3,Complete,Election day exit poll,0.811152100563049,Ron Paul,Female,White,30-39,30-39,Somewhat conservative,Republican,"$200,000 or more",College graduate,No,Legal in all cases,,,No,About right,Too conservative,The economy,,Has the right experience,Protestant,,,,Somewhat support,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,,,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Has the right experience,I'm satisfied with the Republican candidates,,,Getting ahead financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 2,Extremely High Density Urban,Urban,Urban Core,Very upscale
108304.0,Florida,85.0,Call 3,Complete,Election day exit poll,0.547045767307281,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"$200,000 or more",College graduate,No,Illegal in all cases,,,Yes,About right,Not conservative enough,The economy,,Has the right experience,Protestant,,,,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has the right experience,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale
108305.0,Florida,101.0,Call 3,Complete,Election day exit poll,0.694445848464966,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Republican,"$200,000 or more",College graduate,No,,,One of several important factors,Yes,,,The economy,,,,,,,Neutral,Earlier this month,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Deported to the country they came from,,Generally favorable,Omit,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Downscale
108307.0,Florida,27.0,Call 3,Complete,Election day exit poll,0.541940152645111,Newt Gingrich,Male,Hispanic/Latino,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,No,,Gingrich,,No,,,,Yes,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Neutral,,Gingrich,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Neutral,Neither,,,No,All others,,,Can defeat Barack Obama,,A minor problem,,,,The most important factor,,,Other,Hispanic/Latino,A factor,Important,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
108308.0,Florida,41.0,Call 3,Complete,Election day exit poll,0.420592218637466,Newt Gingrich,Female,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,No,,,A minor factor,Yes,,,Abortion,,,,,,,Somewhat support,Earlier this month,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Offered a chance to apply for citizenship,,Generally unfavorable,Romney,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,,High-Growth Suburban Perimeter,Upscale
108309.0,Florida,45.0,Call 3,Complete,Election day exit poll,0.985988259315491,Mitt Romney,Female,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",College graduate,No,,Romney,,No,,,,Yes,Can defeat Barack Obama,,Dissatisfied,Satisfied,Satisfied,Somewhat support,,Romney,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Can defeat Barack Obama,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
