ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MIRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,LATINO,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEAZ12,VOTENOV12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,AUTOREP12,CAMPREP12,LAIDOFF3,UNION4,RACE,UNIONHH,UNIONMEM,UNIONVOT,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
151736.0, Michigan,26.0,Call 3,Complete,Election day exit poll,0.929942727088928,Mitt Romney,Female,White,60-64,60-64,Moderate,Republican,"$50,000-$99,999",High school or less,No,Legal in most cases,Romney,Working in government,,No,I strongly favor my candidate,,Yes,,Protestant,Somewhat,Neutral,,,Yes,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Legal,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,Working women,,Approve,,,No one does,White,No,No,No,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Downscale,48910.0
151734.0, Michigan,51.0,Call 3,Complete,Election day exit poll,1.38755297660828,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,No,,,,Not a factor at all,No,,The economy,,Can defeat Barack Obama,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,Can defeat Barack Obama,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48116.0
151733.0, Michigan,124.0,Call 3,Complete,Election day exit poll,1.21374452114105,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,No,,,,A minor factor,No,,Federal budget deficit,,Has the right experience,,,Strongly support,Before that,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Has the right experience,,More negative this year,No,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,48154.0
151731.0, Michigan,106.0,Call 3,Complete,Election day exit poll,0.545317709445953,Mitt Romney,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,Illegal in all cases,Romney,Omit,,Yes,I strongly favor my candidate,,Yes,,Protestant,A great deal,Somewhat support,,,Yes,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48108.0
151730.0, Michigan,84.0,Call 3,Complete,Election day exit poll,1.17899894714355,Mitt Romney,Female,White,30-39,30-39,Moderate,Republican,"$100,000-$199,999",College graduate,No,Legal in most cases,Romney,Working in government,,No,I like my candidate but with reservations,,Yes,,None,Somewhat,Somewhat support,,,Yes,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,None,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Working women,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48323.0
151727.0, Michigan,58.0,Call 3,Complete,Election day exit poll,0.784826874732971,Mitt Romney,Female,White,40-44,40-44,Moderate,,,Some college/assoc. degree,No,Omit,Romney,Omit,,No,Omit,,Yes,,Catholic,Somewhat,Somewhat support,,,Yes,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,Omit,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,,All others,No,All others,Working women,,Approve,,,"Yes, someone else does",White,Yes,Someone else in household is,No,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,48066.0
151726.0, Michigan,106.0,Call 3,Complete,Election day exit poll,0.545317709445953,Mitt Romney,Male,White,30-39,30-39,Moderate,Independent,"$100,000-$199,999",College graduate,No,Legal in all cases,Santorum,Working in government,,No,I like my candidate but with reservations,,Yes,,None,Not at all,Strongly oppose,,,Yes,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,None,Not much or not at all,Oppose,Neither,,,No,All others,No,All others,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48108.0
151725.0, Michigan,26.0,Call 3,Complete,Election day exit poll,0.929942727088928,Mitt Romney,Female,White,60-64,60-64,Somewhat conservative,Republican,"Under $30,000",College graduate,No,,,,Not a factor at all,Yes,,The economy,,Has the right experience,,,Neutral,In January,Probably vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has the right experience,,More negative this year,Yes,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,48910.0
151719.0, Michigan,51.0,Call 3,Complete,Election day exit poll,1.28424465656281,Mitt Romney,Male,White,45-49,45-49,Somewhat conservative,Republican,,College graduate,No,Illegal in most cases,Romney,Working in business,,No,I like my candidate but with reservations,,Yes,,Catholic,Not much,Somewhat support,,,Yes,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,Illegal,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48116.0
151718.0, Michigan,84.0,Call 3,Complete,Election day exit poll,1.16479754447937,Mitt Romney,Male,White,50-59,50-59,Moderate,Independent,"$200,000 or more",Postgraduate study,No,Legal in most cases,Romney,Working in business,,No,I like my candidate but with reservations,,Yes,,Jewish,Not much,Neutral,,,Yes,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,Jewish,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48323.0
151717.0, Michigan,106.0,Call 3,Complete,Election day exit poll,0.545317709445953,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,No,,,,Not a factor at all,No,,The economy,,Can defeat Barack Obama,,,Somewhat support,Before that,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48108.0
151715.0, Michigan,26.0,Call 3,Complete,Election day exit poll,0.918741285800934,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,No,,,,A minor factor,No,,The economy,,Can defeat Barack Obama,,,Strongly oppose,In the last few days,Definitely vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Oppose,Neither,Last few days,In the last month,No,All others,,,,Can defeat Barack Obama,,About the same,No,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,48910.0
151714.0, Michigan,58.0,Call 3,Complete,Election day exit poll,0.837746739387512,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$30,000-$49,999",Postgraduate study,No,Illegal in all cases,Romney,Working in business,,No,I strongly favor my candidate,,,,None,Not much,Neutral,,,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,,,None,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,48066.0
151713.0, Michigan,124.0,Call 3,Complete,Election day exit poll,1.22854268550873,Mitt Romney,Female,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,Legal in all cases,Romney,Working in business,,No,I strongly favor my candidate,,Yes,,Catholic,Not at all,Neutral,,,Yes,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,Working women,,Approve,,,"Yes, someone else does",White,Yes,Someone else in household is,No,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale,48154.0
151707.0, Michigan,106.0,Call 3,Complete,Election day exit poll,0.551966309547424,Mitt Romney,Female,White,45-49,45-49,Somewhat conservative,Republican,"$200,000 or more",College graduate,No,Omit,Romney,Working in business,,Yes,I like my candidate but with reservations,,Yes,,Protestant,Somewhat,Somewhat support,,,No,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Omit,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Omit,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48108.0
151705.0, Michigan,84.0,Call 3,Complete,Election day exit poll,1.16479754447937,Mitt Romney,Male,White,50-59,50-59,Moderate,Republican,"$200,000 or more",College graduate,No,Legal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,Yes,,Catholic,Not much,Neutral,,,Yes,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48323.0
151704.0, Michigan,124.0,Call 3,Complete,Election day exit poll,1.21374452114105,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,,Some college/assoc. degree,No,,,,One of several important factors,Yes,,Federal budget deficit,,Can defeat Barack Obama,,,Strongly support,Before that,Definitely vote for the Republican nominee,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,More negative this year,Yes,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,48154.0
151703.0, Michigan,26.0,Call 3,Complete,Election day exit poll,0.850337624549866,Mitt Romney,Male,White,30-39,30-39,Somewhat conservative,Republican,"$30,000-$49,999",Postgraduate study,No,Illegal in most cases,Romney,Working in business,,No,I like my candidate but with reservations,,Yes,,Mormon,Not at all,Neutral,,,Yes,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,All others,,Disapprove,,,No one does,White,No,No,No,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Downscale,48910.0
151702.0, Michigan,58.0,Call 3,Complete,Election day exit poll,0.837746739387512,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,No,,,,The most important factor,Yes,,The economy,,Has the right experience,,,Strongly oppose,In January,Definitely vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has the right experience,,About the same,Yes,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,48066.0
151699.0, Michigan,106.0,Call 3,Complete,Election day exit poll,0.545317709445953,Mitt Romney,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,Illegal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,Yes,,Protestant,Somewhat,Somewhat support,,,Yes,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48108.0
151697.0, Michigan,109.0,Call 3,Complete,Election day exit poll,0.615761756896973,Mitt Romney,Male,White,50-59,50-59,Very conservative,Independent,"$100,000-$199,999",College graduate,No,Illegal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,Yes,,Protestant,Somewhat,Strongly support,,,Yes,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,Disapprove,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48176.0
151696.0, Michigan,84.0,Call 3,Complete,Election day exit poll,1.16479754447937,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Independent,"$200,000 or more",Postgraduate study,No,Legal in all cases,Romney,Working in business,,No,I like my candidate but with reservations,,Yes,,Catholic,Not at all,Somewhat support,,,Yes,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Disapprove,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48323.0
151693.0, Michigan,51.0,Call 3,Complete,Election day exit poll,1.29990231990814,Mitt Romney,Female,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Postgraduate study,No,Legal in all cases,Romney,Working in business,,No,I like my candidate but with reservations,,No,,Protestant,Not at all,Strongly oppose,,,Yes,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Neither,,,No,All others,No,White Protestant non-evangelical,Working women,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48116.0
151691.0, Michigan,106.0,Call 3,Complete,Election day exit poll,0.596368074417114,Mitt Romney,Female,White,60-64,60-64,Moderate,Independent,"$100,000-$199,999",College graduate,No,,,,Not a factor at all,No,,The economy,,Has the right experience,,,Strongly oppose,Before that,Definitely vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Earlier than that,No,All others,,,,Has the right experience,,About the same,No,,White,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48108.0
151689.0, Michigan,26.0,Call 3,Complete,Election day exit poll,1.08388423919678,Mitt Romney,Male,White,25-29,25-29,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,,One of several important factors,No,,The economy,,Has the right experience,,,Neutral,In January,Probably vote for the Republican nominee,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Neither,Earlier than that,Earlier than that,Yes,All others,,,,Has the right experience,,About the same,Yes,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,48910.0
151683.0, Michigan,106.0,Call 3,Complete,Election day exit poll,0.589184701442719,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,No,Illegal in most cases,Romney,Omit,,No,I like my candidate but with reservations,,Yes,,Catholic,Somewhat,Neutral,,,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,,,Catholic,A great deal or somewhat,Neutral,Neither,,,No,All others,No,All others,All others,,Approve,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48108.0
151682.0, Michigan,84.0,Call 3,Complete,Election day exit poll,1.27384114265442,Mitt Romney,Female,White,60-64,60-64,Somewhat liberal,Democrat,"$200,000 or more",College graduate,No,,,,One of several important factors,No,,The economy,,Has the right experience,,,Neutral,Earlier this month,Only vote for the Republican nominee if your candidate wins,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Important,,,Neutral,Neither,Earlier than that,In the last month,No,All others,,,,Has the right experience,,More negative this year,No,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48323.0
151681.0, Michigan,109.0,Call 3,Complete,Election day exit poll,0.615761756896973,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,Legal in all cases,Romney,Working in business,,No,I strongly favor my candidate,,Yes,,None,Not at all,Neutral,,,Yes,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,Not born again,,,None,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,All others,,Omit,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,48176.0
151680.0, Michigan,26.0,Call 3,Complete,Election day exit poll,0.929942727088928,Mitt Romney,Female,White,60-64,60-64,Somewhat liberal,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,A minor factor,No,,Federal budget deficit,,Is a true conservative,,,Somewhat oppose,Earlier this month,Probably vote for the Republican nominee,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Oppose,Neither,Earlier than that,In the last month,No,All others,,,,Is a true conservative,,More negative this year,Yes,,White,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,48910.0
151679.0, Michigan,75.0,Call 3,Complete,Election day exit poll,0.750462353229523,Mitt Romney,Female,White,30-39,30-39,Very conservative,Republican,"Under $30,000",High school or less,No,,,,One of several important factors,No,,The economy,,Can defeat Barack Obama,,,Strongly support,In the last few days,Definitely vote for the Republican nominee,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,,Support,Tea Party supporter and not born-again,Last few days,In the last month,Yes,All others,,,,Can defeat Barack Obama,,More negative this year,Yes,,White,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,49746.0
151677.0, Michigan,54.0,Call 3,Complete,Election day exit poll,1.01889801025391,Mitt Romney,Female,White,40-44,40-44,Somewhat conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,No,Omit,Romney,Working in business,,Yes,I like my candidate but with reservations,,Yes,,Protestant,Somewhat,Neutral,,,Yes,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Omit,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Omit,,,No one does,White,No,No,No,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,48047.0
151674.0, Michigan,84.0,Call 3,Complete,Election day exit poll,1.17899894714355,Mitt Romney,Female,White,40-44,40-44,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,,,,Not a factor at all,No,,The economy,,Has the right experience,,,Neutral,In the last few days,Definitely vote for the Republican nominee,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Not a factor,Not important,,,Neutral,Neither,Last few days,In the last month,No,All others,,,,Has the right experience,,More positive this year,No,,White,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48323.0
