ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,AZRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,LATINO,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEAZ12,VOTENOV12,WORK,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,CAMPREP12,FAVMCCA,GETAHEAD,IMMPRIME,RACE,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
150086.0,Arizona,102.0,Call 1,Complete,Election day exit poll,0.326079845428467,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Yes,,,,A minor factor,Yes,,Federal budget deficit,Can defeat Barack Obama,,,Strongly support,Earlier this month,Probably vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,All others,,,,Can defeat Barack Obama,More positive this year,Unfavorable,,,Hispanic/Latino,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
149983.0,Arizona,102.0,Call 1,Complete,Election day exit poll,0.326079845428467,Rick Santorum,Male,White,30-39,30-39,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,,The most important factor,Yes,,The economy,Is a true conservative,,,Strongly support,In the last few days,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Is a true conservative,More negative this year,Unfavorable,,,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
152515.0,Arizona,102.0,Call 3,Complete,Election day exit poll,0.326079845428467,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",College graduate,No,,,,One of several important factors,No,,The economy,Is a true conservative,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,Is a true conservative,About the same,Unfavorable,,,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
152567.0,Arizona,102.0,Call 3,Complete,Election day exit poll,0.326079845428467,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,,A minor factor,No,,The economy,Is a true conservative,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,Yes,All others,,,,Is a true conservative,About the same,Unfavorable,,,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
152527.0,Arizona,102.0,Call 3,Complete,Election day exit poll,0.326079845428467,Rick Santorum,Male,White,30-39,30-39,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,No,Illegal in all cases,Santorum,Working in business,,Yes,I like my candidate but with reservations,,,Other christian,Somewhat,Somewhat support,,,Yes,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Offered a chance to apply for citizenship,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
152553.0,Arizona,102.0,Call 3,Complete,Election day exit poll,0.326079845428467,Rick Santorum,Male,White,40-44,40-44,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,Illegal in most cases,Santorum,Working in government,,Yes,I strongly favor my candidate,,,Protestant,A great deal,Strongly support,,,Yes,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
152546.0,Arizona,102.0,Call 3,Complete,Election day exit poll,0.326079845428467,Rick Santorum,Male,White,30-39,30-39,Very conservative,Republican,"$30,000-$49,999",College graduate,No,Illegal in all cases,Santorum,Working in business,,Yes,I strongly favor my candidate,,,Other christian,A great deal,Somewhat support,,,Yes,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
149894.0,Arizona,60.0,Call 1,Complete,Election day exit poll,0.324854820966721,Rick Santorum,Male,White,18-24,17-24,Moderate,Republican,"$50,000-$99,999",High school or less,No,,,,Not a factor at all,No,,The economy,Has strong moral character,,,Neutral,In the last few days,Definitely vote for the Republican nominee,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,Not a factor,Not important,,,Neutral,Neither,Last few days,In the last month,No,All others,,,,Has strong moral character,More negative this year,Favorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Low Density Rural,,High-Growth Suburban Perimeter,Upscale
152634.0,Arizona,63.0,Call 3,Complete,Election day exit poll,0.324854820966721,Rick Santorum,Male,White,18-24,17-24,Moderate,Republican,"Under $30,000",Some college/assoc. degree,No,Illegal in all cases,Santorum,Working in business,,Yes,I strongly favor my candidate,,,Other christian,A great deal,Strongly support,,,No,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
150056.0,Arizona,57.0,Call 1,Complete,Election day exit poll,0.32225239276886,Rick Santorum,Female,Hispanic/Latino,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",,Yes,Omit,Gingrich,Omit,,Yes,I strongly favor my candidate,,,Other christian,A great deal,Strongly support,,,No,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,,,Omit,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,All others,No,All others,All others,,,,Holding steady financially,Allowed to stay as temporary workers,Hispanic/Latino,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale
150140.0,Arizona,57.0,Call 1,Complete,Election day exit poll,0.322163105010986,Rick Santorum,Male,Hispanic/Latino,60-64,60-64,Very conservative,Something else,"$50,000-$99,999",College graduate,Yes,,,,One of several important factors,Yes,,The economy,Is a true conservative,,,Strongly support,Before that,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,All others,,,,Is a true conservative,More negative this year,Unfavorable,,,Hispanic/Latino,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
151301.0,Arizona,57.0,Call 2,Not complete,Election day exit poll,0.322163105010986,Rick Santorum,Male,White,65 or over,65 or over,,,,Some college/assoc. degree,No,,,Working in government,,,I strongly favor my candidate,,,,,,,,Yes,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,,,,,,,,,,,,,,,All others,,,,Holding steady financially,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale
149770.0,Arizona,30.0,Call 1,Complete,Election day exit poll,0.320907890796661,Rick Santorum,Female,White,30-39,30-39,Somewhat conservative,Republican,"$200,000 or more",College graduate,No,,,,A minor factor,Yes,,Illegal immigration,Is a true conservative,,,Somewhat support,Earlier this month,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Is a true conservative,More negative this year,Favorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
150956.0,Arizona,30.0,Call 2,Complete,Election day exit poll,0.320907890796661,Rick Santorum,Female,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,One of several important factors,Yes,,Federal budget deficit,Has strong moral character,,,Somewhat support,Before that,Probably vote for the Republican nominee,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Has strong moral character,About the same,Unfavorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
150967.0,Arizona,30.0,Call 2,Complete,Election day exit poll,0.320907890796661,Rick Santorum,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,No,,,,One of several important factors,No,,The economy,Can defeat Barack Obama,,,Strongly support,In January,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,More negative this year,Favorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152301.0,Arizona,30.0,Call 3,Complete,Election day exit poll,0.320907890796661,Rick Santorum,Female,White,40-44,40-44,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,One of several important factors,Yes,,The economy,Is a true conservative,,,Strongly support,Before that,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Is a true conservative,About the same,Unfavorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152385.0,Arizona,30.0,Call 3,Complete,Election day exit poll,0.320907890796661,Rick Santorum,Female,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,One of several important factors,Yes,,The economy,Has the right experience,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Has the right experience,About the same,Favorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152288.0,Arizona,30.0,Call 3,Complete,Election day exit poll,0.320907890796661,Rick Santorum,Female,White,40-44,40-44,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,,One of several important factors,Yes,,The economy,Has strong moral character,,,Neutral,Earlier this month,Only vote for the Republican nominee if your candidate wins,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Has strong moral character,More positive this year,Favorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152314.0,Arizona,30.0,Call 3,Complete,Election day exit poll,0.320907890796661,Rick Santorum,Female,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",College graduate,No,,,,One of several important factors,No,,The economy,Has strong moral character,,,Neutral,In the last few days,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Neutral,Neither,Last few days,In the last month,No,All others,,,,Has strong moral character,About the same,Favorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152447.0,Arizona,30.0,Call 3,Complete,Election day exit poll,0.320907890796661,Rick Santorum,Female,White,45-49,45-49,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,Illegal in most cases,Santorum,Working in business,,Yes,I strongly favor my candidate,,,Protestant,Somewhat,Somewhat support,,,No,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Falling behind financially,Allowed to stay as temporary workers,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149869.0,Arizona,30.0,Call 1,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,No,,,,A minor factor,Yes,,The economy,Is a true conservative,,,Strongly support,Before that,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Is a true conservative,More negative this year,Unfavorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149868.0,Arizona,30.0,Call 1,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",College graduate,No,,,,A minor factor,Yes,,The economy,Is a true conservative,,,Strongly support,Before that,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Is a true conservative,More negative this year,Unfavorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149820.0,Arizona,30.0,Call 1,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,Not a factor at all,Yes,,The economy,Has strong moral character,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Has strong moral character,More negative this year,Omit,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
149644.0,Arizona,30.0,Call 1,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,White,40-44,40-44,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,No,Illegal in all cases,Romney,Working in business,,No,I strongly favor my candidate,,,Other christian,A great deal,Strongly support,,,No,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
150836.0,Arizona,30.0,Call 2,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,White,30-39,30-39,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,,,,One of several important factors,No,,The economy,Can defeat Barack Obama,,,Strongly oppose,Before that,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,A factor,Important,,,Oppose,Neither,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,About the same,Favorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
150991.0,Arizona,30.0,Call 2,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Illegal in most cases,Santorum,Working in government,,Yes,I strongly favor my candidate,,,Protestant,Somewhat,Somewhat support,,,Yes,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152452.0,Arizona,30.0,Call 3,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",College graduate,No,,,,One of several important factors,No,,The economy,Can defeat Barack Obama,,,Somewhat support,Earlier this month,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,Can defeat Barack Obama,About the same,Favorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152438.0,Arizona,30.0,Call 3,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,Hispanic/Latino,45-49,45-49,Somewhat conservative,Something else,"$30,000-$49,999",Some college/assoc. degree,Yes,,,,A minor factor,Yes,,Federal budget deficit,Is a true conservative,,,Strongly support,Earlier this month,Probably vote for the Republican nominee,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,All others,,,,Is a true conservative,About the same,Unfavorable,,,Hispanic/Latino,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152407.0,Arizona,30.0,Call 3,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,White,40-44,40-44,Very conservative,Republican,"$30,000-$49,999",College graduate,No,Illegal in most cases,Romney,Working in business,,No,I strongly favor my candidate,,,Protestant,A great deal,Strongly support,,,Yes,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Allowed to stay as temporary workers,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
152190.0,Arizona,30.0,Call 3,Complete,Election day exit poll,0.320818990468979,Rick Santorum,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Illegal in most cases,Romney,Omit,,Yes,I dislike the other candidates,,,Other christian,A great deal,Strongly support,,,Yes,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Extremely Low Density Rural,Urban,Urban Core,Very upscale
151191.0,Arizona,41.0,Call 2,Complete,Election day exit poll,0.320690006017685,Rick Santorum,Male,White,18-24,17-24,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,No,,,,Not a factor at all,Yes,,The economy,Has strong moral character,,,Neutral,Earlier this month,Definitely vote for the Republican nominee,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Has strong moral character,About the same,Favorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale
152657.0,Arizona,41.0,Call 3,Complete,Election day exit poll,0.320690006017685,Rick Santorum,Male,White,18-24,17-24,Somewhat liberal,Independent,"$50,000-$99,999",High school or less,No,,,,One of several important factors,No,,Federal budget deficit,Has the right experience,,,Neutral,In the last few days,Only vote for the Republican nominee if your candidate wins,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,,Neutral,Neither,Last few days,In the last month,No,All others,,,,Has the right experience,More positive this year,Unfavorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale
