ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,OKRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,SHAREREL,TEAPARTY,TIMEST12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,XQLTREP12,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
232478.0,Oklahoma,28.0,Call 1,Complete,Election day exit poll,1.35086750984192,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",Postgraduate study,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Is a true conservative,Omit,Neutral,Earlier this year,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,Omit,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
232475.0,Oklahoma,103.0,Call 1,Complete,Election day exit poll,0.396704733371735,Rick Santorum,Male,White,60-64,60-64,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,Abortion,Yes,Has strong moral character,A great deal,Strongly support,In the last few weeks,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
236329.0,Oklahoma,103.0,Call 2,Complete,Election day exit poll,0.419127881526947,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,,High school or less,Illegal in all cases,One of several important factors,No,I strongly favor my candidate,Abortion,No,Has strong moral character,A great deal,Strongly support,In the last few days,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,Illegal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
236325.0,Oklahoma,54.0,Call 2,Complete,Election day exit poll,0.92610228061676,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,One of several important factors,Yes,I dislike the other candidates,Abortion,Yes,Can defeat Barack Obama,Somewhat,Strongly support,Just today,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
231942.0,Oklahoma,95.0,Call 1,Complete,Election day exit poll,0.686118841171265,Rick Santorum,Male,White,65 or over,65 or over,Very conservative,Republican,,College graduate,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Abortion,Yes,Is a true conservative,A great deal,Somewhat support,Earlier this year,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale
232459.0,Oklahoma,103.0,Call 1,Complete,Election day exit poll,0.400858402252197,Rick Santorum,Male,White,50-59,50-59,Somewhat conservative,Republican,"$30,000-$49,999",College graduate,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Somewhat,Somewhat support,In the last few days,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
236320.0,Oklahoma,77.0,Call 2,Complete,Election day exit poll,0.75564032793045,Rick Santorum,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in most cases,A minor factor,,I strongly favor my candidate,Abortion,Yes,Has strong moral character,A great deal,Strongly support,Just today,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,,A factor,Not important,A great deal or somewhat,Support,,Last few days,Since January 1st,No,,Has strong moral character,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
240384.0,Oklahoma,77.0,Call 3,Complete,Election day exit poll,0.75564032793045,Rick Santorum,Male,White,40-44,40-44,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,A minor factor,Yes,I like my candidate but with reservations,The economy,Yes,Has strong moral character,Somewhat,Strongly support,Just today,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
240176.0,Oklahoma,77.0,Call 3,Complete,Election day exit poll,0.798351764678955,Rick Santorum,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",High school or less,Illegal in most cases,A minor factor,Yes,I like my candidate but with reservations,Illegal immigration,No,Has strong moral character,A great deal,Strongly support,Earlier this year,Non married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
236313.0,Oklahoma,14.0,Call 2,Complete,Election day exit poll,0.756551206111908,Rick Santorum,Female,White,65 or over,65 or over,,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,No,Has strong moral character,Somewhat,Strongly support,In the last few weeks,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
236305.0,Oklahoma,90.0,Call 2,Complete,Election day exit poll,1.42908990383148,Rick Santorum,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in all cases,Not a factor at all,Yes,I strongly favor my candidate,Omit,No,Can defeat Barack Obama,Not at all,Strongly support,Just today,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,Not a factor,Not important,Not much or not at all,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale
236304.0,Oklahoma,90.0,Call 2,Complete,Election day exit poll,1.42908990383148,Rick Santorum,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in all cases,Not a factor at all,Yes,I strongly favor my candidate,Omit,No,Can defeat Barack Obama,Not at all,Strongly support,Just today,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,Not a factor,Not important,Not much or not at all,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale
232441.0,Oklahoma,103.0,Call 1,Complete,Election day exit poll,0.423516303300858,Rick Santorum,Female,White,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Legal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Has strong moral character,A great deal,Strongly support,In the last few weeks,Non married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
232439.0,Oklahoma,46.0,Call 1,Complete,Election day exit poll,0.777925908565521,Rick Santorum,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in most cases,Not a factor at all,Yes,I dislike the other candidates,Federal budget deficit,Yes,Has the right experience,Somewhat,Somewhat support,In the last few weeks,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,Not a factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has the right experience,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
236300.0,Oklahoma,103.0,Call 2,Complete,Election day exit poll,0.396852165460587,Rick Santorum,Male,White,25-29,25-29,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,Illegal in most cases,A minor factor,Yes,I dislike the other candidates,The economy,Yes,Can defeat Barack Obama,Somewhat,Somewhat oppose,In the last few days,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
236292.0,Oklahoma,14.0,Call 2,Complete,Election day exit poll,0.756551206111908,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Something else,"Under $30,000",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Is a true conservative,Not much,Strongly support,Before that,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
236289.0,Oklahoma,54.0,Call 2,Complete,Election day exit poll,0.978448867797852,Rick Santorum,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,Not a factor at all,Yes,I like my candidate but with reservations,Federal budget deficit,Yes,Is a true conservative,Not much,Strongly support,In the last few weeks,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,Not a factor,Not important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
240144.0,Oklahoma,77.0,Call 3,Complete,Election day exit poll,0.790372908115387,Rick Santorum,Female,White,25-29,25-29,Somewhat conservative,Republican,"Under $30,000",High school or less,Illegal in all cases,Not a factor at all,Yes,I strongly favor my candidate,Abortion,No,Has strong moral character,A great deal,Strongly oppose,In the last few days,Non married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,Not a factor,Not important,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
236269.0,Oklahoma,14.0,Call 2,Complete,Election day exit poll,0.756551206111908,Rick Santorum,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Legal in most cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,,Can defeat Barack Obama,Somewhat,Strongly support,In the last few days,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
236268.0,Oklahoma,77.0,Call 2,Complete,Election day exit poll,0.747810423374176,Rick Santorum,Male,White,60-64,60-64,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,Illegal in all cases,Not a factor at all,No,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Not much,Somewhat support,Just today,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Not born again,Not a factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
240129.0,Oklahoma,54.0,Call 3,Complete,Election day exit poll,0.92610228061676,Rick Santorum,Male,White,40-44,40-44,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Legal in all cases,The most important factor,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Not at all,Neutral,Before that,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Neutral,Neither,Earlier than that,Before January 1st,No,All others,Can defeat Barack Obama,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
232401.0,Oklahoma,103.0,Call 1,Complete,Election day exit poll,0.423516303300858,Rick Santorum,Female,White,45-49,45-49,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,The most important factor,Yes,I like my candidate but with reservations,Abortion,Yes,Is a true conservative,A great deal,Somewhat support,In the last few weeks,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
236260.0,Oklahoma,90.0,Call 2,Complete,Election day exit poll,1.44405317306519,Rick Santorum,Female,White,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in all cases,The most important factor,Yes,I strongly favor my candidate,Abortion,Yes,Has strong moral character,A great deal,Somewhat support,Before that,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale
236255.0,Oklahoma,46.0,Call 2,Complete,Election day exit poll,0.770151257514954,Rick Santorum,Male,White,18-24,17-24,Moderate,Republican,"Under $30,000",Some college/assoc. degree,Legal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Can defeat Barack Obama,Somewhat,Somewhat support,In the last few weeks,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
232391.0,Oklahoma,77.0,Call 1,Complete,Election day exit poll,0.75564032793045,Rick Santorum,Male,White,50-59,50-59,Very conservative,Independent,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,A minor factor,Yes,I strongly favor my candidate,Abortion,No,Is a true conservative,A great deal,Somewhat support,In the last few weeks,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
236251.0,Oklahoma,14.0,Call 2,Complete,Election day exit poll,0.756551206111908,Rick Santorum,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,No,Has strong moral character,A great deal,Somewhat support,In the last few days,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Not born again,A factor,Important,A great deal or somewhat,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,Yes,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
232387.0,Oklahoma,92.0,Call 1,Complete,Election day exit poll,0.629445970058441,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Is a true conservative,A great deal,Somewhat support,In the last few weeks,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
232382.0,Oklahoma,28.0,Call 1,Complete,Election day exit poll,1.35086750984192,Rick Santorum,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,The economy,,Can defeat Barack Obama,A great deal,Strongly support,In the last few days,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
232374.0,Oklahoma,7.0,Call 1,Complete,Election day exit poll,0.658297777175903,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",College graduate,Illegal in most cases,Omit,Yes,I strongly favor my candidate,The economy,Yes,Has the right experience,Not at all,Strongly support,Earlier this year,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,Omit,Omit,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has the right experience,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Extremely Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
232373.0,Oklahoma,103.0,Call 1,Complete,Election day exit poll,0.419127881526947,Rick Santorum,Female,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",High school or less,Legal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,No,Has strong moral character,Not much,Strongly support,Just today,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,Yes,All others,Has strong moral character,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
236225.0,Oklahoma,90.0,Call 2,Complete,Election day exit poll,1.36679697036743,Rick Santorum,Male,White,40-44,40-44,Very liberal,Independent,"$30,000-$49,999",Some college/assoc. degree,Legal in all cases,The most important factor,Yes,I like my candidate but with reservations,Illegal immigration,No,Has strong moral character,Not much,Strongly support,In the last few days,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Has strong moral character,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale
236222.0,Oklahoma,77.0,Call 2,Complete,Election day exit poll,0.75564032793045,Rick Santorum,Male,White,50-59,50-59,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Is a true conservative,Not much,Neutral,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Not born again,A factor,Important,Not much or not at all,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Is a true conservative,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
