ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SCRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMESC12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,DEFICIT12R,ECONWORR,GETAHEAD,HALEY2,LAIDOFF3,ROMNEYWORK,ROMNWIN,UNFAIRREP12SC,VETVOTER,ECOWORR2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
74450.0,South Carolina,101.0,Call 3,Complete,Election day exit poll,0.799204409122467,Newt Gingrich,Female,White,40-44,40-44,Moderate,Republican,"$50,000-$99,999",College graduate,,One of several important factors,Yes,The economy,Yes,,,,Neutral,Earlier this month,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Enthusiastically support him,Perry,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,70s Suburbs,Urban Perimeter,Very downscale,29330.0
74414.0,South Carolina,95.0,Call 3,Complete,Election day exit poll,0.953525066375732,Newt Gingrich,Male,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",College graduate,,Not a factor at all,Yes,The economy,Yes,,,,Neutral,Just today,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Somewhat worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,29206.0
74301.0,South Carolina,66.0,Call 3,Complete,Election day exit poll,0.483352363109589,Newt Gingrich,Female,Black,25-29,25-29,Very liberal,Democrat,"$30,000-$49,999",College graduate,,Not a factor at all,Yes,The economy,No,,,,Strongly oppose,In the last few days,Non married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,Not a factor,Not important,,,Oppose,Born-again but not Tea Party supporter,Last few days,In the last month,No,All others,,,,Creating jobs even if that raises the budget deficit,Not too worried,,,,,Not support him,Perry,No,Not worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29645.0
74230.0,South Carolina,51.0,Call 3,Complete,Election day exit poll,0.820804536342621,Newt Gingrich,Female,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,A minor factor,Yes,The economy,No,,,,Neutral,In the last few days,Non married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Somewhat worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,29607.0
74213.0,South Carolina,17.0,Call 3,Complete,Election day exit poll,0.949916303157806,Newt Gingrich,Male,White,45-49,45-49,Somewhat conservative,Republican,"$200,000 or more",College graduate,,One of several important factors,Yes,The economy,Yes,,,,Somewhat oppose,Just today,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Somewhat worried,,,,,Enthusiastically support him,Paul,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,Extremely Low Density Rural,Urban,Urban Core,Upscale,29492.0
74197.0,South Carolina,100.0,Call 3,Complete,Election day exit poll,0.904413104057312,Newt Gingrich,Female,White,60-64,60-64,Moderate,Democrat,"$50,000-$99,999",Some college/assoc. degree,,One of several important factors,Yes,The economy,Yes,,,,Neutral,Just today,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Somewhat worried,,,,,Support him with reservations,Romney,,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29365.0
74194.0,South Carolina,48.0,Call 3,Complete,Election day exit poll,1.02059686183929,Newt Gingrich,Female,White,30-39,30-39,Moderate,Republican,"Under $30,000",Some college/assoc. degree,,One of several important factors,Yes,Federal budget deficit,No,,,,Neutral,In the last few days,Non married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,29609.0
74183.0,South Carolina,48.0,Call 3,Complete,Election day exit poll,1.05430161952972,Newt Gingrich,Male,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,,A minor factor,Yes,The economy,No,,,,Neutral,Before that,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Support him with reservations,Santorum,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,29609.0
74134.0,South Carolina,36.0,Call 3,Complete,Election day exit poll,1.15892338752747,Newt Gingrich,Female,White,30-39,30-39,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,The most important factor,Yes,The economy,Yes,,,,Neutral,Before that,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Somewhat worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29565.0
74049.0,South Carolina,100.0,Call 3,Complete,Election day exit poll,0.847911298274994,Newt Gingrich,Male,White,30-39,30-39,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,A minor factor,Yes,The economy,Yes,,,,Neutral,Just today,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29365.0
73984.0,South Carolina,95.0,Call 2,Complete,Election day exit poll,0.923041939735413,Newt Gingrich,Female,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",Postgraduate study,,Omit,Yes,The economy,Yes,,,,Neutral,In the last few days,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,Omit,Omit,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Not support him,Romney,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,29206.0
73884.0,South Carolina,22.0,Call 2,Complete,Election day exit poll,1.03133773803711,Newt Gingrich,Male,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,,The most important factor,Yes,The economy,Yes,,,,Neutral,Just today,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Support him with reservations,Romney,Yes,Worried,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29456.0
73877.0,South Carolina,44.0,Call 2,Complete,Election day exit poll,1.2238062620163,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Independent,"$30,000-$49,999",College graduate,,One of several important factors,Yes,The economy,Yes,,,,Neutral,Just today,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Support him with reservations,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Town,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29576.0
73826.0,South Carolina,114.0,Call 2,Complete,Election day exit poll,0.820804536342621,Newt Gingrich,Female,White,45-49,45-49,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,One of several important factors,Yes,The economy,Yes,,,,Neutral,Before that,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Not support him,Gingrich,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29732.0
73805.0,South Carolina,65.0,Call 2,Complete,Election day exit poll,1.19719636440277,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,A minor factor,Yes,Federal budget deficit,Yes,,,,Neutral,Before that,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Not support him,Romney,Yes,Worried,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29067.0
73792.0,South Carolina,101.0,Call 2,Complete,Election day exit poll,0.825597882270813,Newt Gingrich,Male,White,50-59,50-59,Moderate,Democrat,,High school or less,,One of several important factors,Yes,The economy,Yes,,,,Neutral,Earlier this month,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,High school graduate or less,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Not support him,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Low Density Rural,70s Suburbs,Urban Perimeter,Very downscale,29330.0
73785.0,South Carolina,55.0,Call 2,Complete,Election day exit poll,0.825597882270813,Newt Gingrich,Male,White,45-49,45-49,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,,One of several important factors,Yes,The economy,Yes,,,,Neutral,Earlier this month,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Support him with reservations,Paul,Yes,Worried,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,29692.0
73735.0,South Carolina,38.0,Call 2,Complete,Election day exit poll,1.6639449596405,Newt Gingrich,Female,White,50-59,50-59,Moderate,Republican,"Under $30,000",High school or less,,One of several important factors,Yes,Omit,No,,,,Neutral,Just today,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Enthusiastically support him,Santorum,No,Worried,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,29448.0
73657.0,South Carolina,99.0,Call 2,Complete,Election day exit poll,0.880612790584564,Newt Gingrich,Female,White,65 or over,65 or over,Moderate,Republican,"$50,000-$99,999",College graduate,,One of several important factors,Yes,Federal budget deficit,Yes,,,,Somewhat oppose,In the last few days,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Support him with reservations,Gingrich,No,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 1,Town,Rural,Rural,Downscale,29303.0
73543.0,South Carolina,75.0,Call 2,Complete,Election day exit poll,0.815308511257172,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Republican,,Some college/assoc. degree,,One of several important factors,Yes,The economy,No,,,,Neutral,Before that,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Enthusiastically support him,Omit,Yes,Worried,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,29170.0
73512.0,South Carolina,51.0,Call 2,Complete,Election day exit poll,0.904413104057312,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",College graduate,,Not a factor at all,Yes,The economy,No,,,,Neutral,Earlier this month,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Enthusiastically support him,Omit,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,29607.0
73499.0,South Carolina,36.0,Call 2,Complete,Election day exit poll,1.15892338752747,Newt Gingrich,Female,White,30-39,30-39,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,,Not a factor at all,Yes,The economy,Yes,,,,Neutral,Earlier this month,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Not support him,Romney,No,Worried,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29565.0
73473.0,South Carolina,51.0,Call 2,Complete,Election day exit poll,0.820804536342621,Newt Gingrich,Female,White,30-39,30-39,Moderate,Republican,"$30,000-$49,999",College graduate,,One of several important factors,Yes,The economy,Yes,,,,Neutral,In the last few days,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Enthusiastically support him,Romney,No,Worried,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,29607.0
73379.0,South Carolina,36.0,Call 2,Complete,Election day exit poll,1.27697336673737,Newt Gingrich,Female,White,65 or over,65 or over,Moderate,Democrat,"Under $30,000",High school or less,,The most important factor,Yes,The economy,No,,,,Strongly oppose,Earlier this month,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Not too worried,,,,,Not support him,Romney,No,Not worried,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,29565.0
73378.0,South Carolina,69.0,Call 2,Complete,Election day exit poll,0.845723927021027,Newt Gingrich,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,A minor factor,Yes,Federal budget deficit,Yes,,,,Neutral,In the last few days,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Enthusiastically support him,Paul,No,Worried,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,29006.0
73313.0,South Carolina,42.0,Call 2,Complete,Election day exit poll,0.683807671070099,Newt Gingrich,Male,Black,45-49,45-49,Very conservative,Democrat,"Under $30,000",High school or less,,The most important factor,Yes,The economy,Yes,,,,Neutral,Earlier this month,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Democrat,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,All others,,,,Creating jobs even if that raises the budget deficit,Not too worried,,,,,Support him with reservations,Romney,No,Not worried,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,29180.0
73265.0,South Carolina,42.0,Call 2,Complete,Election day exit poll,1.10703003406525,Newt Gingrich,Female,White,50-59,50-59,Somewhat liberal,Democrat,"$30,000-$49,999",College graduate,,One of several important factors,Yes,The economy,No,,,,Strongly oppose,Earlier this month,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Somewhat worried,,,,,Not support him,Omit,No,Worried,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,29180.0
73014.0,South Carolina,114.0,Call 1,Complete,Election day exit poll,0.80835098028183,Newt Gingrich,Female,White,18-24,17-24,Very conservative,Republican,"Under $30,000",Postgraduate study,,One of several important factors,Yes,The economy,No,,,,Neutral,In the last few days,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Somewhat worried,,,,,Support him with reservations,Paul,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29732.0
72973.0,South Carolina,114.0,Call 1,Complete,Election day exit poll,0.934281051158905,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,,The most important factor,Yes,The economy,No,,,,Neutral,In the last few days,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Not support him,Romney,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29732.0
72875.0,South Carolina,38.0,Call 1,Complete,Election day exit poll,1.21899175643921,Ron Paul,Male,Black,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,,One of several important factors,Yes,The economy,Yes,,,,Neutral,Earlier this month,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,All others,,,,Creating jobs even if that raises the budget deficit,Somewhat worried,,,,,Not support him,Gingrich,Yes,Worried,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,29448.0
72847.0,South Carolina,38.0,Call 1,Complete,Election day exit poll,1.97345042228699,Ron Paul,Female,White,65 or over,65 or over,Very conservative,Independent,"Under $30,000",Some college/assoc. degree,,The most important factor,Yes,The economy,Yes,,,,Strongly oppose,In the last few days,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Very worried,,,,,Not support him,Gingrich,No,Worried,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,29448.0
74817.0,South Carolina,86.0,Call 3,Complete,Election day exit poll,0.722745478153229,Ron Paul,Male,White,30-39,30-39,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,,One of several important factors,Yes,The economy,Yes,,,,Neutral,Before that,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Creating jobs even if that raises the budget deficit,Somewhat worried,,,,,Support him with reservations,Gingrich,No,Worried,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29640.0
