ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MARPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,TEAPARTY,TIMEST12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,HEALTHMASS,ROMNTIESMA,ROMNTIESMA2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
237362.0,Massachusetts,43.0,Call 2,Complete,Election day exit poll,0.7996866106987,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,Not a factor at all,No,I dislike the other candidates,Omit,,Has the right experience,Catholic,Somewhat oppose,In the last few days,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Catholic,Oppose,Neither,Last few days,Since January 1st,No,All others,No,All others,Has the right experience,Was about right,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
240625.0,Massachusetts,106.0,Call 3,Complete,Election day exit poll,0.932015895843506,Mitt Romney,Male,White,50-59,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,One of several important factors,No,I strongly favor my candidate,The economy,No,Can defeat Barack Obama,Protestant,Strongly support,Before that,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
236690.0,Massachusetts,62.0,Call 2,Complete,Election day exit poll,0.901771426200867,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Independent,"$30,000-$49,999",College graduate,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Protestant,Strongly support,Earlier this year,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
241154.0,Massachusetts,114.0,Call 3,Complete,Election day exit poll,1.49821531772614,Mitt Romney,Male,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,One of several important factors,No,I dislike the other candidates,The economy,Yes,Can defeat Barack Obama,None,Neutral,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,None,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
237342.0,Massachusetts,88.0,Call 2,Complete,Election day exit poll,0.789434254169464,Mitt Romney,Female,White,45-49,45-49,Somewhat liberal,Independent,"$100,000-$199,999",College graduate,A minor factor,No,I dislike the other candidates,Abortion,Yes,Has strong moral character,Mormon,Somewhat oppose,In the last few weeks,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Oppose,Neither,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Has strong moral character,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
236677.0,Massachusetts,48.0,Call 2,Complete,Election day exit poll,1.53513526916504,Mitt Romney,Male,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,Yes,Can defeat Barack Obama,Protestant,Somewhat support,In the last few days,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Town,70s Suburbs,High-Growth Suburban Perimeter,Downscale
237333.0,Massachusetts,26.0,Call 2,Complete,Election day exit poll,0.84321802854538,Mitt Romney,Female,White,45-49,45-49,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Has the right experience,Protestant,Neutral,In the last few weeks,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Has the right experience,Was about right,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
241142.0,Massachusetts,6.0,Call 3,Complete,Election day exit poll,0.831458628177643,Mitt Romney,Male,White,30-39,30-39,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Catholic,Somewhat support,Before that,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
237330.0,Massachusetts,43.0,Call 2,Complete,Election day exit poll,0.88084751367569,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",High school or less,One of several important factors,No,I dislike the other candidates,The economy,No,Can defeat Barack Obama,Catholic,Neutral,Earlier this year,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Catholic,Neutral,Neither,Earlier than that,Since January 1st,Yes,All others,No,All others,Can defeat Barack Obama,Was about right,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
241138.0,Massachusetts,16.0,Call 3,Complete,Election day exit poll,2.31139945983887,Mitt Romney,Male,White,40-44,40-44,Moderate,Republican,"$30,000-$49,999",Postgraduate study,Not a factor at all,No,I like my candidate but with reservations,Federal budget deficit,No,Can defeat Barack Obama,Protestant,Somewhat support,Earlier this year,Non married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
240589.0,Massachusetts,43.0,Call 3,Complete,Election day exit poll,0.778293669223785,Mitt Romney,Male,White,45-49,45-49,Somewhat conservative,Independent,"$100,000-$199,999",Some college/assoc. degree,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Has the right experience,Catholic,Neutral,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Catholic,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,All others,Has the right experience,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
241127.0,Massachusetts,6.0,Call 3,Complete,Election day exit poll,0.831458628177643,Mitt Romney,Male,White,40-44,40-44,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,None,Neutral,Earlier this year,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,None,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Was about right,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
231907.0,Massachusetts,21.0,Call 1,Complete,Election day exit poll,0.998810172080994,Mitt Romney,Male,White,45-49,45-49,Somewhat liberal,Something else,"$100,000-$199,999",College graduate,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,No,Can defeat Barack Obama,Other christian,Neutral,Before that,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Before January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
241124.0,Massachusetts,102.0,Call 3,Complete,Election day exit poll,0.829598367214203,Mitt Romney,Male,White,45-49,45-49,Very conservative,Something else,"$100,000-$199,999",High school or less,One of several important factors,No,I dislike the other candidates,Federal budget deficit,Yes,Can defeat Barack Obama,Catholic,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
236654.0,Massachusetts,62.0,Call 2,Complete,Election day exit poll,0.818682610988617,Mitt Romney,Male,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Has strong moral character,Catholic,Somewhat support,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Has strong moral character,Was about right,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237307.0,Massachusetts,102.0,Call 2,Complete,Election day exit poll,0.938912570476532,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",High school or less,The most important factor,No,I strongly favor my candidate,The economy,No,Can defeat Barack Obama,Catholic,Somewhat oppose,Earlier this year,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Catholic,Oppose,Neither,Earlier than that,Since January 1st,Yes,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237306.0,Massachusetts,102.0,Call 2,Complete,Election day exit poll,0.938912570476532,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",High school or less,The most important factor,No,I strongly favor my candidate,The economy,No,Can defeat Barack Obama,Catholic,Somewhat oppose,Earlier this year,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Catholic,Oppose,Neither,Earlier than that,Since January 1st,Yes,All others,No,All others,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
240569.0,Massachusetts,62.0,Call 3,Complete,Election day exit poll,0.841185748577118,Mitt Romney,Female,White,30-39,30-39,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Is a true conservative,Catholic,Neutral,In the last few days,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Catholic,Neutral,Neither,Last few days,Since January 1st,No,All others,No,All others,Is a true conservative,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
232712.0,Massachusetts,48.0,Call 1,Complete,Election day exit poll,1.53513526916504,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Independent,"$100,000-$199,999",Postgraduate study,One of several important factors,No,I like my candidate but with reservations,The economy,,Can defeat Barack Obama,Other christian,Strongly support,In the last few days,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Town,70s Suburbs,High-Growth Suburban Perimeter,Downscale
237297.0,Massachusetts,73.0,Call 2,Complete,Election day exit poll,0.915844082832336,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,A minor factor,No,I strongly favor my candidate,Federal budget deficit,,Can defeat Barack Obama,Catholic,Strongly support,Earlier this year,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Not important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
237288.0,Massachusetts,64.0,Call 2,Complete,Election day exit poll,0.751018226146698,Mitt Romney,Male,,50-59,50-59,Somewhat conservative,Independent,"$50,000-$99,999",High school or less,One of several important factors,No,I strongly favor my candidate,Illegal immigration,,Can defeat Barack Obama,Catholic,Strongly support,Earlier this year,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,,Can defeat Barack Obama,Went too far,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
232698.0,Massachusetts,48.0,Call 1,Complete,Election day exit poll,1.57733154296875,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,One of several important factors,No,I strongly favor my candidate,The economy,,Can defeat Barack Obama,Catholic,Neutral,Before that,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Catholic,Neutral,Neither,Earlier than that,Before January 1st,Yes,All others,No,All others,Can defeat Barack Obama,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Town,70s Suburbs,High-Growth Suburban Perimeter,Downscale
237280.0,Massachusetts,106.0,Call 2,Complete,Election day exit poll,1.05482542514801,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",Postgraduate study,A minor factor,No,I strongly favor my candidate,Federal budget deficit,No,Has the right experience,Other christian,Neutral,Earlier this year,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Has the right experience,Was about right,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
237273.0,Massachusetts,34.0,Call 2,Complete,Election day exit poll,0.863920509815216,Mitt Romney,Female,White,50-59,50-59,Moderate,Democrat,"$50,000-$99,999",College graduate,One of several important factors,No,I like my candidate but with reservations,Federal budget deficit,Yes,Can defeat Barack Obama,Protestant,Somewhat support,In the last few weeks,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
239958.0,Massachusetts,74.0,Call 3,Complete,Election day exit poll,1.55865097045898,Mitt Romney,Male,White,60-64,60-64,Very conservative,Independent,"$50,000-$99,999",Postgraduate study,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Protestant,Strongly support,In the last few weeks,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
237270.0,Massachusetts,88.0,Call 2,Complete,Election day exit poll,0.846292495727539,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Republican,,College graduate,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Protestant,Strongly support,Earlier this year,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
232665.0,Massachusetts,34.0,Call 1,Complete,Election day exit poll,0.840809166431427,Mitt Romney,Male,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,The most important factor,No,I dislike the other candidates,The economy,Yes,Has the right experience,Protestant,Neutral,Before that,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Before January 1st,No,All others,No,White Protestant non-evangelical,Has the right experience,Went too far,A great deal,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
232662.0,Massachusetts,6.0,Call 1,Complete,Election day exit poll,0.85431295633316,Mitt Romney,Female,White,40-44,40-44,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Has the right experience,Other christian,Neutral,Before that,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Before January 1st,No,All others,No,White Protestant non-evangelical,Has the right experience,Went too far,Not at all,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
237247.0,Massachusetts,102.0,Call 2,Complete,Election day exit poll,0.829598367214203,Mitt Romney,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,No,Can defeat Barack Obama,Protestant,Strongly support,Earlier this year,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
233429.0,Massachusetts,108.0,Call 1,Complete,Election day exit poll,0.887918293476105,Mitt Romney,Female,White,40-44,40-44,Moderate,Independent,"$200,000 or more",College graduate,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Has the right experience,None,Somewhat oppose,Earlier this year,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,None,Oppose,Neither,Earlier than that,Since January 1st,No,All others,No,All others,Has the right experience,Was about right,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
232649.0,Massachusetts,34.0,Call 1,Complete,Election day exit poll,0.840809166431427,Mitt Romney,Male,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,The most important factor,No,I strongly favor my candidate,Federal budget deficit,Yes,Is a true conservative,Catholic,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Catholic,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Is a true conservative,Went too far,Somewhat,A great deal or somewhat,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
232648.0,Massachusetts,6.0,Call 1,Complete,Election day exit poll,0.831458628177643,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,A minor factor,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Catholic,Neutral,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Catholic,Neutral,Neither,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Went too far,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
232642.0,Massachusetts,64.0,Call 1,Complete,Election day exit poll,0.84321802854538,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,One of several important factors,No,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Jewish,Somewhat support,Earlier this year,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Jewish,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,No,All others,Can defeat Barack Obama,Was about right,Not much,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
