ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,WIRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEMD12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,CHILD,GOVTPRO,HEALTHCARE12R,RECOVER,WALKERAPP,WINNOM12,ATTEND2,ATTREL,PARENTS,WALKERAPP2,WORKPARENT,WORKSEX,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
310393.0,Wisconsin,3.0,Call 3,Complete,Election day exit poll,0.276768982410431,Other,Male,White,40-44,40-44,Moderate,Democrat,"$30,000-$49,999",Some college/assoc. degree,Not a factor at all,Yes,,,,Illegal immigration,Yes,Omit,,Satisfied,Satisfied,,Neutral,Before that,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,,,,Omit,,,,Paul,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very downscale
310380.0,Wisconsin,3.0,Call 3,Complete,Election day exit poll,0.276768982410431,Other,Male,White,18-24,17-24,Moderate,Something else,"Under $30,000",Some college/assoc. degree,,No,I strongly favor my candidate,Too conservative,Too conservative,,,,Other christian,,,Not at all,Neutral,,Yes,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,Neither,,,Yes,All others,No,White Protestant non-evangelical,All others,,Never,No,Government should not favor one set of values over another,,Starting to recover,Strongly disapprove,,Never,All others,Men without children,Disapprove,All men,Working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
310342.0,Wisconsin,45.0,Call 3,Not complete,Election day exit poll,0.296740710735321,Other,Female,Other,40-44,40-44,,,,Some college/assoc. degree,Not a factor at all,,,,,,Yes,,,,,,,Just today,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,,,,,,,No college degree,More than High school graduate,,Not a factor,Not important,,,,,Last few days,Since January 1st,,,,,,,,,,,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
310340.0,Wisconsin,3.0,Call 3,Not complete,Election day exit poll,0.276768982410431,Other,Female,Black,50-59,50-59,,,,Postgraduate study,Not a factor at all,,,,,,No,,,,,,,Before that,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,College graduate,More than High school graduate,,Not a factor,Not important,,,,,Earlier than that,Before January 1st,,,,,,,,,,,,,Santorum,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very downscale
310339.0,Wisconsin,17.0,Call 3,Complete,Election day exit poll,0.774091064929962,Other,Male,White,18-24,17-24,Very liberal,Democrat,"$50,000-$99,999",High school or less,Not a factor at all,No,,,,The economy,No,Has the right experience,,Dissatisfied,Dissatisfied,,Strongly oppose,Before that,,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Has the right experience,,,,Omit,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
310296.0,Wisconsin,1.0,Call 3,Complete,Election day exit poll,0.325776040554047,Other,Female,White,50-59,50-59,Moderate,Democrat,"$50,000-$99,999",Postgraduate study,Omit,No,,,,Abortion,Yes,Omit,,Dissatisfied,Dissatisfied,,Strongly oppose,Earlier this year,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Omit,Omit,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Omit,,,,Romney,,,Omit,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
310276.0,Wisconsin,3.0,Call 3,Complete,Election day exit poll,0.276768982410431,Other,Female,White,30-39,30-39,Somewhat liberal,Democrat,"$50,000-$99,999",College graduate,,No,I strongly favor my candidate,Too conservative,Too conservative,,,,Catholic,,,Not at all,Neutral,,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,No,All others,No,All others,Working women,,A few times a year,No,Government should not favor one set of values over another,,Staying the same,Somewhat disapprove,,Occasionally,Catholic/Do not attend weekly,Women without children,Disapprove,"Women, no kids",Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
310262.0,Wisconsin,42.0,Call 3,Complete,Election day exit poll,0.367457747459412,Other,Female,White,25-29,25-29,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,A minor factor,No,,,,Federal budget deficit,Yes,Has strong moral character,,Satisfied,Satisfied,,Neutral,Just today,,Married women,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Neutral,Neither,Last few days,Since January 1st,No,All others,,,,Has strong moral character,,,,Paul,,,Paul,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale
310261.0,Wisconsin,3.0,Call 3,Complete,Election day exit poll,0.276768982410431,Other,Female,White,50-59,50-59,Somewhat liberal,Democrat,,College graduate,Not a factor at all,No,,,,Omit,Yes,Omit,,Dissatisfied,Dissatisfied,,Strongly oppose,Before that,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,,,,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Omit,,,,Omit,,,Omit,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very downscale
310227.0,Wisconsin,115.0,Call 3,Complete,Election day exit poll,0.401707977056503,Other,Male,White,60-64,60-64,Very liberal,Independent,"$50,000-$99,999",College graduate,One of several important factors,Yes,,,,The economy,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,,Neutral,Just today,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,,,Romney,,,Paul,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,Midwest,Version 1,Town,Rural,Rural,Upscale
310095.0,Wisconsin,31.0,Call 3,Complete,Election day exit poll,0.611240684986115,Other,Male,White,50-59,50-59,Somewhat liberal,Democrat,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,No,,,,The economy,Yes,Has the right experience,,Dissatisfied,Dissatisfied,,Strongly oppose,Before that,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Has the right experience,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 1,Suburb,Rural,Rural,Upscale
309657.0,Wisconsin,21.0,Call 3,Complete,Election day exit poll,0.611240684986115,Other,Male,White,50-59,50-59,Very liberal,Democrat,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,No,,,,Illegal immigration,No,Has strong moral character,,Dissatisfied,Dissatisfied,,Strongly oppose,Before that,,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Has strong moral character,,,,Paul,,,Romney,,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
309613.0,Wisconsin,21.0,Call 3,Complete,Election day exit poll,0.584236979484558,Other,Female,White,60-64,60-64,Somewhat liberal,Independent,"$30,000-$49,999",Some college/assoc. degree,,No,I strongly favor my candidate,Too conservative,Too conservative,,,,Other christian,,,Not at all,Strongly oppose,,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Neither,,,Yes,All others,No,White Protestant non-evangelical,All others,,Once a week,No,Government should not favor one set of values over another,,Starting to recover,Strongly disapprove,,Weekly,All others,Women without children,Disapprove,"Women, no kids",Non-working women,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Upscale
309607.0,Wisconsin,21.0,Call 3,Not complete,Election day exit poll,0.611240684986115,Other,Male,White,50-59,50-59,,,,Some college/assoc. degree,Omit,,,,,,Yes,,,,,,,Earlier this year,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,More than High school graduate,,Omit,Omit,,,,,Earlier than that,Since January 1st,,,,,,,,,,,,,Omit,,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
309568.0,Wisconsin,71.0,Call 2,Complete,Election day exit poll,0.273127287626266,Other,Male,White,60-64,60-64,Moderate,Democrat,"$50,000-$99,999",College graduate,Not a factor at all,No,,,,The economy,Yes,Has strong moral character,,Dissatisfied,Dissatisfied,,Neutral,Earlier this year,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,,Has strong moral character,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
309450.0,Wisconsin,100.0,Call 2,Complete,Election day exit poll,0.278500467538834,Other,Male,Black,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,One of several important factors,Yes,,,,Federal budget deficit,Yes,Has strong moral character,,Satisfied,Dissatisfied,,Strongly oppose,Before that,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,All others,,,,Has strong moral character,,,,Romney,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
309422.0,Wisconsin,70.0,Call 2,Complete,Election day exit poll,0.3052599132061,Other,Female,White,30-39,30-39,Very liberal,Democrat,"$50,000-$99,999",Some college/assoc. degree,,Yes,I dislike the other candidates,Not conservative enough,About right,,,,Other christian,,,A great deal,Strongly oppose,,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,More than once a week,Yes,Government should do more to promote traditional values,,Getting worse,Strongly disapprove,,Weekly,All others,Women with children,Disapprove,Working mom,Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
309325.0,Wisconsin,52.0,Call 2,Complete,Election day exit poll,0.266124039888382,Other,Female,,50-59,50-59,Very conservative,Something else,"$30,000-$49,999",Some college/assoc. degree,,Yes,I strongly favor my candidate,Not conservative enough,About right,,,,Other,,,A great deal,Somewhat support,,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Something else,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,,No,,Working women,,More than once a week,No,Government should do more to promote traditional values,,Getting worse,Strongly approve,,Weekly,All others,Women without children,Approve,"Women, no kids",Working women,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
309319.0,Wisconsin,52.0,Call 2,Complete,Election day exit poll,0.266124039888382,Other,Male,White,60-64,60-64,Very conservative,Independent,"$30,000-$49,999",High school or less,One of several important factors,Yes,,,,Abortion,,Can defeat Barack Obama,,Dissatisfied,Satisfied,,Strongly support,Earlier this year,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,,,Santorum,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
309294.0,Wisconsin,21.0,Call 2,Complete,Election day exit poll,0.584236979484558,Other,Female,White,65 or over,65 or over,Moderate,Democrat,"$30,000-$49,999",High school or less,One of several important factors,Yes,,,,Omit,Yes,Has the right experience,,Dissatisfied,Satisfied,,Somewhat oppose,In the last few days,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Has the right experience,,,,Santorum,,,Romney,,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
309275.0,Wisconsin,103.0,Call 2,Not complete,Election day exit poll,0.584236979484558,Other,Female,White,60-64,60-64,,,,College graduate,Not a factor at all,,,,,,Yes,,,,,,,Before that,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,,Not a factor,Not important,,,,,Earlier than that,Before January 1st,,,,,,,,,,,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
309267.0,Wisconsin,21.0,Call 2,Complete,Election day exit poll,0.640173554420471,Other,Female,White,50-59,50-59,Somewhat liberal,Democrat,"Under $30,000",Some college/assoc. degree,A minor factor,Yes,,,,Federal budget deficit,No,Omit,,Dissatisfied,Dissatisfied,,Neutral,Before that,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,,,,Omit,,,,Gingrich,,,Romney,,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
309244.0,Wisconsin,113.0,Call 2,Complete,Election day exit poll,0.288301020860672,Other,Female,White,50-59,50-59,Very liberal,Democrat,"$50,000-$99,999",College graduate,,No,I strongly favor my candidate,Omit,Omit,,,,Catholic,,,Not much,Strongly oppose,,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Oppose,Neither,,,No,All others,No,All others,Working women,,A few times a year,No,Government should not favor one set of values over another,,Staying the same,Strongly disapprove,,Occasionally,Catholic/Do not attend weekly,Women without children,Disapprove,"Women, no kids",Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
309218.0,Wisconsin,113.0,Call 2,Complete,Election day exit poll,0.288301020860672,Other,Female,White,30-39,30-39,Somewhat liberal,Democrat,"Under $30,000",Some college/assoc. degree,,No,I strongly favor my candidate,Too conservative,Too conservative,,,,None,,,Not at all,Strongly oppose,,No,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,None,Not much or not at all,Oppose,Neither,,,Yes,All others,No,All others,All others,,Never,Yes,Government should not favor one set of values over another,,Starting to recover,Strongly disapprove,,Never,All others,Women with children,Disapprove,Mothers with no full time job,Non-working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
309145.0,Wisconsin,50.0,Call 2,Complete,Election day exit poll,0.3052599132061,Other,Female,White,45-49,45-49,Moderate,Democrat,,College graduate,One of several important factors,No,,,,The economy,No,Has the right experience,,Dissatisfied,Dissatisfied,,Somewhat oppose,Before that,,Non married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,,A factor,Important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Has the right experience,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
309108.0,Wisconsin,3.0,Call 2,Complete,Election day exit poll,0.276768982410431,Other,Female,White,50-59,50-59,Moderate,Democrat,"Under $30,000",High school or less,Not a factor at all,,,,,The economy,No,Omit,,Dissatisfied,Dissatisfied,,Strongly oppose,Before that,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Oppose,,Earlier than that,Before January 1st,Yes,,,,,Omit,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very downscale
309107.0,Wisconsin,3.0,Call 2,Complete,Election day exit poll,0.276768982410431,Other,Female,White,50-59,50-59,Moderate,Democrat,"Under $30,000",High school or less,Not a factor at all,,,,,The economy,No,Omit,,Dissatisfied,Dissatisfied,,Strongly oppose,Before that,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Oppose,,Earlier than that,Before January 1st,Yes,,,,,Omit,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very downscale
309086.0,Wisconsin,50.0,Call 2,Complete,Election day exit poll,0.3052599132061,Other,Male,Black,50-59,50-59,Very liberal,Independent,,College graduate,,No,I strongly favor my candidate,Too conservative,Too conservative,,,,Muslim,,,Not at all,Strongly oppose,,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,,,,College graduate,More than High school graduate,Not born again,,,Something else,Not much or not at all,Oppose,Neither,,,No,All others,No,,All others,,Never,No,Government should not favor one set of values over another,,Starting to recover,Strongly disapprove,,Never,All others,Men without children,Disapprove,All men,Non-working men,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
308961.0,Wisconsin,3.0,Call 2,Complete,Election day exit poll,0.276768982410431,Other,Male,White,65 or over,65 or over,Very liberal,Independent,"$30,000-$49,999",College graduate,,No,Omit,Too conservative,Too conservative,,,,Catholic,,,Not at all,Strongly oppose,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,Not much or not at all,Oppose,Neither,,,No,All others,No,All others,All others,,A few times a year,No,Government should do more to promote traditional values,,Starting to recover,Strongly disapprove,,Occasionally,Catholic/Do not attend weekly,Men without children,Disapprove,All men,Non-working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
308889.0,Wisconsin,17.0,Call 2,Complete,Election day exit poll,0.638926804065704,Other,Female,White,65 or over,65 or over,Somewhat liberal,Democrat,"$100,000-$199,999",Postgraduate study,Not a factor at all,No,,,,Omit,Yes,Omit,,Dissatisfied,Dissatisfied,,Strongly oppose,In March,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Omit,,,,Omit,,,Romney,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
308419.0,Wisconsin,71.0,Call 1,Complete,Election day exit poll,0.273127287626266,Other,Male,White,65 or over,65 or over,Somewhat liberal,Independent,"$50,000-$99,999",High school or less,Not a factor at all,Yes,,,,Federal budget deficit,Yes,Omit,,Dissatisfied,Dissatisfied,,Somewhat support,Omit,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Omit,Omit,No,White Born-again/Evangelical Christians,,,,Omit,,,,Omit,,,Omit,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
308364.0,Wisconsin,28.0,Call 1,Complete,Election day exit poll,0.276500284671783,Other,Male,White,65 or over,65 or over,Somewhat liberal,,"$50,000-$99,999",College graduate,,No,I strongly favor my candidate,Too conservative,Not conservative enough,,,,Other,,,Somewhat,Strongly oppose,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Something else,A great deal or somewhat,Oppose,Neither,,,No,All others,No,All others,All others,,Never,No,Government should not favor one set of values over another,,Starting to recover,Somewhat approve,,Never,All others,Men without children,Approve,All men,Non-working men,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Urban Perimeter,Downscale
308358.0,Wisconsin,113.0,Call 1,Complete,Election day exit poll,0.288301020860672,Other,Female,White,40-44,40-44,Somewhat liberal,Democrat,"$30,000-$49,999",Some college/assoc. degree,One of several important factors,No,,,,The economy,No,Has strong moral character,,Dissatisfied,Dissatisfied,,Neutral,Before that,,Non married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,,Neutral,Neither,Earlier than that,Before January 1st,Yes,All others,,,,Has strong moral character,,,,Paul,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
308357.0,Wisconsin,113.0,Call 1,Complete,Election day exit poll,0.288301020860672,Other,Female,White,40-44,40-44,Somewhat liberal,Democrat,"$30,000-$49,999",Some college/assoc. degree,One of several important factors,No,,,,The economy,No,Has strong moral character,,Dissatisfied,Dissatisfied,,Neutral,Before that,,Non married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,,Neutral,Neither,Earlier than that,Before January 1st,Yes,All others,,,,Has strong moral character,,,,Paul,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
