ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVIN12,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,LUGARDON,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSIN12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENIN12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
16675.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,5.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.641858458518982
16440.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,8.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,5.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Would not have voted,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,108.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Very upscale,47715.0,1.16315686702728
35172.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,3.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Richard Lugar,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,47.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Non married women,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Downscale,47371.0,0.972631871700287
56948.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,4.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Richard Lugar,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,105.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Suburb,70s Suburbs,Urban Perimeter,Upscale,47906.0,1.24703526496887
57698.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,3.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,2.0,Other,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Richard Lugar,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,45.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46750.0,1.73719394207001
56902.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,4.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Health care,No,Richard Lugar,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,105.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,70s Suburbs,Urban Perimeter,Upscale,47906.0,1.24703526496887
58020.0,18-29,18-29,18-44,18-29,18-24,18-24,,,,Complete,Yes,Call 3,7.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,,Unfavorable,Favorable,Worse today,3.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,,Foreign policy,No,Richard Lugar,No,18-44,18-64,Republican,,,Republican,,Conservative,80.0,Mitt Romney,,,State questionnaire,,Midwest,Richard Mourdock,Male,,Non married men,"Cities over 500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Upscale,46226.0,0.648269832134247
56720.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,1.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Would not have voted,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,93.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46383.0,1.13809823989868
56390.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,3.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,47.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Non married women,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Low Density Rural,Rural,Rural,Downscale,47371.0,0.990292727947235
59331.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,4.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,9.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Upscale,46920.0,0.893769860267639
57159.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,5.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.708238661289215
56925.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,4.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,105.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,All others,Suburb,70s Suburbs,Urban Perimeter,Upscale,47906.0,1.35146260261536
56661.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,6.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,40.0,Barack Obama,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,46163.0,0.998997509479523
56532.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,5.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.641858458518982
56456.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,5.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.708238661289215
15935.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,3.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,47.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Downscale,47371.0,1.07322025299072
56416.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,5.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.641858458518982
35585.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,5.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.708238661289215
35176.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,6.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,40.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,46163.0,0.928402423858643
26691.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,4.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,9.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Upscale,46920.0,1.08885431289673
18150.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,Complete,Yes,Call 1,3.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Federal budget deficit,No,Richard Lugar,No,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,45.0,Mitt Romney,Black,Black,State questionnaire,Black,Midwest,Richard Mourdock,Male,Black men,Non married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46750.0,1.01914405822754
17108.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,6.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,40.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,80s Suburbs,Urban Perimeter,Very upscale,46163.0,1.02441668510437
17077.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,7.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,73.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very downscale,46327.0,0.924969911575317
16490.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,No,Call 1,7.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,,Richard Lugar,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,73.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very downscale,46327.0,1.0212482213974
56820.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,5.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,35.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.721098721027374
36608.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,3.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Would not have voted,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,45.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46750.0,0.960249722003937
58027.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,3.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,45.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46750.0,0.960249722003937
16443.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,7.0,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,73.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,60s Suburbs,Urban Perimeter,Very downscale,46327.0,0.924969911575317
34770.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,1.0,I dislike the other candidates,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,1.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Richard Lugar,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,93.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46383.0,1.01303470134735
25152.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,4.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,2.0,John Gregg,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Joe Donnelly,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,9.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Female,White women,Married women,Rural,Small Cities/Rural,Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,Yes,All others,Extremely Low Density Rural,Rural,Rural,Upscale,46920.0,0.599819183349609
15936.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,4.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,,,,,,,The economy,No,Richard Lugar,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,105.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Non married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,70s Suburbs,Urban Perimeter,Upscale,47906.0,1.35146260261536
20358.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,7.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,3.0,Mike Pence,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Richard Lugar,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,80.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Richard Mourdock,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,Urban,Urban Core,Upscale,46226.0,0.730239391326904
