ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUIL12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSIL12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEABRN,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
22307.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,An important factor,Important,Factor,,Call 1,18.0,,,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Worse today,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,All others,Yes,,,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,54.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Married women,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0,0.388939827680588
23250.0,,,45-65,30-59,45+,45-59,50-64,50-59,,,,,,,Complete,,,,,Call 1,7.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,College graduate,College graduate,More than High school graduate,,Unfavorable,Favorable,,No,2.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,,,,,,,Yes,No,Married with children,Yes,,,,,,,Omit,45+,18-64,Women with children,Independent/Something else,,,Independent,,Moderate,111.0,Mitt Romney,,,,National questionnaire,,Midwest,Protestant/Other Non-Catholic Christian,Protestant,Omit,,Female,,Married women,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,,No,,Yes,Working mom,Working women,,,Working women,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,1.79185354709625
22293.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 1,2.0,Yes,Both regular land-line and cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,No,4.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,The middle class,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,25.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The middle class,,Male,White men,Non married men,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,Yes,Version 5,White Protestants,No,,No,All men,Non-working men,,,All others,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,60935.0,0.57403028011322
41599.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 2,8.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,3.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,Federal budget deficit,,No,All others,Yes,,,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,21.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,Yes,,,,,,,,Suburb,Urban,Urban Core,Upscale,60123.0,2.19107294082642
70563.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,6.0,Yes,Only cell phone service,Yes,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,,No,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,No,Yes,Married with children,Yes,,,,,,,The poor,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,11.0,Mitt Romney,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,Catholic,Catholic,The rich,,Male,Latino men,Married men,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,Yes,Version 5,Non-white,No,,Yes,All men,Working men,,,All others,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60148.0,1.52242720127106
70562.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,6.0,Yes,Only cell phone service,Yes,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,,No,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,No,Yes,Married with children,Yes,,,,,,,The poor,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,11.0,Mitt Romney,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,Catholic,Catholic,The rich,,Male,Latino men,Married men,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,Yes,Version 5,Non-white,No,,Yes,All men,Working men,,,All others,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60148.0,1.52242720127106
64767.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 3,4.0,,,,,Getting worse,Barack Obama,Worse,,The housing market,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Federal budget deficit,,No,,No,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,97.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,Midwest,,,,,Male,White men,Non married men,Suburbs,Suburbs,English, Illinois,No,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,60804.0,2.0789520740509
43524.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,2.0,Yes,Only cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,4.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,No,No,All others,Yes,,,,,,,The poor,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,25.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The middle class,,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Protestants,No,,Yes,All men,Working men,,,All others,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,60935.0,0.57403028011322
68411.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,Call 3,7.0,,,No,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,2.0,,,,,,,The Republican candidate,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,,Yes,All others,Yes,,,,,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,111.0,Mitt Romney,,Other,,National questionnaire,Hispanic/Latino,Midwest,Catholic,Catholic,,No,Male,Latino men,Married men,Suburbs,Suburbs,English, Illinois,,,,Support,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,1.90458285808563
43508.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,12.0,,,,,Staying about the same,Barack Obama,Poor and staying the same,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Federal budget deficit,,No,,Yes,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,51.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Married women,Suburbs,Suburbs,English, Illinois,Yes,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,62223.0,0.357867270708084
43504.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Protestant/Do not attend weekly,Complete,,,,No,Call 2,18.0,,,No,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,4.0,,,,,,,The Republican candidate,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,No,,,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,54.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,,No,Male,White men,Non married men,Suburbs,Suburbs,English, Illinois,,,,Neutral,Election day exit poll,,,,,,Version 3,White Protestants,Yes,All others,,,,No,White Protestant non-evangelical,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0,0.388939827680588
22257.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,Call 1,12.0,,,No,I dislike the other candidates,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,,,The Republican candidate,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,All others,Yes,,,,,,,,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,51.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,,No,Female,White women,Married women,Suburbs,Suburbs,English, Illinois,,,,Support,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,62223.0,0.357867270708084
22235.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 1,16.0,Yes,Only cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,4.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,No,No,All others,Yes,,,,,,,The poor,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,18.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,The middle class,,Male,White men,Married men,Rural,Small Cities/Rural,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,Extremely Low Density Rural,Rural,Rural,Downscale,60927.0,0.57403028011322
20922.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,13.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,,5.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,All others,Yes,,,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,37.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural,English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,62088.0,0.701592564582825
68566.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 3,18.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,All others,Yes,,,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,54.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Married women,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0,0.388939827680588
21532.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 1,8.0,,,,,Getting better,Barack Obama,Getting better,,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Health care,,No,,No,Good,Excellent or good,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,21.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,No,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,Urban,Urban Core,Upscale,60123.0,1.7589408159256
22205.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,13.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Omit,,No,All others,No,,,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,Urban,Urban Core,Upscale,61701.0,0.57403028011322
22204.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,,,,No,Call 1,12.0,,,Yes,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,,,The Republican candidate,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,51.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,None,None,,No,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,Support,Election day exit poll,,,,,,Version 3,White none,No,All others,,,,No,All others,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,62223.0,0.357867270708084
43999.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,Call 2,18.0,,,Yes,I strongly favor my candidate,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,The Republican candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,54.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,,No,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,Support,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0,0.388939827680588
70207.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,16.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,No,4.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,No,Omit,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,18.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,,Female,White women,,Rural,Small Cities/Rural,English, Illinois,,Not increase for anyone,,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,60927.0,0.57403028011322
22691.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,Call 1,18.0,,,Yes,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,The Republican candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,54.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,,No,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,Support,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0,0.388939827680588
42670.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,2.0,Yes,Both regular land-line and cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,4.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The poor,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,25.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,The middle class,,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,Yes,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,60935.0,0.57403028011322
64647.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 3,4.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,No,2.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Mitt Romney,No,Yes,Mitt Romney,,,Yes,,,,,Disapprove,Strongly disapprove,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,97.0,Mitt Romney,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,,,,,Male,Latino men,,Suburbs,Suburbs,English, Illinois,,Not increase for anyone,,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,60804.0,1.93121325969696
70439.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,The most important factor,Important,Factor,,Call 3,2.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,All others,No,,,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,25.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,,Male,White men,Non married men,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,60935.0,0.57403028011322
22161.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,A minor factor,Not important,Factor,,Call 1,18.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,4.0,Government should do more to solve problems,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Federal budget deficit,,No,All others,No,,,,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,54.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Non married women,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,,,Version 1,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0,0.388939827680588
66573.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,13.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,5.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Neither of them,No,No,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,37.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,Rural,Small Cities/Rural,English, Illinois,,Not increase for anyone,,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,62088.0,0.701592564582825
66572.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,13.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,5.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Neither of them,No,No,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,37.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,Rural,Small Cities/Rural,English, Illinois,,Not increase for anyone,,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,62088.0,0.701592564582825
68489.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 3,13.0,,,,,,,,Is fair to most Americans,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,No,4.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,No,,,,,Disapprove,Somewhat disapprove,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,Not increase for anyone,,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,Urban,Urban Core,Upscale,61701.0,0.57403028011322
