ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,GEOCODE,GOVTDO10,GOVVT12,HOUVT12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSVT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENVT12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,VTHEALTH,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
62314.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 3,1.0,I dislike the other candidates,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Omit,Peter Shumlin,Peter Welch,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Federal budget deficit,No,No,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,63.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,Rural,Rural,Downscale,5701.0,0.919941127300262
23642.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,1.0,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,3.0,Government should do more to solve problems,Randy Brock,Mark Donka,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,52.0,Mitt Romney,White,White,State questionnaire,White,East,John MacGovern,Male,White men,Married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,Rural,Rural,Very upscale,5602.0,0.907195210456848
44374.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,1.0,Government should do more to solve problems,Randy Brock,Peter Welch,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,32.0,Barack Obama,White,White,State questionnaire,White,East,John MacGovern,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,Yes,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5457.0,1.15229618549347
44373.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,1.0,Government should do more to solve problems,Randy Brock,Peter Welch,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,32.0,Barack Obama,White,White,State questionnaire,White,East,John MacGovern,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,Yes,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5457.0,1.15229618549347
43675.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,4.0,Government should do more to solve problems,Randy Brock,Mark Donka,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,63.0,Mitt Romney,White,White,State questionnaire,White,East,John MacGovern,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,Rural,Rural,Downscale,5701.0,1.70542860031128
57549.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 3,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,1.0,Government should do more to solve problems,Randy Brock,Peter Welch,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,32.0,Mitt Romney,White,White,State questionnaire,White,East,John MacGovern,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,Yes,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5457.0,0.957909047603607
30015.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,3.0,Government should do more to solve problems,Peter Shumlin,Mark Donka,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,37.0,Mitt Romney,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,Yes,Low Density Rural,Rural,Rural,Upscale,5001.0,1.37648463249207
41636.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Complete,Call 2,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Randy Brock,Peter Welch,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,19.0,Barack Obama,Black,Black,State questionnaire,Black,East,Bernie Sanders,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,Rural,Rural,Upscale,5401.0,0.602127373218536
27338.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,56.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Non married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,Yes,Low Density Rural,Rural,Rural,Upscale,5491.0,0.739839196205139
41178.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Randy Brock,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,23.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.745164930820465
42292.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Randy Brock,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,19.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,Rural,Rural,Upscale,5401.0,0.764774560928345
58228.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Randy Brock,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,56.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,Rural,Rural,Upscale,5491.0,0.805928111076355
61264.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,37.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,Rural,Rural,Upscale,5001.0,0.831460475921631
57016.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,19.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,Rural,Rural,Upscale,5401.0,0.835321187973022
60022.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,28.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,70s Suburbs,Urban Perimeter,Very upscale,5452.0,0.850700557231903
25755.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 1,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,60.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5477.0,0.887569129467011
64686.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,63.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,Rural,Rural,Downscale,5701.0,0.917473614215851
64685.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,63.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,Rural,Rural,Downscale,5701.0,0.917473614215851
59281.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,Complete,Call 3,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Randy Brock,Peter Welch,,,,,,,The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Conservative,28.0,Barack Obama,Other,Asian,State questionnaire,Asian,East,Bernie Sanders,Male,All other races,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,70s Suburbs,Urban Perimeter,Very upscale,5452.0,0.929184913635254
57317.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,67.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,Rural,Rural,Very downscale,5819.0,0.947528541088104
56862.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,67.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,Yes,Low Density Rural,Rural,Rural,Very downscale,5819.0,0.947528541088104
44145.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Randy Brock,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,32.0,Barack Obama,White,White,State questionnaire,White,East,John MacGovern,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5457.0,1.15539526939392
25699.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Randy Brock,Mark Donka,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,23.0,Barack Obama,White,White,State questionnaire,White,East,John MacGovern,Male,White men,Non married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,1.24593055248261
56546.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Randy Brock,Other,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,52.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Non married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,Yes,Low Density Rural,Rural,Rural,Very upscale,5602.0,1.61934506893158
41048.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Randy Brock,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,65.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5478.0,2.56213092803955
24862.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Cris Ericson,Peter Welch,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,35.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Non married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,5748.0,3.21129179000854
56851.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,1.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",The economy,No,Yes,18-44,18-64,Republican,Black non-Democrat,All Republicans,Republican,All others,Moderate,19.0,Barack Obama,Black,Black,State questionnaire,Black,East,Bernie Sanders,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Town,Rural,Rural,Upscale,5401.0,0.655906558036804
56461.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,60.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5477.0,0.719100952148438
25702.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,67.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,Rural,Rural,Very downscale,5819.0,0.794230878353119
44072.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,1.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,32.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5457.0,0.833696663379669
29315.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 1,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,37.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,Rural,Rural,Upscale,5001.0,0.833696663379669
57172.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Randy Brock,Peter Welch,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,67.0,Barack Obama,White,White,State questionnaire,White,East,John MacGovern,Female,White women,Married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,Yes,Low Density Rural,Rural,Rural,Very downscale,5819.0,0.894176840782166
57888.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Randy Brock,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,23.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.917272329330444
24951.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,I dislike the other candidates,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Randy Brock,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,67.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Oppose,No,Low Density Rural,Rural,Rural,Very downscale,5819.0,1.06786918640137
