ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CHILD12,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMD12,QRACE3,QRACEAI,QTYPE,QUES6MD,RACE,REGION,SENMD12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
18449.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,Call 1,3.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Married with children,Yes,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.314851820468903
17305.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Never,Never,Complete,Call 1,1.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,13.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,80s Suburbs,Urban Perimeter,Upscale,21236.0,0.834997951984406
43441.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,Call 2,1.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,10.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0,1.05608355998993
17765.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,Call 1,3.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Married with children,Yes,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Male,White men,Married men,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.368727475404739
18256.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,Call 1,3.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.314851820468903
44436.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,Call 2,8.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,74.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,20902.0,1.03273165225983
68455.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Complete,Call 3,3.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.342453211545944
18005.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,Call 1,3.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.314851820468903
42373.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,Call 2,3.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.342453211545944
68051.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Complete,Call 3,3.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.342453211545944
42751.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,Never,Never,Complete,Call 2,6.0,Yes,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,Yes,Married with children,Yes,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,112.0,Barack Obama,Other,American Indian,State questionnaire,For,Hispanic/Latino,East,Ben Cardin,Male,Latino men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Rural,Rural,Very downscale,21740.0,1.06059181690216
17675.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,Call 1,3.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.314851820468903
42720.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Never,Never,Complete,Call 2,4.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,All others,No,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,103.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20746.0,0.886943399906158
17590.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,Never,Never,Complete,Call 1,3.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Liberal,37.0,Barack Obama,Other,Asian,State questionnaire,For,Asian,East,Ben Cardin,Male,All other races,Married men,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.368727475404739
42630.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,Call 2,3.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.342453211545944
67752.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Never,Never,Complete,Call 3,8.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,,,,,,,Barack Obama,The economy,No,All others,No,18-44,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,74.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Male,Black men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,20902.0,1.1635627746582
17392.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,Call 1,3.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Male,White men,Married men,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.368727475404739
44939.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,Never,Never,Complete,Call 2,3.0,Yes,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,,,,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Liberal,6.0,Barack Obama,Other,Other,State questionnaire,For,Other,East,Ben Cardin,Female,All other races,,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21401.0,1.25246179103851
18159.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,Call 1,5.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,49.0,Barack Obama,White,White,State questionnaire,Against,White,East,Ben Cardin,Male,White men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,20602.0,1.15508162975311
42942.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,Never,Never,Complete,Call 2,8.0,No,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,All others,No,18-44,18-64,Men without children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,74.0,Barack Obama,Other,Asian,State questionnaire,Against,Asian,East,Ben Cardin,Male,All other races,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,20902.0,1.49013602733612
46434.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Never,Never,Complete,Call 2,3.0,No,I strongly favor my candidate,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,All others,No,45+,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,6.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Male,Black men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21401.0,1.66684353351593
17296.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,All others,All others,Once a week,Weekly,Complete,Call 1,8.0,Yes,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Liberal,75.0,Barack Obama,Other,Asian,State questionnaire,For,Asian,East,Ben Cardin,Male,All other races,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,20895.0,0.712724208831787
68204.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,Call 3,7.0,Yes,I like my candidate but with reservations,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,30.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,21211.0,0.914641201496124
17223.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,Once a week,Weekly,Complete,Call 1,6.0,No,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,,,,,,,Barack Obama,The economy,Yes,All others,No,18-44,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,112.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,For,Hispanic/Latino,East,Ben Cardin,Male,Latino men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Rural,Rural,Very downscale,21740.0,1.06059181690216
44138.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,Once a week,Weekly,Complete,Call 2,7.0,No,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,All others,Yes,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,65.0,Barack Obama,Other,Asian,State questionnaire,Against,Asian,East,Rob Sobhani,Female,All other races,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,1.29651725292206
67449.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,A few times a month,Occasionally,Complete,Call 3,3.0,Yes,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,Yes,Married with children,Yes,45+,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,37.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,For,Hispanic/Latino,East,Ben Cardin,Female,Latino women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.314851820468903
43938.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,A few times a month,Occasionally,Complete,Call 2,5.0,Yes,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,All others,No,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,49.0,Barack Obama,Other,Other,State questionnaire,For,Other,East,Ben Cardin,Female,All other races,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,20602.0,0.834997951984406
18745.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,Call 1,3.0,Yes,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,,,,,,,Barack Obama,The economy,No,Married with children,Yes,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.314851820468903
42377.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,Call 2,6.0,No,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,All others,Yes,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,112.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Suburb,Rural,Rural,Very downscale,21740.0,0.905626177787781
68308.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Call 3,3.0,No,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.314851820468903
43871.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,A few times a year,Occasionally,Complete,Call 2,7.0,No,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Conservative,65.0,Barack Obama,Other,Asian,State questionnaire,Against,Asian,East,Ben Cardin,Male,All other races,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,1.48510503768921
70044.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Call 3,8.0,No,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,75.0,Barack Obama,White,White,State questionnaire,For,White,East,Daniel Bongino,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,20895.0,0.766733765602112
18721.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Never,Never,Complete,Call 1,5.0,No,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,All others,No,18-44,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,49.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Male,Black men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,20602.0,0.921153843402863
