ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AMD1FL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CUBAN3,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSFL12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENFL12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
61881.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Yes,Complete,,Call 3,15.0,Yes,Only cell phone service,No,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,2.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,No,All others,No,,,,,The middle class,18-44,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,91.0,Barack Obama,,Black,Black,National questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Bill Nelson,Male,Black men,Non married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,,,,Version 5,Non-white,No,,Yes,Working men,,,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.491734534502029
20368.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,Complete,,Call 1,15.0,Yes,Only cell phone service,No,"Yes, other Hispanic",,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,,2.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,No,All others,No,,,,,The poor,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,91.0,Mitt Romney,,Other,White,National questionnaire,Hispanic/Latino,South,Catholic,Catholic,The middle class,Connie Mack,Male,Latino men,Non married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,,,,Version 5,Non-white,No,,Yes,Working men,,,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.371960699558258
39177.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,,Call 2,12.0,No,Only regular land-line phone service,No,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,3.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,All others,No,,,,,The poor,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,83.0,Mitt Romney,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,Connie Mack,Male,White men,Non married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,,,,Version 5,White Protestants,Yes,,No,Non-working men,,,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,33542.0,0.943083763122559
61161.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,Complete,,Call 3,18.0,No,Only regular land-line phone service,Yes,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,4.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,All others,No,,,,,The poor,45+,18-64,Men with children,,,,,,Moderate,101.0,Mitt Romney,,White,White,National questionnaire,White,South,Catholic,Catholic,The middle class,Connie Mack,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Election day exit poll,,,,Version 5,White Catholics,No,,No,Non-working men,,,All others,Suburb,Urban,Urban Core,Downscale,34984.0,0.43243333697319
39195.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,Call 2,6.0,No,Only regular land-line phone service,No,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,2.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,All others,Yes,,,,,The poor,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,111.0,Mitt Romney,,White,White,National questionnaire,White,South,None,None,The rich,Connie Mack,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,,,,Version 5,White none,No,,No,Non-working men,,,All others,Low Density Rural,,High-Growth Suburban Perimeter,Upscale,32128.0,0.73372483253479
13338.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,Complete,,,16.0,No,Only regular land-line phone service,No,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,4.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,All others,No,,,,,Omit,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50078.0,Barack Obama,,White,White,National questionnaire,White,South,None,None,The rich,Bill Nelson,Male,White men,Non married men,Suburbs,Suburbs,English,Florida,,Telephone survey,,,,Version 5,White none,Yes,,No,Non-working men,,,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,34293.0,1.36908388137817
13322.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Did not vote,Complete,,,7.0,No,Only regular land-line phone service,No,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,2.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,All others,Yes,,,,,Omit,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50031.0,Mitt Romney,,White,White,National questionnaire,White,South,Catholic,Catholic,The middle class,Connie Mack,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,,,,Version 5,White Catholics,No,,No,Non-working men,,,All others,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,32701.0,1.48034644126892
41554.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,,Call 2,24.0,No,Only regular land-line phone service,No,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,All others,Yes,,,,,The middle class,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,18.0,Barack Obama,,White,White,National questionnaire,White,South,None,None,The rich,Bill Nelson,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,,,,Version 5,White none,Yes,,No,Non-working men,,,All others,Extremely High Density Urban,70s Suburbs,Urban Perimeter,Upscale,33160.0,0.861098527908325
13324.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,,8.0,No,Only regular land-line phone service,No,No,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,2.0,,,,,,,,,,,,,,,,,Yes,All others,No,,,,,Omit,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50036.0,Mitt Romney,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,Omit,Connie Mack,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Telephone survey,,,,Version 5,White Protestants,,,No,Non-working men,,,All others,Suburb,Urban,Urban Core,Upscale,32935.0,0.842575430870056
20286.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Yes,Complete,,Call 1,15.0,No,Only regular land-line phone service,No,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,2.0,,,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,All others,Yes,,,,,The rich,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,91.0,Mitt Romney,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,Connie Mack,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,,,,Version 5,White Protestants,No,,Yes,Working men,,,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,33813.0,0.444368571043015
19627.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,,Call 1,18.0,No,Only regular land-line phone service,No,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,4.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,All others,Yes,,,,,Omit,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,99.0,Barack Obama,,White,White,National questionnaire,White,South,Jewish,Jewish,The rich,Bill Nelson,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Election day exit poll,,,,Version 5,White Jewish,No,,Yes,Working men,,,All others,Suburb,Urban,Urban Core,Very upscale,34986.0,0.691145122051239
45219.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,Call 2,5.0,Yes,Both regular land-line and cell phone service,No,No,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,1.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,All others,Yes,,,,,The poor,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,95.0,Mitt Romney,,White,White,National questionnaire,White,South,,,Omit,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 5,,Yes,,Yes,Working men,,,All others,Low Density Rural,Rural,Rural,Very downscale,32177.0,0.739918172359467
45218.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,Call 2,5.0,Yes,Both regular land-line and cell phone service,No,No,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,1.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,All others,Yes,,,,,The poor,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,95.0,Mitt Romney,,White,White,National questionnaire,White,South,,,Omit,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 5,,Yes,,Yes,Working men,,,All others,Low Density Rural,Rural,Rural,Very downscale,32177.0,0.739918172359467
43049.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,No,Complete,,Call 2,5.0,Yes,Both regular land-line and cell phone service,Yes,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Omit,,1.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,Married with children,Yes,,,,,The middle class,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,95.0,Mitt Romney,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Bill Nelson,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 5,White Protestants,Yes,,Yes,Working men,,,All others,Low Density Rural,Rural,Rural,Very downscale,32177.0,0.804874420166016
13298.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,Complete,,,2.0,Yes,Both regular land-line and cell phone service,Yes,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,1.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,All others,No,,,,,The poor,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50005.0,Mitt Romney,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,,Male,White men,Non married men,Rural,Small Cities/Rural,English,Florida,,Telephone survey,,,,Version 5,White Protestants,No,,Yes,Working men,,,All others,Low Density Rural,Rural,Rural,Very downscale,32440.0,1.70049512386322
61950.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,Call 3,5.0,Yes,Both regular land-line and cell phone service,No,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,1.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,All others,Yes,,,,,The poor,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,95.0,Mitt Romney,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 5,White Protestants,No,,Yes,Working men,,,All others,Low Density Rural,Rural,Rural,Very downscale,32177.0,0.739918172359467
13347.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,Complete,,,17.0,Yes,Both regular land-line and cell phone service,No,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,4.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,All others,No,,,,,Omit,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50083.0,Mitt Romney,,White,White,National questionnaire,White,South,Catholic,Catholic,The middle class,Connie Mack,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Telephone survey,,,,Version 5,White Catholics,Yes,,No,Non-working men,,,All others,Town,Rural,Rural,Very downscale,33870.0,0.834967732429504
13332.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,No,Complete,,,11.0,Yes,Both regular land-line and cell phone service,Yes,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,3.0,,,,,,,,,,,,,,,,,Yes,Married with children,Yes,,,,,The poor,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50052.0,Mitt Romney,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The middle class,Connie Mack,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,,,,Version 5,White Protestants,No,,Yes,Working men,,,All others,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,34614.0,2.55206537246704
21783.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Yes,Complete,,Call 1,12.0,Yes,Both regular land-line and cell phone service,No,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,3.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,All others,No,,,,,The rich,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,83.0,Mitt Romney,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,Connie Mack,Male,White men,Non married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,,,,Version 5,White Protestants,Yes,,No,Non-working men,,,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,33542.0,0.730604588985443
39743.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Yes,Complete,,Call 2,2.0,Yes,Both regular land-line and cell phone service,Yes,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,1.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,,Yes,,,,,,,The middle class,45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,58.0,Barack Obama,,Black,Black,National questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Bill Nelson,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Election day exit poll,,,,Version 5,Non-white,No,,No,Non-working men,,,All others,Suburb,Urban,Urban Core,Very downscale,32304.0,0.625633060932159
19301.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Yes,Complete,,Call 1,2.0,Yes,Both regular land-line and cell phone service,Yes,No,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,1.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,,Yes,Married with children,Yes,,,,,The middle class,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,58.0,Barack Obama,,Black,Black,National questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Bill Nelson,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Election day exit poll,,,,Version 5,Non-white,No,,Yes,Working men,,,All others,Suburb,Urban,Urban Core,Very downscale,32304.0,0.625633060932159
19799.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,,Call 1,2.0,Yes,Both regular land-line and cell phone service,No,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,All others,No,,,,,The middle class,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,58.0,Barack Obama,,White,White,National questionnaire,White,South,None,None,The rich,Bill Nelson,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Election day exit poll,,,,Version 5,White none,No,,No,Non-working men,,,All others,Suburb,Urban,Urban Core,Very downscale,32304.0,0.876289963722229
19493.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,No,Complete,,Call 1,2.0,Yes,Both regular land-line and cell phone service,No,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,All others,No,,,,,The middle class,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,58.0,Barack Obama,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Bill Nelson,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Election day exit poll,,,,Version 5,White Protestants,No,,Yes,Working men,,,All others,Suburb,Urban,Urban Core,Very downscale,32304.0,0.831257104873657
