ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUNJ12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNJ12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENNJ12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
63138.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 3,5.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,,,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The poor,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,129.0,Mitt Romney,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Protestants,No,,Yes,"Women, no kids",Working women,,,Working women,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,7840.0,0.858101904392242
14860.0,Legal,Legal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,Call 1,3.0,,,No,I like my candidate but with reservations,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,,,The Republican candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,No,,,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,17.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,,Yes,Joe Kyrillos,Male,White men,Non married men,Suburbs,Suburbs,New Jersey,,,Neutral,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Suburb,60s Suburbs,Urban Perimeter,Downscale,8518.0,1.19068598747253
65064.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,3.0,No,Only regular land-line phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,5.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The poor,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,17.0,Mitt Romney,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,The middle class,,Joe Kyrillos,Male,White men,Married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Protestants,No,,Yes,All men,Working men,,,All others,Suburb,60s Suburbs,Urban Perimeter,Downscale,8518.0,1.02959430217743
35780.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 2,5.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,,3.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,,,,,,,,,,,The economy,,No,All others,Yes,,,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,129.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,,,,,,,,,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,7840.0,0.858101904392242
14842.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,4.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,4.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The poor,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,82.0,Mitt Romney,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Omit,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Protestants,No,,Yes,"Women, no kids",Working women,,,Working women,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,7702.0,0.904616117477417
66807.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,5.0,,,,,Staying about the same,Barack Obama,Poor and staying the same,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,115.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Male,White men,Married men,Suburbs,Suburbs,New Jersey,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7422.0,0.887940406799316
14827.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 1,5.0,,,Yes,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,,,,,,,The Republican candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,115.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,,No,Joe Kyrillos,Male,White men,Married men,Suburbs,Suburbs,New Jersey,,,Neutral,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7422.0,0.887940406799316
36051.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 2,6.0,,,,,Staying about the same,Barack Obama,Poor and staying the same,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,71.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Male,White men,Married men,Suburbs,Suburbs,New Jersey,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,1.19731557369232
37966.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,4.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,No,4.0,,,,,,,The Republican candidate,,,,,,,,,,,,,Yes,No,All others,Yes,,,,,,,The middle class,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,82.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,,,No,"Women, no kids",Non-working women,,,All others,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,7702.0,0.904616117477417
68632.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,5.0,Yes,Only cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,No,No,All others,Yes,,,,,,,The poor,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,115.0,Mitt Romney,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,The middle class,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Protestants,No,,No,"Women, no kids",Non-working women,,,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7422.0,0.838226497173309
37944.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,3.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,5.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,Yes,Good,Excellent or good,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,92.0,Mitt Romney,Cares about people like me,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Male,White men,Married men,Suburbs,Suburbs,New Jersey,No,,,Election day exit poll,,,,,,Version 2,,Yes,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8721.0,1.08842825889587
37943.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,6.0,Yes,Both regular land-line and cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,,4.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,The poor,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,71.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Joe Kyrillos,Male,White men,Non married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,No,All men,Non-working men,,,All others,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,1.19731557369232
14757.0,Legal,Legal in all cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Catholic/Do not attend weekly,Complete,,,,No,Call 1,6.0,,,No,I dislike the other candidates,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,4.0,,,,,,,The Republican candidate,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,All others,Yes,,,,,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,71.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,,No,Joe Kyrillos,Male,White men,Married men,Suburbs,Suburbs,New Jersey,,,Oppose,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,1.3846492767334
66881.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 3,6.0,,,,,,,,Is fair to most Americans,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,4.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,71.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Female,White women,,Suburbs,Suburbs,New Jersey,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,1.30712580680847
66864.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,3.0,Yes,Both regular land-line and cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,No,5.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The middle class,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,92.0,Mitt Romney,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Protestants,Yes,,Yes,"Women, no kids",Working women,,,Working women,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8721.0,1.02748942375183
66862.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,3.0,Yes,Both regular land-line and cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,No,5.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The middle class,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,92.0,Mitt Romney,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Protestants,Yes,,Yes,"Women, no kids",Working women,,,Working women,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8721.0,1.02748942375183
14721.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,3.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,No,5.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Both of them,Yes,Yes,Mitt Romney,,,No,,,,,Approve,Somewhat approve,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,17.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Female,White women,,Suburbs,Suburbs,New Jersey,,Not increase for anyone,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,60s Suburbs,Urban Perimeter,Downscale,8518.0,0.971949517726898
37873.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 2,6.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,4.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The poor,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,71.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Joe Kyrillos,Male,White men,Married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,Yes,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,1.19731557369232
37855.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,A minor factor,Not important,Factor,,Call 2,4.0,,,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,82.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Male,White men,Married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,7702.0,0.958267450332642
64876.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 3,10.0,Yes,Only cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,No,1.0,,,,,,,The Republican candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,No,No,All others,No,,,,,,,The middle class,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,44.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Joe Kyrillos,Male,White men,Non married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,Yes,,No,All men,Non-working men,,,All others,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7050.0,0.864108800888062
14669.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,3.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,,5.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,Health care,,No,All others,No,,,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,92.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Male,White men,Non married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8721.0,1.2587251663208
37834.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,3.0,,,,,Getting worse,Barack Obama,Worse,,Taxes,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,5.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,,Yes,Poor,Not so good or poor,,,Angry,"Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,92.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8721.0,1.02748942375183
66635.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 3,4.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,,4.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The poor,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,82.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Joe Kyrillos,Male,White men,Married men,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,No,All men,Non-working men,,,All others,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,7702.0,1.10819935798645
39745.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,12.0,,,,,Staying about the same,Barack Obama,Poor and staying the same,,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,,,,,,The Republican candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,Federal budget deficit,,No,,,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,119.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Male,White men,,Suburbs,Suburbs,New Jersey,No,,,Election day exit poll,,,,,,Version 2,,Yes,,,,,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7023.0,2.09966850280762
37807.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,5.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The poor,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,115.0,Mitt Romney,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,The middle class,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Protestants,No,,No,Mothers with no full time job,Non-working women,,,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7422.0,0.838226497173309
35864.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,A minor factor,Not important,Factor,,Call 2,5.0,,,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,,3.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,Federal budget deficit,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,129.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Female,White women,Married women,Suburbs,Suburbs,New Jersey,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,7840.0,0.742006540298462
37790.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 2,4.0,,,,,,,,Is fair to most Americans,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,4.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,The Republican candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,No,,,,,Disapprove,Somewhat disapprove,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,82.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Joe Kyrillos,Male,White men,,Suburbs,Suburbs,New Jersey,,Not increase for anyone,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,7702.0,0.958267450332642
