ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GUNOWNER12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSPA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,SENPA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
63928.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,13.0,Yes,I strongly favor my candidate,Getting better,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,Barack Obama,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Married with children,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,96.0,Barack Obama,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,No,Extremely High Density Urban,Urban,Urban Core,Downscale,19149.0,0.600704610347748
42748.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,3.0,No,I strongly favor my candidate,Getting better,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,Barack Obama,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,All others,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,29.0,Barack Obama,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,Yes,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,16002.0,0.726866781711578
23086.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,6.0,No,I like my candidate but with reservations,Getting better,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,Barack Obama,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,,All others,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,76.0,Barack Obama,,White,White,State questionnaire,White,East,,,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19426.0,0.858435451984406
67274.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,14.0,No,I like my candidate but with reservations,Staying about the same,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,Barack Obama,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,9.0,Barack Obama,,White,White,State questionnaire,White,East,None,None,Bob Casey,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,White none,No,High Density Urban,Urban,Urban Core,Very downscale,15210.0,0.844854176044464
42816.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,3.0,,I like my candidate but with reservations,Staying about the same,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,Barack Obama,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,29.0,Barack Obama,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,Bob Casey,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,16002.0,0.815740585327148
42096.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 2,18.0,Yes,I like my candidate but with reservations,Staying about the same,Poor and staying the same,,,,,,,,,5.0,,,Barack Obama,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Married with children,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,,,,,,Liberal,7.0,Mitt Romney,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,15243.0,1.06440913677216
27318.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,14.0,Yes,I strongly favor my candidate,Getting better,Getting better,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,,All others,No,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,9.0,Barack Obama,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,Yes,High Density Urban,Urban,Urban Core,Very downscale,15210.0,0.804410874843597
26152.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,15.0,No,I strongly favor my candidate,Getting better,Getting better,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,All others,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,69.0,Barack Obama,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,Yes,Suburb,80s Suburbs,Urban Perimeter,Very upscale,18051.0,1.39672648906708
25795.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,14.0,Yes,I strongly favor my candidate,Getting better,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,5.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,All others,No,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,9.0,Barack Obama,,Black,Black,State questionnaire,Black,East,None,None,Bob Casey,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,15210.0,0.855567216873169
23094.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,No,I strongly favor my candidate,Staying about the same,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,All others,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,90.0,Barack Obama,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,No,High Density Urban,Urban,Urban Core,Very downscale,19125.0,0.811478197574615
62387.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,No,I strongly favor my candidate,Staying about the same,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,All others,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,90.0,Barack Obama,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,No,High Density Urban,Urban,Urban Core,Very downscale,19125.0,0.811478197574615
24557.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 1,2.0,Yes,I strongly favor my candidate,Staying about the same,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,All others,No,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,87.0,Mitt Romney,,Black,Black,State questionnaire,Black,East,None,None,Bob Casey,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,Non-white,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,19141.0,1.64380896091461
26937.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,12.0,No,I like my candidate but with reservations,Omit,Omit,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,All others,,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,15.0,Barack Obama,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,White women,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,15229.0,0.973727226257324
25174.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,12.0,No,I like my candidate but with reservations,Getting better,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,Barack Obama,,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,All others,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,13.0,Barack Obama,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,No,Suburb,60s Suburbs,Urban Perimeter,Very upscale,15237.0,1.18028211593628
25172.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,12.0,No,I like my candidate but with reservations,Getting better,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,Barack Obama,,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,All others,Yes,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,13.0,Barack Obama,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,No,Suburb,60s Suburbs,Urban Perimeter,Very upscale,15237.0,1.18028211593628
65234.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,3.0,No,I like my candidate but with reservations,Staying about the same,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,Omit,,Omit,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Omit,Omit,No,All others,No,Not so good,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,59.0,,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Non married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,Yes,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,16417.0,1.33299887180328
26874.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,3.0,No,I strongly favor my candidate,Staying about the same,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,Poor,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,29.0,Barack Obama,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,16002.0,0.815740585327148
24213.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,Complete,Call 1,1.0,No,I like my candidate but with reservations,Staying about the same,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,All others,Yes,Poor,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,90.0,Barack Obama,,Other,Asian,State questionnaire,Asian,East,Protestant/Other Non-Catholic Christian,Protestant,Tom Smith,Female,All other races,Married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,19125.0,0.583187699317932
68342.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 3,14.0,No,I strongly favor my candidate,Getting worse,Worse,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,Barack Obama,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,Poor,Not so good or poor,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,9.0,Barack Obama,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,No,High Density Urban,Urban,Urban Core,Very downscale,15210.0,0.919857501983643
42833.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 2,18.0,,I like my candidate but with reservations,Staying about the same,Omit,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,5.0,,,Mitt Romney,,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,Federal budget deficit,Yes,,,Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,7.0,Mitt Romney,,Other,White,State questionnaire,Hispanic/Latino,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,Latino women,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,Non-white,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,15243.0,1.25461268424988
65082.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,12.0,Yes,I like my candidate but with reservations,Getting worse,Worse,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Federal budget deficit,No,Married with children,Yes,Good,Excellent or good,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,15.0,Barack Obama,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,15229.0,1.09278452396393
25097.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 1,14.0,No,I strongly favor my candidate,Getting better,Getting better,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,Good,Excellent or good,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,9.0,Barack Obama,,White,White,State questionnaire,White,East,None,None,Bob Casey,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,White none,No,High Density Urban,Urban,Urban Core,Very downscale,15210.0,0.919857501983643
21305.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,Call 1,3.0,No,I like my candidate but with reservations,Staying about the same,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,Barack Obama,,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Federal budget deficit,No,All others,No,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,59.0,Barack Obama,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,Bob Casey,Male,White men,Non married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,Yes,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,16417.0,1.39320623874664
26358.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,10.0,Yes,I like my candidate but with reservations,Getting worse,Worse,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,,Mitt Romney,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,Married with children,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,24.0,Mitt Romney,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,White women,Married women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Very downscale,18829.0,2.13723134994507
24431.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,12.0,No,I like my candidate but with reservations,Getting worse,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,All others,No,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,13.0,Barack Obama,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,Bob Casey,Female,White women,Non married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,Yes,Suburb,60s Suburbs,Urban Perimeter,Very upscale,15237.0,1.18028211593628
62865.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,6.0,Yes,I like my candidate but with reservations,Staying about the same,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,Mitt Romney,,Leave it as is,Expand it or leave it as is,,,,,,,Barack Obama,The economy,No,Married with children,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,76.0,Mitt Romney,,White,White,State questionnaire,White,East,Catholic,Catholic,Tom Smith,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19426.0,1.44404244422913
27440.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,12.0,Yes,I like my candidate but with reservations,Staying about the same,Poor and staying the same,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,Barack Obama,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Married with children,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,15.0,Barack Obama,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,15229.0,0.973727226257324
64552.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,No,I like my candidate but with reservations,Staying about the same,Poor and staying the same,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,Mitt Romney,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,54.0,Mitt Romney,,White,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Protestants,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19342.0,0.921128869056702
