ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUNY12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNY12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENNY12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
45023.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,An important factor,Important,Factor,,Call 2,11.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,,1.0,Government should do more to solve problems,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Health care,,No,All others,Yes,,,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,87.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Upscale,10312.0,1.36301457881927
45000.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 2,27.0,,,,,,,,Favors the wealthy,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,No,4.0,,Mitt Romney,Mitt Romney,Mitt Romney,Expand it,Expand it or leave it as is,The Republican candidate,,,,,,,,Only Mitt Romney,No,Yes,Mitt Romney,,,No,,,,,Disapprove,Somewhat disapprove,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,21.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,,Suburbs,Suburbs,English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,14031.0,1.12775564193726
73223.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,27.0,,,,,Getting worse,Barack Obama,Worse,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,114.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,Married men,Rural,Small Cities/Rural,English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Low Density Rural,Rural,Rural,Downscale,14009.0,1.27893102169037
49808.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,2.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,2.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,Omit,Yes,Mitt Romney,,,No,,,,,Approve,Somewhat approve,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,100.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,,Suburbs,Suburbs,English, New York,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11705.0,1.37803959846497
48839.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 2,4.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,No,2.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The poor,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,58.0,Mitt Romney,,White,White,National questionnaire,White,East,Jewish,Jewish,The middle class,,Kirsten Gillibrand,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Jewish,No,,No,Mothers with no full time job,Non-working women,,,All others,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11793.0,1.10601758956909
73126.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 3,11.0,,,,,Staying about the same,Barack Obama,Poor and staying the same,,Unemployment,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,Federal budget deficit,,Yes,,Yes,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,87.0,Mitt Romney,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,,,,,Kirsten Gillibrand,Male,Latino men,Married men,"Cities over 500,000","Cities over 50,000",English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Upscale,10312.0,1.32264578342438
15926.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,2.0,,,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Worse today,,2.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,All others,Yes,,,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,100.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11705.0,1.37803959846497
47301.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,An important factor,Important,Factor,,Call 2,25.0,,,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Better today,,4.0,Government should do more to solve problems,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,All others,No,,,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,46.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,Non married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,,,Version 1,,Yes,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,14616.0,1.15997719764709
73033.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 3,27.0,Yes,Both regular land-line and cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,5.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The poor,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,114.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Kirsten Gillibrand,Male,White men,Married men,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,No,All men,Non-working men,,,All others,Low Density Rural,Rural,Rural,Downscale,14009.0,1.49536526203156
15274.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Not complete,,,,,Call 1,27.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,The Republican candidate,,,,,,,,,,,,,,No,,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,,,,,,,21.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,Version 2,,,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,14031.0,1.0943546295166
44529.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,The most important factor,Important,Factor,,Call 2,27.0,,,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,,,Federal budget deficit,,No,All others,Yes,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,21.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,East,,,,,Wendy Long,,,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,,,Version 1,,No,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,14031.0,1.03191256523132
16156.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,A minor factor,Not important,Factor,,Call 1,2.0,,,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,,2.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Foreign policy,,No,Married with children,Yes,,,,,,,,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,100.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Wendy Long,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11705.0,0.993410289287567
44481.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,A minor factor,Not important,Factor,,Call 2,27.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,,5.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,All others,No,,,,,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,114.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,,,Wendy Long,Male,White men,Non married men,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,Yes,,,,,,,,Low Density Rural,Rural,Rural,Downscale,14009.0,1.24912738800049
16116.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,4.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,,2.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,All others,Yes,,,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,58.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,,,Wendy Long,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11793.0,1.02639722824097
44456.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,27.0,,,,,Staying about the same,Barack Obama,Poor and staying the same,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,,Yes,Poor,Not so good or poor,,,Angry,"Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,21.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,,,Wendy Long,Male,White men,Married men,Suburbs,Suburbs,English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,14031.0,0.952257692813873
16107.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,2.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,2.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,Omit,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,100.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,Omit,,Wendy Long,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11705.0,1.12712442874908
44317.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 2,27.0,,,,,Getting worse,Barack Obama,Worse,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,Angry,"Dissatisfied, but not angry or angry",,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,114.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,East,,,,,Wendy Long,Female,White women,Married women,Rural,Small Cities/Rural,English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Low Density Rural,Rural,Rural,Downscale,14009.0,1.1009396314621
44418.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 2,17.0,,,,I like my candidate but with reservations,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,,,,,,,The Republican candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,All others,No,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,107.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,,No,Wendy Long,Female,White women,Non married women,Suburbs,Suburbs,English, New York,,,Neutral,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,10547.0,1.22178077697754
44408.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 2,27.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,,5.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,Foreign policy,,No,All others,Yes,,,,,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,114.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Wendy Long,Male,White men,Married men,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,,,Version 1,,No,,,,,,,,Low Density Rural,Rural,Rural,Downscale,14009.0,1.06833279132843
16046.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Not complete,,,,,Call 1,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,The Republican candidate,,,,,,,,,,,,,,No,,Yes,,,,,Angry,"Dissatisfied, but not angry or angry",,45+,18-64,,,,,,,,100.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Wendy Long,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,Version 2,,,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11705.0,1.12712442874908
72716.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,22.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,5.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The middle class,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,12.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Wendy Long,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,Yes,Working mom,Working women,,,Working women,Low Density Rural,60s Suburbs,Urban Perimeter,Very downscale,13795.0,0.83549827337265
16021.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,Call 1,2.0,,,Yes,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,,,The Republican candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,100.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,,No,Wendy Long,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,Support,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11705.0,1.12712442874908
72705.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,3.0,,,,,,,,Is fair to most Americans,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,No,2.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,64.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Wendy Long,Male,White men,,Suburbs,Suburbs,English, New York,,Not increase for anyone,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11579.0,1.14299952983856
16016.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,4.0,Yes,Only cell phone service,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,No,2.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,No,No,All others,No,,,,,,,The poor,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,58.0,Mitt Romney,,White,White,National questionnaire,White,East,Jewish,Jewish,The middle class,,Wendy Long,Male,White men,Non married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Jewish,No,,Yes,All men,Working men,,,All others,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11793.0,1.02639722824097
16014.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,11.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,No,1.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The middle class,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,87.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Wendy Long,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Seriously off on the wrong track,Yes,Version 5,White Catholics,No,,Yes,Working mom,Working women,,,Working women,Extremely High Density Urban,Urban,Urban Core,Upscale,10312.0,1.33118844032288
43001.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 2,24.0,,,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,72.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Wendy Long,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,13215.0,0.851109445095062
15996.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 1,25.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,All others,No,,,,,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,50.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,East,,,,,Wendy Long,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very downscale,14604.0,1.03882658481598
48366.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 2,4.0,Yes,Both regular land-line and cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,No,2.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,,All others,Yes,,,,,,,The poor,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,56.0,Mitt Romney,,White,White,National questionnaire,White,East,Catholic,Catholic,The middle class,,Wendy Long,Male,White men,Married men,Suburbs,Suburbs,, New York,,,,Election day exit poll,,,,Seriously off on the wrong track,Yes,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11581.0,1.31786835193634
48364.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 2,4.0,,,,,Getting worse,Barack Obama,Worse,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,2.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,The economy,,Yes,,Yes,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,58.0,Mitt Romney,Shares my values,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,,,,,Wendy Long,Male,Latino men,Married men,Suburbs,Suburbs,English, New York,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11793.0,1.02639722824097
