ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BROWNLIB,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVBROWN2,FAVOBAMA2,FAVROMN2,FAVWARREN2,GEOCODE,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMA12,QRACE3,QRACEAI,QTYPE,QUALSEN12MA,RACE,REGION,SENMA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNFAIRMA12,UNFRBROWN,UNFRWARREN,VERSION,WARRENLIB,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
36023.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,About right,Call 2,9.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,3.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,38.0,Other,White,White,State questionnaire,Is honest and trustworthy,White,East,Elizabeth Warren,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0,0.418806046247482
35658.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Too conservative,Call 2,9.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,30.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2748.0,0.751531302928925
63097.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Too conservative,Call 3,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,90.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2725.0,0.700752139091492
17779.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,About right,Call 1,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,90.0,Barack Obama,White,White,State questionnaire,Is willing to compromise,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,Yes,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2725.0,0.912338614463806
19201.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,About right,Call 1,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Unfavorable,Unfavorable,5.0,Government should do more to solve problems,,,,,,,The economy,,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50.0,Mitt Romney,White,White,State questionnaire,Is willing to compromise,White,East,Scott Brown,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Elizabeth Warren or neither of them,Only Scott Brown or neither of them,Version 1,Too liberal,,Suburb,60s Suburbs,Urban Perimeter,Very downscale,1040.0,1.25084805488586
23149.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,About right,Call 1,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,Unfavorable,Unfavorable,4.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,42.0,Mitt Romney,White,White,State questionnaire,Is willing to compromise,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2038.0,1.1989119052887
18730.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Too liberal,Call 1,9.0,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,30.0,Mitt Romney,White,White,State questionnaire,Is honest and trustworthy,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,Too conservative,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2748.0,1.37479937076569
65292.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Too conservative,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Omit,Favorable,5.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,37.0,Barack Obama,White,White,State questionnaire,Is honest and trustworthy,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Elizabeth Warren,Only Elizabeth Warren or neither of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,1028.0,0.79280823469162
68472.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,100.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.33236396312714
35785.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,100.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,Yes,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.33236396312714
19238.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Complete,,Call 1,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,4.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",The economy,Yes,Yes,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,39.0,Barack Obama,Other,Hispanic/Latino,National questionnaire,,Hispanic/Latino,East,Elizabeth Warren,Female,Latino women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1420.0,0.894063115119934
63588.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 3,5.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,107.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,1.15418612957001
35064.0,65+,60+,45+,60+,65+,65 or over,,,,Complete,,Call 2,2.0,Postgraduate study,College graduate,More than High school graduate,,,,,,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,,The economy,No,Yes,45+,65+,Republican,,,Republican,,Moderate,96.0,Barack Obama,,,National questionnaire,,,East,Elizabeth Warren,Male,,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1590.0,0.890002012252808
62411.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,8.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,88.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.667639851570129
66755.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,100.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.12822711467743
19060.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,39.0,Barack Obama,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,Yes,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1420.0,1.99200892448425
14217.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,,4.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,Government is doing too many things better left to businesses and individuals,,,,,,,The economy,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50015.0,Mitt Romney,White,White,National questionnaire,,White,East,,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,1748.0,0.0
20201.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,96.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1590.0,0.946219205856323
20031.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,Complete,,Call 1,6.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,1.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",The economy,No,No,45+,65+,Republican,Black non-Democrat,All Republicans,Republican,All others,Moderate,75.0,Mitt Romney,Black,Black,National questionnaire,,Black,East,Scott Brown,Female,Black women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,1.30212092399597
19538.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 1,8.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,88.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.996668338775635
19433.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,Call 1,3.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,4.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,39.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1420.0,1.63553714752197
19329.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,Call 1,3.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,4.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,39.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1420.0,1.63553714752197
63735.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,8.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,88.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.996668338775635
67703.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,96.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1590.0,0.946219205856323
67680.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,100.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.61166954040527
38091.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 2,6.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,6.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1915.0,0.924447953701019
38550.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,75.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,1.15686583518982
38548.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,75.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,1.15686583518982
70891.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 3,3.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,4.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",The economy,Yes,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,39.0,Mitt Romney,Other,White,National questionnaire,,Hispanic/Latino,East,Scott Brown,Male,Latino men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1420.0,1.52686047554016
66472.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,100.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.36473917961121
66053.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,6.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,2.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,6.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1915.0,0.924447953701019
37703.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 2,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,6.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1915.0,1.01917266845703
24939.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 1,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,107.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,1.23637330532074
64817.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,8.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,88.0,Mitt Romney,White,White,National questionnaire,,White,East,Scott Brown,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,Version 1,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.904035270214081
19228.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,About right,Call 1,6.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Favorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,87.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,60s Suburbs,Urban Perimeter,Downscale,1906.0,0.667709290981293
