ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ENVIRON,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS80OR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOR12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1330.0,65+,60+,45+,60+,65+,65 or over,,,,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,,Keeping jobs in your state,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,The economy,,,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,,,Independent,,Conservative,50007.0,Mitt Romney,Omit,,,State questionnaire,,West,Male,,,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,,Extremely Low Density Rural,Rural,Rural,Very downscale,97754.0,0.592013418674469
1295.0,65+,60+,45+,60+,65+,65 or over,,,,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,65+,Republican,,,Republican,,Conservative,50007.0,Mitt Romney,Is a strong leader,,,State questionnaire,,West,Female,,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Extremely Low Density Rural,Rural,Rural,Very downscale,97739.0,0.553064346313477
1270.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,2.0,I dislike the other candidates,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,97754.0,0.915857374668121
1255.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Taxes,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,Yes,No,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,97862.0,0.675999283790588
1254.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50007.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,97862.0,0.789075434207916
1244.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,97814.0,0.631524741649628
1241.0,45-65,60+,45+,60+,50-64,60-64,,,,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,,Omit,Unfavorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,,Mitt Romney,The economy,,No,No,Poor,Not so good or poor,45+,18-64,Independent/Something else,,,Independent,,Conservative,50007.0,Mitt Romney,Is a strong leader,,,State questionnaire,,West,Female,,Non married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Extremely Low Density Rural,Rural,Rural,Very downscale,97814.0,0.691041052341461
1172.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,97739.0,0.675999283790588
1170.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,97741.0,0.789075434207916
12806.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,No,,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50007.0,Mitt Romney,,White,White,National questionnaire,White,West,Female,White women,,Rural,Small Cities/Rural,Oregon,Telephone survey,,,,Version 4,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,97636.0,0.452874451875687
2039.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,4.0,I dislike the other candidates,Getting worse,Worse,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,No,No,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50015.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Low Density Rural,Rural,Rural,Very downscale,97420.0,1.04965674877167
1987.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,Complete,,4.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,Keeping jobs in your state,Unfavorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Mitt Romney,The economy,Yes,Yes,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,50015.0,Mitt Romney,Has a vision for the future,Other,American Indian,State questionnaire,Hispanic/Latino,West,Female,Latino women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97411.0,0.289672285318375
1963.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,Complete,,4.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,Federal budget deficit,No,Yes,No,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,50015.0,Mitt Romney,Cares about people like me,Other,American Indian,State questionnaire,Other,West,Female,All other races,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97411.0,0.289672285318375
1859.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,4.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,The economy,No,No,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50015.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Low Density Rural,Rural,Rural,Very downscale,97449.0,0.631524741649628
1897.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,4.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Omit,No,Yes,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50014.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97360.0,0.556764423847198
1746.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,4.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50015.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97479.0,1.07556664943695
1778.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,Complete,,4.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Taxes,College graduate,College graduate,More than High school graduate,Non white college degree,Keeping jobs in your state,Unfavorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Mitt Romney,The economy,No,No,No,Not so good,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,50015.0,Mitt Romney,Has a vision for the future,Other,Asian,State questionnaire,Asian,West,Male,All other races,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97420.0,8.4421854019165
1775.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,4.0,I like my candidate but with reservations,Getting better,Getting better,Taxes,,,,,Keeping jobs in your state,Omit,Omit,Better today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,No,No,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,50015.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97420.0,0.675999283790588
1406.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I dislike the other candidates,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,4.0,Government should do more to solve problems,Mitt Romney,Leave it as is,Expand it or leave it as is,,,,,,,Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Low Density Rural,Rural,Rural,Very downscale,97527.0,0.631524741649628
1415.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Federal budget deficit,No,No,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Non married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Low Density Rural,Rural,Rural,Very downscale,97720.0,0.631524741649628
13543.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,Omit,Favorable,,4.0,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,Mitt Romney,,White,White,National questionnaire,White,West,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,,,,Version 5,No,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.38373339176178
1381.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,No,No,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97527.0,0.631524741649628
1379.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,Federal budget deficit,No,No,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Omit,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.631524741649628
1367.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,Federal budget deficit,No,Yes,No,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97526.0,1.00480425357819
1357.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,2.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Health care,No,No,No,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Male,White men,Non married men,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97527.0,2.13507986068726
1320.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,No,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.684768497943878
1315.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,50007.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.675999283790588
1307.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I like my candidate but with reservations,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Favorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,The economy,No,No,No,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50007.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Omit,Omit,Omit,Version 1,Yes,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.631524741649628
1264.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97720.0,0.631524741649628
1260.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,No,No,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Non married men,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Low Density Rural,Rural,Rural,Very downscale,97720.0,0.732992708683014
1256.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,Yes,No,Poor,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,97526.0,1.64612019062042
