ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVWA12,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INIT502WA,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS74WA,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSWA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENWA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
8501.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,Once a week,Weekly,Complete,,4.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Omit,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Better today,4.0,Government should do more to solve problems,Rob McKenna,Mitt Romney,Omit,Omit,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",No,Omit,Health care,Yes,Yes,Approve,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Conservative,50015.0,Mitt Romney,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Michael Baumgartner,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,No,Suburb,Urban,Urban Core,Upscale,98908.0,0.955692231655121
8500.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,4.0,I like my candidate but with reservations,Staying about the same,Good and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Mitt Romney,The economy,No,No,Approve,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,,50015.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Upscale,98908.0,0.919005692005157
8488.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,4.0,I like my candidate but with reservations,Getting better,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Barack Obama,Federal budget deficit,No,Yes,Approve,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50015.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,No,Low Density Rural,Urban,Urban Core,Upscale,99337.0,0.412477970123291
8479.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete,,3.0,I like my candidate but with reservations,Getting worse,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Mitt Romney,The economy,No,Yes,Approve,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50010.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,0.38148045539856
8477.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,,3.0,I like my candidate but with reservations,Getting better,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Omit,About the same,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Omit,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Yes,Omit,Omit,No,Yes,Approve,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,50010.0,Mitt Romney,Omit,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,98661.0,0.708036541938782
8473.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,,3.0,I dislike the other candidates,Getting worse,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,Federal budget deficit,No,Yes,Reject,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,50010.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,98661.0,1.05976414680481
8468.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,3.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,3.0,Government should do more to solve problems,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,Health care,No,No,Reject,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50010.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Suburb,Urban,Urban Core,Downscale,98682.0,0.445919781923294
8467.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,,3.0,I like my candidate but with reservations,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,3.0,Government is doing too many things better left to businesses and individuals,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Barack Obama,The economy,No,Yes,Reject,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50010.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,2.02280926704407
8462.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,3.0,I dislike the other candidates,Getting better,Getting better,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,About the same,3.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",No,Barack Obama,The economy,No,Yes,Approve,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50010.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,98661.0,0.70260751247406
8459.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Complete,,3.0,I dislike the other candidates,Getting better,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Worse today,3.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",No,Barack Obama,Health care,No,No,Approve,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50010.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,High Density Urban,Urban,Urban Core,Very downscale,98661.0,1.05006337165833
8456.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,3.0,I like my candidate but with reservations,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Better today,3.0,Government is doing too many things better left to businesses and individuals,Jay Inslee,Omit,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Yes,Omit,Federal budget deficit,No,Yes,Approve,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50010.0,Other,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,98661.0,1.20039033889771
8455.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,,3.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,50010.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,98661.0,1.89630258083344
8453.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,3.0,I dislike the other candidates,Getting better,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,3.0,Omit,Jay Inslee,Barack Obama,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Barack Obama,The economy,No,Yes,Reject,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,50010.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,0.749969184398651
8449.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,3.0,I strongly favor my candidate,Getting worse,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50010.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,1.6115288734436
8448.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,,3.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",No,Barack Obama,Health care,No,No,Approve,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,50010.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,Yes,Suburb,Urban,Urban Core,Downscale,98682.0,1.52708685398102
8446.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,,3.0,I strongly favor my candidate,Getting worse,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50010.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,1.41301882266998
8445.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,3.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Mitt Romney,The economy,No,No,Approve,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,50010.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Suburb,Urban,Urban Core,Downscale,98682.0,0.255252242088318
8441.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,,3.0,I like my candidate but with reservations,Getting better,Getting better,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50010.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,0.632362842559814
8439.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,3.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Yes,Barack Obama,The economy,No,No,Approve,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50010.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,Yes,Suburb,Urban,Urban Core,Downscale,98682.0,0.562580347061157
8433.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,3.0,Omit,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Better today,3.0,Government is doing too many things better left to businesses and individuals,,Omit,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Yes,Omit,The economy,No,Yes,Approve,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50010.0,,Omit,White,White,State questionnaire,White,West,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Omit,Omit,Omit,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,0.0276478882879019
8431.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,,3.0,I dislike the other candidates,Getting better,Getting better,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Rob McKenna,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",No,Barack Obama,The economy,No,Yes,Approve,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50010.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,0.218304738402367
8429.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,3.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,3.0,Omit,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Barack Obama,Health care,No,No,Approve,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50010.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,0.276073545217514
8424.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,3.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50010.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,0.544184863567352
8422.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,Never,Never,Complete,,3.0,I like my candidate but with reservations,Getting better,Getting better,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,,,,,,,Yes,Barack Obama,Federal budget deficit,No,Yes,Approve,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Liberal,50010.0,Barack Obama,Is a strong leader,Other,American Indian,State questionnaire,Other,West,Maria Cantwell,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,0.480621427297592
8421.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,3.0,I strongly favor my candidate,Getting worse,Worse,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,Federal budget deficit,No,No,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50010.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,98661.0,0.272092431783676
8418.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,3.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,Foreign policy,No,No,Reject,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50010.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,Urban,Urban Core,Downscale,98682.0,0.900242865085602
8412.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,3.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,Federal budget deficit,No,No,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50010.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Suburb,Urban,Urban Core,Downscale,98682.0,0.272092431783676
8408.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,,3.0,I strongly favor my candidate,Omit,Omit,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,The economy,No,No,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50010.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Suburb,Urban,Urban Core,Downscale,98682.0,0.346703499555588
