ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVALLEN,FAVKAINE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVTHH,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSVA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENVA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,VETVOTER,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
57729.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,Call 3,3.0,,,,,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,4.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Health care,,No,,No,Not so good,Not so good or poor,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,107.0,Barack Obama,Has a vision for the future,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,Non married women,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 2,,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.24897813796997
14867.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 1,3.0,,,,,Getting better,George W. Bush,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,4.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,Health care,,No,,Yes,Not so good,Not so good or poor,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,Has a vision for the future,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 2,,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.25304222106934
14818.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,,Call 1,3.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,4.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Health care,,No,,,Not so good,Not so good or poor,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,107.0,Barack Obama,Has a vision for the future,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 2,,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.34823203086853
13742.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,5.0,,,,,Getting better,George W. Bush,Getting better,The housing market,College graduate,College graduate,More than High school graduate,White college degree,,,,,,3.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Foreign policy,,No,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50022.0,Other,Has a vision for the future,White,White,National questionnaire,White,South,,,,,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Telephone survey,,,,Version 2,,,No,,,,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,24528.0,7.67349419561469e-08
14725.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,Call 1,3.0,Yes,Only cell phone service,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,Favorable,Unfavorable,,4.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,No,No,All others,No,,,,,Omit,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,,Black,Black,National questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,Omit,Timothy Kaine,Female,Black women,Non married women,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 5,,Non-white,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.24897813796997
14619.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,,Call 1,3.0,Yes,Both regular land-line and cell phone service,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Favorable,Unfavorable,,4.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,Yes,No,All others,Yes,,,,,The middle class,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,,Black,Black,National questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Timothy Kaine,Female,Black women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 5,,Non-white,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.34823203086853
36126.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,Call 2,3.0,Yes,Only cell phone service,No,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Favorable,Unfavorable,,4.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,No,All others,No,,,,,The middle class,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,,Black,Black,National questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Timothy Kaine,Female,Black women,Non married women,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 5,,Non-white,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.24897813796997
15048.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 1,3.0,Yes,Only cell phone service,No,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Favorable,Unfavorable,,4.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,No,No,All others,No,,,,,The poor,45+,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,,Black,Black,National questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Timothy Kaine,Male,Black men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 5,,Non-white,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.25304222106934
58705.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,3.0,Yes,Only cell phone service,No,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,Favorable,Favorable,,4.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,No,All others,Yes,,,,,The middle class,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,Barack Obama,,White,White,National questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The middle class,Timothy Kaine,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 5,,White Protestants,Yes,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,1.85803389549255
58223.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 3,3.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,4.0,,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,,No,,,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,107.0,Barack Obama,,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 4,,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.25304222106934
15152.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,,Call 1,3.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,4.0,,,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,,,,,,,,,,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 4,,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.34823203086853
15151.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,,Call 1,3.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,4.0,,,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,,,,,,,,,,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 4,,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.34823203086853
59144.0,Omit,Omit,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Once a week,Weekly,All others,Complete,Yes,Call 3,9.0,,,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,,,,3.0,,,,Barack Obama,,,,,,,,,,,,Yes,,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,109.0,Barack Obama,,Other,White,State questionnaire,Hispanic/Latino,South,,,The rich,Timothy Kaine,Female,Latino women,Non married women,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Suburb,60s Suburbs,Urban Perimeter,Downscale,24153.0,0.872719705104828
35916.0,Legal,Legal in all cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,All others,Complete,No,Call 2,9.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,,,3.0,,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,No,,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,109.0,Barack Obama,,White,White,State questionnaire,White,South,None,None,The rich,Timothy Kaine,Male,White men,Married men,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 3,,White none,Yes,All others,No,All others,Suburb,60s Suburbs,Urban Perimeter,Downscale,24153.0,0.964511811733246
38948.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,All others,Complete,No,Call 2,10.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,2.0,,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,51.0,Barack Obama,,White,White,State questionnaire,White,South,Something else,Muslim,The rich,George Allen,Female,White women,Non married women,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 3,,White something else,No,All others,No,All others,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,20105.0,0.711681723594666
62787.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,No,Call 3,10.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,2.0,,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,51.0,Barack Obama,,White,White,State questionnaire,White,South,None,None,The rich,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 3,,White none,No,All others,No,All others,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,20105.0,0.753291010856628
38350.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Never,Never,All others,Complete,No,Call 2,10.0,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,,,,2.0,,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",,,,No,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Omit,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,51.0,Barack Obama,,Black,Black,State questionnaire,Black,South,None,None,The rich,Timothy Kaine,Male,Black men,,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,20105.0,1.03300094604492
62272.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,No,Call 3,10.0,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,,,2.0,,,,Mitt Romney,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,,,Yes,,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,51.0,Mitt Romney,,Other,,State questionnaire,Hispanic/Latino,South,Catholic,Catholic,The middle class,George Allen,Female,Latino women,Married women,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,20105.0,0.662620604038239
24775.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,All others,Complete,Yes,Call 1,10.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,2.0,,,,Mitt Romney,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",Omit,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,51.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The middle class,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 3,,White Protestants,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,20105.0,0.767989814281464
58003.0,Omit,Omit,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,More than once a week,Weekly,All others,Complete,No,Call 3,9.0,,,,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,Omit,Unfavorable,,,,3.0,,,,Omit,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The poor,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,109.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,Omit,Timothy Kaine,Male,White men,Non married men,Suburbs,Suburbs, Virginia,Increase for all,Election day exit poll,,,,Version 3,,White Protestants,Yes,All others,No,White Protestant non-evangelical,Suburb,60s Suburbs,Urban Perimeter,Downscale,24153.0,0.87429678440094
14009.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,7.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,4.0,,,Mitt Romney,Omit,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,,,No,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50033.0,Mitt Romney,,White,White,National questionnaire,White,South,,,,,Female,White women,,Suburbs,Suburbs, Virginia,"Increase only on income over $250,000",Telephone survey,,,,Version 4,,,No,,,,Suburb,60s Suburbs,Urban Perimeter,Downscale,23228.0,7.0344228220165e-09
14934.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 1,3.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,4.0,,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,,No,,,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,,Suburbs,Suburbs, Virginia,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.25304222106934
58505.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,3.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,4.0,,,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,,,No,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,Barack Obama,,White,White,National questionnaire,White,South,,,,Timothy Kaine,Male,White men,,Suburbs,Suburbs, Virginia,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,1.96666586399078
35978.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 2,3.0,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,4.0,,,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,,,No,,,,,,,,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,107.0,Barack Obama,,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,,Suburbs,Suburbs, Virginia,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.25304222106934
25461.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,Yes,Call 1,10.0,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,,,,2.0,,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,No,,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,51.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Timothy Kaine,Female,Black women,Married women,Suburbs,Suburbs, Virginia,"Increase only on income over $250,000",Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,20105.0,0.975941479206085
38384.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,All others,Complete,Yes,Call 2,9.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,,,3.0,,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,109.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Timothy Kaine,Female,White women,Non married women,Suburbs,Suburbs, Virginia,"Increase only on income over $250,000",Election day exit poll,,,,Version 3,,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Suburb,60s Suburbs,Urban Perimeter,Downscale,24153.0,0.872719705104828
39425.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Protestant/Attend weekly,Complete,Yes,Call 2,10.0,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Omit,Favorable,,,,2.0,,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,No,,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,51.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Timothy Kaine,Male,Black men,Married men,Suburbs,Suburbs, Virginia,"Increase only on income over $250,000",Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,20105.0,1.03300094604492
38517.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,Once a week,Weekly,Protestant/Attend weekly,Complete,Yes,Call 2,9.0,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,,,,3.0,,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,No,,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,109.0,Barack Obama,,Other,Other,State questionnaire,Other,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Timothy Kaine,Female,All other races,Married women,Suburbs,Suburbs, Virginia,"Increase only on income over $250,000",Election day exit poll,,,,Version 3,,Non-white,No,All others,No,,Suburb,60s Suburbs,Urban Perimeter,Downscale,24153.0,0.826003611087799
25736.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Catholic/Do not attend weekly,Complete,No,Call 1,10.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,,,2.0,,,,Barack Obama,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,51.0,Barack Obama,,White,White,State questionnaire,White,South,Catholic,Catholic,The rich,Timothy Kaine,Female,White women,,Suburbs,Suburbs, Virginia,"Increase only on income over $250,000",Election day exit poll,,,,Version 3,,White Catholics,No,All others,No,All others,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,20105.0,0.851892948150635
