ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AUTOBAIL12,AUTOHH,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LAIDOFF4,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOH12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENOH12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNFR12,UNFROBAM,UNFRROMN,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
62666.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,4.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,,No,,Yes,Poor,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,9.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Low Density Rural,Rural,Rural,Downscale,43078.0,0.784227728843689
60241.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,Complete,,Call 3,8.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Mitt Romney,The economy,No,,Yes,,Yes,Poor,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,12.0,Mitt Romney,Is a strong leader,Other,White,State questionnaire,Hispanic/Latino,Midwest,,,,Josh Mandel,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,Urban,Urban Core,Upscale,45504.0,0.800054907798767
20014.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,1.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,,No,,Yes,Poor,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,54.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,45051.0,0.900061786174774
43195.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,15.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,,No,,Yes,Poor,Not so good or poor,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,2.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Extremely Low Density Rural,Rural,Rural,Downscale,45710.0,0.789095282554626
20847.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,4.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Mitt Romney,,,,,,,,,,Mitt Romney,Health care,No,,No,,Yes,Poor,Not so good or poor,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,90.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,,,,,Low Density Rural,Rural,Rural,Very downscale,44841.0,0.804624617099762
64662.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,16.0,,,,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,No,,Yes,Poor,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,110.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Married men,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Suburb,Rural,Rural,Downscale,44270.0,0.91718602180481
64661.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,16.0,,,,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,No,,Yes,Poor,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,110.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Married men,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Suburb,Rural,Rural,Downscale,44270.0,0.91718602180481
42103.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 2,12.0,,,,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,No,,No,Poor,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,40.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Non married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43085.0,0.857597231864929
41980.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 2,14.0,,,,I like my candidate but with reservations,Staying about the same,George W. Bush,Good and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,,,,No,Good,Excellent or good,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,42.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,,Version 2,,Yes,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44024.0,0.899180769920349
19418.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,7.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Federal budget deficit,Yes,,No,,Yes,Not so good,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,88.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Town,Rural,Rural,Downscale,44903.0,1.02552855014801
62226.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 3,14.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,Yes,,No,,No,Not so good,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,65.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Non married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,44057.0,0.796197652816772
63358.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,4.0,,,,I like my candidate but with reservations,Staying about the same,Barack Obama,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,Yes,,No,,Yes,Not so good,Not so good or poor,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,90.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Married men,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Low Density Rural,Rural,Rural,Very downscale,44841.0,0.772444784641266
65000.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,1.0,,,,I like my candidate but with reservations,Staying about the same,Barack Obama,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,Yes,,No,,Yes,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,54.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,45051.0,0.900061786174774
19717.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 1,2.0,,,,I like my candidate but with reservations,Staying about the same,Omit,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Mitt Romney,,,,,,,,,,Mitt Romney,The economy,Yes,,No,,No,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Non married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,,,,,Suburb,60s Suburbs,Urban Perimeter,Upscale,45215.0,1.01282334327698
19718.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 1,2.0,,,,I like my candidate but with reservations,Staying about the same,Omit,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Mitt Romney,,,,,,,,,,Mitt Romney,The economy,Yes,,No,,No,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Non married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,,,,,Suburb,60s Suburbs,Urban Perimeter,Upscale,45215.0,1.01282334327698
42330.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,14.0,,,,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,The housing market,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,,No,,Yes,Not so good,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,42.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44024.0,0.764029622077942
65926.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 3,1.0,,,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,,No,,No,Not so good,Not so good or poor,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,54.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,45051.0,1.0592759847641
22929.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 1,1.0,,,,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,,No,,Yes,Not so good,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,47.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45233.0,0.981986403465271
62898.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,3.0,,,,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,,No,,Yes,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,31.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Low Density Rural,70s Suburbs,Urban Perimeter,Downscale,43137.0,0.811681747436523
62701.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 3,7.0,,,,I strongly favor my candidate,Getting worse,Omit,Worse,Omit,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,,No,,No,Not so good,Not so good or poor,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,93.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44721.0,0.942657113075256
19662.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 1,11.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,Yes,,No,,Yes,Poor,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,104.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44333.0,0.942657113075256
61829.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,14.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,Yes,,No,,No,Poor,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,42.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44024.0,0.764029622077942
42737.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,7.0,,,,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,Yes,,No,,Yes,Poor,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,88.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Town,Rural,Rural,Downscale,44903.0,1.02552855014801
20104.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,1.0,,,,I strongly favor my candidate,Getting worse,George W. Bush,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Health care,Yes,,No,,Yes,Poor,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,52.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,45239.0,0.929096043109894
20103.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,1.0,,,,I strongly favor my candidate,Getting worse,George W. Bush,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,Health care,Yes,,No,,Yes,Poor,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,52.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,45239.0,0.929096043109894
63026.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 3,3.0,,,,I like my candidate but with reservations,Getting worse,Barack Obama,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,Yes,,No,,No,Poor,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,31.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Low Density Rural,70s Suburbs,Urban Perimeter,Downscale,43137.0,0.74906599521637
18194.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,14.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,,No,,Yes,Poor,Not so good or poor,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,103.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44264.0,0.942663431167603
7877.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,,12.0,,,,I dislike the other candidates,Staying about the same,Barack Obama,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,,No,,Yes,Poor,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50058.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,,Telephone survey,,,,,,,No,Version 2,,No,,,,Low Density Rural,Rural,Rural,Downscale,43338.0,2.54727244377136
18954.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,13.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,,No,,Yes,Poor,Not so good or poor,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Male,White men,Married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Suburb,60s Suburbs,Urban Perimeter,Upscale,44319.0,0.893049597740173
18217.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,15.0,,,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,,No,,No,Poor,Not so good or poor,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,75.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,Josh Mandel,Female,White women,Non married women,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Low Density Rural,Rural,Rural,Upscale,43064.0,1.0364146232605
