ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BORNUSA,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNM12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,SENNM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
6354.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,All others,All others,Never,Never,Protestant/Do not attend weekly,Complete,,,1.0,,I strongly favor my candidate,Getting better,,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,3.0,,Barack Obama,,,Offered a chance to apply for legal status,,,,,,,Barack Obama,The economy,No,,No,Omit,Omit,45+,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Liberal,50002.0,Barack Obama,,Other,Other,State questionnaire,Other,West,Protestant/Other Non-Catholic Christian,Protestant,Martin Heinrich,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,Non-white,No,High Density Urban,Urban,Urban Core,Downscale,87108.0,0.12627512216568
6357.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,Never,Never,All others,Complete,,,1.0,,I strongly favor my candidate,Getting worse,,Worse,Unemployment,College graduate,College graduate,More than High school graduate,Non white college degree,,,,3.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Omit,No,,Yes,Omit,Omit,45+,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,50002.0,Barack Obama,,Other,Other,State questionnaire,Other,West,None,None,Martin Heinrich,Female,All other races,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,Non-white,No,Suburb,Urban,Urban Core,Very upscale,87114.0,0.313625812530518
11219.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,1.0,,,Getting better,George W. Bush,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,,,,,,,,,,,The economy,No,,No,Not so good,Not so good or poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50002.0,Gary Johnson,Shares my values,White,White,National questionnaire,White,West,,,Martin Heinrich,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,,,High Density Urban,Urban,Urban Core,Downscale,87108.0,0.510748028755188
11217.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,1.0,,,Getting worse,Barack Obama,Worse,Taxes,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,3.0,,,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,,Yes,Poor,Not so good or poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Conservative,50002.0,Mitt Romney,Shares my values,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Very upscale,87109.0,2.57795214653015
11220.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,All others,All others,,,,Complete,,,1.0,,,Staying about the same,Barack Obama,Poor and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,3.0,,,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,The economy,No,,Yes,Poor,Not so good or poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Conservative,50002.0,Mitt Romney,Shares my values,Other,American Indian,National questionnaire,Other,West,,,Heather Wilson,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,,No,Suburb,Urban,Urban Core,Upscale,87107.0,1.13763725757599
11218.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,1.0,,,Getting better,George W. Bush,Getting better,The housing market,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,Good,Excellent or good,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50002.0,Barack Obama,Is a strong leader,White,White,National questionnaire,White,West,,,Martin Heinrich,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,,No,High Density Urban,Urban,Urban Core,Very upscale,87109.0,1.09735882282257
11215.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,1.0,,,Staying about the same,Omit,Poor and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,The economy,No,,Yes,Not so good,Not so good or poor,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50002.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,West,,,Heather Wilson,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,,No,Suburb,Urban,Urban Core,Very upscale,87122.0,0.756996631622314
11221.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,1.0,,,Omit,Omit,Omit,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,3.0,,,,,,,,,,,,,The economy,Yes,,No,Good,Excellent or good,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,50002.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,Did not vote,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,,No,Suburb,Urban,Urban Core,Upscale,87107.0,6.65130043029785
11225.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,2.0,,,Getting better,George W. Bush,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,,,,,,,,The economy,No,,No,Not so good,Not so good or poor,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50007.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,,Martin Heinrich,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,,No,Low Density Rural,Urban,Urban Core,Upscale,88005.0,0.519329190254211
11229.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,3.0,,,Getting better,George W. Bush,Getting better,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Health care,No,,Yes,Not so good,Not so good or poor,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50009.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,,Martin Heinrich,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Telephone survey,,,,Version 2,,No,Suburb,Urban,Urban Core,Upscale,87507.0,0.903384506702423
75480.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Yes,Call 3,1.0,Yes,,,Barack Obama,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,,Repeal some of it,Repeal some of it or repeal all of it,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,No,All others,No,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,4.0,Gary Johnson,Shares my values,White,White,State questionnaire,White,West,,,Heather Wilson,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,Yes,Suburb,Urban,Urban Core,Very upscale,87111.0,0.379216939210892
73797.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,Yes,Call 3,2.0,No,,,George W. Bush,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,Repeal some of it,Repeal some of it or repeal all of it,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,No,All others,Yes,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,13.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,,,Heather Wilson,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,Yes,Low Density Rural,Urban,Urban Core,Upscale,88007.0,0.20666640996933
30086.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,Yes,Call 1,3.0,Yes,,,Barack Obama,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,Married with children,Yes,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,22.0,Mitt Romney,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,Urban,Urban Core,Upscale,87507.0,0.593533515930176
31787.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Yes,Call 1,1.0,No,,,Barack Obama,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,No,All others,No,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,2.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,,,Heather Wilson,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,Yes,High Density Urban,Urban,Urban Core,Very upscale,87109.0,1.11970555782318
53296.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,Yes,Call 2,3.0,No,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,Leave it as is,Expand it or leave it as is,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,Omit,Yes,All others,No,,,45+,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,22.0,Mitt Romney,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,Urban,Urban Core,Upscale,87507.0,0.924914300441742
53798.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,Yes,Call 2,3.0,Yes,,,George W. Bush,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,,Expand it,Expand it or leave it as is,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Federal budget deficit,Yes,All others,No,,,45+,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,21.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,Urban,Urban Core,Upscale,87507.0,0.580701887607574
32747.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,Yes,Call 1,1.0,No,,,Barack Obama,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,No,All others,Yes,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,4.0,Gary Johnson,Is a strong leader,White,White,State questionnaire,White,West,,,Other,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,Urban,Urban Core,Very upscale,87111.0,0.790626466274261
54463.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 2,1.0,No,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,,Expand it,Expand it or leave it as is,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,2.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,High Density Urban,Urban,Urban Core,Very upscale,87109.0,0.736916899681091
73574.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 3,1.0,No,,,George W. Bush,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,,Expand it,Expand it or leave it as is,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,1.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Low Density Rural,Urban,Urban Core,Very downscale,87121.0,0.721667349338531
74255.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 3,1.0,No,,,George W. Bush,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Omit,3.0,Government should do more to solve problems,,Expand it,Expand it or leave it as is,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,1.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Low Density Rural,Urban,Urban Core,Very downscale,87121.0,0.721667349338531
74091.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,No,Call 3,1.0,No,,,George W. Bush,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Favorable,Better today,3.0,Government is doing too many things better left to businesses and individuals,,Expand it,Expand it or leave it as is,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,1.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Low Density Rural,Urban,Urban Core,Very downscale,87121.0,0.721667349338531
30742.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,,,,Complete,No,Call 1,1.0,Yes,,,George W. Bush,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,Worse today,3.0,Government should do more to solve problems,,Leave it as is,Expand it or leave it as is,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,No,Married with children,Yes,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Conservative,7.0,Mitt Romney,Cares about people like me,Other,Asian,State questionnaire,Asian,West,,,Martin Heinrich,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,High Density Urban,Urban,Urban Core,Very upscale,87112.0,1.05166959762573
72620.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 3,1.0,Yes,,,George W. Bush,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Omit,3.0,Government should do more to solve problems,,Leave it as is,Expand it or leave it as is,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,7.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,High Density Urban,Urban,Urban Core,Very upscale,87112.0,0.691902220249176
71660.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 1,1.0,Yes,,,George W. Bush,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Omit,3.0,Government should do more to solve problems,,Leave it as is,Expand it or leave it as is,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,7.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,High Density Urban,Urban,Urban Core,Very upscale,87112.0,0.691902220249176
71658.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 1,1.0,Yes,,,George W. Bush,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Omit,3.0,Government should do more to solve problems,,Leave it as is,Expand it or leave it as is,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,7.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,High Density Urban,Urban,Urban Core,Very upscale,87112.0,0.691902220249176
72254.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,Yes,Call 3,2.0,Yes,,,George W. Bush,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,Worse today,4.0,Government should do more to solve problems,,Repeal some of it,Repeal some of it or repeal all of it,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,Married with children,Yes,,,45+,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,12.0,Mitt Romney,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Low Density Rural,Urban,Urban Core,Very upscale,88011.0,0.813255965709686
53956.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,Yes,Call 2,1.0,No,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,,Repeal some of it,Repeal some of it or repeal all of it,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,Health care,Yes,All others,No,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Liberal,2.0,Barack Obama,Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,High Density Urban,Urban,Urban Core,Very upscale,87109.0,0.699439585208893
30172.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,,,,Complete,Yes,Call 1,1.0,Yes,,,Barack Obama,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,Worse today,3.0,Government should do more to solve problems,,Expand it,Expand it or leave it as is,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,Foreign policy,Yes,All others,No,,,45+,65+,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,3.0,Mitt Romney,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,Urban,Urban Core,Upscale,87106.0,0.965940713882446
52921.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,Yes,Call 2,1.0,Yes,,,Barack Obama,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,,Repeal some of it,Repeal some of it or repeal all of it,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,1.0,Mitt Romney,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Low Density Rural,Urban,Urban Core,Very downscale,87121.0,1.05166959762573
54445.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 2,2.0,No,,,Barack Obama,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,13.0,Mitt Romney,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Low Density Rural,Urban,Urban Core,Upscale,88007.0,0.400716245174408
